arm,obs_sd,pred_sd,ratio,corr_obs_pred
C_DIRECT_ROW,0.3404624950033123,0.060912643651447176,0.17891146468527924,-0.00897074341715669
M_SELECTED,0.3404624950033123,0.03497048194421666,0.10271463805103243,0.04246702589996851
M_PHYSICS_radius+radius_sq,0.3404624950033123,0.008824313447292903,0.025918606533172038,0.07606414593452168
M_LOWRANK_K2,0.3404624950033123,0.043819801204925325,0.12870669118634934,0.08321385437983149
X_ENS_DIRECT+LOWRANK_K2,0.3404624950033123,0.04705281652484732,0.13820264262702284,-0.002529410048064887
X_ENS_DIRECT+PHYSICS,0.3404624950033123,0.03128049694557879,0.09187648391425453,0.0727587921154731
B1_MEAN_CURVE,0.3404624950033123,0.022747654253717574,0.06681397977035991,-0.06372239288910096
B3_NN_TANIMOTO,0.3404624950033123,0.02379051350192307,0.06987704622704952,-0.06269859367520525
