grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12177406602294175,0.16866839610498746,0.7707006369426752,-0.08183844787253847,0.12118196458146505,0.16564614617441253,0.7940552016985138,-0.043416389615731354,0.12177406602294175,0.16866839610498746,0.7707006369426752,-0.08183844787253847,0.11496633925053891,0.1591010911249033,0.8110403397027601,0.037410106156861356,0.11855956675710227,0.16509221232995008,0.8004246284501062,-0.03644952375347077,0.003214499265839471
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14583276302013753,0.222667089708133,0.8421052631578947,0.04580855600610967,0.14508112258507871,0.2217523085216692,0.8421052631578947,0.05363264323273431,0.1451426594661688,0.22195004932987294,0.8421052631578947,0.051944102686074745,0.14386351234455383,0.2148564309832781,0.8315789473684211,0.1115762356512271,0.144615807488298,0.22008460911134664,0.8421052631578947,0.06781352473389812,0.000526851977870807
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.07997195189609226,0.1003331097667594,0.4393939393939394,0.1691216279495592,0.08245564801656197,0.1018202091585044,0.4393939393939394,0.14430917046738112,0.08245564801656197,0.1018202091585044,0.4393939393939394,0.14430917046738112,0.0868527166263221,0.10479340853648801,0.4393939393939394,0.09360637747860068,0.08436790173596205,0.10259382794792377,0.4393939393939394,0.13125688292623217,-0.0019122537194000838
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.1254983766889316,0.16225146621872336,0.2631578947368421,-1.130310798226188,0.1254527558232782,0.16274986239786376,0.2807017543859649,-1.1434184697412597,0.1254983766889316,0.16225146621872336,0.2631578947368421,-1.130310798226188,0.1207697132656857,0.1563450506303499,0.3684210526315789,-0.9780350529801338,0.1254983766889316,0.16225146621872336,0.2631578947368421,-1.130310798226188,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11238254503682162,0.16310840187492712,0.65,-0.7283201741173786,0.12087134622137688,0.1689132201978857,0.65,-0.8535265753979693,0.11238254503682162,0.16310840187492712,0.65,-0.7283201741173786,0.09134544545620815,0.1496834498909467,0.725,-0.45552310095599724,0.10650298824412543,0.15893599623075677,0.725,-0.6410283020383243,0.005879556792696181
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.07154347773427693,0.1110885319347672,0.7948717948717948,0.19604865087509282,0.07056257140811506,0.11078209287163844,0.7948717948717948,0.20047795239746657,0.07105222788314933,0.11092650333254472,0.7948717948717948,0.19839215318277403,0.08046591933844773,0.11465467723739353,0.6410256410256411,0.143603535809666,0.07166779746864137,0.11120470734744613,0.7435897435897436,0.19436624106632072,-0.0006155695854920401
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.1629156028768677,0.18488611998333768,0.5,-0.7569634908212246,0.1752730294752483,0.2016359866612506,0.5,-1.0897301546187976,0.16909431617605802,0.19313306678970388,0.5,-0.9171998826324259,0.18143112846344123,0.19444117329712135,0.23333333333333334,-0.9432585456952784,0.17179595971804998,0.18799397820699154,0.5,-0.8165275824595655,-0.002701643541991955
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.08966129360018905,0.1344394243150076,0.6538461538461539,-1.9363896495262622,0.09257503435489324,0.14024558098374426,0.6538461538461539,-2.1954996046829516,0.08966129360018905,0.1344394243150076,0.6538461538461539,-1.9363896495262622,0.08411385500532312,0.11992211609183877,0.6538461538461539,-1.336463295517047,0.08966129360018905,0.1344394243150076,0.6538461538461539,-1.9363896495262622,0.0
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.1359862762569144,0.18666383595042543,0.52,-0.46958220891308255,0.13445534187690514,0.18495245138461425,0.52,-0.44275868303462196,0.13445534187690514,0.18495245138461425,0.52,-0.44275868303462196,0.12531829318018342,0.16995264156874593,0.52,-0.2182301715651127,0.12720632575432142,0.1736396786926372,0.52,-0.2716613154124554,0.007249016122583718
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.2456321188583712,0.313540334546524,0.8181818181818182,-0.44195903215998045,0.2535119177872087,0.3191366774731714,0.8636363636363636,-0.4938931143210241,0.2456321188583712,0.313540334546524,0.8181818181818182,-0.44195903215998045,0.24114169398930818,0.3081210003536612,0.8181818181818182,-0.392543226887901,0.2456321188583712,0.313540334546524,0.8181818181818182,-0.44195903215998045,0.0
