grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
pair_type,Sm-Eu,106,0.16518441469232933,0.22144783121961623,0.6698113207547169,-0.17542041850264867,0.15533306548544787,0.21273599718390981,0.6886792452830188,-0.08475668377433454,0.1653211700931835,0.22135762726033792,0.6792452830188679,-0.1744630283987214,0.17110550063708713,0.22088225679002,0.6698113207547169,-0.16942407344801946,0.16556807089654293,0.2193202767545869,0.6698113207547169,-0.15294326983122164,-0.0002469008033594289
pair_type,Gd-Tb,98,0.13120030515196937,0.17694492363817207,0.826530612244898,-0.14692909520863284,0.1340220511228971,0.1818259645221036,0.826530612244898,-0.21107811072192928,0.1322669629550999,0.17850544668192472,0.826530612244898,-0.1672484312046736,0.14078592204715792,0.18160591207956236,0.8877551020408163,-0.20814850237231575,0.1326214615028946,0.1786028960783072,0.826530612244898,-0.16852322371806183,-0.00035449854779470713
pair_type,Dy-Ho,96,0.10838330590605805,0.17328646710449205,0.7604166666666666,-0.17473952256901892,0.11144123866750295,0.17393594813104354,0.7604166666666666,-0.18356191774971364,0.10849340954152308,0.17194326473501975,0.7604166666666666,-0.15659849324855268,0.10602163787812284,0.1691180924817064,0.78125,-0.11890297371170222,0.10595445497544369,0.1695304950985388,0.78125,-0.12436662491052553,0.0025389545660793877
pair_type,Ho-Er,96,0.10322621587278134,0.14700777459518785,0.6770833333333334,-0.29786266036419184,0.1104590070515261,0.15172371436727017,0.6770833333333334,-0.3824679243521827,0.1032972735339136,0.14704106712762416,0.6770833333333334,-0.2984505752221187,0.08798349454482368,0.13782237637001724,0.6875,-0.14074243950260623,0.09864597802613606,0.14384844832786373,0.6875,-0.24267767016973307,0.004651295507777542
pair_type,La-Ce,95,0.21780904755205013,0.27896390052330267,0.8210526315789474,-0.4380142619249374,0.21685483669189348,0.2748933866205609,0.8210526315789474,-0.39635473861088966,0.21841911099804778,0.27820791905496195,0.8210526315789474,-0.43023089558183214,0.192823546251181,0.2595669074102579,0.8315789473684211,-0.24498989154675765,0.21044923892306638,0.2733461698474712,0.8315789473684211,-0.3806804184966093,0.007969872074981399
pair_type,Er-Tm,89,0.07208492449224335,0.09671785978394062,0.550561797752809,-0.02910537320286255,0.07382468524457718,0.09784771206187602,0.550561797752809,-0.05328970824186707,0.0722944089347708,0.09709748688166833,0.550561797752809,-0.03719990731174061,0.07002349097233977,0.09518699656149829,0.5056179775280899,0.003214440232111704,0.07140870192591403,0.0962186324373412,0.5280898876404494,-0.018508951443987565,0.0008857070088567759
pair_type,Tb-Dy,88,0.15636257576384469,0.18666589184207869,0.5909090909090909,-0.5234264451786113,0.1567623485694538,0.1871958040777727,0.6931818181818182,-0.5320882116432843,0.1576019757060885,0.18713953275508083,0.5909090909090909,-0.5311672543306423,0.14309286616591715,0.1740112664127596,0.7045454545454546,-0.3238728828065327,0.15196554133089743,0.1810577582633294,0.7159090909090909,-0.43326279966652814,0.005636434375191068
pair_type,Tm-Yb,86,0.05188071152223957,0.07170387489617815,0.5232558139534884,-0.08341524538284406,0.052500439525629945,0.07321436264047594,0.5348837209302325,-0.1295416857214875,0.052085457279952015,0.07184645317630825,0.5116279069767442,-0.08772812416651976,0.06697726510094937,0.08404710697949123,0.5348837209302325,-0.4885219017550637,0.051288664711896643,0.07225426679142759,0.5581395348837209,-0.10011145748035721,0.0007967925680553711
pair_type,Eu-Gd,83,0.09587480065512646,0.15650589138848747,0.7951807228915663,0.0028759382511661657,0.09594020060183626,0.1571565063726932,0.7951807228915663,-0.005431637974381953,0.09551774924637127,0.15608944487841706,0.7951807228915663,0.00817537284946479,0.09593359554108896,0.1515175909064005,0.7349397590361446,0.06542549669927245,0.09448996321926349,0.15235926761645924,0.7951807228915663,0.05501357835282783,0.0010277860271077771
pair_type,Yb-Lu,82,0.08521679805221087,0.11898479913254997,0.5975609756097561,0.11122431315637782,0.09805572002656097,0.13053809877065858,0.5975609756097561,-0.0697536285908007,0.08532174104271642,0.11926121437036163,0.5975609756097561,0.10709006229990592,0.08954397488584359,0.12677654617187858,0.5609756097560976,-0.008990399423007833,0.08752740745559745,0.12187523417158326,0.5609756097560976,0.06751870603819721,-0.00220566641288103
pair_type,Ce-Pr,81,0.16175289805784712,0.2182867898311517,0.8148148148148148,-0.058678174761512825,0.1626902634342935,0.21968711336195726,0.8271604938271605,-0.07230471716980946,0.16139890948926924,0.21823251951311914,0.8148148148148148,-0.05815182445790135,0.16865783640940737,0.22226359917564603,0.8148148148148148,-0.09760414187905497,0.16387748331465724,0.21848483664150042,0.8148148148148148,-0.06060007713014315,-0.002478573825387992
pair_type,Pr-Nd,81,0.14874331964929577,0.2173957402456339,0.7901234567901234,-0.07145478126214821,0.14113262172450478,0.2105071047263716,0.7901234567901234,-0.004628057856980838,0.14729779927583272,0.21567376146781644,0.7901234567901234,-0.054548146052898705,0.14615644004712958,0.2033164595376831,0.7407407407407407,0.0628332666535506,0.1506005830367034,0.21271944093866987,0.7777777777777778,-0.0258554095286585,-0.0033027837608706756
