model,split_seed,extractant,n_rows,mae,offset_abs,bias,shape_mae,y_sd,rank_spearman,nn_train_tanimoto,nn_base_tanimoto,n_metals,n_conditions,n_series,ecfp_cluster,tanimoto_cluster,y_mean,prediction_mean,n_batches,n_publications,frac_name_mismatch,frac_aqueous_complexant,donor__n_total,DENTATE,coreCN,mechanism,mean_mae_over_seeds,is_worst
LP_everything,104729,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.196191896731557,4.196191896731557,-4.196191896731557,0.43990237390773995,0.6847056480003295,0.942857142857143,0.6666666666666666,0.21621621621621623,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.306256996862907,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.161466363530851,True
LP_everything,130363,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.136071913190993,4.136071913190993,-4.136071913190993,0.4069123933899428,0.6847056480003295,0.942857142857143,0.6666666666666666,0.3793103448275862,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.2461370133223433,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.161466363530851,True
LP_everything,155921,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.152135280670001,4.152135280670001,-4.152135280670001,0.4465218908786888,0.6847056480003295,0.942857142857143,0.6666666666666666,0.21621621621621623,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.262200380801351,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.161466363530851,True
LP_everything,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.296652845653073,3.296652845653073,-3.296652845653073,0.07880845366351223,0.2035199826615128,0.5595028849441883,0.46938775510204084,0.4528301886792453,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.27583674040528927,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.338065663670196,True
LP_everything,130363,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.2200954993115403,3.2200954993115403,-3.2200954993115403,0.03340930179849655,0.2035199826615128,0.5595028849441883,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.1992793940637564,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.338065663670196,True
LP_everything,155921,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.497448646045974,3.497448646045974,-3.497448646045974,0.05682445270410316,0.2035199826615128,0.5595028849441883,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.4766325407981904,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.338065663670196,True
LP_everything,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,13,2.9404197365149916,2.9404197365149916,2.9404197365149916,0.3921969702667906,0.3461964277793848,-0.19780219780219782,0.65625,0.65625,13,1,1,db04e144e1ea83eb,tan069,-2.4883045687968255,0.45211516771816657,1,1,0.0,0.0,3.0,3.0,8.538461538461538,SINGLE_BATCH,2.816242723876796,True
LP_everything,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,13,2.884326543741726,2.884326543741726,2.884326543741726,0.45286487180789725,0.3461964277793848,-0.41208791208791207,0.65625,0.65625,13,1,1,db04e144e1ea83eb,tan069,-2.4883045687968255,0.3960219749449009,1,1,0.0,0.0,3.0,3.0,8.538461538461538,SINGLE_BATCH,2.816242723876796,True
LP_everything,155921,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,13,2.623981891373671,2.623981891373671,2.623981891373671,0.3506669464450049,0.3461964277793848,0.19780219780219782,0.65625,0.65625,13,1,1,db04e144e1ea83eb,tan069,-2.4883045687968255,0.13567732257684575,1,1,0.0,0.0,3.0,3.0,8.538461538461538,SINGLE_BATCH,2.816242723876796,True
LP_everything,104729,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,2.8661730643722914,2.8661730643722914,2.8661730643722914,0.3972370083315791,0.3466509986299608,-0.4021978021978022,0.65625,0.65625,14,1,1,db04e144e1ea83eb,tan069,-2.612219409492279,0.2539536548800125,1,1,0.0,0.0,3.0,3.0,8.5,SINGLE_BATCH,2.8060600235073347,True
LP_everything,130363,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,2.886659824289166,2.886659824289166,2.886659824289166,0.4384468015383777,0.3466509986299608,-0.5384615384615385,0.65625,0.65625,14,1,1,db04e144e1ea83eb,tan069,-2.612219409492279,0.27444041479688797,1,1,0.0,0.0,3.0,3.0,8.5,SINGLE_BATCH,2.8060600235073347,True
LP_everything,155921,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,2.6653471818605463,2.6653471818605463,2.6653471818605463,0.37164837550261637,0.3466509986299608,-0.27912087912087913,0.65625,0.65625,14,1,1,db04e144e1ea83eb,tan069,-2.612219409492279,0.05312777236826719,1,1,0.0,0.0,3.0,3.0,8.5,SINGLE_BATCH,2.8060600235073347,True
LP_everything,104729,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,45,2.6811739814119497,2.6811739814119497,-2.6811739814119497,0.5028223062284045,0.7108554671686007,0.8999868308466836,0.6764705882352942,0.6764705882352942,9,10,1,f45ce5f8357cf48b,tan067,1.8603300234913627,-0.8208439579205868,9,1,0.0,0.0,3.0,3.0,8.777777777777779,LEVEL_ONLY,2.7292822577706937,True
LP_everything,130363,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,45,2.7279160538757137,2.7279160538757137,-2.7279160538757137,0.5594120067087527,0.7108554671686007,0.5600210880085513,0.65625,0.65625,9,10,1,f45ce5f8357cf48b,tan067,1.8603300234913627,-0.867586030384351,9,1,0.0,0.0,3.0,3.0,8.777777777777779,LEVEL_ONLY,2.7292822577706937,True
LP_everything,155921,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,45,2.778756738024418,2.778756738024418,-2.778756738024418,0.5394739609654964,0.7108554671686007,0.7568849716520281,0.6764705882352942,0.6764705882352942,9,10,1,f45ce5f8357cf48b,tan067,1.8603300234913627,-0.9184267145330552,9,1,0.0,0.0,3.0,3.0,8.777777777777779,LEVEL_ONLY,2.7292822577706937,True
