model,split_seed,extractant,n_rows,mae,offset_abs,bias,shape_mae,y_sd,rank_spearman,nn_train_tanimoto,nn_base_tanimoto,n_metals,n_conditions,n_series,ecfp_cluster,tanimoto_cluster,y_mean,prediction_mean,n_batches,n_publications,frac_name_mismatch,frac_aqueous_complexant,donor__n_total,DENTATE,coreCN,mechanism,mean_mae_over_seeds,is_worst
GEN7_everything_EXPLORATORY,104729,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.202467761143914,4.202467761143914,-4.202467761143914,0.44478508072044914,0.6847056480003295,0.942857142857143,0.6666666666666666,0.21621621621621623,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.3125328612752636,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.093990362986919,True
GEN7_everything_EXPLORATORY,130363,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.15252819621267,4.15252819621267,-4.15252819621267,0.41983716559801415,0.6847056480003295,0.942857142857143,0.6666666666666666,0.3793103448275862,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.2625932963440203,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.093990362986919,True
GEN7_everything_EXPLORATORY,155921,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,3.9502685404816353,3.9502685404816353,-3.9502685404816353,0.42325578127286256,0.6847056480003295,0.942857142857143,0.6666666666666666,0.21621621621621623,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.060333640612985,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.093990362986919,True
GEN7_everything_EXPLORATORY,196613,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.128455983566333,4.128455983566333,-4.128455983566333,0.4192170647977966,0.6847056480003295,0.942857142857143,0.6666666666666666,0.3793103448275862,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.238521083697683,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.093990362986919,True
GEN7_everything_EXPLORATORY,262147,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.036231333530044,4.036231333530044,-4.036231333530044,0.4587818007740235,0.6847056480003295,0.942857142857143,0.6666666666666666,0.3793103448275862,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.1462964336613943,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.093990362986919,True
GEN7_everything_EXPLORATORY,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.4025893877307527,3.4025893877307527,-3.4025893877307527,0.08438290193746904,0.2035199826615128,0.5595028849441883,0.46938775510204084,0.4528301886792453,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.3817732824829691,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.5039721594128963,True
GEN7_everything_EXPLORATORY,130363,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.26169206254998,3.26169206254998,-3.26169206254998,0.026442524750591556,0.2035199826615128,0.5595028849441883,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.2408759573021962,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.5039721594128963,True
GEN7_everything_EXPLORATORY,155921,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.5277054581591876,3.5277054581591876,-3.5277054581591876,0.06279887545376715,0.2035199826615128,0.5595028849441883,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.5068893529114037,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.5039721594128963,True
GEN7_everything_EXPLORATORY,196613,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.822081262765513,3.822081262765513,-3.822081262765513,0.08751159014526697,0.2035199826615128,0.5595028849441883,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.8012651575177296,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.5039721594128963,True
GEN7_everything_EXPLORATORY,262147,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.50579262585905,3.50579262585905,-3.50579262585905,0.07657871902508431,0.2035199826615128,0.5595028849441883,0.4791666666666667,0.47058823529411764,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.4849765206112666,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.5039721594128963,True
