model,split_seed,extractant,n_rows,mae,offset_abs,bias,shape_mae,y_sd,rank_spearman,nn_train_tanimoto,nn_base_tanimoto,n_metals,n_conditions,n_series,ecfp_cluster,tanimoto_cluster,y_mean,prediction_mean,n_batches,n_publications,frac_name_mismatch,frac_aqueous_complexant,donor__n_total,DENTATE,coreCN,mechanism,mean_mae_over_seeds,is_worst
REAL_best_tree,104729,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.279688956942376,4.279688956942376,-4.279688956942376,0.46837526053164363,0.6847056480003295,0.942857142857143,0.6666666666666666,0.21621621621621623,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.3897540570737266,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.27711962421348,True
REAL_best_tree,130363,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.355719429265267,4.355719429265267,-4.355719429265267,0.414284067968898,0.6847056480003295,0.942857142857143,0.6666666666666666,0.3793103448275862,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.4657845293966165,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.27711962421348,True
REAL_best_tree,155921,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,6,4.195950486432798,4.195950486432798,-4.195950486432798,0.4622447059881886,0.6847056480003295,0.942857142857143,0.6666666666666666,0.21621621621621623,1,6,1,d99a96790a3a5284,tan029,1.88993489986865,-2.3060155865641483,6,1,0.0,0.0,6.0,5.333333333333333,9.0,LEVEL_ONLY,4.27711962421348,True
REAL_best_tree,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.561934225924406,3.561934225924406,-3.561934225924406,0.1274795719790142,0.2035199826615128,,0.46938775510204084,0.4528301886792453,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.5411181206766222,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.4619046875411428,True
REAL_best_tree,130363,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.823741235898535,3.823741235898535,-3.823741235898535,0.1274795719790142,0.2035199826615128,,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,-0.8029251306507512,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.4619046875411428,True
REAL_best_tree,155921,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,9,3.0000386008004876,3.0000386008004876,-3.0000386008004876,0.12751147467578905,0.2035199826615128,-0.5595028849441883,0.4897959183673469,0.4897959183673469,1,9,2,4a1cdf823baa2a3e,tan055,3.0208161052477838,0.020777504447295855,2,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,3.4619046875411428,True
REAL_best_tree,104729,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,2.6887228585569423,2.6887228585569423,2.6887228585569423,0.3834122591712334,0.3466509986299608,-0.4769230769230769,0.65625,0.65625,14,1,1,db04e144e1ea83eb,tan069,-2.612219409492279,0.07650344906466329,1,1,0.0,0.0,3.0,3.0,8.5,SINGLE_BATCH,2.7655012496105265,True
REAL_best_tree,130363,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,2.900200484690349,2.900200484690349,2.900200484690349,0.39025608974907966,0.3466509986299608,-0.4065934065934066,0.65625,0.65625,14,1,1,db04e144e1ea83eb,tan069,-2.612219409492279,0.28798107519806976,1,1,0.0,0.0,3.0,3.0,8.5,SINGLE_BATCH,2.7655012496105265,True
REAL_best_tree,155921,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,14,2.707580405584289,2.707580405584289,2.707580405584289,0.37002441264829133,0.3466509986299608,-0.3230769230769231,0.65625,0.65625,14,1,1,db04e144e1ea83eb,tan069,-2.612219409492279,0.09536099609201013,1,1,0.0,0.0,3.0,3.0,8.5,SINGLE_BATCH,2.7655012496105265,True
REAL_best_tree,104729,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,37,2.8094260559373336,2.8094260559373336,-2.8094260559373336,0.6797159320650056,1.3982571666247858,0.8487336179055268,0.44642857142857145,0.44642857142857145,1,37,4,690782a8b84aa453,tan055,1.6628636383466882,-1.1465624175906453,4,1,0.0,0.0,3.0,3.0,9.0,LEVEL_ONLY,2.763402373239892,True
