arm,support_design,n_pairs,n_extractants,n_cells,macro_mae_zero_shot,macro_mae_zero_shot_seed_sd,macro_mae_conditional,macro_mae_conditional_seed_sd,macro_mae_rescale,macro_mae_rescale_seed_sd,macro_mae_no_model_linear,macro_mae_no_model_linear_seed_sd,gain
V2_BAG_MIX3,widest,68145,89,383,0.43454936265957,0.009530725669153764,0.2485190194038181,0.005640308253215325,0.34172663733279407,0.0036362909005277924,0.27182623903950676,0.0,0.1860303432557519
V2_BAG_MIX5,widest,68145,89,383,0.4350553547630098,0.007806811509094665,0.24912286038878,0.0043469588761352,0.3416704081159147,0.006064413407759367,0.27182623903950676,0.0,0.18593249437422982
V2_BAG4@lean,widest,68145,89,383,0.4432281545810814,0.0057002903624188824,0.2523548773087128,0.00381583414441424,0.3503088598399992,0.004704235823471071,0.27182623903950676,0.0,0.19087327727236858
B1_MEAN_CURVE,widest,68145,89,383,0.5744375093450103,0.014177118476902707,0.26810134220135656,0.0016623634620519002,0.42860748423951095,0.017595186438861703,0.27182623903950676,0.0,0.3063361671436537
V2_BAG_MIX3,random,204435,89,383,0.44035090057038284,0.008214968616421276,0.35390205653337425,0.01263837233757269,0.3961512686982257,0.008280831502073134,0.48401679817285903,0.027040574622190325,0.08644884403700859
V2_BAG_MIX5,random,204435,89,383,0.4415180955035506,0.006731388769201953,0.3547591139349023,0.012337078257661362,0.395919349194955,0.007716649876068231,0.48401679817285903,0.027040574622190325,0.08675898156864831
V2_BAG4@lean,random,204435,89,383,0.4514057757793912,0.0058860426133009605,0.3623528468530667,0.01301491383751455,0.40570356510881345,0.00839581638583259,0.48401679817285903,0.027040574622190325,0.08905292892632455
B1_MEAN_CURVE,random,204435,89,383,0.5899042429040271,0.017787608821625746,0.4302870935517043,0.010753430255529245,0.5427926485263102,0.020440453594617474,0.48401679817285903,0.027040574622190325,0.1596171493523228
