degree,name,pooled_r2,median_cell_r2,median_abs_resid,rms_resid,n_cells,n_points
1,linear,0.9013345950105999,0.8928361084829327,0.10143956189133908,0.19503355002654676,268,2664
2,quadratic,0.9560265980558985,0.9609674446406489,0.05625674864710859,0.13020327472581478,268,2664
3,cubic,0.9737387687731041,0.9838013200287772,0.037791631075797374,0.10062002393400804,268,2664
