arm,macro_mae,pooled_mae,n_rows,n_extractants,seed_sd
X_ENS_DIRECT+LOWRANK_K2,0.48098083670010805,0.49167836200368936,70750,90,0.007539302892289404
C_DIRECT_ROW,0.49532081290529495,0.5245128768639454,70750,90,0.0185219588129476
M_SELECTED,0.5014269541262518,0.5028568024785267,70750,90,0.0054907478499305945
B1_MEAN_CURVE,0.6032535776161898,0.5914108306051475,70750,90,0.014678601108058513
B4_HEAVIER_ALWAYS,0.6742486431120029,0.5313560423344641,70750,90,0.005133850776845053
X_ENS_DIRECT+PHYSICS,0.4847046673896068,0.49507310704263835,70750,90,0.00990112314684362
