arm,mechanism,weighting,aux_lambda,control,split_seed,fold,n_core,n_aux,n_level_train,n_shape_train,aux_weight_share,clip_lo,clip_hi
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,104729,0,4866,424,5290,4651,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,104729,1,1495,32,1527,1445,0.5000000000000002,-9.021933790857123,7.100202059619041
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,104729,2,4962,443,5405,4745,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,104729,3,4747,443,5190,4529,0.5,-8.107493857493855,8.322481572481564
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,104729,4,4922,443,5365,4708,0.5000000000000001,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,130363,0,1436,32,1468,1373,0.5000000000000001,-7.792289988492519,7.3768699654775585
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,130363,1,4937,443,5380,4727,0.5000000000000001,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,130363,2,4766,443,5209,4542,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,130363,3,4836,443,5279,4625,0.4999999999999999,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,130363,4,5017,424,5441,4824,0.49999999999999994,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,155921,0,1548,32,1580,1482,0.5,-9.279389730849642,7.872569879596599
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,155921,1,4828,443,5271,4585,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,155921,2,5009,424,5433,4818,0.5000000000000001,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,155921,3,4729,443,5172,4496,0.5000000000000001,-8.107493857493855,8.322481572481564
