arm,mechanism,weighting,aux_lambda,control,split_seed,fold,n_core,n_aux,n_level_train,n_shape_train,aux_weight_share,clip_lo,clip_hi
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,155921,4,4878,443,5321,4672,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,196613,0,1486,32,1518,1420,0.5,-9.279389730849642,7.872569879596599
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,196613,1,4793,424,5217,4601,0.49999999999999994,-8.107493857493855,8.322481572481564
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,196613,2,4903,443,5346,4681,0.49999999999999994,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,196613,3,5093,443,5536,4866,0.49999999999999983,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,196613,4,4717,443,5160,4519,0.4999999999999999,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,262147,0,4929,443,5372,4727,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,262147,1,1199,32,1231,1160,0.4999999999999999,-7.529909706546275,6.589729119638825
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,262147,2,4983,443,5426,4766,0.49999999999999994,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,262147,3,5048,443,5491,4829,0.5,-9.594593599850977,8.818181486600604
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,JOINT,HIERARCHICAL,1.0,NONE,262147,4,4833,424,5257,4608,0.5000000000000001,-9.594593599850977,8.818181486600604
