arm,mechanism,weighting,aux_lambda,control,split_seed,fold,n_core,n_aux,n_level_train,n_shape_train,aux_weight_share,clip_lo,clip_hi
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,0,4866,46,4912,4639,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,1,1495,11,1506,1456,0.5,-9.021933790857123,7.100202059619041
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,2,4962,42,5004,4715,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,3,4747,46,4793,4511,0.5,-8.107493857493855,8.322481572481564
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,4,4922,46,4968,4682,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,0,1436,11,1447,1384,0.5,-7.792289988492519,7.3768699654775585
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,1,4937,46,4983,4711,0.49999999999999994,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,2,4766,46,4812,4517,0.5000000000000002,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,3,4836,42,4878,4595,0.5,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,4,5017,46,5063,4796,0.5,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,155921,0,1548,11,1559,1493,0.5000000000000001,-9.279389730849642,7.872569879596599
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,155921,1,4828,46,4874,4588,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,155921,2,5009,46,5055,4789,0.5,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,155921,3,4729,46,4775,4489,0.49999999999999994,-8.107493857493855,8.322481572481564
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,155921,4,4878,42,4920,4644,0.49999999999999983,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,196613,0,1486,7,1493,1427,0.5,-9.279389730849642,7.872569879596599
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,196613,1,4793,46,4839,4567,0.49999999999999994,-8.107493857493855,8.322481572481564
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,196613,2,4903,46,4949,4658,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,196613,3,5093,46,5139,4851,0.4999999999999999,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,196613,4,4717,46,4763,4500,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,262147,0,4929,46,4975,4690,0.5,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,262147,1,1199,11,1210,1171,0.5,-7.529909706546275,6.589729119638825
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,262147,2,4983,46,5029,4738,0.5000000000000001,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,262147,3,5048,46,5094,4814,0.5,-9.594593599850977,8.818181486600604
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,262147,4,4833,42,4875,4590,0.5,-9.594593599850977,8.818181486600604
