arm,mechanism,weighting,aux_lambda,control,split_seed,fold,n_core,n_aux,n_level_train,n_shape_train,aux_weight_share,clip_lo,clip_hi
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,104729,0,4866,424,5290,4680,0.5000000000000001,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,104729,1,1495,32,1527,1445,0.5,-9.021933790857123,7.100202059619041
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,104729,2,4962,443,5405,4735,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,104729,3,4747,443,5190,4542,0.5000000000000001,-8.107493857493855,8.322481572481564
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,104729,4,4922,443,5365,4708,0.4999999999999999,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,130363,0,1436,32,1468,1373,0.5,-7.792289988492519,7.3768699654775585
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,130363,1,4937,443,5380,4756,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,130363,2,4766,443,5209,4547,0.4999999999999999,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,130363,3,4836,443,5279,4618,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,130363,4,5017,424,5441,4813,0.5000000000000001,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,155921,0,1548,32,1580,1482,0.5000000000000001,-9.279389730849642,7.872569879596599
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,155921,1,4828,443,5271,4628,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,155921,2,5009,424,5433,4804,0.5000000000000001,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,155921,3,4729,443,5172,4539,0.49999999999999994,-8.107493857493855,8.322481572481564
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,155921,4,4878,443,5321,4675,0.5000000000000001,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,196613,0,1486,32,1518,1420,0.5000000000000001,-9.279389730849642,7.872569879596599
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,196613,1,4793,424,5217,4602,0.5000000000000001,-8.107493857493855,8.322481572481564
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,196613,2,4903,443,5346,4671,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,196613,3,5093,443,5536,4874,0.4999999999999999,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,196613,4,4717,443,5160,4537,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,262147,0,4929,443,5372,4722,0.5000000000000001,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,262147,1,1199,32,1231,1160,0.5,-7.529909706546275,6.589729119638825
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,262147,2,4983,443,5426,4747,0.5,-9.594593599850977,8.818181486600604
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,JOINT,HIERARCHICAL,1.0,NONE,262147,3,5048,443,5491,4840,0.5,-9.594593599850977,8.818181486600604
