model,macro_mae,offset_mae,shape_mae,pooled_mae,macro_sd,n_seeds
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw11,1.0014245992073083,0.855412072490869,0.48476487279881414,1.1584235322343406,0.0391167447950768,5
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw22,1.002362474994677,0.8512005580573666,0.4860242889478245,1.1615989489820406,0.03604807527000326,5
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,1.0033810470212838,0.8586775787559325,0.4857641922464868,1.1632994840175372,0.029479662221217635,5
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw55,1.0060851459108888,0.8662217459246738,0.48416342927070755,1.1866828355338224,0.039912861935355703,5
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,1.009331835909178,0.8572031197479418,0.48610195846443977,1.1600142496192098,0.03207896282462306,5
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw44,1.0107133598352243,0.8768527818703473,0.482119089698475,1.1813216226231371,0.025775978205409493,5
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw55,1.0137303720340636,0.8717757049271428,0.48467868131829545,1.1647813427017812,0.037464700040226985,5
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw33,1.0147469487241605,0.8684290309680278,0.4880801668284581,1.1714176754983736,0.021040927058542144,5
G_RANDOM_AUX_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw22,1.0170486493034168,0.8684863960363778,0.48050304779869746,1.1675705190574444,0.018673556286590152,5
F_ACTINIDES_ONLY_MATCHED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1|draw11,1.0283228817260262,0.8872126505151694,0.4867248590393124,1.1632089116273046,0.023780452507176954,5
