arm,mechanism,weighting,aux_lambda,control,split_seed,fold,n_core,n_aux,n_level_train,n_shape_train,aux_weight_share,clip_lo,clip_hi
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,0,4866,4961,9827,8712,0.5000000000000001,-9.594593599850977,8.818181486600604
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,1,1495,1785,3280,2867,0.5,-9.021933790857123,7.100202059619041
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,2,4962,5034,9996,8852,0.49999999999999994,-9.594593599850977,8.818181486600604
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,3,4747,4959,9706,8569,0.5,-8.107493857493855,8.322481572481564
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,104729,4,4922,4498,9420,8408,0.5,-9.594593599850977,8.818181486600604
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,0,1436,2664,4100,3473,0.49999999999999994,-7.792289988492519,7.3768699654775585
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,1,4937,4986,9923,8827,0.49999999999999994,-9.594593599850977,8.818181486600604
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,2,4766,4913,9679,8534,0.5000000000000001,-9.594593599850977,8.818181486600604
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,3,4836,4229,9065,8130,0.5,-9.594593599850977,8.818181486600604
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,JOINT,HIERARCHICAL,1.0,NONE,130363,4,5017,4440,9457,8444,0.49999999999999994,-9.594593599850977,8.818181486600604
