arm,gain,y_band,n_pairs,frac_pairs_sign_opposite,mean_abs_err,mean_magnitude_part,mean_sign_part,frac_abs_err_from_sign,frac_abs_err_in_sign_opposite_pairs,share_of_total_abs_err
C_DIRECT_ROW,1.0,|y|<0.25,27355,0.3614330104185706,0.15489287764644757,0.1179902405378141,0.03690263710863347,0.23824618452028498,0.5098506566201201,0.11417882477355139
C_DIRECT_ROW,1.0,0.25-0.5,13635,0.26431976530986434,0.3197048883856438,0.2516326013133423,0.06807228707230151,0.2129222590747169,0.4281555143402078,0.11746860741701858
C_DIRECT_ROW,1.0,0.5-1.0,13510,0.19800148038490006,0.5668582112897356,0.5011459206127855,0.06571229067694993,0.11592368138663643,0.31141604710242177,0.2063702984384188
C_DIRECT_ROW,1.0,>1.0,16250,0.1257230769230769,1.2833698943041838,1.2351284217995409,0.04824147250464305,0.03758968690067221,0.17737151553325045,0.5619822693710113
C_DIRECT_ROW,1.0,all,70750,0.25737102473498236,0.5245128768639454,0.47349755180976105,0.051015325054184345,0.09726229289012732,0.27245565021056145,1.0
C_DIRECT_ROW,1.05,|y|<0.25,27355,0.3614330104185706,0.15957491839883567,0.12178844718821967,0.03778647121061602,0.2367945513603454,0.5079812654044955,0.11820723507006023
C_DIRECT_ROW,1.05,0.25-0.5,13635,0.26431976530986434,0.321986655588481,0.25174189932260416,0.07024475626587684,0.21816045803977052,0.4317725159855353,0.11888737125870219
C_DIRECT_ROW,1.05,0.5-1.0,13510,0.19800148038490006,0.56525720653748,0.4969509696379114,0.06830623689956856,0.12084098373195962,0.31541338846550715,0.2067969674905081
C_DIRECT_ROW,1.05,>1.0,16250,0.1257230769230769,1.2637564969949402,1.2131908458840797,0.05056565111086066,0.04001217895306544,0.18108282861307692,0.5561084261807294
C_DIRECT_ROW,1.05,all,70750,0.25737102473498236,0.5219523375016003,0.4691474574632075,0.05280488003839278,0.10116801141489452,0.27730757932707756,1.0
M_SELECTED,1.0,|y|<0.25,27355,0.3624931456772071,0.1882506818955304,0.1428230351710775,0.045427646724452916,0.24131464633771132,0.49791651180556906,0.14474464432514292
M_SELECTED,1.0,0.25-0.5,13635,0.262046204620462,0.3256867627064278,0.24516716653317597,0.08051959617325186,0.24723017756122853,0.4515086746497193,0.12482008555954899
M_SELECTED,1.0,0.5-1.0,13510,0.17061435973353073,0.528867423161011,0.46030361012638077,0.06856381303463013,0.12964272335934035,0.29839171095705597,0.20083129643018172
M_SELECTED,1.0,>1.0,16250,0.07913846153846153,1.1594943677351466,1.1218755156697204,0.03761885206542587,0.03244418697686924,0.12327808669900191,0.5296039736851264
M_SELECTED,1.0,all,70750,0.24141342756183745,0.5028568024785267,0.4480417999325095,0.05481500254601727,0.1090071811216236,0.253643058545186,1.0
M_SELECTED,0.95,|y|<0.25,27355,0.3624931456772071,0.1813043561344907,0.13685145119480188,0.04445290493968882,0.24518387692082738,0.5015835743948903,0.13872443756749173
M_SELECTED,0.95,0.25-0.5,13635,0.262046204620462,0.3216749935870985,0.24384490160718894,0.07783009197990957,0.24195257179304447,0.44885163865401007,0.12268189000877466
M_SELECTED,0.95,0.5-1.0,13510,0.17061435973353073,0.5308685388926694,0.46496146894128454,0.06590706995138483,0.12414951183368182,0.29360944525605825,0.2006089718407628
M_SELECTED,0.95,>1.0,16250,0.07913846153846153,1.18360978033683,1.147656678625526,0.03595310171130388,0.030375806544174037,0.11994803272895492,0.5379847005829708
M_SELECTED,0.95,all,70750,0.24141342756183745,0.5053188988061136,0.4522890057089665,0.05302989309714703,0.10494341933863457,0.2480787620233906,1.0
M_PHYSICS_radius+radius_sq,1.0,|y|<0.25,27355,0.3402303052458417,0.18585278032092423,0.14265239312987094,0.04320038719105331,0.2324441265632742,0.48233796941814633,0.14629657524141015
M_PHYSICS_radius+radius_sq,1.0,0.25-0.5,13635,0.25075174184085075,0.32927483721104595,0.25267553285921823,0.07659930435182771,0.2326303005739003,0.43483186001303925,0.12919391648691614
M_PHYSICS_radius+radius_sq,1.0,0.5-1.0,13510,0.15891931902294595,0.5279661218048937,0.464116481259779,0.06384964054511459,0.12093510910669718,0.28309159186812743,0.20525312730883757
M_PHYSICS_radius+radius_sq,1.0,>1.0,16250,0.07372307692307692,1.1104527880386958,1.0749029362621472,0.03554985177654844,0.03201383450019276,0.12070650051232815,0.5192563809628362
M_PHYSICS_radius+radius_sq,1.0,all,70750,0.22715194346289752,0.4911850928941966,0.4393621693382695,0.05182292355592714,0.10550589646475697,0.24752507920363634,1.0
M_PHYSICS_radius+radius_sq,1.0,|y|<0.25,27355,0.3402303052458417,0.18585278032092423,0.14265239312987094,0.04320038719105331,0.2324441265632742,0.48233796941814633,0.14629657524141015
M_PHYSICS_radius+radius_sq,1.0,0.25-0.5,13635,0.25075174184085075,0.32927483721104595,0.25267553285921823,0.07659930435182771,0.2326303005739003,0.43483186001303925,0.12919391648691614
M_PHYSICS_radius+radius_sq,1.0,0.5-1.0,13510,0.15891931902294595,0.5279661218048937,0.464116481259779,0.06384964054511459,0.12093510910669718,0.28309159186812743,0.20525312730883757
M_PHYSICS_radius+radius_sq,1.0,>1.0,16250,0.07372307692307692,1.1104527880386958,1.0749029362621472,0.03554985177654844,0.03201383450019276,0.12070650051232815,0.5192563809628362
M_PHYSICS_radius+radius_sq,1.0,all,70750,0.22715194346289752,0.4911850928941966,0.4393621693382695,0.05182292355592714,0.10550589646475697,0.24752507920363634,1.0
