regime,split_seed,fold,component,mean_abs_contribution,mean_contribution
unseen_chemotype,104729,0,intercept,0.0049952165048983135,0.0049952165048983135
unseen_chemotype,104729,0,block__COND,0.30804095105752927,0.08487920759769621
unseen_chemotype,104729,0,block__DONORS,0.15936435565609913,-0.11233248032589797
unseen_chemotype,104729,0,block__INTERACTION,0.30979644157923314,-0.21947910119236677
unseen_chemotype,104729,0,block__MASSACTION,0.13939396018804762,-0.08436194089665228
unseen_chemotype,104729,0,block__METAL,0.07926277802958577,0.018602038875267124
unseen_chemotype,104729,0,block__PHYSCHEM,0.17506223273322477,-0.09935607191953856
unseen_chemotype,104729,0,ligand_intercept,0.0,0.0
unseen_chemotype,104729,1,intercept,0.7503872772432434,-0.7503872772432434
unseen_chemotype,104729,1,block__COND,0.25313998687578276,-0.01945411540664114
unseen_chemotype,104729,1,block__DONORS,0.10719419909229437,0.10303817955359103
unseen_chemotype,104729,1,block__INTERACTION,0.2101754634172689,0.19822794839824207
unseen_chemotype,104729,1,block__MASSACTION,0.08164394041781703,0.05664496372792512
unseen_chemotype,104729,1,block__METAL,0.04319548966928877,-0.007085705794795448
unseen_chemotype,104729,1,block__PHYSCHEM,0.021388903467397472,0.0005481078037235545
unseen_chemotype,104729,1,ligand_intercept,0.0,0.0
unseen_chemotype,104729,2,intercept,0.05448368974281092,-0.05448368974281092
unseen_chemotype,104729,2,block__COND,0.34537658672312616,-0.16004576779784593
unseen_chemotype,104729,2,block__DONORS,0.18367608402543148,-0.09813786055689536
unseen_chemotype,104729,2,block__INTERACTION,0.2997449872793912,-0.10785886477773254
unseen_chemotype,104729,2,block__MASSACTION,0.04659876156114805,-0.014814811481629834
unseen_chemotype,104729,2,block__METAL,0.08422484820449735,0.007249660031949491
unseen_chemotype,104729,2,block__PHYSCHEM,0.09988687003808815,-0.05876377734805821
unseen_chemotype,104729,2,ligand_intercept,0.0,0.0
unseen_chemotype,104729,3,intercept,0.14325550440841578,0.14325550440841578
unseen_chemotype,104729,3,block__COND,0.2680207236121103,-0.21576349531614356
unseen_chemotype,104729,3,block__DONORS,0.3447178162807493,-0.32161589225002074
unseen_chemotype,104729,3,block__INTERACTION,0.2907756594066057,-0.21025898267803142
