regime,split_seed,arm,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units
unseen_chemotype,104729,MONO_ET,1.0679925244552133,0.9369964668945603,0.5020443051476923,0.16109505504418153,1.0830395724222412,1.2033347821929021,0.17384672672999324,0.49880277106682297,0.9590295876905403,2.173249660387264,0.4823180154823573,0.6261424074847514,0.2785823170731707,0.48208841463414637,0.47445462817838713,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,MONO_RIDGE,1.1776617077889664,0.980371472494108,0.610303205596825,-0.03286732842615536,1.2009555182274247,1.4243817222955646,-0.12780559065091923,0.5479704444825284,1.1033304517115823,2.239737363085371,0.16527530076039243,0.5663001960581119,0.21798780487804878,0.41520579268292684,0.3829989643170493,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,C1_HIER_RIDGE,1.1745579523083824,0.9765222117042003,0.6090054815407674,-0.02731564039717016,1.198740933271569,1.421973001184382,-0.12405399802226613,0.5488995502031043,1.0807040716194178,2.2403223236626313,0.17648068369060158,0.5686114417127502,0.21741615853658536,0.41996951219512196,0.37494643394405897,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,C2_TWO_STAGE,1.2588199166462113,1.1550091553133874,0.49996941497957775,0.15671472847470824,1.2770166829905307,1.187395500878269,0.11402360871950934,0.5302044480542495,1.0577742198041613,2.7007295260711266,0.4389620106820828,0.6373123813890293,0.28677591463414637,0.5163871951219512,0.7897884636372576,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,C2_TRUECENTRE,1.0534508512599108,0.9221661084700866,0.5001894078989028,0.14379309677125318,1.0651945194655612,1.162965442981987,0.2291182354856559,0.45178932591426224,0.9699646307174565,2.09988737952544,0.49145523652286804,0.6054762286081549,0.2740091463414634,0.5060975609756098,0.47569943326397285,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,C3_SHARED_RIDGE,1.1760400511398292,0.9776955042613554,0.6070969599635138,-0.024699805387618623,1.200376641829327,1.4225915723236142,-0.1248235616331157,0.5503560197878705,1.0864901167957752,2.23603687165512,0.1824899895285411,0.5736233276703627,0.21627286585365854,0.4213033536585366,0.3790011299252997,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,ORACLE_LEVEL,0.21156541609397525,0.0643139445222141,0.18206223914577369,0.8740610355288894,0.22368103627799996,0.27733564711560443,0.9346776358544294,0.048399287854237416,0.15683310628423033,0.5177251722764578,0.7836987661606828,0.9014339562600947,0.8288871951219512,0.9565548780487805,0.969084158963473,5248,152,131,79,6.256051615740402,131
unseen_chemotype,104729,ORACLE_METAL,0.9982765578140743,0.9096407127476551,0.3621292334976699,0.24396487219083818,1.0128871396655572,1.11561951501625,0.28547435963471,0.47774730285897943,0.8643103238810432,2.074356110553533,0.7231632677257839,0.6414298110912575,0.27896341463414637,0.5266768292682927,0.5500800751167515,5248,152,131,79,6.256051615740402,131
unseen_chemotype,130363,MONO_ET,1.0477838010728133,0.8451030051411766,0.5168026961511533,0.13422888546129508,1.0402323043931319,1.0927133398349946,0.30323643912783804,0.3866982602068877,0.8567364281873393,2.0548678682995645,0.4433753074966665,0.6139827221826198,0.2932545731707317,0.5383003048780488,0.5363119590471052,5248,152,131,79,6.256051615740402,131
unseen_chemotype,130363,MONO_RIDGE,1.121677631672853,0.9151422242346671,0.605960139235262,-0.0034955869516180016,1.1330505130833337,1.3093046222519953,0.041657268644585965,0.4831659139225816,1.0998332337593886,2.008617132860779,0.1885971498112051,0.5884302685252933,0.23932926829268292,0.4523628048780488,0.41774990101061654,5248,152,131,79,6.256051615740402,131
