regime,split_seed,fold,model,n_pairs,pair_macro_mae,pair_pooled_mae,pair_sign_accuracy,transitivity_max,n_triples,antisymmetry_max
unseen_chemotype,104729,0,MONO_ET,1017,0.41981181358844283,0.3197965198373265,0.7025906735751295,1.1102230246251565e-16,624,0.0
unseen_chemotype,104729,0,MONO_RIDGE,1017,0.5519411975166071,0.47192139636871266,0.47772020725388603,1.1102230246251565e-16,624,0.0
unseen_chemotype,104729,0,C1_HIER_RIDGE,1017,0.5519411989417138,0.4719213967189,0.47772020725388603,1.1102230246251565e-16,624,0.0
unseen_chemotype,104729,0,C2_TWO_STAGE,1017,0.4210632153881516,0.3355403871968188,0.5647668393782384,1.1102230246251565e-16,624,0.0
unseen_chemotype,104729,0,C2_TRUECENTRE,1017,0.44478047889997085,0.35393426210709206,0.6590673575129534,2.220446049250313e-16,624,0.0
unseen_chemotype,104729,0,C3_SHARED_RIDGE,1017,0.5546934917431734,0.476511445124359,0.47461139896373056,1.1102230246251565e-16,624,0.0
unseen_chemotype,104729,0,ORACLE_LEVEL,1017,0.4447804788999708,0.35393426210709206,0.6590673575129534,2.220446049250313e-16,624,0.0
unseen_chemotype,104729,0,ORACLE_METAL,1017,1.8973028117194496e-17,1.65660121914324e-17,1.0,2.220446049250313e-16,624,0.0
unseen_chemotype,104729,0,NULL,1017,0.6951632416656064,0.6365624315901551,0.48808290155440415,0.2989248709190584,624,
unseen_chemotype,104729,1,MONO_ET,8454,0.5270091483413584,0.5531745074099714,0.8473254977212761,2.220446049250313e-16,13078,0.0
unseen_chemotype,104729,1,MONO_RIDGE,8454,0.6063726332816313,0.5931555346214036,0.8444471096186136,5.551115123125783e-17,13078,0.0
unseen_chemotype,104729,1,C1_HIER_RIDGE,8454,0.6085243515376968,0.5959493278753826,0.8444471096186136,5.551115123125783e-17,13078,0.0
unseen_chemotype,104729,1,C2_TWO_STAGE,8454,0.4950437040645914,0.5035069926864083,0.8384504677380666,2.220446049250313e-16,13078,0.0
unseen_chemotype,104729,1,C2_TRUECENTRE,8454,0.5096024779265619,0.5992748956567835,0.7597745262652914,4.440892098500626e-16,13078,0.0
unseen_chemotype,104729,1,C3_SHARED_RIDGE,8454,0.5969976860342455,0.5820904498470733,0.8449268409690573,5.551115123125783e-17,13078,0.0
unseen_chemotype,104729,1,ORACLE_LEVEL,8454,0.509602477926562,0.5992748956567835,0.7597745262652914,2.220446049250313e-16,13078,0.0
unseen_chemotype,104729,1,ORACLE_METAL,8454,4.0207081185492674e-17,3.7534786807739474e-17,1.0,4.440892098500626e-16,13078,0.0
unseen_chemotype,104729,1,NULL,8454,0.5908892724307745,0.5288143024686486,0.8174622211561525,0.5241310954277447,13078,
unseen_chemotype,104729,2,MONO_ET,1053,0.46374786065420004,0.5879075150470208,0.5408866995073892,2.220446049250313e-16,1426,0.0
unseen_chemotype,104729,2,MONO_RIDGE,1053,0.5392125662736634,0.6459733933045787,0.4876847290640394,2.220446049250313e-16,1426,0.0
unseen_chemotype,104729,2,C1_HIER_RIDGE,1053,0.539933621349491,0.6469038683635537,0.48669950738916257,1.1102230246251565e-16,1426,0.0
unseen_chemotype,104729,2,C2_TWO_STAGE,1053,0.48453211508416866,0.5877046582391381,0.6532019704433497,1.1102230246251565e-16,1426,0.0
unseen_chemotype,104729,2,C2_TRUECENTRE,1053,0.42101330715171126,0.5228894250545997,0.6857142857142857,1.1102230246251565e-16,1426,0.0
unseen_chemotype,104729,2,C3_SHARED_RIDGE,1053,0.5205738012038733,0.6335315443558974,0.5123152709359606,1.1102230246251565e-16,1426,0.0
unseen_chemotype,104729,2,ORACLE_LEVEL,1053,0.42101330715171126,0.5228894250545996,0.6857142857142857,1.1102230246251565e-16,1426,0.0
unseen_chemotype,104729,2,ORACLE_METAL,1053,2.2701534161078754e-17,3.1253028549625835e-17,1.0,4.440892098500626e-16,1426,0.0
unseen_chemotype,104729,2,NULL,1053,0.6515483787823559,0.767279635774701,0.5113300492610837,0.31554458341067226,1426,
unseen_chemotype,104729,3,MONO_ET,2611,0.5374626756461861,0.6230576356753649,0.7344119968429361,4.440892098500626e-16,4938,0.0
unseen_chemotype,104729,3,MONO_RIDGE,2611,0.7551042808191247,0.6238688816410982,0.8125493291239148,1.1102230246251565e-16,4938,0.0
unseen_chemotype,104729,3,C1_HIER_RIDGE,2611,0.7527346086512046,0.6228933004358962,0.8125493291239148,1.1102230246251565e-16,4938,0.0
unseen_chemotype,104729,3,C2_TWO_STAGE,2611,0.5598574285200091,0.61018820743515,0.7584846093133386,4.440892098500626e-16,4938,0.0
unseen_chemotype,104729,3,C2_TRUECENTRE,2611,0.5539941087417207,0.5762034692927259,0.6740331491712708,4.440892098500626e-16,4938,0.0
unseen_chemotype,104729,3,C3_SHARED_RIDGE,2611,0.7453831130230838,0.6165749894272778,0.8125493291239148,1.1102230246251565e-16,4938,0.0
unseen_chemotype,104729,3,ORACLE_LEVEL,2611,0.5539941087417208,0.5762034692927259,0.6740331491712708,4.440892098500626e-16,4938,0.0
unseen_chemotype,104729,3,ORACLE_METAL,2611,4.539871683505681e-17,2.646400057261899e-17,1.0,4.440892098500626e-16,4938,0.0
unseen_chemotype,104729,3,NULL,2611,0.7591706800557706,0.5213998497330044,0.8078137332280979,0.33829533869693473,4938,
unseen_chemotype,104729,4,MONO_ET,1038,0.5436852078946492,0.39321979100089455,0.6846229187071499,2.220446049250313e-16,1157,0.0
unseen_chemotype,104729,4,MONO_RIDGE,1038,0.623364759855547,0.43553966745638484,0.5465230166503428,1.1102230246251565e-16,1157,0.0
unseen_chemotype,104729,4,C1_HIER_RIDGE,1038,0.6246487748126377,0.436620747225769,0.5465230166503428,1.1102230246251565e-16,1157,0.0
unseen_chemotype,104729,4,C2_TWO_STAGE,1038,0.5437360536289237,0.3932529925469875,0.6278158667972575,2.220446049250313e-16,1157,0.0
unseen_chemotype,104729,4,C2_TRUECENTRE,1038,0.49842877347513814,0.36595323781075356,0.7042115572967679,2.220446049250313e-16,1157,0.0
unseen_chemotype,104729,4,C3_SHARED_RIDGE,1038,0.6301788094283103,0.43664074904241507,0.5465230166503428,1.1102230246251565e-16,1157,0.0
unseen_chemotype,104729,4,ORACLE_LEVEL,1038,0.49842877347513814,0.36595323781075356,0.7042115572967679,2.220446049250313e-16,1157,0.0
unseen_chemotype,104729,4,ORACLE_METAL,1038,3.5894236712702356e-17,2.1505223207003423e-17,1.0,4.440892098500626e-16,1157,0.0
unseen_chemotype,104729,4,NULL,1038,0.8324325922816904,0.5936290899062096,0.5357492654260528,0.2690378098794646,1157,
unseen_chemotype,130363,0,MONO_ET,9496,0.5910564331697056,0.6277152081092139,0.8111336248267036,2.220446049250313e-16,15180,0.0
unseen_chemotype,130363,0,MONO_RIDGE,9496,0.7158005459115114,0.6891507467362008,0.8531513277167537,1.1102230246251565e-16,15180,0.0
unseen_chemotype,130363,0,C1_HIER_RIDGE,9496,0.7011380956779475,0.6694929292769853,0.8631758558174256,1.1102230246251565e-16,15180,0.0
unseen_chemotype,130363,0,C2_TWO_STAGE,9496,0.6383916749341385,0.6614931125661091,0.83310227151541,1.1102230246251565e-16,15180,0.0
unseen_chemotype,130363,0,C2_TRUECENTRE,9496,0.5792652795790485,0.6001944133411024,0.7924709395328996,2.220446049250313e-16,15180,0.0
unseen_chemotype,130363,0,C3_SHARED_RIDGE,9496,0.6780570063092413,0.6484091877943948,0.8652020902207529,5.551115123125783e-17,15180,0.0
unseen_chemotype,130363,0,ORACLE_LEVEL,9496,0.5792652795790485,0.6001944133411025,0.7924709395328996,2.220446049250313e-16,15180,0.0
unseen_chemotype,130363,0,ORACLE_METAL,9496,4.7091033354254365e-17,4.289092833589328e-17,1.0,4.440892098500626e-16,15180,0.0
unseen_chemotype,130363,0,NULL,9496,0.7116503461145025,0.6840087108453534,0.7723152394155913,0.3882075785436454,15180,
unseen_chemotype,130363,1,MONO_ET,747,0.7559374028183401,0.7114077873749933,0.6861924686192469,1.1102230246251565e-16,501,0.0
unseen_chemotype,130363,1,MONO_RIDGE,747,0.8615186686239669,0.825994746707417,0.4686192468619247,0.0,501,0.0
unseen_chemotype,130363,1,C1_HIER_RIDGE,747,0.8615186733252637,0.8259947517742636,0.4686192468619247,0.0,501,0.0
unseen_chemotype,130363,1,C2_TWO_STAGE,747,0.7300184925307619,0.6748285829762469,0.8145048814504882,1.1102230246251565e-16,501,0.0
unseen_chemotype,130363,1,C2_TRUECENTRE,747,0.6553096663730986,0.5886308196725673,0.8856345885634589,4.440892098500626e-16,501,0.0
unseen_chemotype,130363,1,C3_SHARED_RIDGE,747,0.8491139656656891,0.8083523681688104,0.4825662482566248,0.0,501,0.0
unseen_chemotype,130363,1,ORACLE_LEVEL,747,0.6553096663730985,0.5886308196725673,0.8856345885634589,4.440892098500626e-16,501,0.0
unseen_chemotype,130363,1,ORACLE_METAL,747,4.64021086651589e-17,5.015835656977651e-17,1.0,4.440892098500626e-16,501,0.0
unseen_chemotype,130363,1,NULL,747,0.9603305448279034,0.9228883962281713,0.4895397489539749,0.22761874091378553,501,
unseen_chemotype,130363,2,MONO_ET,2319,0.3159929734942956,0.308687674958218,0.7096774193548387,4.440892098500626e-16,3204,0.0
unseen_chemotype,130363,2,MONO_RIDGE,2319,0.35675149522712857,0.33694289981073244,0.7333030440708769,1.1102230246251565e-16,3204,0.0
unseen_chemotype,130363,2,C1_HIER_RIDGE,2319,0.35675149934047123,0.33694289879272243,0.7333030440708769,1.1102230246251565e-16,3204,0.0
unseen_chemotype,130363,2,C2_TWO_STAGE,2319,0.34111684742026593,0.3498538630256322,0.639709223080418,4.440892098500626e-16,3204,0.0
unseen_chemotype,130363,2,C2_TRUECENTRE,2319,0.3344849115204505,0.3515736498629586,0.6469786460699682,4.440892098500626e-16,3204,0.0
unseen_chemotype,130363,2,C3_SHARED_RIDGE,2319,0.35232202421435926,0.3410327748497011,0.7296683325761018,1.1102230246251565e-16,3204,0.0
unseen_chemotype,130363,2,ORACLE_LEVEL,2319,0.33448491152045057,0.3515736498629586,0.6469786460699682,4.440892098500626e-16,3204,0.0
unseen_chemotype,130363,2,ORACLE_METAL,2319,3.0399329715439175e-17,2.2606012696860333e-17,1.0,4.440892098500626e-16,3204,0.0
unseen_chemotype,130363,2,NULL,2319,0.5557626058482721,0.4988140905545285,0.7283053157655611,0.3362937149525589,3204,
unseen_chemotype,130363,3,MONO_ET,1306,0.3515832395703605,0.3246894352214922,0.6130298273155416,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,MONO_RIDGE,1306,0.4800106246047411,0.43122315509603215,0.41679748822605966,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,C1_HIER_RIDGE,1306,0.48182672137090504,0.43314945044252556,0.41679748822605966,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,C2_TWO_STAGE,1306,0.3362884788986536,0.34218355802787354,0.5722135007849294,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,C2_TRUECENTRE,1306,0.3144407560811564,0.3127809447227947,0.5871271585557299,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,C3_SHARED_RIDGE,1306,0.49743578214095086,0.44477512421702303,0.4175824175824176,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,ORACLE_LEVEL,1306,0.3144407560811564,0.3127809447227947,0.5871271585557299,1.1102230246251565e-16,1424,0.0
unseen_chemotype,130363,3,ORACLE_METAL,1306,1.5033657640629e-17,1.7155963564867107e-17,1.0,2.220446049250313e-16,1424,0.0
unseen_chemotype,130363,3,NULL,1306,0.7429341421305508,0.6688538843905407,0.41993720565149134,0.26543896374970544,1424,
unseen_chemotype,130363,4,MONO_ET,305,0.7563067199687742,0.4980498608275637,0.40789473684210525,1.1102230246251565e-16,914,0.0
unseen_chemotype,130363,4,MONO_RIDGE,305,0.866544118915213,0.6470725309490787,0.2894736842105263,1.1102230246251565e-16,914,0.0
unseen_chemotype,130363,4,C1_HIER_RIDGE,305,0.8620521262013005,0.6388137375899677,0.2894736842105263,1.1102230246251565e-16,914,0.0
unseen_chemotype,130363,4,C2_TWO_STAGE,305,0.7402447443125304,0.5095863887559038,0.4309210526315789,1.1102230246251565e-16,914,0.0
unseen_chemotype,130363,4,C2_TRUECENTRE,305,0.6900275574150977,0.4910609998573496,0.4440789473684211,1.1102230246251565e-16,914,0.0
unseen_chemotype,130363,4,C3_SHARED_RIDGE,305,0.8662428588242084,0.6632495827067754,0.3190789473684211,1.1102230246251565e-16,914,0.0
unseen_chemotype,130363,4,ORACLE_LEVEL,305,0.6900275574150977,0.4910609998573496,0.4440789473684211,0.0,914,0.0
unseen_chemotype,130363,4,ORACLE_METAL,305,4.2852997691478684e-17,4.0040830396317124e-18,1.0,5.551115123125783e-17,914,0.0
unseen_chemotype,130363,4,NULL,305,1.018533993967058,0.8373183683115083,0.3125,0.2929033048518761,914,
unseen_chemotype,155921,0,MONO_ET,8290,0.4331217319875002,0.5393661030214196,0.8193169298567756,4.440892098500626e-16,11743,0.0
unseen_chemotype,155921,0,MONO_RIDGE,8290,0.5971473448813089,0.634847125559497,0.811849675602889,5.551115123125783e-17,11743,0.0
unseen_chemotype,155921,0,C1_HIER_RIDGE,8290,0.5976738730211096,0.6356187587279869,0.818460031827641,5.551115123125783e-17,11743,0.0
unseen_chemotype,155921,0,C2_TWO_STAGE,8290,0.44090281250445473,0.5177044879970449,0.8162565797527237,2.220446049250313e-16,11743,0.0
unseen_chemotype,155921,0,C2_TRUECENTRE,8290,0.44877907234824,0.5373510099863562,0.8179703758109927,4.440892098500626e-16,11743,0.0
