regime,split_seed,fold,model,n_pairs,pair_macro_mae,pair_pooled_mae,pair_sign_accuracy,transitivity_max,n_triples,antisymmetry_max
unseen_chemotype,155921,0,C3_SHARED_RIDGE,8290,0.5684802210295377,0.5960549180418839,0.8322928142979557,5.551115123125783e-17,11743,0.0
unseen_chemotype,155921,0,ORACLE_LEVEL,8290,0.44877907234824,0.5373510099863562,0.8179703758109927,4.440892098500626e-16,11743,0.0
unseen_chemotype,155921,0,ORACLE_METAL,8290,3.281303257315449e-17,3.410185952147024e-17,1.0,4.440892098500626e-16,11743,0.0
unseen_chemotype,155921,0,NULL,8290,0.5523235832656,0.5296953380085259,0.8004651732158159,0.45595553595629795,11743,
unseen_chemotype,155921,1,MONO_ET,1634,0.6192234081759214,0.4585951981570205,0.7198492462311558,4.440892098500626e-16,3252,0.0
unseen_chemotype,155921,1,MONO_RIDGE,1634,0.6801393123994649,0.5062949803250735,0.6689698492462312,1.1102230246251565e-16,3252,0.0
unseen_chemotype,155921,1,C1_HIER_RIDGE,1634,0.6837947779041118,0.5090834502847082,0.667713567839196,1.1102230246251565e-16,3252,0.0
unseen_chemotype,155921,1,C2_TWO_STAGE,1634,0.634582511189032,0.5020700341329547,0.6695979899497487,4.440892098500626e-16,3252,0.0
unseen_chemotype,155921,1,C2_TRUECENTRE,1634,0.6395521106481379,0.5099001062245989,0.664572864321608,4.440892098500626e-16,3252,0.0
unseen_chemotype,155921,1,C3_SHARED_RIDGE,1634,0.6712023596404288,0.5016964856041433,0.6758793969849246,1.1102230246251565e-16,3252,0.0
unseen_chemotype,155921,1,ORACLE_LEVEL,1634,0.6395521106481379,0.5099001062245989,0.664572864321608,4.440892098500626e-16,3252,0.0
unseen_chemotype,155921,1,ORACLE_METAL,1634,5.990348195307879e-17,3.618501527245624e-17,1.0,4.440892098500626e-16,3252,0.0
unseen_chemotype,155921,1,NULL,1634,0.7133331518008554,0.582469619269116,0.6739949748743719,0.32504921773726125,3252,
unseen_chemotype,155921,2,MONO_ET,550,0.5712586384221895,0.5971201228903985,0.6272727272727273,1.1102230246251565e-16,1175,0.0
unseen_chemotype,155921,2,MONO_RIDGE,550,0.728187013858507,0.7979018141859704,0.49818181818181817,1.1102230246251565e-16,1175,0.0
unseen_chemotype,155921,2,C1_HIER_RIDGE,550,0.7214415282774523,0.7876918349058025,0.49818181818181817,1.1102230246251565e-16,1175,0.0
unseen_chemotype,155921,2,C2_TWO_STAGE,550,0.5718765061735447,0.621520551402725,0.5818181818181818,2.220446049250313e-16,1175,0.0
unseen_chemotype,155921,2,C2_TRUECENTRE,550,0.4623002868607389,0.4745753294542749,0.6363636363636364,2.220446049250313e-16,1175,0.0
unseen_chemotype,155921,2,C3_SHARED_RIDGE,550,0.7233681438651274,0.7979990861770764,0.49818181818181817,1.1102230246251565e-16,1175,0.0
unseen_chemotype,155921,2,ORACLE_LEVEL,550,0.4623002868607389,0.4745753294542749,0.6363636363636364,2.220446049250313e-16,1175,0.0
unseen_chemotype,155921,2,ORACLE_METAL,550,4.5738374185343536e-17,3.739117601400918e-17,1.0,4.440892098500626e-16,1175,0.0
unseen_chemotype,155921,2,NULL,550,0.7444995839127695,0.8118816026232031,0.509090909090909,0.27803268374995205,1175,
unseen_chemotype,155921,3,MONO_ET,2521,0.6860749753456321,0.5830045852972575,0.7555464256368118,5.551115123125783e-17,4112,0.0
unseen_chemotype,155921,3,MONO_RIDGE,2521,0.7344408217549875,0.5903790989873757,0.813886606409203,1.1102230246251565e-16,4112,0.0
unseen_chemotype,155921,3,C1_HIER_RIDGE,2521,0.7340440629843727,0.5901935498604745,0.813886606409203,2.220446049250313e-16,4112,0.0
unseen_chemotype,155921,3,C2_TWO_STAGE,2521,0.7043588632950444,0.586601329723316,0.7296631059983566,1.1102230246251565e-16,4112,0.0
unseen_chemotype,155921,3,C2_TRUECENTRE,2521,0.686277629800838,0.5974509306633445,0.6885784716516024,1.1102230246251565e-16,4112,0.0
unseen_chemotype,155921,3,C3_SHARED_RIDGE,2521,0.7206721721080367,0.5847924934012927,0.8179950698438784,1.1102230246251565e-16,4112,0.0
unseen_chemotype,155921,3,ORACLE_LEVEL,2521,0.686277629800838,0.5974509306633444,0.6885784716516024,1.1102230246251565e-16,4112,0.0
unseen_chemotype,155921,3,ORACLE_METAL,2521,4.908086487825935e-17,4.194714125170415e-17,1.0,4.440892098500626e-16,4112,0.0
unseen_chemotype,155921,3,NULL,2521,0.7793247656973301,0.5084969168716224,0.8105998356614627,0.33721597026276795,4112,
unseen_chemotype,155921,4,MONO_ET,1178,0.36269130848806597,0.3261832007908907,0.6072695035460993,1.1102230246251565e-16,941,0.0
unseen_chemotype,155921,4,MONO_RIDGE,1178,0.4983432036545157,0.4503516118708559,0.4530141843971631,1.1102230246251565e-16,941,0.0
unseen_chemotype,155921,4,C1_HIER_RIDGE,1178,0.5075435675490517,0.45819075033925033,0.4521276595744681,1.1102230246251565e-16,941,0.0
unseen_chemotype,155921,4,C2_TWO_STAGE,1178,0.36471692065413397,0.33392297348083716,0.6161347517730497,0.0,941,0.0
unseen_chemotype,155921,4,C2_TRUECENTRE,1178,0.3132032563899989,0.2770281422227133,0.7056737588652482,2.220446049250313e-16,941,0.0
unseen_chemotype,155921,4,C3_SHARED_RIDGE,1178,0.5193174710547233,0.46687554996336117,0.44769503546099293,1.1102230246251565e-16,941,0.0
unseen_chemotype,155921,4,ORACLE_LEVEL,1178,0.3132032563899989,0.2770281422227133,0.7056737588652482,1.1102230246251565e-16,941,0.0
unseen_chemotype,155921,4,ORACLE_METAL,1178,1.2052607258635674e-17,1.4973402634747177e-17,1.0,2.220446049250313e-16,941,0.0
unseen_chemotype,155921,4,NULL,1178,0.791288181664504,0.711998732923044,0.4450354609929078,0.2650986422269821,941,
unseen_chemotype,196613,0,MONO_ET,8720,0.5229146832448893,0.5287086595288494,0.8182241359245898,4.440892098500626e-16,13351,0.0
unseen_chemotype,196613,0,MONO_RIDGE,8720,0.6595779399576983,0.5937084997058824,0.8292796462236705,5.551115123125783e-17,13351,0.0
unseen_chemotype,196613,0,C1_HIER_RIDGE,8720,0.6614234030303375,0.5958668398829321,0.8292796462236705,5.551115123125783e-17,13351,0.0
unseen_chemotype,196613,0,C2_TWO_STAGE,8720,0.5308052509413247,0.5098252105809135,0.8267194227859886,4.440892098500626e-16,13351,0.0
unseen_chemotype,196613,0,C2_TRUECENTRE,8720,0.5415819605408652,0.5996437555953289,0.697311765390434,4.440892098500626e-16,13351,0.0
unseen_chemotype,196613,0,C3_SHARED_RIDGE,8720,0.6394832780100718,0.5712917156864579,0.8299778889794018,1.1102230246251565e-16,13351,0.0
unseen_chemotype,196613,0,ORACLE_LEVEL,8720,0.5415819605408652,0.5996437555953289,0.697311765390434,2.220446049250313e-16,13351,0.0
unseen_chemotype,196613,0,ORACLE_METAL,8720,4.5132352498634144e-17,3.3846603527034633e-17,1.0,4.440892098500626e-16,13351,0.0
unseen_chemotype,196613,0,NULL,8720,0.6271008090617479,0.5207248776649919,0.8008844408239264,0.49472962769932494,13351,
unseen_chemotype,196613,1,MONO_ET,1811,0.8243800309906956,0.896862669946102,0.4204104270660011,4.440892098500626e-16,3990,0.0
unseen_chemotype,196613,1,MONO_RIDGE,1811,0.8515527185674507,0.7792621258209309,0.8613422074320577,1.1102230246251565e-16,3990,0.0
unseen_chemotype,196613,1,C1_HIER_RIDGE,1811,0.8508301703577584,0.7810018353083781,0.8624514697726012,1.1102230246251565e-16,3990,0.0
unseen_chemotype,196613,1,C2_TWO_STAGE,1811,0.7909062631546814,0.8792285626391465,0.4531336661120355,4.440892098500626e-16,3990,0.0
unseen_chemotype,196613,1,C2_TRUECENTRE,1811,0.75352359760525,0.7955649519740543,0.694952856350527,4.440892098500626e-16,3990,0.0
unseen_chemotype,196613,1,C3_SHARED_RIDGE,1811,0.8445846741910945,0.7721343375147821,0.8663338879645036,1.1102230246251565e-16,3990,0.0
unseen_chemotype,196613,1,ORACLE_LEVEL,1811,0.75352359760525,0.7955649519740543,0.694952856350527,4.440892098500626e-16,3990,0.0
unseen_chemotype,196613,1,ORACLE_METAL,1811,4.4277072937684367e-17,5.4291768025891465e-17,1.0,4.440892098500626e-16,3990,0.0
unseen_chemotype,196613,1,NULL,1811,0.8251979935236716,0.5621013492607965,0.8691070438158625,0.2839769291440417,3990,
unseen_chemotype,196613,2,MONO_ET,1757,0.3942983586032723,0.3668228192990599,0.723826714801444,1.1102230246251565e-16,2171,0.0
unseen_chemotype,196613,2,MONO_RIDGE,1757,0.5709974023916672,0.4744697753008943,0.6125150421179302,2.220446049250313e-16,2171,0.0
unseen_chemotype,196613,2,C1_HIER_RIDGE,1757,0.5709973781474139,0.47446976958549175,0.6125150421179302,1.1102230246251565e-16,2171,0.0
unseen_chemotype,196613,2,C2_TWO_STAGE,1757,0.42605492048566007,0.38228958271018854,0.6895306859205776,1.1102230246251565e-16,2171,0.0
unseen_chemotype,196613,2,C2_TRUECENTRE,1757,0.44605989277385066,0.3979832427192946,0.6462093862815884,1.1102230246251565e-16,2171,0.0
unseen_chemotype,196613,2,C3_SHARED_RIDGE,1757,0.5671421848661186,0.4864313302920431,0.6173285198555957,2.220446049250313e-16,2171,0.0
unseen_chemotype,196613,2,ORACLE_LEVEL,1757,0.44605989277385066,0.39798324271929464,0.6462093862815884,1.1102230246251565e-16,2171,0.0
unseen_chemotype,196613,2,ORACLE_METAL,1757,2.3191236877584736e-17,1.443266236302161e-17,1.0,4.440892098500626e-16,2171,0.0
unseen_chemotype,196613,2,NULL,1757,0.6671879922494988,0.6261868866297303,0.6034897713598074,0.342218664140131,2171,
unseen_chemotype,196613,3,MONO_ET,459,0.4493145374469115,0.3883233486300463,0.5472527472527473,4.440892098500626e-16,723,0.0
unseen_chemotype,196613,3,MONO_RIDGE,459,0.47801300443686917,0.50713693905593,0.5208791208791209,5.551115123125783e-17,723,0.0
unseen_chemotype,196613,3,C1_HIER_RIDGE,459,0.4904433080325285,0.516608808658708,0.5318681318681319,1.1102230246251565e-16,723,0.0
unseen_chemotype,196613,3,C2_TWO_STAGE,459,0.4192800813282396,0.3711481995395638,0.6395604395604395,4.440892098500626e-16,723,0.0
unseen_chemotype,196613,3,C2_TRUECENTRE,459,0.4966450804945705,0.36274425075674605,0.7076923076923077,4.440892098500626e-16,723,0.0
unseen_chemotype,196613,3,C3_SHARED_RIDGE,459,0.4812572919693446,0.4982939500888334,0.5296703296703297,1.1102230246251565e-16,723,0.0
unseen_chemotype,196613,3,ORACLE_LEVEL,459,0.4966450804945705,0.36274425075674616,0.7076923076923077,4.440892098500626e-16,723,0.0
unseen_chemotype,196613,3,ORACLE_METAL,459,3.431051584975062e-17,5.315283434888413e-17,1.0,2.220446049250313e-16,723,0.0
unseen_chemotype,196613,3,NULL,459,0.7103410801668946,0.6036976328509001,0.5274725274725275,0.2548291477592719,723,
unseen_chemotype,196613,4,MONO_ET,1426,0.38459536120902127,0.41834102048395194,0.5110294117647058,2.220446049250313e-16,988,0.0
unseen_chemotype,196613,4,MONO_RIDGE,1426,0.46254796580492497,0.4549828221530847,0.4860294117647059,1.1102230246251565e-16,988,0.0
unseen_chemotype,196613,4,C1_HIER_RIDGE,1426,0.4629912509599941,0.4554804598764965,0.4860294117647059,1.1102230246251565e-16,988,0.0
unseen_chemotype,196613,4,C2_TWO_STAGE,1426,0.3978558584587697,0.42179573023952804,0.5632352941176471,1.1102230246251565e-16,988,0.0
unseen_chemotype,196613,4,C2_TRUECENTRE,1426,0.3930422584818116,0.42044030257970844,0.5823529411764706,1.1102230246251565e-16,988,0.0
unseen_chemotype,196613,4,C3_SHARED_RIDGE,1426,0.4718338281703109,0.4666695416686585,0.4823529411764706,1.1102230246251565e-16,988,0.0
unseen_chemotype,196613,4,ORACLE_LEVEL,1426,0.3930422584818116,0.42044030257970844,0.5823529411764706,5.551115123125783e-17,988,0.0
unseen_chemotype,196613,4,ORACLE_METAL,1426,1.9472952684349435e-17,2.027169144717918e-17,1.0,4.440892098500626e-16,988,0.0
unseen_chemotype,196613,4,NULL,1426,0.6905411416400532,0.668258814454482,0.5,0.31004444362023964,988,
unseen_chemotype,262147,0,MONO_ET,739,0.4204953180486588,0.24062215527108474,0.7520435967302452,4.440892098500626e-16,540,0.0
unseen_chemotype,262147,0,MONO_RIDGE,739,0.6236638719153362,0.42580066415563317,0.720708446866485,1.1102230246251565e-16,540,0.0
unseen_chemotype,262147,0,C1_HIER_RIDGE,739,0.6264982382287779,0.42944942586897616,0.720708446866485,1.1102230246251565e-16,540,0.0
unseen_chemotype,262147,0,C2_TWO_STAGE,739,0.45016824339963124,0.263203558127135,0.7397820163487738,4.440892098500626e-16,540,0.0
unseen_chemotype,262147,0,C2_TRUECENTRE,739,0.41533474014630645,0.26271690636257083,0.7874659400544959,4.440892098500626e-16,540,0.0
unseen_chemotype,262147,0,C3_SHARED_RIDGE,739,0.6067739595703443,0.4124560378541822,0.720708446866485,1.1102230246251565e-16,540,0.0
unseen_chemotype,262147,0,ORACLE_LEVEL,739,0.41533474014630645,0.26271690636257083,0.7874659400544959,4.440892098500626e-16,540,0.0
unseen_chemotype,262147,0,ORACLE_METAL,739,5.661105763366053e-17,3.52672334277071e-17,1.0,4.440892098500626e-16,540,0.0
unseen_chemotype,262147,0,NULL,739,0.6106860814395407,0.35992893270426113,0.7397820163487738,0.283434591237675,540,
unseen_chemotype,262147,1,MONO_ET,10221,0.5437607618022746,0.5774074216236466,0.8278582126809785,4.440892098500626e-16,15795,0.0
unseen_chemotype,262147,1,MONO_RIDGE,10221,0.6559841158974149,0.6272799824670677,0.837044433349975,5.551115123125783e-17,15795,0.0
unseen_chemotype,262147,1,C1_HIER_RIDGE,10221,0.6321755386827427,0.5975945781663455,0.8444333499750375,1.1102230246251565e-16,15795,0.0
unseen_chemotype,262147,1,C2_TWO_STAGE,10221,0.5152796120503969,0.5587196711549329,0.8474288567149276,2.220446049250313e-16,15795,0.0
unseen_chemotype,262147,1,C2_TRUECENTRE,10221,0.5414912868946099,0.5963882658694029,0.7500748876684973,4.440892098500626e-16,15795,0.0
