regime,split_seed,endpoint,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration,preregistered,question
unseen_chemotype,104729,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,offset_mae,-0.0019915060503071275,-0.01436611742027337,0.008975021346278617,0.6462707458508299,59,131,79,5000,-0.0004044902761185169,38,0.21374045801526717,0.005550609824219755,-0.0130419213489724,0.009058909248358145,0.720721174245691,-0.014815188929463942,0.008749262712047075,-0.0005013256759256267,-0.01286698636167762,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,104729,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,shape_mae,0.002556706500122244,-0.0010988298580199174,0.005434899060768753,0.08398320335932813,81,131,79,5000,0.0024670729181623437,46,0.21374045801526717,0.0016602290757281647,-0.0007485556888471153,0.005861968689091604,0.12761440016199052,-0.001030548427373768,0.005506925613905328,-0.020054370352950636,0.02377643240965679,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,104729,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,mae,1.0472545005522358,0.7443576091439168,1.3004713517057538,0.0001999600079984003,129,131,79,5000,0.9276062948112082,78,0.21374045801526717,0.15505101985377123,0.738571632160092,1.3559373689443794,2.3033210464784272e-09,0.8068267775912653,1.3762423526059693,0.08432252980186596,0.12542647256197814,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,104729,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,offset_mae,1.0800495555226055,0.7619830244373849,1.3472311392789753,0.0001999600079984003,127,131,79,5000,0.9501943462307809,76,0.21374045801526717,0.16340822959586015,0.7547287606119795,1.4053703504332316,4.315979670126029e-09,0.8277023455758465,1.4374667589019559,0.09338211322324942,0.12736913929039098,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,104729,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,shape_mae,0.3093512036984737,0.22972814005076111,0.37210692963530034,0.0001999600079984003,110,131,79,5000,0.28115779108131606,66,0.21374045801526717,0.0362472167196821,0.23718853853951247,0.3815138688574349,8.645346764554544e-13,0.2383493786000607,0.3801272494288549,0.02306302451252785,0.05169826316598808,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,104729,all,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,mae,0.26054335883213664,0.09491531494897858,0.3961964327539158,0.0005998800239952009,83,131,79,5000,0.1871678788563027,52,0.21374045801526717,0.08155147022263673,0.09818685338211641,0.42289986428215687,0.0020196952747621464,0.12423162034337609,0.4361936616487726,0.06521853970954372,0.10971792369259432,True,hypothesis C1: error removed by handing the model the true metal departure
unseen_chemotype,104729,all,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,offset_mae,0.24546897146342178,0.07348773153167217,0.38745811808944897,0.0005998800239952009,78,131,79,5000,0.1783271323636794,46,0.21374045801526717,0.0843003224405068,0.07763992163285843,0.41329802129398513,0.00468322156783417,0.10545694046109366,0.42605089776689825,0.07929246436054638,0.10285696249569021,True,hypothesis C1: error removed by handing the model the true metal departure
unseen_chemotype,104729,all,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,shape_mae,0.13769387814180023,0.09579494266228873,0.18556608546792472,0.0001999600079984003,94,131,79,5000,0.13565195893480486,60,0.21374045801526717,0.022031964962833783,0.09383160527538073,0.18155615100821973,2.0252186305805272e-08,0.0994867658478988,0.19113266618391606,0.03309353280602721,0.027422879258810828,True,hypothesis C1: error removed by handing the model the true metal departure
unseen_chemotype,104729,all,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,mae,0.7867111417200991,0.5781079747153471,0.9456526721775427,0.0001999600079984003,114,131,79,5000,0.7404384159549057,69,0.21374045801526717,0.09652570134300714,0.5945432321363807,0.9788790513038176,4.812744296486014e-12,0.6150972189582645,0.9814559184349296,0.05718227193180193,0.08179100284762696,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)"
unseen_chemotype,104729,all,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,offset_mae,0.834580584059184,0.6204523342577847,0.9967601724543732,0.0001999600079984003,125,131,79,5000,0.7718672138671018,73,0.21374045801526717,0.09926428491510014,0.6369605733982684,1.0322005947200996,1.524061064373079e-12,0.6699412476130056,1.0390630963432417,0.07728100691635653,0.0999273961109104,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)"
unseen_chemotype,104729,all,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,shape_mae,0.17165732555667348,0.06073679430851962,0.2584323542803601,0.001799640071985603,77,131,79,5000,0.1455058321465112,48,0.21374045801526717,0.04938948317480608,0.07333041774798649,0.2699842333653605,0.0008357987522812341,0.06879593041767391,0.26305878873018645,0.004511946203065805,0.026418056427443517,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)"
unseen_chemotype,104729,multi_metal_cells,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,mae,0.005923233639328264,-0.004701991293420969,0.02147630362119655,0.15336932613477305,33,77,45,5000,0.010520643794528139,26,0.22077922077922077,0.006426045857130031,-0.007027610813020283,0.01887407809167681,0.36168364767371314,-0.005488755163584255,0.02052012890440496,-0.024567428181125117,-0.02431190024330562,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?"
unseen_chemotype,104729,multi_metal_cells,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,offset_mae,0.00943081573234435,-0.004572795076211552,0.03121082653732645,0.11417716456708658,36,77,45,5000,0.017918685953694016,26,0.22077922077922077,0.008925168437893281,-0.008556679333834666,0.027418310798523367,0.29643670435366254,-0.005552134781543438,0.029788829100299806,-0.012032106029748954,-0.028386265531654353,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?"
unseen_chemotype,104729,multi_metal_cells,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,shape_mae,0.00019730764797685842,-0.0008060259558180322,0.0017462755596276576,0.35912817436512695,28,77,45,5000,0.000904559222385949,19,0.22077922077922077,0.0006431272249673577,-0.001098830107464354,0.0014934454034180708,0.760447327986093,-0.000935571887670553,0.001525972021892124,-0.02306302451252785,-0.06606037713160776,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?"
unseen_chemotype,104729,multi_metal_cells,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,mae,-0.10121773225886165,-0.2555134305540579,-0.011584956486002298,0.9914017196560688,35,77,45,5000,-0.13780098339139998,20,0.22077922077922077,0.05993558940238444,-0.22200997569560252,0.019574511177879228,0.09833845885372454,-0.2758195856823679,-0.017896011243105494,-0.0441309779476149,-0.031826263160430426,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?
unseen_chemotype,104729,multi_metal_cells,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,offset_mae,-0.1369636885701716,-0.3211115625210781,-0.027379730312268907,0.9968006398720256,34,77,45,5000,-0.18676127952626942,18,0.22077922077922077,0.07158733293838779,-0.2812384781151084,0.0073111009747651445,0.06223833350750115,-0.33575246296180994,-0.03249684669092144,-0.018048703440788155,-0.024491828096418856,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?
unseen_chemotype,104729,multi_metal_cells,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,shape_mae,0.010404528900333306,-0.010166175047797491,0.025913985642112284,0.1791641671665667,38,77,45,5000,0.002938601735934091,22,0.22077922077922077,0.009401477394882011,-0.008542903793177925,0.02935196159384454,0.2744415785424944,-0.006569168038718892,0.028789824438767247,0.05919097242249299,0.07716789888195659,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?
unseen_chemotype,104729,multi_metal_cells,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,mae,0.02298626850483166,-0.012823960297518689,0.055321435422646024,0.08878224355128975,49,77,45,5000,0.015368291084435715,29,0.22077922077922077,0.016141840064257937,-0.00954547255253102,0.05551800956219434,0.1614948988714558,-0.015310863843468013,0.05377335714934446,-0.013034836136889385,-0.015770222493133652,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best"
unseen_chemotype,104729,multi_metal_cells,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,offset_mae,0.019342630426370057,-0.01687833492927659,0.05111451227967786,0.1271745650869826,43,77,45,5000,0.014884016342890733,26,0.22077922077922077,0.01585657007562636,-0.012614186745942606,0.05129944759868272,0.22902019328563689,-0.018528057616153712,0.04944540844092561,0.004511946203065805,-0.021823330862207602,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best"
unseen_chemotype,104729,multi_metal_cells,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,shape_mae,0.008246961705130545,-0.012517858497400995,0.02823037588385752,0.19696060787842432,40,77,45,5000,0.00260025669149503,26,0.22077922077922077,0.009472659664750164,-0.010843929426948267,0.027337852837209357,0.3886941505295145,-0.011165396652455325,0.029421014434812723,0.017547298372150792,0.01519294562255871,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best"
unseen_chemotype,104729,multi_metal_cells,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,mae,0.0013034512326094117,-0.0066925111940392456,0.008963866217670516,0.38192361527694463,45,77,45,5000,0.0019537365306710004,25,0.22077922077922077,0.003713901642500216,-0.006181425712358959,0.008788328177577782,0.7272891886238837,-0.005817873247848769,0.010151321606389293,0.03058563299422953,0.039897967912288224,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,104729,multi_metal_cells,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,offset_mae,-0.0046439592120258305,-0.015866626623314405,0.00559492410637504,0.8344331133773245,28,77,45,5000,-0.005896281080907971,20,0.22077922077922077,0.004941555122491892,-0.01460300917322247,0.0053150907491708085,0.3524628250513148,-0.014995241272367893,0.006240334668253729,0.032591936696663076,0.0138826234456524,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,104729,multi_metal_cells,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,shape_mae,0.006727962869691218,0.0011847966796210553,0.011304757305727955,0.010397920415916816,61,77,45,5000,0.007055432303831006,33,0.22077922077922077,0.0025123555896301537,0.001664642878878064,0.011791282860504373,0.010374037950804915,0.0015437335863141982,0.011649376936578687,0.024567428181125256,0.01955044654123224,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,104729,multi_metal_cells,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,mae,0.6421921038943444,0.48214381313195137,0.8591314124781915,0.0001999600079984003,74,77,45,5000,0.679301678138644,43,0.22077922077922077,0.08873516422944511,0.46335813119337865,0.8210260765953102,5.141869538459672e-09,0.4993734045768834,0.8904740344322493,0.037608287661255936,0.039645658795922196,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,104729,multi_metal_cells,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,offset_mae,0.8164385391487021,0.6368872371643093,1.0352696652435347,0.0001999600079984003,77,77,45,5000,0.8410931283764801,45,0.22077922077922077,0.09343768595106311,0.62812725665187,1.0047498216455344,3.6100211571023006e-11,0.6559787352182697,1.075517445773659,0.032591936696663076,0.04410545404485901,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,104729,multi_metal_cells,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,shape_mae,0.09159163681989571,0.04932528886446119,0.13073221091868878,0.0001999600079984003,53,77,45,5000,0.08981993268535428,31,0.22077922077922077,0.01994935487908452,0.051386353865517286,0.13179691977427413,3.671534773306915e-05,0.05389386929001238,0.13562722470888514,0.04362916941356742,0.031334352657101903,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,104729,multi_metal_cells,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,mae,0.2265167754958823,0.12729880546082925,0.3866252303704915,0.0001999600079984003,53,77,45,5000,0.2647482438652085,34,0.22077922077922077,0.0630389891311812,0.0994700408751869,0.3535635101165777,0.000819513096128253,0.13748157520829127,0.4125900224197528,0.03409675013052478,0.04193923390609686,True,hypothesis C1: error removed by handing the model the true metal departure
unseen_chemotype,104729,multi_metal_cells,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,offset_mae,0.161240667385836,0.04921553727307978,0.34274660462117373,0.0005998800239952009,43,77,45,5000,0.19423807512519964,25,0.22077922077922077,0.07032993199499063,0.01950000293029691,0.3029813318413751,0.026707739687571362,0.06144865968650041,0.3833382083178029,0.04061854447905143,0.05693299408263372,True,hypothesis C1: error removed by handing the model the true metal departure
unseen_chemotype,104729,multi_metal_cells,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,shape_mae,0.2732237089467319,0.2086646654858698,0.33773107318255896,0.0001999600079984003,70,77,45,5000,0.27828635005019225,41,0.22077922077922077,0.030047676947326605,0.21266659513972852,0.33378082275373533,1.1525993148347931e-11,0.21581879910251367,0.3440781902115697,0.029582527813949083,0.031267279290578806,True,hypothesis C1: error removed by handing the model the true metal departure
unseen_chemotype,104729,multi_metal_cells,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,mae,0.41567532839846216,0.26652370964321076,0.5720275615567699,0.0001999600079984003,58,77,45,5000,0.41455343427343555,34,0.22077922077922077,0.07186703417980293,0.27083683804104564,0.5605138187558787,7.004256299415293e-07,0.2812552955927803,0.5936427301316616,0.061199911770157316,0.017136106370580217,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)"
unseen_chemotype,104729,multi_metal_cells,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,offset_mae,0.6551978717628659,0.5046971566991938,0.79430143871437,0.0001999600079984003,75,77,45,5000,0.6468550532512803,43,0.22077922077922077,0.06755936733988119,0.5190409134761343,0.7913548300495975,1.704908109881542e-12,0.5178480656289808,0.8064312077566015,0.04814585694552706,0.018745559236901934,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)"
unseen_chemotype,104729,multi_metal_cells,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,shape_mae,-0.1816320721268362,-0.2620385077094266,-0.10284167014442645,1.0,17,77,45,5000,-0.188466417364838,8,0.22077922077922077,0.03669471185522226,-0.2555854045534083,-0.10767873970026412,1.1378097849850564e-05,-0.25938692586014633,-0.10014033053141957,0.024567428181125256,0.002379367159412988,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)"
unseen_chemotype,130363,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,mae,-0.026453087553651434,-0.05384803712557211,-0.005338749312837846,0.9958008398320336,70,131,79,5000,-0.03706849407978788,40,0.21374045801526717,0.0119522572626988,-0.05024820389077858,-0.0026579712165242866,0.029804628952728073,-0.0677267136316173,-0.009757899338613363,-0.09589999317755758,-0.09817435710087839,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?"
unseen_chemotype,130363,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,offset_mae,-0.038432457488344646,-0.0659397770643198,-0.0089316110157855,0.9972005598880224,62,131,79,5000,-0.04332474303856529,35,0.21374045801526717,0.014372110879061971,-0.06704513230456179,-0.009819782672127506,0.00912405722301889,-0.07433754617501996,-0.014158616978929828,-0.06471615494550698,-0.07257363799711185,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?"
unseen_chemotype,130363,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,shape_mae,0.012172687783265801,-0.006340904761208451,0.029674497403858024,0.20895820835832835,80,131,79,5000,-0.0007336365013451879,43,0.21374045801526717,0.010710772207811938,-0.009150821671366317,0.033496197237897915,0.25923108585926247,-0.003358187460826589,0.03708135840922912,0.10093759374265118,0.15003129741985707,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?"
unseen_chemotype,130363,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,mae,-0.13713264924168975,-0.2873512985592954,-0.030082154178749453,0.9958008398320336,54,131,79,5000,-0.19142739762617125,27,0.21374045801526717,0.0675462471206069,-0.2716068973309801,-0.0026584011523993756,0.04574490701192,-0.2704758359829425,-0.01741639700707307,-0.0015039775317649809,0.06155718231525555,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?
unseen_chemotype,130363,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,offset_mae,-0.16298377925663202,-0.35121536133307363,-0.022257164254899583,0.9906018796240752,45,131,79,5000,-0.2546665187160357,22,0.21374045801526717,0.0895276648608645,-0.3412196684224395,0.01525210990917547,0.0725207277175006,-0.31806601919301203,0.010582357838401777,0.045134628481421316,0.09426048243834334,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?
unseen_chemotype,130363,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,shape_mae,-0.0007099649673511557,-0.016226389605892726,0.016306905353780696,0.5432913417316537,69,131,79,5000,0.0006410964256002965,42,0.21374045801526717,0.007484021234651905,-0.015609506705282352,0.01418957677058004,0.9246660521325559,-0.015825635494357546,0.016553958233551096,0.015541720951108279,0.0004477995549324793,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?
unseen_chemotype,130363,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,mae,-0.0056099787678974425,-0.04244443285289337,0.02241038306220631,0.6554689062187562,56,131,79,5000,-0.03104155605923433,29,0.21374045801526717,0.017522245058526505,-0.040494088981665066,0.029274131445870183,0.7497006662569616,-0.03491422390376874,0.031253746181408776,0.0697407586881798,0.12242901092267883,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best"
unseen_chemotype,130363,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,offset_mae,-0.00782082419674373,-0.053462424880422396,0.027726945271875074,0.6630673865226955,57,131,79,5000,-0.030027090844169147,30,0.21374045801526717,0.02240085878414064,-0.05241750824601474,0.03677585985252728,0.7279320595666525,-0.04339476793295618,0.040317922005095916,0.09086482514711736,0.12206703386537382,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best"
unseen_chemotype,130363,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,shape_mae,0.008157592384124536,-0.003822266128851834,0.01767646195548237,0.08038392321535692,76,131,79,5000,0.0001030294216626597,41,0.21374045801526717,0.005109674919122334,-0.002014988951190776,0.018330173719439846,0.11442118783049349,-0.003322829959383179,0.018226809399172116,0.0020053039636734648,0.020014023709606008,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best"
unseen_chemotype,130363,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,mae,0.0027826201776346127,-0.012853726412626623,0.013749463703615314,0.36732653469306137,72,131,79,5000,-0.0025628432567474683,41,0.21374045801526717,0.0068539922768306736,-0.0108626302563517,0.016427870611620925,0.6858650177883988,-0.009297880936100332,0.01632173279966103,0.05015358346473367,0.08600505700074186,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,130363,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,offset_mae,0.00017178298557921483,-0.017475237002279362,0.012820287784349538,0.5124975004999001,59,131,79,5000,-0.00563928002752524,35,0.21374045801526717,0.00784863977365352,-0.015453658501957752,0.01579722447311618,0.9825940086909495,-0.014668365944385437,0.014952312376906104,0.054169651204892186,0.0705276033994289,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,130363,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,shape_mae,0.0036383419170638244,-0.0011502760362324777,0.007490327224597928,0.07578484303139373,76,131,79,5000,0.0034507908744428497,46,0.21374045801526717,0.0022820696863963723,-0.0009049098289224083,0.008181593663050057,0.11490945153425462,-0.00043592211740910196,0.008347992974679795,0.04061854447905143,0.07522998818471692,False,descriptive: what does stacking the pair-difference rows cost the level fit?
unseen_chemotype,130363,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,mae,0.9620352606904837,0.7949259172629678,1.13533361779983,0.0001999600079984003,127,131,79,5000,0.9967605290090654,76,0.21374045801526717,0.07972854318033572,0.803307924199286,1.1207625971816815,1.6116223005723585e-19,0.8159965154862555,1.1610324178183082,0.06471615494550712,0.029941589457161882,True,hypothesis C1: error removed by handing the model the true cell mean
unseen_chemotype,130363,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,offset_mae,0.9544014053604599,0.8031700802481746,1.1578433294484876,0.0001999600079984003,127,131,79,5000,1.0314880145161944,77,0.21374045801526717,0.0832124160063212,0.7887382108655363,1.1200645998553835,2.060770610836017e-18,0.8233026740415795,1.1962555048367822,0.08935472965343721,0.03529381611996723,True,hypothesis C1: error removed by handing the model the true cell mean
