regime,endpoint,comparison,reference,candidate,statistic,pooled_point_delta,pooled_ci95_low,pooled_ci95_high,pooled_p_worse_one_sided,pooled_units_improved,pooled_units_total,pooled_blocks,bootstrap_replicates,pooled_block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,pooled_cluster_robust_low,pooled_cluster_robust_high,cluster_robust_p_two_sided,pooled_bca_low,pooled_bca_high,bca_z0,bca_acceleration,preregistered,question,mean_point_delta,min_point_delta,max_point_delta,seeds_positive,n_seeds
unseen_chemotype,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,mae,-0.004572794657432644,-0.017277668398186913,0.005795829314217759,0.8048390321935612,68,131,79,5000,-0.009641050654511119,40,0.21374045801526717,0.005475036401204628,-0.015472754828408184,0.0063271655135428975,0.40615157239183197,-0.01946663747325825,0.004804873812173803,-0.061199911770157316,-0.03282093953100786,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",-0.00457279465743265,-0.026453087553651434,0.003956565054411333,2,5
unseen_chemotype,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,offset_mae,-0.009326998603693397,-0.022986825762875956,0.0073066804716473924,0.8670265946810638,63,131,79,5000,-0.010746742602225344,38,0.21374045801526717,0.007571158555457086,-0.024400017421333693,0.005746020213946899,0.2216829954719098,-0.02471260334256617,0.005470007311784022,-0.04112028899854673,-0.03702412045475716,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",-0.009326998603693383,-0.038432457488344646,0.005289499909141148,3,5
unseen_chemotype,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,shape_mae,0.006188619947545284,-0.002220541785916654,0.013917976167881665,0.13777244551089782,73,131,79,5000,0.0004894437854434537,39,0.21374045801526717,0.004773766907172093,-0.0033152199067885283,0.015692459801879097,0.19866675479348445,-0.00078114304370148,0.01728404213972491,0.10648191949286799,0.1472097761052994,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",0.00618861994754528,-0.0003495216750828462,0.016941886854124615,4,5
unseen_chemotype,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,mae,-0.14425203089104358,-0.22575659573293114,-0.055615196033764094,0.9992001599680064,43,131,79,5000,-0.11685680520849528,27,0.21374045801526717,0.04027359410667943,-0.2244305976688381,-0.06407346411324905,0.0005915506575947475,-0.23966146563030616,-0.06869447938972446,-0.05115752203633166,-0.0408313446814042,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,-0.1442520308910436,-0.19082739219099779,-0.10117055248180924,0,5
unseen_chemotype,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,offset_mae,-0.18341787958016503,-0.278613693858946,-0.0898518776125367,1.0,36,131,79,5000,-0.16385567217892386,22,0.21374045801526717,0.04373718812173541,-0.2704919323503875,-0.09634382680994259,7.192065133234022e-05,-0.29150530593211776,-0.10260089612844446,-0.0441309779476149,-0.039833566767888066,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,-0.1834178795801651,-0.22997028047575552,-0.1405026829556448,0,5
unseen_chemotype,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,shape_mae,0.0051892074216573275,-0.014346012348369708,0.019613411883528335,0.27974405118976203,69,131,79,5000,0.00022516736062301045,34,0.21374045801526717,0.008291261614882358,-0.011317426461082102,0.021695841304396758,0.5332308696153819,-0.012232410917208072,0.020893934036378466,0.016544501343174756,0.0331244802824277,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,0.005189207421657323,-0.0007099649673511557,0.01319327368882979,3,5
unseen_chemotype,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,mae,0.003476516420667919,-0.025987341067844855,0.025250299972073835,0.4401119776044791,65,131,79,5000,-0.01593122862207552,36,0.21374045801526717,0.013735208722124326,-0.023868183603290065,0.030821216444625904,0.8008492398908998,-0.01943233937047368,0.03311574441476976,0.08080126756095994,0.11899100509429475,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",0.0034765164206679057,-0.00829089844923347,0.014541673195302461,3,5
unseen_chemotype,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,offset_mae,-0.0011418723593310763,-0.030579742999434483,0.02104948687614333,0.5678864227154569,58,131,79,5000,-0.012497000555604007,31,0.21374045801526717,0.013711417491847896,-0.028439207682229805,0.02615546296356765,0.9338430992262343,-0.02415084739814754,0.0275499691891744,0.08381942934025638,0.1000619904383545,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",-0.0011418723593310976,-0.01993498442798142,0.011124980458392535,3,5
unseen_chemotype,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,shape_mae,0.004029478351614948,-0.007005836340798339,0.01205414072282115,0.22735452909418116,70,131,79,5000,-0.005485530842428449,35,0.21374045801526717,0.00467087563517674,-0.00526952071546061,0.013328477418690504,0.3909572880220627,-0.006082867110005064,0.012853821150914626,0.01855011304703803,0.03508968539317046,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",0.004029478351614942,-0.0037494875674991502,0.008255161669108887,4,5
unseen_chemotype,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,mae,0.0008248300485871372,-0.011253864085487604,0.009569188538294613,0.4379124175164967,72,131,79,5000,-0.0015660769374790527,39,0.21374045801526717,0.005191492463977424,-0.0095106375060803,0.011160297603254573,0.8741732100141374,-0.010569982887767825,0.010064064733461973,-0.0005013256759256267,0.02604936959571224,False,descriptive: what does stacking the pair-difference rows cost the level fit?,0.000824830048587143,-0.0015031637019416798,0.0051055500594587465,2,5
unseen_chemotype,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,offset_mae,-0.0017950008878064895,-0.015074864699757358,0.008349496309552396,0.6222755448910218,64,131,79,5000,-0.0038677400887676796,40,0.21374045801526717,0.005691292130131258,-0.013125493142829348,0.009535491367216369,0.7533046103402088,-0.014493202715473937,0.008770397847439394,0.018048703440788155,0.010044116169941372,False,descriptive: what does stacking the pair-difference rows cost the level fit?,-0.0017950008878065006,-0.005594844273091633,0.0008517548119519079,2,5
unseen_chemotype,all,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,shape_mae,0.0032968648455405096,-0.0015338810575567159,0.007243714967860155,0.09778044391121776,78,131,79,5000,0.0022631259321362496,44,0.21374045801526717,0.002332244040188934,-0.0013462763656231645,0.007940006056704184,0.1614574788313517,-0.0006500006489424287,0.008202143630090551,0.05266352689406844,0.0955024011257352,False,descriptive: what does stacking the pair-difference rows cost the level fit?,0.0032968648455405127,0.002556706500122244,0.003989351517227667,5,5
unseen_chemotype,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,mae,0.969717055135454,0.7541575262892275,1.143547245476634,0.0001999600079984003,131,131,79,5000,0.8993403933244906,79,0.21374045801526717,0.10364839421315668,0.7633689533291524,1.1760651569417555,2.2053560248052046e-14,0.7934839377966375,1.1824495558331647,0.07225371305299166,0.10206034462220887,True,hypothesis C1: error removed by handing the model the true cell mean,0.969717055135454,0.9150469593728937,1.0472545005522358,5,5
unseen_chemotype,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,offset_mae,0.9885873660075243,0.7827304091217892,1.1522934556363342,0.0001999600079984003,131,131,79,5000,0.929201938844132,79,0.21374045801526717,0.09809257389268468,0.7933000528010787,1.1838746792139698,8.931005019493691e-16,0.8228295542846183,1.1998399228626029,0.08482565160726444,0.0959865650383211,True,hypothesis C1: error removed by handing the model the true cell mean,0.9885873660075241,0.9258348335528959,1.0800495555226055,5,5
unseen_chemotype,all,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,shape_mae,0.308137970797424,0.22296746827916014,0.37436161628466047,0.0001999600079984003,113,131,79,5000,0.27341686698564405,67,0.21374045801526717,0.039655475222143216,0.22918998418908554,0.38708595740576246,2.617093624155342e-11,0.23516657234831578,0.3867425158727583,0.03861166738810863,0.07689243062976414,True,hypothesis C1: error removed by handing the model the true cell mean,0.308137970797424,0.29632340532406753,0.32375347742182986,5,5
unseen_chemotype,all,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,mae,0.20015760310183986,0.09718594980758105,0.28476226653965464,0.0001999600079984003,90,131,79,5000,0.16247259622810822,53,0.21374045801526717,0.04569855510423803,0.10917876862363804,0.2911364375800417,3.651573378164283e-05,0.1099062597394338,0.29929408312520084,0.032090348787252906,0.04622705359679635,True,hypothesis C1: error removed by handing the model the true metal departure,0.20015760310183986,0.15056704381304875,0.26054335883213664,5,5
unseen_chemotype,all,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,offset_mae,0.1823969112012807,0.08300699742639325,0.2798014240867337,0.0003999200159968006,87,131,79,5000,0.16632934857954856,53,0.21374045801526717,0.04642590141210996,0.08997004145804105,0.27482378094452037,0.00018329200136491905,0.09346561299189045,0.2952372923157082,0.03861166738810863,0.03602737252616641,True,hypothesis C1: error removed by handing the model the true metal departure,0.18239691120128074,0.14320194819743523,0.24546897146342178,5,5
unseen_chemotype,all,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,shape_mae,0.1343451418181637,0.09229921624813894,0.1775926539828511,0.0001999600079984003,93,131,79,5000,0.12640203605498326,58,0.21374045801526717,0.02092569382549905,0.09268528560281802,0.17600499803350939,9.767508515030001e-09,0.09595613190749373,0.1821818667062406,0.019552946376962338,0.032221351267032655,True,hypothesis C1: error removed by handing the model the true metal departure,0.13434514181816368,0.1274691113500224,0.14435095783337995,5,5
unseen_chemotype,all,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,mae,0.7695594520336141,0.5838553956449527,0.9080186378315384,0.0001999600079984003,116,131,79,5000,0.7368677970963825,71,0.21374045801526717,0.08503850803526203,0.6002607875754933,0.9388581164917349,8.649214487942566e-14,0.6157257280871412,0.9393220936076687,0.061702184885339045,0.07796542996731069,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)",0.7695594520336141,0.7401487388211522,0.7867111417200991,5,5
unseen_chemotype,all,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,offset_mae,0.8061904548062435,0.6266808975582556,0.9404175349299954,0.0001999600079984003,131,131,79,5000,0.7628725902645833,79,0.21374045801526717,0.0818497690404188,0.6432400820292119,0.9691408275832751,2.4551457482129556e-15,0.6638538976614815,0.9714321970841681,0.06923822116766834,0.09253384475285296,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)",0.8061904548062435,0.764800476595312,0.834580584059184,5,5
unseen_chemotype,all,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,shape_mae,0.17379282897926032,0.06013254931464969,0.26119669823103336,0.0015996800639872025,79,131,79,5000,0.1470148309306608,49,0.21374045801526717,0.05049680695980208,0.07326140885898856,0.27432424909953207,0.0009321003570052335,0.06965774307917329,0.2666028825992726,0.00150397753176512,0.03284457382274805,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)",0.17379282897926032,0.1686628241376086,0.18038718163952444,5,5
