regime,endpoint,comparison,reference,candidate,statistic,pooled_point_delta,pooled_ci95_low,pooled_ci95_high,pooled_p_worse_one_sided,pooled_units_improved,pooled_units_total,pooled_blocks,bootstrap_replicates,pooled_block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,pooled_cluster_robust_low,pooled_cluster_robust_high,cluster_robust_p_two_sided,pooled_bca_low,pooled_bca_high,bca_z0,bca_acceleration,preregistered,question,mean_point_delta,min_point_delta,max_point_delta,seeds_positive,n_seeds
unseen_chemotype,multi_metal_cells,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,mae,-0.0007847610971260828,-0.015873413638175297,0.013685001624557389,0.530493901219756,41,77,45,5000,-0.0037193039825911328,27,0.22077922077922077,0.006868527998522747,-0.01462736970950795,0.013057847515255783,0.9095557282187775,-0.018094643378393498,0.012169952438645562,-0.04312737186562014,-0.037193186887705086,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",-0.0007847610971260903,-0.03084484241491629,0.011665912529021738,4,5
unseen_chemotype,multi_metal_cells,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,offset_mae,-0.004207983044432807,-0.02253236910537285,0.017320701936899895,0.6460707858428314,38,77,45,5000,-0.004720233655959779,24,0.22077922077922077,0.009918196436223188,-0.024196794538960713,0.0157808284500951,0.6734369459626671,-0.0244938591866976,0.015515479575769845,-0.021558673039087303,-0.033294644253686986,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",-0.004207983044432804,-0.04622452513539128,0.012486294784465723,3,5
unseen_chemotype,multi_metal_cells,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,shape_mae,0.0033602906945564993,-0.0011405305264068518,0.006975987415222889,0.09838032393521295,43,77,45,5000,0.0015484995833027863,22,0.22077922077922077,0.002247891168659128,-0.001170036277637605,0.007890617666750603,0.1420880718055793,-0.00030492283956456853,0.008060190667335173,0.09539636905689204,0.11157215824279768,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",0.0033602906945565023,-0.0013500166685470436,0.011224376211708454,3,5
unseen_chemotype,multi_metal_cells,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,mae,-0.10688353593062751,-0.24208424047563679,-0.02501904151784263,0.9988002399520096,29,77,45,5000,-0.11150425575426204,16,0.22077922077922077,0.05433365538328706,-0.2163858231911061,0.0026187513298510795,0.055488656983008054,-0.27044530269080075,-0.03309092877013598,-0.0441309779476149,-0.0512807340731148,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,-0.1068835359306275,-0.16284829478394078,-0.07614629310933968,0,5
unseen_chemotype,multi_metal_cells,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,offset_mae,-0.14199261721779952,-0.30593648984902855,-0.043638804600648805,1.0,24,77,45,5000,-0.16863038214897108,12,0.22077922077922077,0.06615677686055518,-0.2753228401322739,-0.008662394303325105,0.03740221258585256,-0.3077285200658749,-0.04511334402035793,0.0005013256759256267,-0.011074221400976634,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,-0.14199261721779952,-0.1908717844345141,-0.10394787346760204,0,5
unseen_chemotype,multi_metal_cells,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,shape_mae,0.002603485565852743,-0.007703341130202263,0.013320264677753775,0.3007398520295941,34,77,45,5000,0.002037280762133283,20,0.22077922077922077,0.004877239688610143,-0.007225945155362338,0.012432916287067823,0.5961644381926218,-0.0068070751179219804,0.014209139842485247,0.04714206696487173,0.009534093507396715,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,0.002603485565852743,-0.012607528789356455,0.010404528900333306,4,5
unseen_chemotype,multi_metal_cells,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,mae,0.003986079988333507,-0.017469961563976295,0.025468768955152182,0.33973205358928216,41,77,45,5000,0.0036024410017192056,26,0.22077922077922077,0.010253547522541932,-0.016678587211615685,0.024650747188282703,0.6993350223713075,-0.01757184066314487,0.025446700469794237,0.0,-0.003250347287562807,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",0.0039860799883335105,-0.005565937060318555,0.02298626850483166,3,5
unseen_chemotype,multi_metal_cells,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,offset_mae,-0.002132954014866316,-0.02546654029138964,0.019641161412176485,0.589882023595281,36,77,45,5000,0.0016891908366091508,21,0.22077922077922077,0.010827860110716321,-0.02395507218261705,0.01968916415288442,0.8447443827789508,-0.024772515700044604,0.020635192313780536,0.026573386823392792,0.0012565457675718682,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",-0.0021329540148663263,-0.012291226926224608,0.019342630426370057,1,5
unseen_chemotype,multi_metal_cells,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,shape_mae,0.0039761094180078,-0.0146187049639059,0.023238375883267402,0.3265346930613877,42,77,45,5000,-0.0016549101872194482,23,0.22077922077922077,0.008914794096278638,-0.013990477536474862,0.021942696372490463,0.6577753960189169,-0.014347609837722358,0.023824905129760467,0.0010026514778481883,0.010211457113412379,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",0.003976109418007799,-0.013535259512756623,0.011928110691578155,4,5
unseen_chemotype,multi_metal_cells,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,mae,0.0016756789646678349,-0.008126271416029045,0.009107105993199421,0.3743251349730054,42,77,45,5000,0.00020078658448251704,22,0.22077922077922077,0.0043054512982590365,-0.007001387975190232,0.010352745904525902,0.699005961472893,-0.006628488899704959,0.010795987014384752,0.049651633197572646,0.06385181963179941,False,descriptive: what does stacking the pair-difference rows cost the level fit?,0.0016756789646678472,-0.001390456086411671,0.004802926404386751,4,5
unseen_chemotype,multi_metal_cells,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,offset_mae,-0.00779633803242731,-0.018620379531988487,0.0006947039861971285,0.9666066786642672,31,77,45,5000,-0.011078284657902933,18,0.22077922077922077,0.004496338787736304,-0.01685811342894484,0.0012654373640902184,0.08993300503856687,-0.018038090143187024,0.0010964173743418294,0.016544501343174756,0.013017238410263213,False,descriptive: what does stacking the pair-difference rows cost the level fit?,-0.007796338032427313,-0.013104282444707365,-0.0046439592120258305,0,5
unseen_chemotype,multi_metal_cells,C3_SHARED_RIDGE_vs_C1_HIER_RIDGE,C1_HIER_RIDGE,C3_SHARED_RIDGE,shape_mae,0.0071894956269565775,-0.0011587812545262794,0.013977948783126002,0.051789642071585686,55,77,45,5000,0.005711201548820167,27,0.22077922077922077,0.004116474060074834,-0.0011067127147571122,0.015485703968670267,0.0876994008903461,0.0006426169800276027,0.01589357380460172,0.11102061421827879,0.09992777541617484,False,descriptive: what does stacking the pair-difference rows cost the level fit?,0.007189495626956585,0.006226722393106678,0.00837353459206963,5,5
unseen_chemotype,multi_metal_cells,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,mae,0.6039439894864215,0.47393687404377954,0.8117013710174159,0.0001999600079984003,76,77,45,5000,0.6251633246194592,44,0.22077922077922077,0.08242182029469328,0.4378337254378657,0.7700542535349773,3.796267281031471e-09,0.48545589463425876,0.8563332392015087,0.04262558517694437,0.047069589776921786,True,hypothesis C1: error removed by handing the model the true cell mean,0.6039439894864215,0.5569481273380646,0.6421921038943444,5,5
unseen_chemotype,multi_metal_cells,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,offset_mae,0.7661045079176271,0.6297633213578463,0.9951955692954071,0.0001999600079984003,76,77,45,5000,0.7980918683233894,44,0.22077922077922077,0.08834762387291686,0.5880515714849966,0.9441574443502575,4.4743928180930564e-11,0.6412856157125372,1.0293357186657763,0.04413097794761476,0.04006788501789182,True,hypothesis C1: error removed by handing the model the true cell mean,0.7661045079176271,0.7141797903017642,0.8164385391487021,5,5
unseen_chemotype,multi_metal_cells,level_oracle_gain,C2_TWO_STAGE,ORACLE_LEVEL,shape_mae,0.09599087376444997,0.04786454538053992,0.13594276800147867,0.0001999600079984003,55,77,45,5000,0.0905318115360487,32,0.22077922077922077,0.02230678922264162,0.05103449407518643,0.1409472534537135,9.240285999760995e-05,0.05419491464422302,0.14202744478142373,0.04413097794761476,0.04805396740802435,True,hypothesis C1: error removed by handing the model the true cell mean,0.09599087376445,0.0714876872534332,0.1278213873874795,5,5
unseen_chemotype,multi_metal_cells,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,mae,0.21232959300364987,0.1225971010688728,0.34880383020941796,0.0001999600079984003,56,77,45,5000,0.22126709130876548,33,0.22077922077922077,0.05466989680851223,0.10214965567758771,0.322509530329712,0.00034161924387383517,0.13130681967303542,0.3709604479255041,0.026071887453559196,0.058962773833505296,True,hypothesis C1: error removed by handing the model the true metal departure,0.21232959300364987,0.17154220028384487,0.27227484755095316,5,5
unseen_chemotype,multi_metal_cells,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,offset_mae,0.14411371861413683,0.050052792641034426,0.30431619366751367,0.0001999600079984003,49,77,45,5000,0.16451078869110905,31,0.22077922077922077,0.06274394916027932,0.017661597983961858,0.27056583924431177,0.026444459763113205,0.0572619615520678,0.3323570832531792,0.031588768951337685,0.04684963649370863,True,hypothesis C1: error removed by handing the model the true metal departure,0.14411371861413685,0.1132548882962124,0.18427060483718463,5,5
unseen_chemotype,multi_metal_cells,metal_oracle_gain,C2_TWO_STAGE,ORACLE_METAL,shape_mae,0.2783635981476531,0.21118838217669675,0.34359837944744415,0.0001999600079984003,71,77,45,5000,0.28328623286420046,41,0.22077922077922077,0.030807497865628312,0.21627516589952034,0.34045203039578587,1.384901770434144e-11,0.21790977654491941,0.3496928707073171,0.02557039464076243,0.03110025791801938,True,hypothesis C1: error removed by handing the model the true metal departure,0.27836359814765316,0.26638818461415253,0.3007902449973995,5,5
unseen_chemotype,multi_metal_cells,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,mae,0.3916143964827716,0.2637993321601667,0.5435339455432464,0.0001999600079984003,60,77,45,5000,0.40389623331069374,34,0.22077922077922077,0.06641491700060616,0.25776392630037603,0.5254648666651671,4.789399637336072e-07,0.27326309836386764,0.5569688664213981,0.03861166738810863,0.017346450170067394,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)",0.3916143964827716,0.3696972836964405,0.41567532839846216,5,5
unseen_chemotype,multi_metal_cells,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,offset_mae,0.6219907893034902,0.5044339796995371,0.7594409258053162,0.0001999600079984003,76,77,45,5000,0.6335810796322802,44,0.22077922077922077,0.059596704121459905,0.5018815242733808,0.7421000543335995,1.7586616430326317e-13,0.5145657492610107,0.7740591173942628,0.04162204387018853,0.02605507718632456,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)",0.6219907893034902,0.5931031296978411,0.6551978717628659,5,5
unseen_chemotype,multi_metal_cells,level_minus_metal_gain,ORACLE_METAL,ORACLE_LEVEL,shape_mae,-0.18237272438320315,-0.26743106035674447,-0.10245429509615604,1.0,17,77,45,5000,-0.19275442132815176,7,0.22077922077922077,0.03808702857817896,-0.25913208678657795,-0.10561336197982832,1.933594726827272e-05,-0.2654360282434184,-0.10129032625577447,0.012533469508069276,0.003552032579170004,True,"hypothesis C1, DECISIVE: the difference of the two oracle gains (the shared C2_TWO_STAGE reference cancels exactly)",-0.18237272438320312,-0.20492402214245586,-0.17074787390788124,0,5
unseen_ligand,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,mae,-0.010553463457259946,-0.028138854787199886,0.0013081696938455612,0.9544091181763648,67,131,79,5000,-0.017430569921436906,40,0.21374045801526717,0.007229951772545737,-0.024947191751282516,0.003840264836762622,0.1483921501741901,-0.02814664194155849,0.001304017944050629,-0.017547298372150792,0.00889288341383541,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",-0.010553463457259955,-0.0199106172006383,-0.0020174616128543297,0,5
unseen_ligand,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,offset_mae,-0.016470385996858353,-0.03250749578996302,-0.002952295294182363,0.989002199560088,59,131,79,5000,-0.017177491285638155,36,0.21374045801526717,0.007103359074859554,-0.03061208758975942,-0.0023286844039572853,0.023032716544281205,-0.03422861038454485,-0.0039068389206956345,-0.026071887453559334,-0.0252829204506536,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",-0.01647038599685837,-0.02929764030986104,-0.003174295198738717,0,5
unseen_ligand,all,C1_HIER_RIDGE_vs_MONO_RIDGE,MONO_RIDGE,C1_HIER_RIDGE,shape_mae,0.0013581386946248338,-0.004425513588807808,0.005777638341925321,0.34873025394921014,74,131,79,5000,-0.0010436121633558117,44,0.21374045801526717,0.002742108646111343,-0.004100980265849126,0.006817257655098795,0.621787978075869,-0.003332877850657497,0.006819469405497269,0.05115752203633166,0.10196948093628341,True,"hypothesis C2: does partial pooling help where the ligand is known, and vanish where it is not?",0.0013581386946248301,-0.008462425400173538,0.005812303518454657,4,5
unseen_ligand,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,mae,-0.10242159649725785,-0.1688269504114596,-0.04316098154340532,0.9996000799840032,49,131,79,5000,-0.10271951719130662,24,0.21374045801526717,0.029457825075503218,-0.16106762120239096,-0.04377557179212474,0.000832289797335749,-0.17424786573365617,-0.04760237538053612,-0.02506890825871106,-0.023064622607425332,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,-0.10242159649725786,-0.13075192083681642,-0.06763726538771785,0,5
unseen_ligand,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,offset_mae,-0.14727659701443666,-0.22193745144937016,-0.08231766568985222,1.0,45,131,79,5000,-0.15202519548025434,23,0.21374045801526717,0.03332651423705041,-0.21362459019697955,-0.08092860383189376,3.1594694678240146e-05,-0.2284426010216072,-0.08696650524051393,-0.026573386823392654,-0.020234049432974847,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,-0.14727659701443668,-0.18175099493251173,-0.11003432961118731,0,5
unseen_ligand,all,C2_TWO_STAGE_vs_MONO_ET,MONO_ET,C2_TWO_STAGE,shape_mae,0.007992662010988149,-0.014002939930759323,0.024020368392260825,0.21775644871025795,73,131,79,5000,0.00022027219233384954,41,0.21374045801526717,0.00949921113085232,-0.010918814624892581,0.02690413864686888,0.40269458796985796,-0.012152262475418868,0.025548051821923795,0.010026681100274765,0.0373408998617361,True,hypothesis C3: does the two-stage structure substitute for chemical coverage?,0.007992662010988147,-0.0036478758864057995,0.014163119262858672,4,5
unseen_ligand,all,C2_TRUECENTRE_vs_MONO_ET,MONO_ET,C2_TRUECENTRE,mae,-0.022697149042018427,-0.037494665709156716,-0.003670727613420135,0.9902019596080783,54,131,79,5000,-0.02078213764805228,32,0.21374045801526717,0.008932465222152838,-0.04048032124680377,-0.0049139768372330785,0.013038836355461231,-0.039609989078522215,-0.006068893853014929,-0.0421238092207306,-0.06357594619183807,False,"hypothesis C3, amendment — EXPLORATORY: the variant was chosen after a one-seed preview, so this contrast is exploratory-confirmed at best",-0.022697149042018434,-0.03398000917290427,-0.010599972844173806,0,5
