design,model,n_units,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,seconds,gain,gain_lo,gain_hi,p_two_sided,units_better,units_worse
BR,morgan2,82,40,0.5886801816070109,0.47272620211329885,0.7551050868108437,0.4913494809688581,1.7,-0.2459698025551684,-0.38583853651145844,-0.046426502419149515,0.0188,8.0,41.0
BR,molformer__cls,82,40,0.5876074332171893,0.48455890040758454,0.6937525203822215,0.5404844290657439,3.6,-0.24704255094498995,-0.3574692303728767,-0.12506778784595687,0.0002,6.0,40.0
BR,morgan3,82,40,0.5552264808362369,0.4300167292736333,0.6796994949494949,0.5737024221453287,2.6,-0.27942350332594235,-0.4163156608097785,-0.13332352941176484,0.0,5.0,35.0
BR,chemberta_mlm__cls,82,40,0.47673001794953024,0.39505630397794583,0.6118285242982825,0.4422145328719723,2.4,-0.35791996621264915,-0.4666534903243461,-0.17623424979276062,0.0,9.0,50.0
BR,MAJORITY,82,40,0.34778904022806467,0.2386962481962482,0.5213798840330282,0.26782006920415224,0.9,-0.4868609439341148,-0.6188649237976634,-0.26738810325477,0.0,10.0,65.0
BQ,TOPO39,82,40,0.8400158378207159,0.7376664483177641,0.9148332664995824,0.8,1.5,,,,,,
BQ,chemberta_mtr__cls,82,40,0.6694023862316545,0.48199134199134197,0.7932727272727272,0.6532871972318339,2.5,-0.17061345158906135,-0.3618383838383838,-0.046018454563165286,0.0024,4.0,24.0
BQ,molformer__mean,82,40,0.6518857565199029,0.5442038505354294,0.7541732880418668,0.6539792387543253,4.1,-0.188130081300813,-0.2922117532782904,-0.08196205794411801,0.0004,8.0,28.0
BQ,chemberta_mtr__mean,82,40,0.6310579664238201,0.47070417287630406,0.7490396467196565,0.5190311418685121,2.0,-0.20895787139689576,-0.3724464421997756,-0.0913119429590018,0.0,4.0,29.0
BQ,chemberta_mlm__mean,82,40,0.6203262591067469,0.5402852714951599,0.7407499999999997,0.6055363321799307,2.9,-0.21968957871396894,-0.30549044117647056,-0.08149253246753249,0.0012,10.0,31.0
BQ,morgan2,82,40,0.6091067469116249,0.48009833892699066,0.7359390625,0.5930795847750865,1.4,-0.2309090909090909,-0.3821173691758288,-0.07017311874728144,0.0068,8.0,37.0
BQ,morgan3,82,40,0.5895945517896737,0.4384301948051948,0.7046950672446568,0.6311418685121107,1.7,-0.25042128603104213,-0.4076175778050778,-0.1234550433766781,0.0,6.0,32.0
BQ,molformer__cls,82,40,0.5741706261218457,0.4784651162790698,0.6816668894830659,0.5176470588235295,3.8,-0.26584521169887027,-0.36659723466188976,-0.1458954847704848,0.0,6.0,41.0
BQ,chemberta_mlm__cls,82,40,0.488281068524971,0.39196641647977626,0.6053256235827663,0.5051903114186851,3.0,-0.3517347692957449,-0.47235584415584414,-0.19696608946608948,0.0,9.0,45.0
BQ,MAJORITY,82,40,0.35169147925245486,0.2422386848647271,0.5235415351430975,0.2726643598615917,1.1,-0.48832435856826106,-0.6234775669671592,-0.2643609598709418,0.0,10.0,64.0
A,TOPO39,82,40,0.8346499841621794,0.7317930267930267,0.9090923120089786,0.7986159169550173,0.9,,,,,,
A,molformer__mean,82,40,0.7980941822405238,0.7188429752066117,0.8623067613710366,0.7640138408304499,2.2,-0.036555801921655584,-0.1287595137852428,0.06462210338680915,0.4208,13.0,17.0
A,chemberta_mlm__mean,82,40,0.7954482103262591,0.721502098542183,0.8644071409430658,0.714878892733564,1.4,-0.03920177383592018,-0.1295,0.0692334360554699,0.4176,13.0,19.0
A,chemberta_mtr__cls,82,40,0.7861207897793263,0.6770397984368574,0.8500021393335346,0.7294117647058823,1.5,-0.04852919438285292,-0.15166579672321304,0.0330926464478604,0.228,8.0,15.0
A,morgan2,82,40,0.7848495407031992,0.6822885215794305,0.8605666486291486,0.7432525951557093,1.5,-0.04980044345898005,-0.16393122926782366,0.061500961538461525,0.3238,10.0,19.0
A,chemberta_mtr__mean,82,40,0.7807253721887869,0.7018762899542961,0.8539805123604466,0.6408304498269897,1.5,-0.05392461197339246,-0.13823887122416534,0.05128342245989304,0.2654,7.0,16.0
A,morgan3,82,40,0.7458251504592968,0.637518919137903,0.8185424271052519,0.7217993079584775,1.6,-0.0888248337028825,-0.1905714801617874,-0.0030851875397329936,0.0424,8.0,19.0
A,molformer__cls,82,40,0.7170974553901382,0.6402850678733032,0.795390117865328,0.5986159169550173,2.5,-0.11755252877204098,-0.20643969941348975,-0.012304096869314307,0.0344,11.0,28.0
A,chemberta_mlm__cls,82,40,0.7063657480730652,0.6328629916778623,0.8041841171572355,0.6221453287197232,1.6,-0.12828423608911413,-0.22320614077280745,0.008527925626286244,0.0664,13.0,29.0
A,MAJORITY,82,40,0.44144757681343044,0.28817293958695234,0.6842813815686885,0.2975778546712803,0.7,-0.39320240734874873,-0.5711714969145109,-0.10461963227107228,0.0036,13.0,43.0
BP,TOPO39,82,40,0.8205036426987645,0.7036516858962746,0.9000004833354347,0.7820069204152249,0.9,,,,,,
BP,chemberta_mlm__mean,82,40,0.568688628444726,0.478813280556978,0.7038256620428751,0.4906574394463668,1.6,-0.2518150142540386,-0.36545553067622033,-0.0707452988381843,0.0058,10.0,45.0
BP,molformer__mean,82,40,0.5498880794002745,0.4581778424228072,0.681818881118881,0.4359861591695502,2.4,-0.2706155632984901,-0.3829846153846153,-0.08948694169065138,0.0014,10.0,50.0
BP,morgan2,82,40,0.5427673952064195,0.46650113921166547,0.6526909440559442,0.4740484429065744,1.5,-0.27773624749234505,-0.3729358891299395,-0.119293931550187,0.0008,9.0,57.0
BP,chemberta_mtr__mean,82,40,0.5031939605110336,0.40783677290142806,0.6055838555153623,0.49896193771626296,1.6,-0.317309682187731,-0.4385835894152796,-0.1596987263943786,0.0006,5.0,52.0
BP,chemberta_mtr__cls,82,40,0.5000622954281492,0.4070694590694591,0.619995325995326,0.4657439446366782,1.7,-0.3204413472706156,-0.4367609399746595,-0.15657746746461487,0.0004,6.0,53.0
BP,morgan3,82,40,0.47706366803927786,0.4002866522366522,0.5925931186868687,0.40484429065743943,2.7,-0.34343997465948684,-0.44266229013104014,-0.17400884303610908,0.0,9.0,58.0
BP,molformer__cls,82,40,0.47135149403442084,0.4072998316498318,0.582000348310693,0.40622837370242215,3.1,-0.3491521486643438,-0.4577266168175259,-0.16390756704980838,0.0002,13.0,57.0
BP,chemberta_mlm__cls,82,40,0.4457406820821455,0.3493528638728219,0.588506022108563,0.44359861591695504,1.8,-0.3747629606166192,-0.503076023729357,-0.1627407980736155,0.0008,13.0,53.0
BP,MAJORITY,82,40,0.34727167141801285,0.24800952363828155,0.5054592245989304,0.2740484429065744,0.7,-0.4732319712807518,-0.6052252304077335,-0.25427992424242435,0.0,11.0,64.0
