band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,-0.010012254481071427,-0.0795267468343697,0.0526823012160585,-0.07872693266063818,0.05285141125484764,0.776,0.03401205990170148,0.09523376772476415,-0.0362530911694547,29,16,2,5,-0.03097766843457901,0.0045295372040642335,False,0.02,False,False
far,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.08661119447083333,0.002651129344096275,0.1598421068649531,0.00516942386933209,0.1615418958706546,0.044,0.04071016853253418,0.1139884718910957,0.05510310154213027,29,21,4,5,0.062284536988371386,0.10333364349454739,True,0.02,True,True
mid,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,0.013080633849056044,-0.04411979387882247,0.07709476654357837,-0.03490261959331861,0.08972857942063199,0.717,0.03084623482666021,0.08636945751464858,-0.02008576085572532,49,24,5,5,-0.007121522289242035,0.026555573051215954,False,0.02,False,False
mid,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.08804607181549008,0.007035943535985807,0.15979629613571164,0.0047228468330688285,0.1578116908844912,0.035,0.03794073714040311,0.1062340639931287,0.07161167073499208,49,35,5,5,0.0705218673644079,0.10845965326572045,True,0.02,True,True
near,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,0.009769151542130705,-0.03794287168561619,0.07396585829565899,-0.03939251505708516,0.07142795541783414,0.738,0.02911633040181556,0.08152572512508356,0.0068539005734013095,32,16,4,5,-0.007996105425231038,0.032607467611917115,False,0.02,False,False
near,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.07324106114422371,-0.014589590429151537,0.13821557231313022,-0.03059720377067137,0.13011348670993267,0.074,0.03686714136721853,0.10322799582821189,0.07283693210590624,32,21,5,5,0.06000733658664159,0.0985500869451922,True,0.02,False,False
