arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds,macro_curve_spearman
C_DIRECT_ROW,0.5009807095756119,0.019220266839518788,0.5401878881825575,0.1857718489830104,0.6628340802821021,0.7121257929995861,0.44335116039738337,0.5138700137982274,0.1698964184929189,0.786140762635387,0.8111250142190877,89,82,87,85,5,0.400770770107969
M_SELECTED,0.5014076367654401,0.014126842763543906,0.5422831117588905,0.1889559047016573,0.6609384918540022,0.7491467154584504,0.4662814701661164,0.5033983827690384,0.17331420261945843,0.7589510300380152,0.8295757024229325,89,82,87,85,5,0.47453827180174624
B1_MEAN_CURVE,0.6107605887862887,0.014537337257125226,0.6493369445162823,0.21118139812845596,0.8276111065448101,0.6136578337946278,0.26140687794457684,0.5904276508803913,0.18872908867671498,0.9167080496868629,0.7731088613354568,89,82,87,85,5,0.1904534217768957
