model,macro_mae,offset_mae,shape_mae,pooled_mae,macro_sd,n_seeds
GEN10_REC_GEN9_PLUS,0.9690948621340842,0.82117153046591,0.47939286033368866,1.1193050341042157,0.025317411846697804,5
GEN10_REC_HYBRID,0.9696047642907153,0.8211715304659102,0.4781582282078096,1.106639890360203,0.02358053812976785,5
GEN10_REC_RANK,0.9699244796230099,0.82117153046591,0.4789650482391016,1.1096019854248689,0.024223683867660366,5
GEN10_REC_GEN9_CURVEWINDOW,0.9699978916816973,0.8211715304659102,0.48202067401107873,1.1223214604441678,0.025048751416384324,5
GEN10_REC_ALL,0.9700426814649177,0.82117153046591,0.47793211220043075,1.1046389854400345,0.024589848244270504,5
GEN10_REC_LOCAL,0.9750252879806984,0.82117153046591,0.49634891718431173,1.1459720134540614,0.02390869010067739,5
GEN10_MONO_HYBRID,0.9904605673262653,0.8386108044428401,0.4861010250417982,1.1495946111050186,0.03073267733513103,5
GEN10_MONO_RANK,0.9935022774572655,0.8374227143620219,0.486473722041214,1.1634517605769634,0.02950865014210867,5
