design,seed,fold,order,draw,k,cells_at_k,cell_share_at_k,overlap_top_k_by_cells,overlap_top_k_by_richcells
BQ,155921,0,RANDOM,0,24,448.0,0.9124236252545825,0.75,0.7083333333333334
BQ,155921,0,UNCERT,0,6,25.0,0.05091649694501019,0.16666666666666666,0.16666666666666666
BQ,155921,0,UNCERT,0,9,28.0,0.05702647657841141,0.1111111111111111,0.1111111111111111
BQ,155921,0,UNCERT,0,12,36.0,0.07331975560081466,0.25,0.25
BQ,155921,0,UNCERT,0,16,430.0,0.8757637474541752,0.5,0.5
BQ,155921,0,UNCERT,0,20,444.0,0.9042769857433809,0.65,0.6
BQ,155921,0,UNCERT,0,24,469.0,0.955193482688391,0.75,0.75
BQ,155921,1,AOPT,0,6,381.0,0.7904564315352697,0.3333333333333333,0.3333333333333333
BQ,155921,1,AOPT,0,9,385.0,0.7987551867219918,0.2222222222222222,0.3333333333333333
BQ,155921,1,AOPT,0,12,393.0,0.8153526970954357,0.4166666666666667,0.4166666666666667
BQ,155921,1,AOPT,0,16,404.0,0.8381742738589212,0.5625,0.625
BQ,155921,1,AOPT,0,20,445.0,0.9232365145228216,0.75,0.8
BQ,155921,1,AOPT,0,24,465.0,0.9647302904564315,0.8333333333333334,0.875
BQ,155921,1,MAXMIN,0,6,39.0,0.08091286307053942,0.3333333333333333,0.3333333333333333
BQ,155921,1,MAXMIN,0,9,53.0,0.10995850622406639,0.3333333333333333,0.3333333333333333
BQ,155921,1,MAXMIN,0,12,56.0,0.11618257261410789,0.25,0.25
BQ,155921,1,MAXMIN,0,16,65.0,0.13485477178423236,0.375,0.4375
BQ,155921,1,MAXMIN,0,20,74.0,0.15352697095435686,0.55,0.5
BQ,155921,1,MAXMIN,0,24,81.0,0.16804979253112035,0.625,0.625
BQ,155921,1,RANDOM,0,6,12.0,0.024896265560165973,0.0,0.0
BQ,155921,1,RANDOM,0,9,16.0,0.03319502074688797,0.0,0.1111111111111111
BQ,155921,1,RANDOM,0,12,22.0,0.04564315352697095,0.16666666666666666,0.3333333333333333
BQ,155921,1,RANDOM,0,16,40.0,0.08298755186721991,0.375,0.375
BQ,155921,1,RANDOM,0,20,55.0,0.11410788381742738,0.5,0.55
BQ,155921,1,RANDOM,0,24,70.0,0.14522821576763487,0.625,0.6666666666666666
BQ,155921,1,UNCERT,0,6,378.0,0.7842323651452282,0.3333333333333333,0.3333333333333333
BQ,155921,1,UNCERT,0,9,385.0,0.7987551867219918,0.3333333333333333,0.2222222222222222
BQ,155921,1,UNCERT,0,12,406.0,0.8423236514522822,0.4166666666666667,0.3333333333333333
BQ,155921,1,UNCERT,0,16,417.0,0.8651452282157677,0.5,0.5
BQ,155921,1,UNCERT,0,20,451.0,0.9356846473029046,0.6,0.6
BQ,155921,1,UNCERT,0,24,460.0,0.9543568464730291,0.75,0.75
BQ,155921,2,AOPT,0,6,381.0,0.8373626373626374,0.3333333333333333,0.3333333333333333
BQ,155921,2,AOPT,0,9,385.0,0.8461538461538461,0.3333333333333333,0.4444444444444444
BQ,155921,2,AOPT,0,12,393.0,0.8637362637362638,0.5,0.5833333333333334
BQ,155921,2,AOPT,0,16,417.0,0.9164835164835164,0.625,0.625
BQ,155921,2,AOPT,0,20,434.0,0.9538461538461539,0.7,0.75
BQ,155921,2,AOPT,0,24,440.0,0.967032967032967,0.7916666666666666,0.8333333333333334
BQ,155921,2,MAXMIN,0,6,10.0,0.02197802197802198,0.0,0.0
BQ,155921,2,MAXMIN,0,9,15.0,0.03296703296703297,0.0,0.1111111111111111
BQ,155921,2,MAXMIN,0,12,18.0,0.03956043956043956,0.16666666666666666,0.25
BQ,155921,2,MAXMIN,0,16,46.0,0.1010989010989011,0.4375,0.5
BQ,155921,2,MAXMIN,0,20,53.0,0.11648351648351649,0.5,0.55
BQ,155921,2,MAXMIN,0,24,58.0,0.12747252747252746,0.5833333333333334,0.625
BQ,155921,2,RANDOM,0,6,363.0,0.7978021978021979,0.16666666666666666,0.16666666666666666
BQ,155921,2,RANDOM,0,9,374.0,0.8219780219780219,0.3333333333333333,0.2222222222222222
BQ,155921,2,RANDOM,0,12,391.0,0.8593406593406593,0.4166666666666667,0.3333333333333333
BQ,155921,2,RANDOM,0,16,415.0,0.9120879120879121,0.5625,0.5
BQ,155921,2,RANDOM,0,20,420.0,0.9230769230769231,0.55,0.55
BQ,155921,2,RANDOM,0,24,425.0,0.9340659340659341,0.6666666666666666,0.7083333333333334
BQ,155921,2,UNCERT,0,6,379.0,0.832967032967033,0.3333333333333333,0.3333333333333333
BQ,155921,2,UNCERT,0,9,382.0,0.8395604395604396,0.3333333333333333,0.3333333333333333
BQ,155921,2,UNCERT,0,12,385.0,0.8461538461538461,0.25,0.3333333333333333
BQ,155921,2,UNCERT,0,16,390.0,0.8571428571428571,0.4375,0.5
BQ,155921,2,UNCERT,0,20,413.0,0.9076923076923077,0.55,0.55
BQ,155921,2,UNCERT,0,24,430.0,0.945054945054945,0.6666666666666666,0.6666666666666666
BQ,155921,3,AOPT,0,6,13.0,0.1625,0.16666666666666666,0.16666666666666666
BQ,155921,3,AOPT,0,9,16.0,0.2,0.2222222222222222,0.2222222222222222
BQ,155921,3,AOPT,0,12,31.0,0.3875,0.4166666666666667,0.4166666666666667
BQ,155921,3,AOPT,0,16,49.0,0.6125,0.6875,0.6875
BQ,155921,3,AOPT,0,20,62.0,0.775,0.65,0.7
BQ,155921,3,AOPT,0,24,68.0,0.85,0.75,0.8333333333333334
BQ,155921,3,MAXMIN,0,6,8.0,0.1,0.0,0.0
BQ,155921,3,MAXMIN,0,9,11.0,0.1375,0.0,0.1111111111111111
BQ,155921,3,MAXMIN,0,12,14.0,0.175,0.16666666666666666,0.25
BQ,155921,3,MAXMIN,0,16,20.0,0.25,0.375,0.5
BQ,155921,3,MAXMIN,0,20,39.0,0.4875,0.6,0.6
BQ,155921,3,MAXMIN,0,24,45.0,0.5625,0.7083333333333334,0.7083333333333334
BQ,155921,3,RANDOM,0,6,18.0,0.225,0.16666666666666666,0.16666666666666666
BQ,155921,3,RANDOM,0,9,25.0,0.3125,0.4444444444444444,0.3333333333333333
BQ,155921,3,RANDOM,0,12,43.0,0.5375,0.5833333333333334,0.5833333333333334
BQ,155921,3,RANDOM,0,16,47.0,0.5875,0.5625,0.5
BQ,155921,3,RANDOM,0,20,53.0,0.6625,0.6,0.55
BQ,155921,3,RANDOM,0,24,66.0,0.825,0.6666666666666666,0.7083333333333334
BQ,155921,3,UNCERT,0,6,11.0,0.1375,0.16666666666666666,0.16666666666666666
BQ,155921,3,UNCERT,0,9,16.0,0.2,0.2222222222222222,0.2222222222222222
BQ,155921,3,UNCERT,0,12,30.0,0.375,0.4166666666666667,0.3333333333333333
BQ,155921,3,UNCERT,0,16,35.0,0.4375,0.4375,0.4375
BQ,155921,3,UNCERT,0,20,43.0,0.5375,0.65,0.7
BQ,155921,3,UNCERT,0,24,67.0,0.8375,0.7916666666666666,0.75
BQ,155921,4,AOPT,0,6,347.0,0.7815315315315315,0.3333333333333333,0.3333333333333333
BQ,155921,4,AOPT,0,9,354.0,0.7972972972972973,0.2222222222222222,0.4444444444444444
BQ,155921,4,AOPT,0,12,361.0,0.8130630630630631,0.4166666666666667,0.5
BQ,155921,4,AOPT,0,16,405.0,0.9121621621621622,0.75,0.75
BQ,155921,4,AOPT,0,20,422.0,0.9504504504504504,0.75,0.75
BQ,155921,4,AOPT,0,24,428.0,0.963963963963964,0.7916666666666666,0.8333333333333334
BQ,155921,4,MAXMIN,0,6,6.0,0.013513513513513514,0.0,0.0
BQ,155921,4,MAXMIN,0,9,11.0,0.024774774774774775,0.0,0.0
BQ,155921,4,MAXMIN,0,12,17.0,0.038288288288288286,0.0,0.08333333333333333
BQ,155921,4,MAXMIN,0,16,33.0,0.07432432432432433,0.3125,0.375
BQ,155921,4,MAXMIN,0,20,56.0,0.12612612612612611,0.5,0.5
BQ,155921,4,MAXMIN,0,24,73.0,0.16441441441441443,0.625,0.6666666666666666
BQ,155921,4,RANDOM,0,6,29.0,0.06531531531531531,0.16666666666666666,0.16666666666666666
BQ,155921,4,RANDOM,0,9,35.0,0.07882882882882883,0.3333333333333333,0.4444444444444444
BQ,155921,4,RANDOM,0,12,39.0,0.08783783783783784,0.4166666666666667,0.5
BQ,155921,4,RANDOM,0,16,60.0,0.13513513513513514,0.5625,0.5
BQ,155921,4,RANDOM,0,20,64.0,0.14414414414414414,0.6,0.55
BQ,155921,4,RANDOM,0,24,393.0,0.8851351351351351,0.7083333333333334,0.6666666666666666
BQ,155921,4,UNCERT,0,6,26.0,0.05855855855855856,0.16666666666666666,0.16666666666666666
BQ,155921,4,UNCERT,0,9,29.0,0.06531531531531531,0.1111111111111111,0.2222222222222222
BQ,155921,4,UNCERT,0,12,32.0,0.07207207207207207,0.16666666666666666,0.16666666666666666
BQ,155921,4,UNCERT,0,16,362.0,0.8153153153153153,0.375,0.3125
BQ,155921,4,UNCERT,0,20,393.0,0.8851351351351351,0.6,0.55
BQ,155921,4,UNCERT,0,24,408.0,0.918918918918919,0.6666666666666666,0.6666666666666666
BQ,196613,0,AOPT,0,6,346.0,0.781038374717833,0.3333333333333333,0.3333333333333333
BQ,196613,0,AOPT,0,9,350.0,0.7900677200902935,0.2222222222222222,0.3333333333333333
BQ,196613,0,AOPT,0,12,356.0,0.8036117381489842,0.4166666666666667,0.3333333333333333
BQ,196613,0,AOPT,0,16,369.0,0.8329571106094809,0.5625,0.625
BQ,196613,0,AOPT,0,20,393.0,0.8871331828442438,0.7,0.7
BQ,196613,0,AOPT,0,24,426.0,0.9616252821670429,0.7916666666666666,0.8333333333333334
BQ,196613,0,MAXMIN,0,6,23.0,0.05191873589164785,0.16666666666666666,0.16666666666666666
BQ,196613,0,MAXMIN,0,9,27.0,0.060948081264108354,0.1111111111111111,0.1111111111111111
BQ,196613,0,MAXMIN,0,12,31.0,0.06997742663656885,0.08333333333333333,0.08333333333333333
BQ,196613,0,MAXMIN,0,16,47.0,0.10609480812641084,0.25,0.3125
BQ,196613,0,MAXMIN,0,20,58.0,0.1309255079006772,0.5,0.45
BQ,196613,0,MAXMIN,0,24,81.0,0.18284424379232506,0.625,0.625
BQ,196613,0,RANDOM,0,6,35.0,0.07900677200902935,0.3333333333333333,0.3333333333333333
BQ,196613,0,RANDOM,0,9,356.0,0.8036117381489842,0.3333333333333333,0.4444444444444444
BQ,196613,0,RANDOM,0,12,363.0,0.8194130925507901,0.4166666666666667,0.4166666666666667
BQ,196613,0,RANDOM,0,16,377.0,0.8510158013544018,0.4375,0.4375
BQ,196613,0,RANDOM,0,20,389.0,0.8781038374717833,0.6,0.6
BQ,196613,0,RANDOM,0,24,396.0,0.8939051918735892,0.7083333333333334,0.6666666666666666
BQ,196613,0,UNCERT,0,6,343.0,0.7742663656884876,0.3333333333333333,0.3333333333333333
BQ,196613,0,UNCERT,0,9,350.0,0.7900677200902935,0.3333333333333333,0.2222222222222222
BQ,196613,0,UNCERT,0,12,380.0,0.8577878103837472,0.5,0.4166666666666667
BQ,196613,0,UNCERT,0,16,395.0,0.891647855530474,0.5625,0.5625
BQ,196613,0,UNCERT,0,20,417.0,0.9413092550790068,0.75,0.75
BQ,196613,0,UNCERT,0,24,421.0,0.9503386004514672,0.7083333333333334,0.7083333333333334
BQ,196613,1,AOPT,0,6,14.0,0.16470588235294117,0.16666666666666666,0.16666666666666666
BQ,196613,1,AOPT,0,9,20.0,0.23529411764705882,0.3333333333333333,0.3333333333333333
BQ,196613,1,AOPT,0,12,25.0,0.29411764705882354,0.4166666666666667,0.4166666666666667
BQ,196613,1,AOPT,0,16,43.0,0.5058823529411764,0.625,0.625
BQ,196613,1,AOPT,0,20,64.0,0.7529411764705882,0.7,0.7
BQ,196613,1,AOPT,0,24,70.0,0.8235294117647058,0.75,0.8333333333333334
BQ,196613,1,MAXMIN,0,6,11.0,0.12941176470588237,0.16666666666666666,0.16666666666666666
BQ,196613,1,MAXMIN,0,9,15.0,0.17647058823529413,0.1111111111111111,0.1111111111111111
BQ,196613,1,MAXMIN,0,12,19.0,0.2235294117647059,0.16666666666666666,0.25
BQ,196613,1,MAXMIN,0,16,44.0,0.5176470588235295,0.5,0.5625
BQ,196613,1,MAXMIN,0,20,48.0,0.5647058823529412,0.55,0.6
BQ,196613,1,MAXMIN,0,24,61.0,0.7176470588235294,0.75,0.625
BQ,196613,1,RANDOM,0,6,10.0,0.11764705882352941,0.0,0.16666666666666666
BQ,196613,1,RANDOM,0,9,25.0,0.29411764705882354,0.4444444444444444,0.2222222222222222
BQ,196613,1,RANDOM,0,12,31.0,0.36470588235294116,0.4166666666666667,0.3333333333333333
BQ,196613,1,RANDOM,0,16,47.0,0.5529411764705883,0.5625,0.5
BQ,196613,1,RANDOM,0,20,52.0,0.611764705882353,0.6,0.55
BQ,196613,1,RANDOM,0,24,60.0,0.7058823529411765,0.6666666666666666,0.7083333333333334
BQ,196613,1,UNCERT,0,6,14.0,0.16470588235294117,0.16666666666666666,0.16666666666666666
BQ,196613,1,UNCERT,0,9,19.0,0.2235294117647059,0.2222222222222222,0.3333333333333333
BQ,196613,1,UNCERT,0,12,27.0,0.3176470588235294,0.4166666666666667,0.3333333333333333
BQ,196613,1,UNCERT,0,16,43.0,0.5058823529411764,0.5,0.4375
BQ,196613,1,UNCERT,0,20,48.0,0.5647058823529412,0.65,0.55
BQ,196613,1,UNCERT,0,24,53.0,0.6235294117647059,0.75,0.7083333333333334
BQ,196613,2,AOPT,0,6,383.0,0.8080168776371308,0.3333333333333333,0.3333333333333333
BQ,196613,2,AOPT,0,9,387.0,0.8164556962025317,0.2222222222222222,0.4444444444444444
BQ,196613,2,AOPT,0,12,427.0,0.9008438818565401,0.5833333333333334,0.6666666666666666
BQ,196613,2,AOPT,0,16,451.0,0.9514767932489452,0.8125,0.8125
BQ,196613,2,AOPT,0,20,459.0,0.9683544303797469,0.75,0.8
BQ,196613,2,AOPT,0,24,463.0,0.9767932489451476,0.8333333333333334,0.9166666666666666
BQ,196613,2,MAXMIN,0,6,37.0,0.07805907172995781,0.3333333333333333,0.3333333333333333
BQ,196613,2,MAXMIN,0,9,41.0,0.08649789029535865,0.3333333333333333,0.2222222222222222
BQ,196613,2,MAXMIN,0,12,46.0,0.0970464135021097,0.3333333333333333,0.4166666666666667
BQ,196613,2,MAXMIN,0,16,66.0,0.13924050632911392,0.5,0.4375
BQ,196613,2,MAXMIN,0,20,79.0,0.16666666666666666,0.65,0.65
BQ,196613,2,MAXMIN,0,24,96.0,0.20253164556962025,0.8333333333333334,0.75
BQ,196613,2,RANDOM,0,6,44.0,0.09282700421940929,0.5,0.5
BQ,196613,2,RANDOM,0,9,53.0,0.11181434599156118,0.4444444444444444,0.4444444444444444
BQ,196613,2,RANDOM,0,12,56.0,0.11814345991561181,0.4166666666666667,0.4166666666666667
BQ,196613,2,RANDOM,0,16,62.0,0.1308016877637131,0.5,0.4375
BQ,196613,2,RANDOM,0,20,70.0,0.14767932489451477,0.6,0.6
BQ,196613,2,RANDOM,0,24,85.0,0.17932489451476794,0.7083333333333334,0.75
BQ,196613,2,UNCERT,0,6,383.0,0.8080168776371308,0.3333333333333333,0.3333333333333333
BQ,196613,2,UNCERT,0,9,388.0,0.8185654008438819,0.3333333333333333,0.3333333333333333
BQ,196613,2,UNCERT,0,12,411.0,0.8670886075949367,0.5,0.4166666666666667
BQ,196613,2,UNCERT,0,16,424.0,0.8945147679324894,0.5,0.5
BQ,196613,2,UNCERT,0,20,458.0,0.9662447257383966,0.7,0.65
BQ,196613,2,UNCERT,0,24,464.0,0.9789029535864979,0.8333333333333334,0.7916666666666666
BQ,196613,3,AOPT,0,6,337.0,0.7985781990521327,0.3333333333333333,0.3333333333333333
BQ,196613,3,AOPT,0,9,343.0,0.8127962085308057,0.3333333333333333,0.3333333333333333
BQ,196613,3,AOPT,0,12,350.0,0.8293838862559242,0.5,0.5
BQ,196613,3,AOPT,0,16,362.0,0.8578199052132701,0.625,0.625
BQ,196613,3,AOPT,0,20,367.0,0.8696682464454977,0.65,0.7
BQ,196613,3,AOPT,0,24,409.0,0.9691943127962085,0.7916666666666666,0.7916666666666666
BQ,196613,3,MAXMIN,0,6,7.0,0.016587677725118485,0.0,0.0
BQ,196613,3,MAXMIN,0,9,11.0,0.026066350710900472,0.0,0.0
BQ,196613,3,MAXMIN,0,12,16.0,0.037914691943127965,0.0,0.0
BQ,196613,3,MAXMIN,0,16,22.0,0.052132701421800945,0.3125,0.3125
BQ,196613,3,MAXMIN,0,20,60.0,0.14218009478672985,0.5,0.55
BQ,196613,3,MAXMIN,0,24,68.0,0.16113744075829384,0.6666666666666666,0.625
BQ,196613,3,RANDOM,0,6,23.0,0.054502369668246446,0.16666666666666666,0.16666666666666666
BQ,196613,3,RANDOM,0,9,31.0,0.07345971563981042,0.2222222222222222,0.2222222222222222
BQ,196613,3,RANDOM,0,12,36.0,0.08530805687203792,0.25,0.25
BQ,196613,3,RANDOM,0,16,42.0,0.0995260663507109,0.375,0.375
BQ,196613,3,RANDOM,0,20,75.0,0.17772511848341233,0.6,0.55
BQ,196613,3,RANDOM,0,24,83.0,0.1966824644549763,0.7083333333333334,0.6666666666666666
BQ,196613,3,UNCERT,0,6,25.0,0.05924170616113744,0.16666666666666666,0.16666666666666666
BQ,196613,3,UNCERT,0,9,29.0,0.06872037914691943,0.2222222222222222,0.1111111111111111
BQ,196613,3,UNCERT,0,12,343.0,0.8127962085308057,0.25,0.25
BQ,196613,3,UNCERT,0,16,363.0,0.8601895734597157,0.3125,0.3125
BQ,196613,3,UNCERT,0,20,368.0,0.8720379146919431,0.45,0.4
BQ,196613,3,UNCERT,0,24,397.0,0.9407582938388626,0.625,0.625
BQ,196613,4,AOPT,0,6,310.0,0.8051948051948052,0.3333333333333333,0.3333333333333333
BQ,196613,4,AOPT,0,9,314.0,0.8155844155844156,0.3333333333333333,0.3333333333333333
BQ,196613,4,AOPT,0,12,320.0,0.8311688311688312,0.5,0.5833333333333334
BQ,196613,4,AOPT,0,16,329.0,0.8545454545454545,0.5625,0.5625
BQ,196613,4,AOPT,0,20,354.0,0.9194805194805195,0.65,0.7
BQ,196613,4,AOPT,0,24,369.0,0.9584415584415584,0.75,0.75
BQ,196613,4,MAXMIN,0,6,7.0,0.01818181818181818,0.0,0.0
BQ,196613,4,MAXMIN,0,9,11.0,0.02857142857142857,0.0,0.0
BQ,196613,4,MAXMIN,0,12,16.0,0.04155844155844156,0.08333333333333333,0.16666666666666666
BQ,196613,4,MAXMIN,0,16,20.0,0.05194805194805195,0.3125,0.375
BQ,196613,4,MAXMIN,0,20,41.0,0.10649350649350649,0.5,0.5
BQ,196613,4,MAXMIN,0,24,64.0,0.16623376623376623,0.625,0.625
BQ,196613,4,RANDOM,0,6,29.0,0.07532467532467532,0.16666666666666666,0.16666666666666666
BQ,196613,4,RANDOM,0,9,48.0,0.12467532467532468,0.4444444444444444,0.5555555555555556
BQ,196613,4,RANDOM,0,12,63.0,0.16363636363636364,0.6666666666666666,0.6666666666666666
BQ,196613,4,RANDOM,0,16,67.0,0.17402597402597403,0.5625,0.5625
BQ,196613,4,RANDOM,0,20,76.0,0.1974025974025974,0.65,0.65
BQ,196613,4,RANDOM,0,24,81.0,0.21038961038961038,0.75,0.7916666666666666
BQ,196613,4,UNCERT,0,6,308.0,0.8,0.3333333333333333,0.3333333333333333
BQ,196613,4,UNCERT,0,9,312.0,0.8103896103896104,0.2222222222222222,0.3333333333333333
BQ,196613,4,UNCERT,0,12,315.0,0.8181818181818182,0.3333333333333333,0.4166666666666667
BQ,196613,4,UNCERT,0,16,319.0,0.8285714285714286,0.4375,0.5
BQ,196613,4,UNCERT,0,20,327.0,0.8493506493506493,0.6,0.6
BQ,196613,4,UNCERT,0,24,349.0,0.9064935064935065,0.75,0.6666666666666666
BQ,262147,0,AOPT,0,6,30.0,0.06423982869379015,0.16666666666666666,0.16666666666666666
BQ,262147,0,AOPT,0,9,388.0,0.8308351177730193,0.3333333333333333,0.4444444444444444
BQ,262147,0,AOPT,0,12,418.0,0.8950749464668094,0.5833333333333334,0.6666666666666666
BQ,262147,0,AOPT,0,16,437.0,0.9357601713062098,0.6875,0.75
BQ,262147,0,AOPT,0,20,445.0,0.9528907922912205,0.7,0.75
BQ,262147,0,AOPT,0,24,452.0,0.9678800856531049,0.7916666666666666,0.7916666666666666
BQ,262147,0,MAXMIN,0,6,23.0,0.04925053533190578,0.16666666666666666,0.16666666666666666
BQ,262147,0,MAXMIN,0,9,28.0,0.059957173447537475,0.1111111111111111,0.1111111111111111
BQ,262147,0,MAXMIN,0,12,31.0,0.06638115631691649,0.08333333333333333,0.16666666666666666
BQ,262147,0,MAXMIN,0,16,54.0,0.11563169164882227,0.375,0.375
BQ,262147,0,MAXMIN,0,20,73.0,0.15631691648822268,0.5,0.55
BQ,262147,0,MAXMIN,0,24,78.0,0.1670235546038544,0.625,0.6666666666666666
BQ,262147,0,RANDOM,0,6,20.0,0.042826552462526764,0.16666666666666666,0.16666666666666666
BQ,262147,0,RANDOM,0,9,24.0,0.05139186295503212,0.1111111111111111,0.1111111111111111
BQ,262147,0,RANDOM,0,12,379.0,0.8115631691648822,0.25,0.3333333333333333
BQ,262147,0,RANDOM,0,16,400.0,0.8565310492505354,0.4375,0.5
BQ,262147,0,RANDOM,0,20,411.0,0.880085653104925,0.55,0.6
BQ,262147,0,RANDOM,0,24,419.0,0.8972162740899358,0.6666666666666666,0.625
BQ,262147,0,UNCERT,0,6,28.0,0.059957173447537475,0.16666666666666666,0.16666666666666666
BQ,262147,0,UNCERT,0,9,31.0,0.06638115631691649,0.1111111111111111,0.2222222222222222
BQ,262147,0,UNCERT,0,12,54.0,0.11563169164882227,0.4166666666666667,0.3333333333333333
BQ,262147,0,UNCERT,0,16,411.0,0.880085653104925,0.4375,0.4375
BQ,262147,0,UNCERT,0,20,416.0,0.8907922912205567,0.6,0.6
BQ,262147,0,UNCERT,0,24,446.0,0.9550321199143469,0.75,0.75
BQ,262147,1,AOPT,0,6,390.0,0.7926829268292683,0.3333333333333333,0.3333333333333333
BQ,262147,1,AOPT,0,9,394.0,0.8008130081300813,0.2222222222222222,0.3333333333333333
BQ,262147,1,AOPT,0,12,412.0,0.8373983739837398,0.5,0.5
BQ,262147,1,AOPT,0,16,460.0,0.9349593495934959,0.75,0.75
BQ,262147,1,AOPT,0,20,469.0,0.9532520325203252,0.7,0.7
BQ,262147,1,AOPT,0,24,475.0,0.9654471544715447,0.7916666666666666,0.8333333333333334
BQ,262147,1,MAXMIN,0,6,7.0,0.014227642276422764,0.0,0.0
BQ,262147,1,MAXMIN,0,9,12.0,0.024390243902439025,0.0,0.0
BQ,262147,1,MAXMIN,0,12,17.0,0.034552845528455285,0.0,0.08333333333333333
BQ,262147,1,MAXMIN,0,16,40.0,0.08130081300813008,0.3125,0.375
BQ,262147,1,MAXMIN,0,20,47.0,0.09552845528455285,0.5,0.5
BQ,262147,1,MAXMIN,0,24,80.0,0.16260162601626016,0.6666666666666666,0.6666666666666666
BQ,262147,1,RANDOM,0,6,8.0,0.016260162601626018,0.0,0.0
BQ,262147,1,RANDOM,0,9,20.0,0.04065040650406504,0.1111111111111111,0.1111111111111111
BQ,262147,1,RANDOM,0,12,29.0,0.05894308943089431,0.16666666666666666,0.25
BQ,262147,1,RANDOM,0,16,46.0,0.09349593495934959,0.375,0.4375
BQ,262147,1,RANDOM,0,20,70.0,0.14227642276422764,0.6,0.6
BQ,262147,1,RANDOM,0,24,95.0,0.19308943089430894,0.7083333333333334,0.7083333333333334
BQ,262147,1,UNCERT,0,6,25.0,0.0508130081300813,0.16666666666666666,0.16666666666666666
BQ,262147,1,UNCERT,0,9,28.0,0.056910569105691054,0.1111111111111111,0.1111111111111111
BQ,262147,1,UNCERT,0,12,32.0,0.06504065040650407,0.16666666666666666,0.08333333333333333
BQ,262147,1,UNCERT,0,16,404.0,0.8211382113821138,0.375,0.3125
BQ,262147,1,UNCERT,0,20,434.0,0.8821138211382114,0.6,0.6
BQ,262147,1,UNCERT,0,24,449.0,0.9126016260162602,0.625,0.625
BQ,262147,2,AOPT,0,6,13.0,0.15294117647058825,0.16666666666666666,0.16666666666666666
BQ,262147,2,AOPT,0,9,21.0,0.24705882352941178,0.3333333333333333,0.4444444444444444
BQ,262147,2,AOPT,0,12,24.0,0.2823529411764706,0.4166666666666667,0.4166666666666667
BQ,262147,2,AOPT,0,16,44.0,0.5176470588235295,0.5625,0.5625
BQ,262147,2,AOPT,0,20,62.0,0.7294117647058823,0.6,0.65
BQ,262147,2,AOPT,0,24,68.0,0.8,0.7083333333333334,0.7916666666666666
BQ,262147,2,MAXMIN,0,6,8.0,0.09411764705882353,0.0,0.0
BQ,262147,2,MAXMIN,0,9,22.0,0.25882352941176473,0.1111111111111111,0.3333333333333333
BQ,262147,2,MAXMIN,0,12,26.0,0.3058823529411765,0.25,0.4166666666666667
BQ,262147,2,MAXMIN,0,16,35.0,0.4117647058823529,0.5,0.6875
BQ,262147,2,MAXMIN,0,20,41.0,0.4823529411764706,0.6,0.7
BQ,262147,2,MAXMIN,0,24,46.0,0.5411764705882353,0.7083333333333334,0.7083333333333334
BQ,262147,2,RANDOM,0,6,11.0,0.12941176470588237,0.16666666666666666,0.0
BQ,262147,2,RANDOM,0,9,14.0,0.16470588235294117,0.1111111111111111,0.0
BQ,262147,2,RANDOM,0,12,32.0,0.3764705882352941,0.25,0.25
BQ,262147,2,RANDOM,0,16,42.0,0.49411764705882355,0.4375,0.375
BQ,262147,2,RANDOM,0,20,47.0,0.5529411764705883,0.5,0.6
BQ,262147,2,RANDOM,0,24,52.0,0.611764705882353,0.7083333333333334,0.75
BQ,262147,2,UNCERT,0,6,13.0,0.15294117647058825,0.16666666666666666,0.16666666666666666
BQ,262147,2,UNCERT,0,9,20.0,0.23529411764705882,0.2222222222222222,0.2222222222222222
BQ,262147,2,UNCERT,0,12,26.0,0.3058823529411765,0.4166666666666667,0.4166666666666667
BQ,262147,2,UNCERT,0,16,35.0,0.4117647058823529,0.5625,0.5
BQ,262147,2,UNCERT,0,20,45.0,0.5294117647058824,0.7,0.75
BQ,262147,2,UNCERT,0,24,70.0,0.8235294117647058,0.8333333333333334,0.8333333333333334
BQ,262147,3,AOPT,0,6,313.0,0.798469387755102,0.16666666666666666,0.3333333333333333
BQ,262147,3,AOPT,0,9,318.0,0.8112244897959183,0.3333333333333333,0.2222222222222222
BQ,262147,3,AOPT,0,12,323.0,0.8239795918367347,0.4166666666666667,0.4166666666666667
BQ,262147,3,AOPT,0,16,332.0,0.8469387755102041,0.625,0.625
BQ,262147,3,AOPT,0,20,341.0,0.8698979591836735,0.65,0.7
BQ,262147,3,AOPT,0,24,370.0,0.9438775510204082,0.7083333333333334,0.7083333333333334
BQ,262147,3,MAXMIN,0,6,308.0,0.7857142857142857,0.16666666666666666,0.16666666666666666
BQ,262147,3,MAXMIN,0,9,312.0,0.7959183673469388,0.1111111111111111,0.1111111111111111
BQ,262147,3,MAXMIN,0,12,316.0,0.8061224489795918,0.16666666666666666,0.16666666666666666
BQ,262147,3,MAXMIN,0,16,325.0,0.8290816326530612,0.4375,0.4375
BQ,262147,3,MAXMIN,0,20,329.0,0.8392857142857143,0.45,0.5
BQ,262147,3,MAXMIN,0,24,345.0,0.8801020408163265,0.6666666666666666,0.625
BQ,262147,3,RANDOM,0,6,10.0,0.025510204081632654,0.0,0.0
BQ,262147,3,RANDOM,0,9,13.0,0.03316326530612245,0.1111111111111111,0.0
BQ,262147,3,RANDOM,0,12,34.0,0.08673469387755102,0.3333333333333333,0.3333333333333333
BQ,262147,3,RANDOM,0,16,41.0,0.10459183673469388,0.375,0.375
