design,seed,fold,order,draw,rho_pos_vs_cells,rho_pos_vs_richcells,rho_pos_vs_metals,n_chemotypes,n_train_cells
B,262147,3,MAXMIN,18,0.5175849593292301,0.47104021560143056,0.4634249442044163,36,465
B,262147,3,MAXMIN,19,0.5175849593292301,0.4679606064652547,0.462771312407231,36,465
B,262147,3,RANDOM,0,0.14402619157305302,0.22943088064509498,0.2502102519625537,36,465
B,262147,3,RANDOM,1,0.2701591088366228,0.2802444313919952,0.20445602615957886,36,465
B,262147,3,RANDOM,2,-0.05162649636834486,-0.1353628197582714,-0.2107308914125583,36,465
B,262147,3,RANDOM,3,-0.006306645863178492,0.038215149735272076,0.010719561473839814,36,465
B,262147,3,RANDOM,4,-0.2408258722636996,-0.23545011668398397,-0.10340455031472306,36,465
B,262147,3,RANDOM,5,-0.1905193715411363,-0.1850565126374714,-0.23230074071967502,36,465
B,262147,3,RANDOM,6,0.015986613932243154,-0.11268569793734073,-0.037649191517876414,36,465
B,262147,3,RANDOM,7,-0.01466661828646161,-0.002379697968863096,0.05490507096356979,36,465
B,262147,3,RANDOM,8,0.08271972713564348,0.07307072586744331,0.16759119279832488,36,465
B,262147,3,RANDOM,9,-0.23275923220614572,-0.23545011668398397,-0.15229620874418762,36,465
B,262147,3,RANDOM,10,0.02727991001281859,0.06915122333049233,0.012026825068210524,36,465
B,262147,3,RANDOM,11,0.039599869373446346,-0.0048993781711887275,0.0007843581566224254,36,465
B,262147,3,RANDOM,12,0.12774624527508063,0.18547645933785895,0.23831415325378025,36,465
B,262147,3,RANDOM,13,-0.1268662481778929,-0.10204704819418808,-0.12994200128044847,36,465
B,262147,3,RANDOM,14,-0.07582641654100651,-0.00013998223346253506,-0.016994426726819216,36,465
B,262147,3,RANDOM,15,0.12393292452060059,0.17161821822506798,0.10301237123641187,36,465
B,262147,3,RANDOM,16,-0.07083976632360957,-0.11044598220194017,-0.16536884468789467,36,465
B,262147,3,RANDOM,17,0.04781317561386484,0.09210830961834808,0.1207911561198535,36,465
B,262147,3,RANDOM,18,-0.21677261827390257,-0.18953594410827249,-0.21857447297878255,36,465
B,262147,3,RANDOM,19,-0.36065214366409093,-0.3766921902476819,-0.31688069527545987,36,465
B,262147,3,UNCERT,0,-0.26209246877906894,-0.2617667765749406,-0.3504773696507871,36,465
B,262147,4,AOPT,0,-0.4038523229816426,-0.6256587662077948,-0.4973570881401364,36,504
B,262147,4,MAXMIN,0,0.31303859571221543,0.19323802066461052,0.2877454760977773,36,504
B,262147,4,MAXMIN,1,0.2592859222505607,0.12891543476506184,0.22077359262170465,36,504
B,262147,4,MAXMIN,2,0.31303859571221543,0.19323802066461052,0.2877454760977773,36,504
B,262147,4,MAXMIN,3,0.10453480444253374,0.05797140619938315,0.13718852874846665,36,504
B,262147,4,MAXMIN,4,0.4161588561162846,0.36417934663715057,0.4219488239936284,36,504
B,262147,4,MAXMIN,5,0.38503888727006347,0.2508040324150469,0.332393398415159,36,504
B,262147,4,MAXMIN,6,0.35335310080845644,0.27701954011360247,0.33576795068333326,36,504
B,262147,4,MAXMIN,7,0.36693272357771656,0.2324261507294616,0.2952733234652428,36,504
B,262147,4,MAXMIN,8,0.40951049913550097,0.2689116511346678,0.32226974161063643,36,504
B,262147,4,MAXMIN,9,0.2592859222505607,0.12891543476506184,0.22077359262170465,36,504
B,262147,4,MAXMIN,10,0.2592859222505607,0.12891543476506184,0.22077359262170465,36,504
B,262147,4,MAXMIN,11,0.39960869086624873,0.3183697739061695,0.371590120914721,36,504
B,262147,4,MAXMIN,12,0.38503888727006347,0.2564795547003012,0.33992124578262456,36,504
B,262147,4,MAXMIN,13,0.37541998780850416,0.2931001865884897,0.335118998324069,36,504
B,262147,4,MAXMIN,14,0.28446480613523056,0.15350936466783044,0.2430975537803955,36,504
B,262147,4,MAXMIN,15,0.14301040228877082,0.07837626012970215,0.18534079380587548,36,504
B,262147,4,MAXMIN,16,0.36693272357771656,0.2324261507294616,0.2952733234652428,36,504
B,262147,4,MAXMIN,17,0.2592859222505607,0.12891543476506184,0.22077359262170465,36,504
B,262147,4,MAXMIN,18,0.2981858833083372,0.13513148298224512,0.21441385950091477,36,504
B,262147,4,MAXMIN,19,0.25772992380824966,0.33228831665334074,0.32226974161063643,36,504
B,262147,4,RANDOM,0,-0.15305366496186945,-0.031755898500827606,-0.09578536822740624,36,504
B,262147,4,RANDOM,1,0.052338129423190105,0.11310505125613918,0.16820845152129874,36,504
B,262147,4,RANDOM,2,-0.07001992990399758,0.012972622366295533,-0.11707100561127429,36,504
B,262147,4,RANDOM,3,-0.08671154955787982,-0.20391340782020786,-0.25815324851532656,36,504
B,262147,4,RANDOM,4,-0.12518714740411688,-0.09918650850896792,-0.10487070125710603,36,504
B,262147,4,RANDOM,5,0.4013061437124063,0.4451231049435155,0.31097797055943815,36,504
B,262147,4,RANDOM,6,-0.3885752473662249,-0.316477933144418,-0.18508121286216977,36,504
B,262147,4,RANDOM,7,-0.14541512715416063,-0.15445528504870618,-0.09760243483334619,36,504
B,262147,4,RANDOM,8,0.3247793112314715,0.1551309424636174,0.17975980351620277,36,504
B,262147,4,RANDOM,9,-0.1865783586734804,-0.27553309380079777,-0.30474802791050115,36,504
B,262147,4,RANDOM,10,-0.1640871084618933,-0.13878003302276573,-0.21947568790317606,36,504
B,262147,4,RANDOM,11,0.031402877653914064,0.16431988330641006,0.18430247003105266,36,504
B,262147,4,RANDOM,12,0.09307699773097053,-0.025404718800662078,0.10668776786304597,36,504
B,262147,4,RANDOM,13,-0.45237118350097827,-0.4060701063616466,-0.3953417772637932,36,504
B,262147,4,RANDOM,14,0.050782130980879046,0.008918677876828178,-0.06398670262345701,36,504
B,262147,4,RANDOM,15,0.37938071111620497,0.3140455664507376,0.24686147746412826,36,504
B,262147,4,RANDOM,16,0.16352129084650746,0.15945514991904924,0.18975366984887254,36,504
B,262147,4,RANDOM,17,-0.14583949036570001,-0.04540417828203436,-0.055809902896727215,36,504
B,262147,4,RANDOM,18,0.0033949056923150344,-0.15121212945713228,-0.15860395660418755,36,504
B,262147,4,RANDOM,19,0.016550165250035793,0.10297019003247079,0.014796113791225354,36,504
B,262147,4,UNCERT,0,-0.4035694141739496,-0.3152617497975779,-0.3731476065769552,36,504
BR,104729,0,AOPT,0,-0.6605166762224467,-0.81339483224353,-0.6647447011144447,29,76
BR,104729,0,MAXMIN,0,0.19662171426922173,0.19318804643225745,0.17845838514533938,29,76
BR,104729,0,MAXMIN,1,0.2384113446720074,0.25306821229695436,0.2993907865403903,29,76
BR,104729,0,MAXMIN,2,0.3237944744158285,0.1417073608472239,0.1544253074896633,29,76
BR,104729,0,MAXMIN,3,0.44435304845551943,0.3327277994653747,0.3397868106850373,29,76
BR,104729,0,MAXMIN,4,0.2050397693143872,0.081827194982527,0.12809119048397571,29,76
BR,104729,0,MAXMIN,5,0.3310099501688274,0.316741691836338,0.3236795352349566,29,76
BR,104729,0,MAXMIN,6,0.3237944744158285,0.1360173903351939,0.14752218943962872,29,76
BR,104729,0,MAXMIN,7,0.44435304845551943,0.33841776997740475,0.34566724457951126,29,76
BR,104729,0,MAXMIN,8,0.4732149514675153,0.38149897528277493,0.3390197975683668,29,76
BR,104729,0,MAXMIN,9,0.31206932631720513,0.12870171396258384,0.13652833476735132,29,76
BR,104729,0,MAXMIN,10,0.10282052948023522,-0.05906731293440691,0.04448676076688976,29,76
BR,104729,0,MAXMIN,11,0.44435304845551943,0.33841776997740475,0.34566724457951126,29,76
BR,104729,0,MAXMIN,12,0.0856837745668627,-0.03386887209541681,0.08846217945599918,29,76
BR,104729,0,MAXMIN,13,0.2753906579061271,0.10567088093770043,0.12579015113396413,29,76
BR,104729,0,MAXMIN,14,0.40647180075227496,0.41916116105287843,0.4187891617021002,29,76
BR,104729,0,MAXMIN,15,0.3237944744158285,0.15308730187128397,0.16823154358973255,29,76
BR,104729,0,MAXMIN,16,0.3237944744158285,0.1417073608472239,0.1544253074896633,29,76
BR,104729,0,MAXMIN,17,0.06253412319265768,-0.05608685219001023,0.011505196750057697,29,76
BR,104729,0,MAXMIN,18,0.11183987417148392,0.10512897898417375,0.11709733581169834,29,76
BR,104729,0,MAXMIN,19,0.31206932631720513,0.12870171396258384,0.1314149139895479,29,76
BR,104729,0,RANDOM,0,0.19361526603880552,-0.02628224474604344,0.006903118050034618,29,76
BR,104729,0,RANDOM,1,-0.21195460024434454,0.03820408772363016,0.15826037307301588,29,76
BR,104729,0,RANDOM,2,0.14972112187472847,0.12951456689287386,0.13269326918399876,29,76
BR,104729,0,RANDOM,3,-0.06584121624611554,0.029804607443966787,0.07337758816147909,29,76
BR,104729,0,RANDOM,4,-0.16174691479639342,-0.2880208882994245,-0.30680524666820524,29,76
BR,104729,0,RANDOM,5,0.03126706159632884,0.1650091448488707,0.08334875867819577,29,76
BR,104729,0,RANDOM,6,-0.22458168281209273,-0.13710119424224723,-0.16899855670640304,29,76
BR,104729,0,RANDOM,7,0.02976383748112072,-0.12761791005553053,-0.1922646212454086,29,76
BR,104729,0,RANDOM,8,-0.037279958057161305,0.0027095097676333446,-0.08795083737821884,29,76
BR,104729,0,RANDOM,9,-0.2333003826802998,-0.19914896792105083,-0.0636620886836526,29,76
BR,104729,0,RANDOM,10,-0.1957197798000969,-0.14035260596340723,-0.1881738846231659,29,76
BR,104729,0,RANDOM,11,-0.026156099604621237,-0.1045870770306471,-0.04090736622242737,29,76
BR,104729,0,RANDOM,12,-0.05321413367836735,-0.014360401768456727,-0.050622865700253865,29,76
BR,104729,0,RANDOM,13,0.1791843145328076,0.09916805749538041,-0.02991351155015001,29,76
BR,104729,0,RANDOM,14,-0.007516120576040586,-0.10675468484475378,0.016618617527861118,29,76
BR,104729,0,RANDOM,15,0.26817518215312813,0.2563196240181144,0.17462331956198682,29,76
BR,104729,0,RANDOM,16,-0.06313541283874093,0.025740342792516774,-0.01891965687787266,29,76
BR,104729,0,RANDOM,17,-0.10612762253369307,-0.16582199777916068,-0.2076048835788189,29,76
BR,104729,0,RANDOM,18,0.08658570903598756,-0.04226835237508017,-0.15953872826746673,29,76
BR,104729,0,RANDOM,19,0.02164642725899689,0.05364829339914022,-0.04014035310575685,29,76
BR,104729,0,UNCERT,0,-0.28651451635866715,-0.4581781017067985,-0.37149001950741856,29,76
BR,104729,1,AOPT,0,-0.4377520423737677,-0.6231492267526033,-0.4812063806012322,35,491
BR,104729,1,MAXMIN,0,0.3108381251915931,0.3050127660357695,0.347134682722983,35,491
BR,104729,1,MAXMIN,1,0.33010045778717406,0.24784172828722514,0.27625601441792125,35,491
BR,104729,1,MAXMIN,2,-0.054369487164946315,0.0012067765223967141,0.05821159706178764,35,491
BR,104729,1,MAXMIN,3,0.41771300281868756,0.2576467875316985,0.2956124378907895,35,491
BR,104729,1,MAXMIN,4,0.20240983364550014,0.12912508789644842,0.17506177111491147,35,491
BR,104729,1,MAXMIN,5,0.17072018969793143,0.025945695231529356,0.14147268332375773,35,491
BR,104729,1,MAXMIN,6,0.1426033977640592,0.13168948800654143,0.168657072171683,35,491
BR,104729,1,MAXMIN,7,0.4688203207537371,0.42991413610382945,0.41986359738942175,35,491
BR,104729,1,MAXMIN,8,0.3791883376275256,0.21043165609292705,0.26387359646101294,35,491
BR,104729,1,MAXMIN,9,0.17072018969793143,0.025945695231529356,0.14147268332375773,35,491
BR,104729,1,MAXMIN,10,0.3791883376275256,0.21043165609292705,0.26387359646101294,35,491
BR,104729,1,MAXMIN,11,0.2761969947979273,0.20304014989324717,0.2179020907129508,35,491
BR,104729,1,MAXMIN,12,0.2761969947979273,0.20304014989324717,0.2179020907129508,35,491
BR,104729,1,MAXMIN,13,0.3339839925846702,0.2519145990503141,0.2859342261543554,35,491
BR,104729,1,MAXMIN,14,0.2746435808789288,0.25945695231529353,0.2889230856611953,35,491
BR,104729,1,MAXMIN,15,0.23394413620116902,0.16080297160936216,0.19598378766279112,35,491
BR,104729,1,MAXMIN,16,0.14353544611545827,0.07994894460878231,0.14574248261924336,35,491
BR,104729,1,MAXMIN,17,0.3339839925846702,0.2519145990503141,0.2859342261543554,35,491
BR,104729,1,MAXMIN,18,0.3791883376275256,0.21043165609292705,0.26401592310419575,35,491
BR,104729,1,MAXMIN,19,0.3791883376275256,0.21043165609292705,0.26401592310419575,35,491
BR,104729,1,RANDOM,0,-0.12737994135787423,-0.04374564893688088,-0.11727715398267238,35,491
BR,104729,1,RANDOM,1,-0.3004302519343034,-0.1660826188948478,-0.06233906971409042,35,491
BR,104729,1,RANDOM,2,-0.12846733110117317,0.008598282722076588,0.008539598590971292,35,491
BR,104729,1,RANDOM,3,-0.10578748788379554,-0.11434207549708865,-0.050810611616279186,35,491
BR,104729,1,RANDOM,4,-0.026097353839174234,0.04887444915706692,0.11343433461673531,35,491
BR,104729,1,RANDOM,5,-0.1256711860469759,-0.08658621548196425,-0.11258037475763819,35,491
BR,104729,1,RANDOM,6,-0.24171120579616132,-0.23275702175726623,-0.26700478261103566,35,491
BR,104729,1,RANDOM,7,-0.00823309377069187,-0.11328614603999154,-0.106887309030324,35,491
BR,104729,1,RANDOM,8,0.17646782119822577,0.059433743728038176,0.049245018541267775,35,491
BR,104729,1,RANDOM,9,-0.05623358386774447,-0.17362497215982725,-0.185309289424077,35,491
BR,104729,1,RANDOM,10,0.23456550176876842,0.4243327946877446,0.4914538989103978,35,491
BR,104729,1,RANDOM,11,0.0919621040047092,0.18901137282038535,0.055934370770861955,35,491
BR,104729,1,RANDOM,12,-0.07704933038232392,0.021721977403140854,-0.05949253685043332,35,491
BR,104729,1,RANDOM,13,-0.37763492370852714,-0.5039800451659278,-0.5062558698014147,35,491
BR,104729,1,RANDOM,14,-0.13685576626376486,-0.28087723558783523,-0.2026731398923853,35,491
BR,104729,1,RANDOM,15,0.24373064389085936,0.11901833452137595,0.11998136020314663,35,491
BR,104729,1,RANDOM,16,-0.0686608952197322,0.059735437858637344,0.07457916102781594,35,491
BR,104729,1,RANDOM,17,-0.14275873915595905,0.07693200330279053,-0.06660886900957606,35,491
BR,104729,1,RANDOM,18,-0.059185070313841556,0.0066372708731819285,0.0024195529341085324,35,491
BR,104729,1,RANDOM,19,0.024699281312075615,-0.03982362523909157,-0.09208533813930708,35,491
BR,104729,1,UNCERT,0,0.004815583148895245,0.11479461669298745,0.016082910679662596,35,491
BR,104729,2,AOPT,0,-0.46514802002325484,-0.6723665619080422,-0.5318306477508283,36,476
BR,104729,2,MAXMIN,0,0.27738964116455284,0.35388424952515324,0.3495332284534252,36,476
BR,104729,2,MAXMIN,1,0.27738964116455284,0.35388424952515324,0.3495332284534252,36,476
BR,104729,2,MAXMIN,2,0.26535384764796943,0.10809751799164667,0.22202890811863193,36,476
BR,104729,2,MAXMIN,3,0.09260481129230096,0.046752176531387184,0.08972045351460507,36,476
BR,104729,2,MAXMIN,4,0.26535384764796943,0.10809751799164667,0.2086552370448196,36,476
BR,104729,2,MAXMIN,5,0.18591761043851857,0.1232311705104772,0.1633405651539409,36,476
BR,104729,2,MAXMIN,6,0.31264743628960323,0.2290316162448014,0.28578106828602856,36,476
BR,104729,2,MAXMIN,7,0.10010948254381768,-0.03161852401255665,0.0589480258981631,36,476
BR,104729,2,MAXMIN,8,0.20871481933463548,0.1406618952866302,0.17152057755831157,36,476
BR,104729,2,MAXMIN,9,0.29891247192361975,0.21079016008371096,0.253190860135282,36,476
BR,104729,2,MAXMIN,10,0.15745649871106826,0.16903749375943747,0.17437708982650452,36,476
BR,104729,2,MAXMIN,11,0.26917698205911944,0.18835992510044433,0.2663048482756223,36,476
BR,104729,2,MAXMIN,12,0.3572506710863537,0.2659198942594508,0.280976934016795,36,476
BR,104729,2,MAXMIN,13,0.3749503674342705,0.28294525334313514,0.2883778976207494,36,476
BR,104729,2,MAXMIN,14,0.02435478217473358,-0.014998530621340975,0.051287379360736615,36,476
BR,104729,2,MAXMIN,15,0.16963388979843508,0.07539801879917354,0.14399418661027064,36,476
BR,104729,2,MAXMIN,16,0.20871481933463548,0.1406618952866302,0.17152057755831157,36,476
BR,104729,2,MAXMIN,17,0.10010948254381768,-0.03161852401255665,0.0589480258981631,36,476
BR,104729,2,MAXMIN,18,0.27738964116455284,0.35388424952515324,0.3495332284534252,36,476
BR,104729,2,MAXMIN,19,0.3572506710863537,0.2659198942594508,0.280976934016795,36,476
BR,104729,2,RANDOM,0,-0.1656691578165017,-0.20376382141425395,-0.22670320092112944,36,476
BR,104729,2,RANDOM,1,-0.08042742020493417,-0.14079701718411977,-0.11036524672563575,36,476
BR,104729,2,RANDOM,2,0.1840768420183352,0.24835404758580817,0.20073490757392104,36,476
BR,104729,2,RANDOM,3,0.2837615318498029,0.125122877075331,0.14360466221006252,36,476
BR,104729,2,RANDOM,4,-0.04970074734495051,-0.09188289029289966,0.0012984146673604205,36,476
BR,104729,2,RANDOM,5,-0.1592972671312516,-0.1501204281108993,-0.24825688439931243,36,476
BR,104729,2,RANDOM,6,0.40836739413913753,0.3586135159372878,0.40770220555117204,36,476
BR,104729,2,RANDOM,7,-0.011186208091883448,-0.2283560067573536,-0.1382811620738848,36,476
BR,104729,2,RANDOM,8,0.18860796428340196,0.17714480760881096,0.11620811272875763,36,476
BR,104729,2,RANDOM,9,0.11313645905588451,0.11593458804604104,0.2370905182600128,36,476
BR,104729,2,RANDOM,10,0.17218264607253508,0.08012728521130809,0.14905800381297626,36,476
BR,104729,2,RANDOM,11,-0.009345439671700095,0.0528326619184173,0.09114870964870153,36,476
BR,104729,2,RANDOM,12,-0.13380970439025136,0.003107803642259842,-0.030772427616441972,36,476
BR,104729,2,RANDOM,13,-0.1360752655227847,-0.2810535467782813,-0.3700481801977199,36,476
BR,104729,2,RANDOM,14,-0.27625686059828614,-0.13201409384729848,-0.06621914803538145,36,476
BR,104729,2,RANDOM,15,0.08708250603175088,0.19119748494772504,0.17970058996268223,36,476
BR,104729,2,RANDOM,16,0.05055033276965051,0.11850190409834266,0.15853643088470737,36,476
BR,104729,2,RANDOM,17,0.06244452871545064,0.17052383463182264,0.11503953952813327,36,476
BR,104729,2,RANDOM,18,0.03200105099703366,-0.04756290791632454,0.03583624481914761,36,476
BR,104729,2,RANDOM,19,-0.056497430742550585,-0.02878096416527592,-0.08128075817676234,36,476
BR,104729,2,UNCERT,0,-0.3446484872866369,-0.18700870612554873,-0.2260539935874492,36,476
BR,104729,3,AOPT,0,-0.23767244484768482,-0.2779866743250157,-0.21279072392383377,34,453
BR,104729,3,MAXMIN,0,0.3800438745019116,0.3880366930430955,0.37055740382353525,34,453
BR,104729,3,MAXMIN,1,0.512968073084787,0.4825521623136008,0.44811954497619627,34,453
BR,104729,3,MAXMIN,2,0.4032475999403188,0.41207436429355276,0.3826813457271576,34,453
BR,104729,3,MAXMIN,3,0.14850384280580586,0.1684272203263331,0.1806156473334513,34,453
BR,104729,3,MAXMIN,4,0.24463356247920698,0.2752068075817656,0.26299627821703925,34,453
BR,104729,3,MAXMIN,5,0.3162336295462919,0.36514367280456483,0.32050728468294026,34,453
BR,104729,3,MAXMIN,6,0.3334706827291087,0.354841813697226,0.3257920798716988,34,453
BR,104729,3,MAXMIN,7,0.25474375713451297,0.23759684576132228,0.24465493020899515,34,453
BR,104729,3,MAXMIN,8,0.3800438745019116,0.3880366930430955,0.37055740382353525,34,453
BR,104729,3,MAXMIN,9,0.30512898951505424,0.2912319217487371,0.32314968227731955,34,453
BR,104729,3,MAXMIN,10,0.2492743075668884,0.2691565093758682,0.25398103936562777,34,453
BR,104729,3,MAXMIN,11,0.3800438745019116,0.3880366930430955,0.3727334959600829,34,453
BR,104729,3,MAXMIN,12,0.42065039401912413,0.3865649988849043,0.3700910983657036,34,453
BR,104729,3,MAXMIN,13,0.25026875294282014,0.2886155765786193,0.2712343413053981,34,453
BR,104729,3,MAXMIN,14,0.39297166438902414,0.36841410426721205,0.38843244637374774,34,453
BR,104729,3,MAXMIN,15,0.30943825281075843,0.31592367929172377,0.3040311585062227,34,453
BR,104729,3,MAXMIN,16,0.39297166438902414,0.3653071943776972,0.3924737603416218,34,453
BR,104729,3,MAXMIN,17,0.4032475999403188,0.41207436429355276,0.3826813457271576,34,453
BR,104729,3,MAXMIN,18,0.25026875294282014,0.2886155765786193,0.2712343413053981,34,453
BR,104729,3,MAXMIN,19,0.17684553601986033,0.19508123674690814,0.19817981957844272,34,453
BR,104729,3,RANDOM,0,-0.02751298873411135,0.0462766051964585,0.015232644955833244,34,453
BR,104729,3,RANDOM,1,-0.16209459627687292,-0.10906888927928558,-0.10491872801211674,34,453
BR,104729,3,RANDOM,2,-0.19275666203476807,-0.16973539291139197,-0.16740365936155516,34,453
BR,104729,3,RANDOM,3,-0.14402883861411303,-0.12231413670300693,-0.15807755020492253,34,453
BR,104729,3,RANDOM,4,0.018397239454737112,-0.07669161779907788,-0.078961057526156,34,453
BR,104729,3,RANDOM,5,-0.41468372176353385,-0.4748666483763798,-0.45122824802840716,34,453
BR,104729,3,RANDOM,6,-0.19358536651471123,-0.19655293090509934,-0.10274263587556912,34,453
BR,104729,3,RANDOM,7,0.17203905003619027,0.20260322911099676,0.2009776523254325,34,453
BR,104729,3,RANDOM,8,-0.08038433455448196,0.026490494847442675,0.07523061386350297,34,453
BR,104729,3,RANDOM,9,0.21761779643306148,0.24871631273432293,0.14766339498001615,34,453
BR,104729,3,RANDOM,10,-0.09662694236136699,-0.12084244254481567,-0.11548831838963368,34,453
BR,104729,3,RANDOM,11,-0.1062399143287071,-0.12198709355674218,-0.1277676954458666,34,453
BR,104729,3,RANDOM,12,0.10541120984876397,0.08977334364966685,0.09699153522897903,34,453
BR,104729,3,RANDOM,13,0.1194991860077969,0.12443991715372765,0.058132747076343194,34,453
BR,104729,3,RANDOM,14,-0.18745295336313217,-0.22353399047193911,-0.21077006693989672,34,453
BR,104729,3,RANDOM,15,0.007955563007453885,0.06769793127679795,0.084401287867525,34,453
BR,104729,3,RANDOM,16,0.14054827979835197,0.04006278541742874,0.14331121070692093,34,453
BR,104729,3,RANDOM,17,0.05154541865246163,0.0683520175693274,0.1817036934017251,34,453
BR,104729,3,RANDOM,18,-0.05055097327652989,-0.0039245177551766935,-0.03341855781126681,34,453
BR,104729,3,RANDOM,19,-0.11121214120836576,0.003106909889514882,-0.11579918869485477,34,453
BR,104729,3,UNCERT,0,-0.4214790984990673,-0.4526277144303786,-0.45744565413282895,34,453
BR,104729,4,AOPT,0,-0.23379070149518194,-0.4541318455712675,-0.43172521665963276,30,379
BR,104729,4,MAXMIN,0,0.05101327612769739,0.007701105294887887,0.015250553107976636,30,379
BR,104729,4,MAXMIN,1,0.3152668818507934,0.3038436089073948,0.24288748552851025,30,379
BR,104729,4,MAXMIN,2,0.05101327612769739,0.007701105294887887,0.015250553107976636,30,379
BR,104729,4,MAXMIN,3,0.19003049780270215,0.0994142683521891,0.08432658777351787,30,379
BR,104729,4,MAXMIN,4,0.46153717596101584,0.43592923305607795,0.42297857590652843,30,379
BR,104729,4,MAXMIN,5,0.35999416186796884,0.2303330583652832,0.19511737064617168,30,379
BR,104729,4,MAXMIN,6,0.36676369614083865,0.2714056199380186,0.2816866868179214,30,379
BR,104729,4,MAXMIN,7,0.2971342007627493,0.23103315884663664,0.25611958307807825,30,379
BR,104729,4,MAXMIN,8,0.3152668818507934,0.2919419007243863,0.22606702254177136,30,379
BR,104729,4,MAXMIN,9,0.3312236412082722,0.1941612001620219,0.15003852984171132,30,379
BR,104729,4,MAXMIN,10,0.3152668818507934,0.3038436089073948,0.24288748552851025,30,379
BR,104729,4,MAXMIN,11,0.3312236412082722,0.1941612001620219,0.15003852984171132,30,379
BR,104729,4,MAXMIN,12,0.19003049780270215,0.0994142683521891,0.08432658777351787,30,379
BR,104729,4,MAXMIN,13,0.2562752260443566,0.17642532130106794,0.19085618668953117,30,379
BR,104729,4,MAXMIN,14,0.17310666212052764,0.10898230826401949,0.11213641991159291,30,379
BR,104729,4,MAXMIN,15,0.19003049780270215,0.14188703088763138,0.14802007428330266,30,379
BR,104729,4,MAXMIN,16,0.3157504200131412,0.41282591717141437,0.3433617177692976,30,379
BR,104729,4,MAXMIN,17,0.3152668818507934,0.3038436089073948,0.24288748552851025,30,379
BR,104729,4,MAXMIN,18,0.2971342007627493,0.23103315884663664,0.25611958307807825,30,379
BR,104729,4,MAXMIN,19,0.43470080795071053,0.35028360750383997,0.33573644121530916,30,379
BR,104729,4,RANDOM,0,-0.31937695623075,-0.27093888628378293,-0.33035389305955276,30,379
BR,104729,4,RANDOM,1,0.22025163294944228,0.20186230545690978,0.21104074227361788,30,379
BR,104729,4,RANDOM,2,0.035056516770218586,0.05110733513880143,-0.03633220005135611,30,379
BR,104729,4,RANDOM,3,-0.07784964413800266,-0.1388532621350998,-0.14600161872489398,30,379
BR,104729,4,RANDOM,4,0.10952139377178635,-0.046906732250680774,-0.001345637038939115,30,379
BR,104729,4,RANDOM,5,0.34379563342931607,0.345149537307248,0.25925940283560284,30,379
BR,104729,4,RANDOM,6,-0.02635282984795742,-0.0917131630573012,-0.13030251993727096,30,379
BR,104729,4,RANDOM,7,0.14481967962317885,0.07024341496246224,0.03722929141064885,30,379
BR,104729,4,RANDOM,8,-0.15110567573370082,-0.15752260830452497,-0.21507765339043522,30,379
BR,104729,4,RANDOM,9,-0.05826634856291503,-0.18529326073154492,-0.171344449624914,30,379
BR,104729,4,RANDOM,10,0.021033910062131154,-0.042239395708324474,-0.06840321614607169,30,379
BR,104729,4,RANDOM,11,-0.13079707291509143,-0.03290472262361188,0.05382548155756461,30,379
BR,104729,4,RANDOM,12,0.13079707291509143,0.05017386783033018,0.09598877544432355,30,379
BR,104729,4,RANDOM,13,-0.2840786703793575,-0.27747315744308176,-0.20834946819573963,30,379
BR,104729,4,RANDOM,14,-0.086069792897916,-0.14282049819610262,-0.1565424421965837,30,379
BR,104729,4,RANDOM,15,-0.1733484312017016,-0.2912418002430328,-0.17829690765943274,30,379
BR,104729,4,RANDOM,16,-0.027078137091479184,0.11318291115214017,0.2076766496762701,30,379
BR,104729,4,RANDOM,17,-0.24321969566096485,-0.1988285367043782,-0.27159440902587806,30,379
BR,104729,4,RANDOM,18,0.0036265362176088195,-0.11761688086737865,-0.0950916840850308,30,379
BR,104729,4,RANDOM,19,0.058991655806436796,0.09918090152507128,0.06414203218943115,30,379
BR,104729,4,UNCERT,0,-0.32131110888014136,-0.16919094966041573,-0.33842771529318744,30,379
BR,130363,0,AOPT,0,-0.47853210182725575,-0.6736460572455486,-0.5224722593870175,36,468
BR,130363,0,MAXMIN,0,0.10329612118438924,0.045077206648086225,0.13727856903260996,36,468
BR,130363,0,MAXMIN,1,0.44263486822417003,0.33200828054426357,0.3905745902878081,36,468
BR,130363,0,MAXMIN,2,0.5022682318015409,0.4070904389859676,0.4456960042397165,36,468
BR,130363,0,MAXMIN,3,0.4114262528876099,0.31819204692766745,0.3337470373326264,36,468
BR,130363,0,MAXMIN,4,0.2555296955256381,0.19803268183787726,0.27993803799862055,36,468
BR,130363,0,MAXMIN,5,0.47018050054000715,0.3731778655634135,0.4216788167320993,36,468
BR,130363,0,MAXMIN,6,0.48014381435637377,0.3801557613293711,0.4194477118816649,36,468
BR,130363,0,MAXMIN,7,0.3195586387278765,0.23208481317575042,0.3229852374658252,36,468
BR,130363,0,MAXMIN,8,0.3317197423566769,0.22203664327277148,0.27193230882941477,36,468
BR,130363,0,MAXMIN,9,0.3189725614445608,0.23138702359915467,0.32469137646909857,36,468
BR,130363,0,MAXMIN,10,0.21465080501436914,0.10969252144085377,0.23479097514277175,36,468
BR,130363,0,MAXMIN,11,0.3195586387278765,0.23208481317575042,0.3229852374658252,36,468
BR,130363,0,MAXMIN,12,0.485418509906215,0.4119749660221379,0.4606575308838059,36,468
