design,seed,fold,order,draw,rho_pos_vs_cells,rho_pos_vs_richcells,rho_pos_vs_metals,n_chemotypes,n_train_cells
B,104729,0,AOPT,0,-0.5285056922586403,-0.7428396188812815,-0.5978853972419539,36,103
B,104729,0,MAXMIN,0,0.18332091178344664,0.10733408776232577,0.10257264153596467,36,103
B,104729,0,MAXMIN,1,0.31134313533056684,0.1983555874739277,0.20696532994328998,36,103
B,104729,0,MAXMIN,2,0.33424024842842076,0.22659418527602107,0.20098517593739085,36,103
B,104729,0,MAXMIN,3,0.19858565384868257,0.06004129047241212,0.08801226656507995,36,103
B,104729,0,MAXMIN,4,0.329344010407496,0.211241161228281,0.205015279723975,36,103
B,104729,0,MAXMIN,5,0.25561242609239415,0.1669641365191734,0.17524451304243394,36,103
B,104729,0,MAXMIN,6,0.15480752566159084,0.020699166350078152,0.07241186481056061,36,103
B,104729,0,MAXMIN,7,0.27418932917178507,0.12817033468425873,0.1479438099720251,36,103
B,104729,0,MAXMIN,8,0.3777303626142816,0.23331113329690736,0.20150518932920816,36,103
B,104729,0,MAXMIN,9,0.1516393716480513,0.0017820474341126886,0.03978102447402432,36,103
B,104729,0,MAXMIN,10,0.3135032403397983,0.19191280059675106,0.21398551073282365,36,103
B,104729,0,MAXMIN,11,0.27418932917178507,0.12817033468425873,0.1479438099720251,36,103
B,104729,0,MAXMIN,12,0.3251678073896484,0.21850643153658658,0.2142455174287323,36,103
B,104729,0,MAXMIN,13,-0.0020160980086160666,-0.05496930931378371,0.007410190833396687,36,103
B,104729,0,MAXMIN,14,0.13032633555696715,0.23810895331182613,0.19123492484081628,36,103
B,104729,0,MAXMIN,15,0.27418932917178507,0.13420187984587093,0.1560040175451934,36,103
B,104729,0,MAXMIN,16,0.33424024842842076,0.22659418527602107,0.20098517593739085,36,103
B,104729,0,MAXMIN,17,0.2017538078622221,0.06182333790652481,0.08047207238372894,36,103
B,104729,0,MAXMIN,18,0.06969938829786973,0.0357780292541086,0.062141600322168714,36,103
B,104729,0,MAXMIN,19,0.3339522344271899,0.21000743608158762,0.23790612675641998,36,103
B,104729,0,RANDOM,0,0.14271093760989445,0.18533293314771962,0.055121419532635,36,103
B,104729,0,RANDOM,1,0.28138967920255675,0.31418867069125245,0.3649193977077983,36,103
B,104729,0,RANDOM,2,-0.2168745429268426,-0.3326945478916535,-0.2585766590811581,36,103
B,104729,0,RANDOM,3,-0.18605704479513988,-0.2932153431974647,-0.16523425524995067,36,103
B,104729,0,RANDOM,4,-0.10915730646649846,-0.2364639864495683,-0.35971926378962515,36,103
B,104729,0,RANDOM,5,0.04550621219447694,0.15531228791151355,0.14482372962112122,36,103
B,104729,0,RANDOM,6,0.11693368449973186,0.21261196694682918,0.2559765921220715,36,103
B,104729,0,RANDOM,7,-0.1624398966942088,-0.13831429700151562,-0.09997257457687812,36,103
B,104729,0,RANDOM,8,-0.014832721063389632,-0.10980153805571258,-0.15054387693111165,36,103
B,104729,0,RANDOM,9,-0.06235503126648264,0.03660051268523753,-0.11661300311503209,36,103
B,104729,0,RANDOM,10,0.11477357949050038,-0.15942470506715822,-0.10335266162369065,36,103
B,104729,0,RANDOM,11,0.10526911744988177,0.11542184150176028,0.13741353878772455,36,103
B,104729,0,RANDOM,12,-0.08770026337479889,0.03262517610144768,0.0378309742547094,36,103
B,104729,0,RANDOM,13,0.22105074594469015,0.08224834311289332,0.09217237369961845,36,103
B,104729,0,RANDOM,14,-0.1300383215557363,-0.1724473593933663,-0.06110157353853409,36,103
B,104729,0,RANDOM,15,-0.061779003264020894,-0.03660051268523753,-0.06591169741284422,36,103
B,104729,0,RANDOM,16,-0.15538355366405257,-0.215079417240216,-0.10153261475233005,36,103
B,104729,0,RANDOM,17,-0.0108005250461575,-0.04345454127797864,0.018460475409514555,36,103
B,104729,0,RANDOM,18,-0.22349886495515253,-0.08608659912482834,-0.047061211959466685,36,103
B,104729,0,RANDOM,19,0.0060482940258481995,0.1440716810194181,0.1545739807176958,36,103
B,104729,0,UNCERT,0,-0.042050044179706536,-0.09650472258579482,-0.007930204225214,36,103
B,104729,1,AOPT,0,-0.4492629611898973,-0.6323290209639323,-0.4791014983198212,36,499
B,104729,1,MAXMIN,0,0.326736699047198,0.3011688410017935,0.34292752371522794,36,499
B,104729,1,MAXMIN,1,0.3447129699014672,0.2538801716643187,0.27864501161864735,36,499
B,104729,1,MAXMIN,2,-0.029912514701504044,0.014088954581371535,0.0682181761024937,36,499
B,104729,1,MAXMIN,3,0.2958175131778549,0.3794253114983224,0.34935577492488606,36,499
B,104729,1,MAXMIN,4,0.2306715076019831,0.14842225420375557,0.18589452987929536,36,499
B,104729,1,MAXMIN,5,0.26087164263715545,0.17869258236373203,0.20596641630945214,36,499
B,104729,1,MAXMIN,6,0.22204289759193385,0.21886702711061323,0.20990208031536525,36,499
B,104729,1,MAXMIN,7,0.4824831097285868,0.42504004563801046,0.4165244406258029,36,499
B,104729,1,MAXMIN,8,0.38843126061905003,0.339669350550888,0.3433210901158193,36,499
B,104729,1,MAXMIN,9,0.09807853378089305,0.07783798669708233,0.1672657202513067,36,499
B,104729,1,MAXMIN,10,0.38843126061905003,0.339669350550888,0.3433210901158193,36,499
B,104729,1,MAXMIN,11,0.28805176416881056,0.207846953725184,0.21803578592758566,36,499
B,104729,1,MAXMIN,12,0.28805176416881056,0.207846953725184,0.21803578592758566,36,499
B,104729,1,MAXMIN,13,0.349171085073326,0.25792551505897,0.2890089268342185,36,499
B,104729,1,MAXMIN,14,0.2906403471718253,0.2647607504499324,0.28861536043362723,36,499
B,104729,1,MAXMIN,15,0.26087164263715545,0.17869258236373203,0.20596641630945214,36,499
B,104729,1,MAXMIN,16,0.16825789519596024,0.09611177927292067,0.15388446263120215,36,499
B,104729,1,MAXMIN,17,0.3447129699014672,0.2538801716643187,0.27864501161864735,36,499
B,104729,1,MAXMIN,18,0.38843126061905003,0.339669350550888,0.34646962132054976,36,499
B,104729,1,MAXMIN,19,0.38843126061905003,0.339669350550888,0.34646962132054976,36,499
B,104729,1,RANDOM,0,-0.14611112950350053,-0.2647607504499324,-0.2089837587139855,36,499
B,104729,1,RANDOM,1,0.14323492616681743,0.054263399328252734,0.11898824177877268,36,499
B,104729,1,RANDOM,2,-0.47831261489039634,-0.5971763818104112,-0.6585677769894585,36,499
B,104729,1,RANDOM,3,0.36556544409241953,0.2598784394563878,0.23718935075636277,36,499
B,104729,1,RANDOM,4,0.18134462037786822,0.14228449181187092,0.22971158914512785,36,499
B,104729,1,RANDOM,5,-0.06730315807838409,0.009625127387273622,-0.008658460813008816,36,499
B,104729,1,RANDOM,6,0.0534973820623053,0.06040116172013737,0.055624051283571785,36,499
B,104729,1,RANDOM,7,-0.13719489915978295,-0.23365345469106255,-0.22984277794532498,36,499
B,104729,1,RANDOM,8,-0.18479606438188795,-0.09164795207882276,-0.08264894412417506,36,499
B,104729,1,RANDOM,9,-0.14970638367435435,-0.14577185680725993,-0.14050320501109761,36,499
B,104729,1,RANDOM,10,0.2027723352361572,0.3160947631820584,0.39264807898993004,36,499
B,104729,1,RANDOM,11,-0.10929572679395708,-0.0019529243974178362,0.026500137639814864,36,499
B,104729,1,RANDOM,12,-0.14381016683415404,-0.035152639153521056,-0.06506964489776322,36,499
B,104729,1,RANDOM,13,0.14280349566631495,0.07421112710187779,-0.06585677769894585,36,499
B,104729,1,RANDOM,14,0.1883913185527418,0.08062787869339352,0.10035943215078402,36,499
B,104729,1,RANDOM,15,0.02574201986331357,-0.033757693155365455,-0.05300027527962973,36,499
B,104729,1,RANDOM,16,-0.09692805244621983,0.05663480752511725,-0.051032443276673174,36,499
B,104729,1,RANDOM,17,-0.3941836672924162,-0.2169141027131954,-0.3029149396551115,36,499
B,104729,1,RANDOM,18,-0.22146765692459722,-0.25890197725767883,-0.22498879233803212,36,499
B,104729,1,RANDOM,19,-0.023728677527635418,0.0114385571848759,-0.11885705297857557,36,499
B,104729,1,UNCERT,0,0.009347660844220012,0.11884939904285689,0.02072783043114232,36,499
B,104729,2,AOPT,0,-0.4712734262525831,-0.6772789927070125,-0.5359855746863816,36,494
B,104729,2,MAXMIN,0,0.27797768501617204,0.35255803910067757,0.34745576498564856,36,494
B,104729,2,MAXMIN,1,0.27797768501617204,0.35255803910067757,0.34745576498564856,36,494
B,104729,2,MAXMIN,2,0.26650738828346193,0.10999702714754753,0.22488542038682488,36,494
B,104729,2,MAXMIN,3,0.09572741470755594,0.051485095016235397,0.08790267298030047,36,494
B,104729,2,MAXMIN,4,0.26650738828346193,0.10999702714754753,0.21151174931301256,36,494
B,104729,2,MAXMIN,5,0.1867817455610448,0.12499662175857673,0.16152278461963634,36,494
B,104729,2,MAXMIN,6,0.31380466123068634,0.23012891551876347,0.28707948295338903,36,494
B,104729,2,MAXMIN,7,0.10394071360258293,-0.025404718800662078,0.0589480258981631,36,494
B,104729,2,MAXMIN,8,0.20958073042482664,0.1435096349271443,0.16970279702400695,36,494
B,104729,2,MAXMIN,9,0.3000686268717619,0.21188616531616034,0.25448927480264244,36,494
B,104729,2,MAXMIN,10,0.15846002523336555,0.17026566855762887,0.17567550449386493,36,494
B,104729,2,MAXMIN,11,0.2703308205276987,0.19026512803900114,0.2691613605438152,36,494
B,104729,2,MAXMIN,12,0.3584113707467812,0.26715494185589855,0.28253503161762755,36,494
B,104729,2,MAXMIN,13,0.3761124459515808,0.2841815087116615,0.2899359952215819,36,494
B,104729,2,MAXMIN,14,0.027896894522764084,-0.010269992706650629,0.049469598826432024,36,494
B,104729,2,MAXMIN,15,0.17077997357590602,0.07864652309566665,0.1494475282131844,36,494
B,104729,2,MAXMIN,16,0.20958073042482664,0.1435096349271443,0.16970279702400695,36,494
B,104729,2,MAXMIN,17,0.10394071360258293,-0.025404718800662078,0.0589480258981631,36,494
B,104729,2,MAXMIN,18,0.27797768501617204,0.35255803910067757,0.34745576498564856,36,494
B,104729,2,MAXMIN,19,0.3584113707467812,0.26715494185589855,0.28253503161762755,36,494
B,104729,2,RANDOM,0,-0.16582367251856214,-0.20229183002442094,-0.23033876198973863,36,494
B,104729,2,RANDOM,1,-0.07958403412077876,-0.14175292564837513,-0.11062492965910783,36,494
B,104729,2,RANDOM,2,0.18140061869878574,0.24134482860628975,0.19346378543670265,36,494
B,104729,2,RANDOM,3,0.28151790005713195,0.11796978464349998,0.14308529634311834,36,494
B,104729,2,RANDOM,4,-0.04616440413411721,-0.09161914546196218,0.012205097873187954,36,494
B,104729,2,RANDOM,5,-0.15803519942845035,-0.1440501608590733,-0.24098576226209406,36,494
B,104729,2,RANDOM,6,0.40641668670219755,0.3572876410050561,0.41653142528922293,36,494
B,104729,2,RANDOM,7,-0.008779733301580574,-0.22242642098877544,-0.13230845460402685,36,494
B,104729,2,RANDOM,8,0.1918796552200271,0.1817518446111197,0.11387096632750889,36,494
B,104729,2,RANDOM,9,0.11399492431890908,0.11148347346035221,0.2274822497215457,36,494
B,104729,2,RANDOM,10,0.1713464079824596,0.07513310453812827,0.14412402807700667,36,494
B,104729,2,RANDOM,11,-0.008921341903218973,0.059863246961134584,0.0950439536507828,36,494
B,104729,2,RANDOM,12,-0.13679390918269088,-0.0028377611426271473,-0.0351870374854674,36,494
B,104729,2,RANDOM,13,-0.13877642960562844,-0.2853976920585017,-0.37212564366549655,36,494
B,104729,2,RANDOM,14,-0.27287977535718977,-0.12634793658839918,-0.05972707469857935,36,494
B,104729,2,RANDOM,15,0.08723089860925215,0.1952649929093442,0.18203773636393097,36,494
B,104729,2,RANDOM,16,0.05182874819965307,0.1164833383306953,0.16165262608637235,36,494
B,104729,2,RANDOM,17,0.05905078688321128,0.16459014627237453,0.10595063685661031,36,494
B,104729,2,RANDOM,18,0.03526054180796069,-0.04662036162887457,0.03895244002081261,36,494
B,104729,2,RANDOM,19,-0.053244834216037026,-0.024188535453821877,-0.07400963603954397,36,494
B,104729,2,UNCERT,0,-0.3463746396075175,-0.2636415232983602,-0.3259020815074655,36,494
B,104729,3,AOPT,0,-0.2177601669940535,-0.2818390057060064,-0.20937558571743378,36,507
B,104729,3,MAXMIN,0,0.3362128827529947,0.30673501005065607,0.28307370855080916,36,507
B,104729,3,MAXMIN,1,0.48882405607963053,0.4567875579757454,0.41093864957973947,36,507
B,104729,3,MAXMIN,2,0.41169205512032,0.429861988059521,0.39010525796606443,36,507
B,104729,3,MAXMIN,3,0.28525066783345027,0.308899879993669,0.3091154480679028,36,507
B,104729,3,MAXMIN,4,0.39034301914051084,0.409972245458089,0.35664162268659894,36,507
B,104729,3,MAXMIN,5,0.31996006826513995,0.3393433635672895,0.32395923959264633,36,507
B,104729,3,MAXMIN,6,0.19792622389023082,0.23150577953095391,0.20429744651160053,36,507
B,104729,3,MAXMIN,7,0.22065261703002767,0.24936595656081123,0.24570381234377958,36,507
B,104729,3,MAXMIN,8,0.3362128827529947,0.30673501005065607,0.28307370855080916,36,507
B,104729,3,MAXMIN,9,0.30852800383724216,0.2819743100774447,0.2963549957045269,36,507
B,104729,3,MAXMIN,10,0.32973930410105257,0.3113353586795587,0.29414144784557394,36,507
B,104729,3,MAXMIN,11,0.2009564096422037,0.18820838067069365,0.2035161943260877,36,507
B,104729,3,MAXMIN,12,0.395576976348464,0.38006997937022174,0.3102873263461721,36,507
