comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
AOPTR_vs_RANDOM,mae_all,RANDOM,AOPT_R,0.011624302852645091,-0.004737320602584256,0.02800100972970263,-0.006951298295628618,0.026166092318481677,0.157,0.00835337172186515,0.023389440821222417,0.011627030696293339,67,42,3,5,0.009548655185243917,0.01651555719841756,True,0.02,False,False
BIGGEST_vs_RANDOM,mae_all,RANDOM,BIGGEST,0.024578941638798712,0.010835352856190864,0.0381434944306869,0.010810309069078244,0.038134044323010756,0.001,0.006998847568659811,0.01959677319224747,0.028852661076030975,67,44,5,5,0.02249043836630089,0.027106046285088132,True,0.02,True,True
AOPTR_vs_BIGGEST,mae_all,BIGGEST,AOPT_R,-0.01295463878615362,-0.03077556269217471,0.0064408876244590576,-0.03139608295549158,0.005781015323967732,0.1736,0.009427183840200977,0.026396114752562733,-0.017225630379737632,67,32,0,5,-0.017557391099844215,-0.007580777980462453,True,0.02,False,False
AOPTR_vs_RANDCM,mae_all,RANDCM,AOPT_R,-0.005370379561678685,-0.02280775057028195,0.01200769631397632,-0.02551852557498773,0.009891511425207184,0.586,0.008906065481579094,0.02493698334842146,-0.0056500311406948245,67,36,2,5,-0.008589235536575432,0.0009041782875705967,False,0.02,False,False
RANDCM_vs_RANDOM,mae_all,RANDOM,RANDCM,0.016994682414323777,0.007914649674561968,0.02539937755843055,0.00776144010845913,0.025239771724930152,0.0004,0.0044609235135591166,0.012490585837965525,0.017277061836988163,67,48,5,5,0.015611378910846966,0.018704661610164593,True,0.02,True,False
