abstain_frac,rule,pooled_MAE,MAE_over_mean_abs_y
0.1,abs_prediction,0.4517247898887129,0.8211925380483444
0.1,dZ_only,0.431478558963154,0.7697775834107675
0.1,random,0.4920527836934206,0.7563340145571867
0.1,oracle,0.3527034260857199,0.7210607846385606
0.2,abs_prediction,0.41090916163431995,0.8619435388652067
0.2,dZ_only,0.3790621657707185,0.7841797261756156
0.2,random,0.491147812062539,0.7565729332208936
0.2,oracle,0.274243057630163,0.6909937491680946
