arm,macro_mae_baseline,pooled_mae_baseline,macro_mae_amplitude_exact,macro_mae_shape_exact,gain_amplitude,gain_shape,pct_removed_amplitude
C_DIRECT_ROW,0.49532081290529495,0.5245128768639454,0.2096019170570898,0.43002562325213234,0.28571889584820515,0.06529518965316261,57.68360391971545
M_SELECTED,0.5014269541262518,0.5028568024785266,0.21452848013793607,0.4337617884948468,0.28689847398831575,0.06766516563140501,57.21640442888497
M_PHYSICS_radius+radius_sq,0.49792999555684175,0.4911850928941966,0.21370611232135572,0.43011886954595224,0.28422388323548603,0.06781112601088951,57.081092878856325
M_LOWRANK_K2,0.49549797750991226,0.489728587124164,0.21330200510600425,0.42849421124483345,0.28219597240390804,0.06700376626507881,56.95199278553318
X_ENS_DIRECT+LOWRANK_K2,0.48098083670010805,0.49167836200368936,0.2067142722629792,0.4164952374203083,0.2742665644371288,0.06448559927979974,57.02234756769203
