design,comparison,point,ci95_low,ci95_high,p_two_sided,seeds_positive,n_seeds,loco_stable,loco_min,loco_max,passes_P1,family,lead,model,set,target,value,stage,n_units,partial_rho_n_metals,ci_excludes_zero,rho_chemotype_means,clears_familywise_bar,passes_L1_rule,p_bh_within_family
corpus,stage1:NAIVE_slope_vs_a@S8,0.39200725239857975,-0.15124402531394074,0.688564916821705,0.001627107947089192,,0,True,0.21926910299003324,0.5046957488191165,False,exploratory,L1,NAIVE,S8,a,slope,stage1,62,0.3847158447130995,False,0.19113300492610832,False,False,0.007954749963547161
corpus,stage1:NAIVE_slope_vs_abs_a@S8,-0.34355720077560375,-0.6278336286317511,0.054847476985709964,0.006259420019470485,,0,True,-0.45755297334244704,-0.18514044095439447,False,exploratory,L1,NAIVE,S8,abs_a,slope,stage1,62,-0.3239561813806777,False,-0.3236453201970443,False,False,0.02622995055778108
corpus,stage1:NAIVE_slope_vs_b@S8,0.48769862254790874,0.07160257895943327,0.669627113870267,5.8070933113608426e-05,,0,True,0.43663704716336293,0.5410893707033314,False,exploratory,L1,NAIVE,S8,b,slope,stage1,62,0.47728485658593006,True,0.31576354679802954,False,False,0.0006387802642496927
corpus,stage1:NAIVE_slope_vs_a@S14,0.6439271255060729,0.2772548891481048,0.8251953568998501,9.745568326920046e-06,,0,True,0.5984615384615385,0.7450486924171135,False,exploratory,L1,NAIVE,S14,a,slope,stage1,39,0.645329623563704,True,0.6016511867905057,False,True,0.00019508920975615663
corpus,stage1:NAIVE_slope_vs_abs_a@S14,-0.4246963562753037,-0.6965739995409939,0.04164996855895745,0.0070423862449584245,,0,True,-0.5630252100840336,-0.2353846153846154,False,exploratory,L1,NAIVE,S14,abs_a,slope,stage1,39,-0.4088877827703608,False,-0.3168214654282766,False,False,0.0281695449798337
corpus,stage1:NAIVE_slope_vs_b@S14,0.640080971659919,0.2938391339932903,0.7628121279086262,1.144538545171916e-05,,0,True,0.6056022408963586,0.6607692307692308,False,exploratory,L1,NAIVE,S14,b,slope,stage1,39,0.648045091898477,True,0.7502579979360166,True,False,0.00019508920975615663
corpus,stage1:NAIVE_slope_vs_a@S3,0.4665085817524842,0.019234651862451775,0.6742938710869139,1.1353583454718009e-05,,0,True,0.3041311636777508,0.5584712755598833,False,exploratory,L1,NAIVE,S3,a,slope,stage1,81,0.4446307016464597,True,0.31963562753036434,False,True,0.00019508920975615663
corpus,stage1:NAIVE_slope_vs_abs_a@S3,-0.40345528455284546,-0.5825972950913414,-0.12179898579885962,0.00018791676323412507,,0,True,-0.46153846153846156,-0.3365529545664278,False,exploratory,L1,NAIVE,S3,abs_a,slope,stage1,81,-0.35404348750501113,True,-0.4238866396761134,False,False,0.0016536675164603005
corpus,stage1:NAIVE_slope_vs_b@S3,0.37513550135501356,0.02105881887610463,0.555837609729941,0.0005591883225309026,,0,True,0.31705066289335265,0.42339428035630566,False,exploratory,L1,NAIVE,S3,b,slope,stage1,81,0.34522490714435644,True,0.21113360323886643,False,False,0.0035148980273371016
corpus,stage1:ELEM_slope_vs_a@S8,0.31338923723905215,-0.27038575393580183,0.5956972979709175,0.013129495597396356,,0,True,0.03095741467834491,0.37546138072453866,False,exploratory,L1,ELEM,S8,a,slope,stage1,62,0.2989058994577892,False,0.14778325123152705,False,False,0.04241528606776712
corpus,stage1:ELEM_slope_vs_abs_a@S8,-0.43199617234519405,-0.6627574487867257,0.02322590121732517,0.00045480770138694386,,0,True,-0.501639344262295,-0.23859861069163396,False,exploratory,L1,ELEM,S8,abs_a,slope,stage1,62,-0.36610618199611183,False,-0.2428571428571428,False,False,0.0033352564768375885
corpus,stage1:ELEM_slope_vs_b@S8,0.23895142403867947,-0.1113567264008952,0.46332278837038415,0.0614269306552851,,0,True,0.11839323467230443,0.33342447026657557,False,exploratory,L1,ELEM,S8,b,slope,stage1,62,0.1496564774677181,False,0.3871921182266009,False,False,0.15898734993132613
corpus,stage1:ELEM_slope_vs_a@S14,0.39635627530364376,-0.3982018038007484,0.6875431912752087,0.012490839172481519,,0,False,-0.07923076923076922,0.4953496006127585,False,exploratory,L1,ELEM,S14,a,slope,stage1,39,0.3963006897254866,False,0.04643962848297213,False,False,0.042276686429937455
corpus,stage1:ELEM_slope_vs_abs_a@S14,-0.5548582995951417,-0.744732682764562,-0.05836422120791848,0.0002465659193245822,,0,True,-0.6614509246088193,-0.3553846153846154,False,exploratory,L1,ELEM,S14,abs_a,slope,stage1,39,-0.5399034306219836,True,-0.41589267285861714,False,False,0.0019725273545966576
corpus,stage1:ELEM_slope_vs_b@S14,0.18846153846153849,-0.43620408294901153,0.49341851890629523,0.25056354350299703,,0,False,-0.1346153846153846,0.3515406162464987,False,exploratory,L1,ELEM,S14,b,slope,stage1,39,0.13762339013342773,False,0.05675954592363261,False,False,0.47933895278834215
corpus,stage1:ELEM_slope_vs_a@S3,0.20282294489611563,-0.16224285236545152,0.4364841675748202,0.06937664256642796,,0,True,0.08031622012365806,0.26779516358463723,False,exploratory,L1,ELEM,S3,a,slope,stage1,81,0.18066888571922843,False,0.15931174089068825,False,False,0.174432701309876
corpus,stage1:ELEM_slope_vs_abs_a@S3,-0.1936088527551942,-0.44480413084681325,0.19886097266401567,0.08330494529897174,,0,True,-0.24157421525842576,-0.01104309575809776,False,exploratory,L1,ELEM,S3,abs_a,slope,stage1,81,-0.14366306889495828,False,-0.09271255060728746,False,False,0.19813068071106793
corpus,stage1:ELEM_slope_vs_b@S3,0.21883468834688347,-0.09018107310082173,0.4177063465398948,0.049674001053548196,,0,True,0.10437109723461195,0.2908392603129445,False,exploratory,L1,ELEM,S3,b,slope,stage1,81,0.1939751279110159,False,0.31417004048582997,False,False,0.13660350289725753
corpus,stage1:SPECIES_slope_vs_a@S8,-0.08367958500163683,-0.29743942863636247,0.23991455349348792,0.5178778229378215,,0,False,-0.12886913031397612,0.000453035336756267,False,registered,L1,SPECIES,S8,a,slope,stage1,62,-0.0808874825693345,False,0.027093596059113295,False,False,0.5178778229378215
corpus,stage1:SPECIES_slope_vs_abs_a@S8,0.0301427815970386,-0.3182257708829399,0.29398227940941973,0.8160975680117113,,0,False,-0.10676532769556026,0.07424284523478746,False,exploratory,L1,SPECIES,S8,abs_a,slope,stage1,62,0.020819221467888147,False,-0.03645320197044334,False,False,0.9686931173552005
