split_seed,extractant,chemotype,n_pairs,n_cells,n_adjacent,n_far,n_strong,y_abs_mean,arm,mae_all,mae_adjacent,mae_far,sign_acc_strong,pair_spearman,n_cells_spearman
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G13_DIR_HARD,0.8485199270177904,0.26541883650512776,1.132960728741603,0.0,-0.8787878787878788,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14_DIR_HARD,0.1208711556580561,0.07669140949797051,0.14360144484912107,1.0,0.7454545454545454,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14_DIR_EXPECTED,0.11940466271422778,0.07752242216613991,0.14109211247857037,1.0,0.7454545454545454,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14_DIR_SQRT,0.12013628770739007,0.07710783467001461,0.14234400413353696,1.0,0.7454545454545454,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14_MAGREG_HARD,0.4166671675720021,0.17105512300154913,0.5316233387678186,0.0,-0.7212121212121211,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14_MAGREG_EXP,0.4166671675720021,0.17105512300154913,0.5316233387678186,0.0,-0.7212121212121211,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G14_MAGTREE_HARD,0.113111243508951,0.09248990071518473,0.1242884501593476,1.0,0.7454545454545454,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,DIR_ORACLE,0.1208711556580561,0.07669140949797051,0.14360144484912107,1.0,0.7454545454545454,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,MEAN_CURVE,0.49710857219018206,0.18863229367647277,0.6436347205197831,0.0,-0.9393939393939393,1
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,10,1,2,6,5,0.34647875220000035,G13_FULL_MODEL,0.9840993227031023,0.3725130080245891,1.2624103980697094,0.0,-0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G13_DIR_HARD,1.024115825419018,0.3731536998273749,1.321055802327311,0.0,-0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14_DIR_HARD,0.25133299598229036,0.17978031339923814,0.27574906172493635,0.8571428571428571,0.4787878787878787,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14_DIR_EXPECTED,0.2541541413953046,0.18095005661926844,0.27898305768619663,0.8571428571428571,0.4787878787878787,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14_DIR_SQRT,0.2527478610713745,0.18036696477763892,0.2773709802416913,0.8571428571428571,0.4787878787878787,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14_MAGREG_HARD,0.5816320176511056,0.27646700661330653,0.7049151102768761,0.0,-0.7212121212121211,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14_MAGREG_EXP,0.5816320176511056,0.27646700661330653,0.7049151102768761,0.0,-0.7212121212121211,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G14_MAGTREE_HARD,0.3966644705762491,0.2285064812730893,0.4568216224417996,0.42857142857142855,0.01818181818181818,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,DIR_ORACLE,0.25133299598229036,0.17978031339923814,0.27574906172493635,0.8571428571428571,0.4787878787878787,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,MEAN_CURVE,0.8410387235849109,0.3331497058533412,1.0661283897476848,0.0,-0.9393939393939393,1
104729,C1COCCOCCOCCOCCOCCO1,sc001,10,1,2,6,7,0.4034118878000001,G13_FULL_MODEL,1.7958300584546323,0.622836560280946,2.333549406287696,0.0,-0.9393939393939393,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G13_DIR_HARD,0.3405377554829468,0.06594009626274534,0.5224991771027039,1.0,0.975394171046345,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14_DIR_HARD,0.3405377554829468,0.06594009626274534,0.5224991771027039,1.0,0.975394171046345,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14_DIR_EXPECTED,0.5167931614892205,0.09887596313945558,0.785930996158501,0.8163265306122449,0.743191591017678,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14_DIR_SQRT,0.4810333542234306,0.09181767144338826,0.732566784545377,0.8979591836734694,0.8211020863194777,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14_MAGREG_HARD,0.31846868236632764,0.06202894343478836,0.4893006537558471,1.0,0.9840898232202581,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14_MAGREG_EXP,0.5153575204788174,0.09859259547623116,0.7837885950512969,0.8163265306122449,0.7452460582895367,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G14_MAGTREE_HARD,0.3046122781255947,0.05957089660041704,0.46843633860169626,1.0,0.9873387482083135,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,DIR_ORACLE,0.3405377554829468,0.06594009626274534,0.5224991771027039,1.0,0.975394171046345,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,MEAN_CURVE,0.6131144826693644,0.11788792191168432,0.9296709030351873,0.5102040816326531,0.3838190794712534,1
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,sc007,91,1,13,49,49,0.5615598713855251,G13_FULL_MODEL,0.3854344639879612,0.08013750811917054,0.5732290442147103,0.8979591836734694,0.8239369326325849,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G13_DIR_HARD,0.35600419599806155,0.16046590291806168,0.675817479008283,0.0,-0.2365606593017758,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14_DIR_HARD,0.35600419599806155,0.16046590291806168,0.675817479008283,0.0,-0.2365606593017758,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14_DIR_EXPECTED,0.35600214490010607,0.16046505106294623,0.6758136728471286,0.0,-0.2365606593017758,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14_DIR_SQRT,0.3560031704472803,0.16046547698975494,0.6758155759243593,0.0,-0.2365606593017758,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14_MAGREG_HARD,0.0852420078524939,0.06460811190991692,0.13679128020255363,1.0,0.8853103461748276,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14_MAGREG_EXP,0.0852420078524939,0.06460811190991692,0.13679128020255363,1.0,0.8853103461748276,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G14_MAGTREE_HARD,0.2376956738312182,0.11133040475745815,0.45627589148218206,0.8,0.5376378620494904,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,DIR_ORACLE,0.35600419599806155,0.16046590291806168,0.675817479008283,0.0,-0.2365606593017758,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,MEAN_CURVE,0.09610502949457403,0.07071313799907093,0.07045869602512946,1.0,0.8010804144537408,1
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,15,1,5,3,5,0.2243023744352886,G13_FULL_MODEL,0.24829402231361283,0.11936575838569516,0.4185195848679559,1.0,0.7383559972146335,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G13_DIR_HARD,0.08468234053319197,0.09778640633228507,0.07819412261487704,1.0,0.9053092501368363,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G14_DIR_HARD,0.08468234053319197,0.09778640633228507,0.07819412261487704,1.0,0.9053092501368363,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G14_DIR_EXPECTED,0.255332507982204,0.13833665268701087,0.35708762668589117,1.0,0.8620689655172413,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G14_DIR_SQRT,0.1659342022768094,0.12447989876387487,0.216025871748366,1.0,0.918992884510126,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G14_MAGREG_HARD,0.1530776065811806,0.12231522841223563,0.19398952756867852,1.0,0.918992884510126,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G14_MAGREG_EXP,0.3013414994508703,0.1449464616204262,0.4243754816280598,1.0,0.7493158182813355,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G14_MAGTREE_HARD,0.1505781385311122,0.1218943919395843,0.18970541227708787,1.0,0.918992884510126,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,DIR_ORACLE,0.08468234053319197,0.09778640633228507,0.07819412261487704,1.0,0.9053092501368363,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,MEAN_CURVE,0.287479232196352,0.14295496093737586,0.4041020046746073,1.0,0.7821565407772304,1
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,sc010,28,1,3,15,14,0.37727662638130105,G13_FULL_MODEL,0.12471111240477721,0.12417117206711074,0.14921063396518305,1.0,0.896551724137931,1
104729,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,sc012,91,1,13,49,66,0.5660204912857151,G13_DIR_HARD,0.3543384568435328,0.14885014544733052,0.4107899330485636,0.7575757575757576,0.7512034305771266,1
