design,reference,candidate,gain,ci_low,ci_high,p_two_sided,n_units,units_better,units_worse,loco_min,loco_max,loco_sign_stable
BR,ALWAYS_HEAVY,SVM_TOPO39,0.27317073170731704,0.11475409836065574,0.5200136986301368,0.0,82,27,5,0.2358974358974359,0.3796610169491525,True
BR,ALWAYS_HEAVY,LOGIT_C3,0.28097560975609753,0.12068241469816272,0.532259305210918,0.0,82,28,5,0.2441025641025641,0.3898305084745763,True
BR,ALWAYS_HEAVY,LOGIT_C10,0.2829268292682927,0.1220318313352625,0.535483870967742,0.0,82,27,4,0.24615384615384614,0.3932203389830508,True
BR,G13_ET_TOPO39,ALWAYS_HEAVY,-0.2570731707317073,-0.5,-0.10085184331797242,0.0006,82,7,28,-0.3559322033898305,-0.21897435897435896,True
BR,G13_ET_TOPO39,LOGIT_TOPO39,0.019024390243902435,-0.008890547263681594,0.06530808477237045,0.2268,82,6,4,0.009382716049382714,0.02711864406779661,True
BR,G13_ET_TOPO39,LOGIT_ALLCELLS,0.023414634146341467,-0.001429894179894178,0.06666666666666668,0.0742,82,6,3,0.013827160493827161,0.03389830508474576,True
BR,G13_ET_TOPO39,LOGIT_EXTLABEL,0.02195121951219512,-0.008164663125524182,0.07307692307692307,0.2106,82,6,3,0.009876543209876541,0.030508474576271184,True
BR,G13_ET_TOPO39,LOGIT_EXTLABEL_ALL,0.023902439024390244,0.0021052631578947372,0.064,0.0278,82,6,2,0.01432098765432099,0.03389830508474576,True
BR,G13_ET_TOPO39,LOGIT_L1,0.0043902439024390205,-0.026865671641791048,0.035294117647058816,0.7376,82,6,4,-0.0004938271604938303,0.014320987654320983,False
BR,G13_ET_TOPO39,LOGIT_L1_C03,-0.002439024390243906,-0.04286098310291859,0.030769230769230767,0.8994,82,6,4,-0.00740740740740741,0.009876543209876541,False
BR,G13_ET_TOPO39,LOGIT_RANK,0.004390243902439024,-0.033847457627118646,0.051361952861952796,0.8872,82,3,7,-0.007901234567901235,0.012,False
BR,G13_ET_TOPO39,LOGIT_PCA5,0.02,0.0025,0.056002777777777735,0.0234,82,7,1,0.010370370370370368,0.02711864406779661,True
BR,G13_ET_TOPO39,LOGIT_PCA8,0.029268292682926828,0.0,0.08135593220338984,0.0506,82,6,2,0.01728395061728395,0.04067796610169491,True
BR,G13_ET_TOPO39,SVM_TOPO39,0.016097560975609753,-0.009836065573770493,0.05818181818181818,0.2618,82,6,4,0.006419753086419752,0.02372881355932203,True
BR,G13_ET_TOPO39,LOGIT_C3,0.023902439024390244,-0.000714446589446588,0.07083333333333333,0.0722,82,6,3,0.01432098765432099,0.03389830508474576,True
BR,G13_ET_TOPO39,LOGIT_C10,0.025853658536585368,-0.0013451124039359323,0.07796610169491525,0.0754,82,6,3,0.013827160493827161,0.03728813559322034,True
BR,LOGIT_TOPO39,ALWAYS_HEAVY,-0.2760975609756098,-0.5250105932203389,-0.11770892857142864,0.0,82,5,28,-0.38305084745762713,-0.23897435897435898,True
BR,LOGIT_TOPO39,G13_ET_TOPO39,-0.019024390243902435,-0.06530808477237048,0.008890547263681572,0.2268,82,4,6,-0.02711864406779661,-0.009382716049382714,True
BR,LOGIT_TOPO39,LOGIT_ALLCELLS,0.0043902439024390266,-0.029090909090909087,0.038622563718140906,0.7724,82,3,3,-0.005569620253164556,0.014320987654320992,False
BR,LOGIT_TOPO39,LOGIT_EXTLABEL,0.0029268292682926816,0.0,0.009999999999999998,0.2536,82,2,0,0.0004938271604938262,0.0033898305084745753,True
BR,LOGIT_TOPO39,LOGIT_EXTLABEL_ALL,0.004878048780487805,-0.025925925925925925,0.034374999999999996,0.7332,82,3,1,-0.0025316455696202528,0.014814814814814817,False
BR,LOGIT_TOPO39,LOGIT_L1,-0.014634146341463414,-0.041176470588235294,0.0,0.0838,82,0,3,-0.02033898305084746,-0.009876543209876543,True
BR,LOGIT_TOPO39,LOGIT_L1_C03,-0.021463414634146343,-0.05614035087719298,-0.00374884259259261,0.0106,82,1,5,-0.030508474576271184,-0.01432098765432099,True
BR,LOGIT_TOPO39,LOGIT_RANK,-0.014634146341463414,-0.055999999999999994,0.013888888888888888,0.3704,82,3,5,-0.020338983050847453,-0.004999999999999999,True
BR,LOGIT_TOPO39,LOGIT_PCA5,0.0009756097560975598,-0.023417503586800576,0.021766042780748646,0.906,82,4,2,-0.003950617283950618,0.008395061728395062,False
BR,LOGIT_TOPO39,LOGIT_PCA8,0.01024390243902439,-0.0032258064516129024,0.031578947368421054,0.1374,82,4,1,0.005432098765432098,0.013559322033898306,True
BR,LOGIT_TOPO39,SVM_TOPO39,-0.002926829268292683,-0.010169491525423726,0.0,0.2514,82,0,2,-0.0033898305084745753,-0.0004938271604938276,True
BR,LOGIT_TOPO39,LOGIT_C3,0.004878048780487807,0.0,0.01538461538461539,0.2598,82,2,0,0.0024691358024691366,0.006779661016949155,True
BR,LOGIT_TOPO39,LOGIT_C10,0.006829268292682928,-0.00046511627906976785,0.02040816326530612,0.091,82,3,1,0.0044444444444444444,0.01016949152542373,True
BQ,ALWAYS_HEAVY,G13_ET_TOPO39,0.255609756097561,0.09999606299212598,0.49841391941391944,0.0008,82,27,8,0.21743589743589745,0.3525423728813559,True
BQ,ALWAYS_HEAVY,LOGIT_TOPO39,0.2814634146341463,0.12315629543471938,0.5320786696514231,0.0,82,28,5,0.2446153846153846,0.3898305084745763,True
BQ,ALWAYS_HEAVY,LOGIT_ALLCELLS,0.2902439024390244,0.1247484174646973,0.5464835680751172,0.0,82,28,5,0.25384615384615383,0.4033898305084746,True
BQ,ALWAYS_HEAVY,LOGIT_EXTLABEL,0.2848780487804878,0.12727039627039627,0.5333561643835614,0.0,82,28,4,0.2482051282051282,0.3932203389830508,True
BQ,ALWAYS_HEAVY,LOGIT_EXTLABEL_ALL,0.29317073170731706,0.12661203515889113,0.5508196721311476,0.0,82,29,5,0.256923076923077,0.4067796610169492,True
BQ,ALWAYS_HEAVY,LOGIT_L1,0.26975609756097557,0.11443456878118317,0.5152542372881356,0.0,82,27,5,0.23230769230769227,0.3728813559322034,True
BQ,ALWAYS_HEAVY,LOGIT_L1_C03,0.2629268292682927,0.1079417537700471,0.504488622461463,0.0002,82,27,5,0.22512820512820517,0.36271186440677966,True
BQ,ALWAYS_HEAVY,LOGIT_RANK,0.2502439024390244,0.09006818181818181,0.4964285714285714,0.0016,82,28,10,0.2117948717948718,0.34576271186440677,True
BQ,ALWAYS_HEAVY,LOGIT_PCA5,0.2848780487804878,0.12440650027938163,0.5368496240601502,0.0,82,28,4,0.2482051282051282,0.3932203389830508,True
BQ,ALWAYS_HEAVY,LOGIT_PCA8,0.2824390243902439,0.12503967772676083,0.5296296296296296,0.0,82,28,4,0.24564102564102563,0.3898305084745763,True
BQ,ALWAYS_HEAVY,SVM_TOPO39,0.28585365853658534,0.1263406784412672,0.5381950146627564,0.0,82,28,4,0.2492307692307692,0.3966101694915254,True
BQ,ALWAYS_HEAVY,LOGIT_C3,0.2863414634146341,0.12683333333333333,0.5363636363636363,0.0,82,28,4,0.24974358974358976,0.3966101694915254,True
BQ,ALWAYS_HEAVY,LOGIT_C10,0.2882926829268293,0.1277280341880342,0.5402985074626866,0.0,82,28,4,0.2517948717948718,0.4,True
BQ,G13_ET_TOPO39,ALWAYS_HEAVY,-0.255609756097561,-0.4984139194139195,-0.09999606299212603,0.0008,82,8,27,-0.3525423728813559,-0.21743589743589745,True
BQ,G13_ET_TOPO39,LOGIT_TOPO39,0.025853658536585368,-0.005925925925925925,0.08052704678362572,0.1296,82,7,4,0.013827160493827161,0.037288135593220334,True
BQ,G13_ET_TOPO39,LOGIT_ALLCELLS,0.03463414634146341,0.004631174089068827,0.09056751179245282,0.014,82,8,2,0.022716049382716052,0.05084745762711865,True
BQ,G13_ET_TOPO39,LOGIT_EXTLABEL,0.029268292682926834,-0.004495658835546476,0.0875,0.1144,82,7,3,0.01728395061728395,0.04067796610169491,True
BQ,G13_ET_TOPO39,LOGIT_EXTLABEL_ALL,0.037560975609756096,0.005656565656565659,0.09811320754716982,0.0108,82,8,2,0.025679012345679014,0.05423728813559322,True
BQ,G13_ET_TOPO39,LOGIT_L1,0.014146341463414636,-0.026865671641791045,0.0631578947368421,0.472,82,7,3,0.004444444444444443,0.02666666666666667,True
BQ,G13_ET_TOPO39,LOGIT_L1_C03,0.007317073170731706,-0.03636363636363636,0.05277777777777778,0.7098,82,6,2,-0.0024691358024691366,0.019753086419753086,False
BQ,G13_ET_TOPO39,LOGIT_RANK,-0.005365853658536585,-0.05920148148148148,0.046428874092009687,0.8022,82,4,10,-0.01777777777777777,0.0070000000000000045,False
BQ,G13_ET_TOPO39,LOGIT_PCA5,0.029268292682926824,0.006328780812791472,0.07586206896551725,0.0024,82,7,0,0.01728395061728395,0.04067796610169491,True
BQ,G13_ET_TOPO39,LOGIT_PCA8,0.02682926829268293,-0.005883808969132205,0.08421463815789469,0.1196,82,7,5,0.014814814814814814,0.03728813559322034,True
BQ,G13_ET_TOPO39,SVM_TOPO39,0.03024390243902439,-0.003031468531468533,0.09090909090909091,0.084,82,7,3,0.018271604938271603,0.04406779661016949,True
BQ,G13_ET_TOPO39,LOGIT_C3,0.03073170731707317,-0.0011115023474178394,0.08955343283582087,0.0672,82,7,4,0.018765432098765432,0.04406779661016949,True
BQ,G13_ET_TOPO39,LOGIT_C10,0.032682926829268294,0.0008886446886446897,0.0928793103448275,0.0428,82,7,3,0.02074074074074074,0.04745762711864406,True
BQ,LOGIT_TOPO39,ALWAYS_HEAVY,-0.2814634146341463,-0.5320786696514231,-0.1231562954347194,0.0,82,5,28,-0.3898305084745763,-0.2446153846153846,True
BQ,LOGIT_TOPO39,G13_ET_TOPO39,-0.025853658536585368,-0.08052704678362572,0.005925925925925925,0.1296,82,4,7,-0.037288135593220334,-0.013827160493827161,True
BQ,LOGIT_TOPO39,LOGIT_ALLCELLS,0.008780487804878048,-0.017242777260018643,0.0424292101341281,0.5262,82,3,2,-0.0010126582278481022,0.016296296296296295,False
BQ,LOGIT_TOPO39,LOGIT_EXTLABEL,0.0034146341463414625,0.0,0.01011523352247926,0.2536,82,2,0,0.000987654320987654,0.0036842105263157885,True
BQ,LOGIT_TOPO39,LOGIT_EXTLABEL_ALL,0.011707317073170733,-0.016553772618641178,0.050794995964487465,0.469,82,3,2,-0.0005063291139240511,0.01925925925925926,False
BQ,LOGIT_TOPO39,LOGIT_L1,-0.011707317073170732,-0.03809808102345416,0.002758620689655172,0.1374,82,2,4,-0.016949152542372885,-0.004444444444444445,True
BQ,LOGIT_TOPO39,LOGIT_L1_C03,-0.018536585365853658,-0.05357142857142857,0.0,0.0516,82,2,5,-0.027118644067796613,-0.011358024691358026,True
BQ,LOGIT_TOPO39,LOGIT_RANK,-0.031219512195121948,-0.09655172413793103,0.006101930320150659,0.1252,82,3,7,-0.044067796610169484,-0.014499999999999996,True
BQ,LOGIT_TOPO39,LOGIT_PCA5,0.0034146341463414612,-0.01936950464396285,0.024415584415584415,0.714,82,4,1,-0.0014814814814814842,0.010864197530864195,False
BQ,LOGIT_TOPO39,LOGIT_PCA8,0.0009756097560975618,-0.010169491525423726,0.012001369863013684,0.818,82,3,2,-0.0014814814814814814,0.0035000000000000005,False
BQ,LOGIT_TOPO39,SVM_TOPO39,0.004390243902439024,-0.0007619047619047605,0.014929597296536121,0.241,82,2,1,0.001975308641975309,0.006779661016949151,True
BQ,LOGIT_TOPO39,LOGIT_C3,0.004878048780487805,0.0,0.015388888888888832,0.243,82,2,0,0.0024691358024691353,0.006779661016949153,True
BQ,LOGIT_TOPO39,LOGIT_C10,0.006829268292682928,-0.00043956043956043875,0.02,0.0818,82,3,1,0.0044444444444444444,0.010169491525423728,True
A,ALWAYS_HEAVY,G13_ET_TOPO39,0.23951219512195124,0.08792079207920793,0.4769354838709675,0.002,82,28,8,0.20051282051282052,0.3322033898305085,True
A,ALWAYS_HEAVY,LOGIT_TOPO39,0.2760975609756098,0.11972160052049446,0.5218789724576272,0.0,82,28,4,0.23897435897435898,0.3830508474576271,True
A,ALWAYS_HEAVY,LOGIT_ALLCELLS,0.2736585365853659,0.11389302374893978,0.5235320855614972,0.0002,82,29,4,0.23641025641025643,0.3796610169491525,True
A,ALWAYS_HEAVY,LOGIT_EXTLABEL,0.2858536585365854,0.1247362095531587,0.5381870428422151,0.0,82,28,4,0.2492307692307692,0.3966101694915254,True
A,ALWAYS_HEAVY,LOGIT_EXTLABEL_ALL,0.2770731707317073,0.11495055125884483,0.528819026790596,0.0004,82,29,7,0.24,0.38305084745762713,True
A,ALWAYS_HEAVY,LOGIT_L1,0.2551219512195122,0.10603747738433705,0.49180549401860874,0.0002,82,28,5,0.21692307692307694,0.3525423728813559,True
A,ALWAYS_HEAVY,LOGIT_L1_C03,0.2580487804878049,0.10666666666666669,0.4950929777342793,0.0,82,29,5,0.22000000000000006,0.35593220338983056,True
A,ALWAYS_HEAVY,LOGIT_RANK,0.25951219512195123,0.10088809523809524,0.5069093231162195,0.0008,82,27,7,0.22153846153846155,0.3593220338983051,True
A,ALWAYS_HEAVY,LOGIT_PCA5,0.2678048780487805,0.11310632258064518,0.5111202185792348,0.0002,82,28,4,0.23025641025641028,0.3694915254237288,True
A,ALWAYS_HEAVY,LOGIT_PCA8,0.27219512195121953,0.12,0.5117671984047856,0.0,82,28,3,0.23487179487179488,0.376271186440678,True
A,ALWAYS_HEAVY,SVM_TOPO39,0.2682926829268293,0.11311156057057697,0.5125056818181817,0.0002,82,27,6,0.2307692307692308,0.3728813559322034,True
A,ALWAYS_HEAVY,LOGIT_C3,0.2760975609756098,0.11972160052049446,0.5218789724576272,0.0,82,28,4,0.23897435897435898,0.3830508474576271,True
A,ALWAYS_HEAVY,LOGIT_C10,0.275609756097561,0.11886174365647366,0.5218789724576272,0.0,82,27,4,0.23846153846153847,0.3830508474576271,True
A,G13_ET_TOPO39,ALWAYS_HEAVY,-0.23951219512195124,-0.4769354838709677,-0.08792079207920793,0.002,82,8,28,-0.3322033898305085,-0.20051282051282052,True
A,G13_ET_TOPO39,LOGIT_TOPO39,0.03658536585365854,0.007873243785703258,0.09275621118012417,0.0028,82,6,0,0.024691358024691357,0.05084745762711865,True
A,G13_ET_TOPO39,LOGIT_ALLCELLS,0.03414634146341463,0.009599726027397257,0.08,0.0006,82,7,0,0.024691358024691357,0.04745762711864406,True
A,G13_ET_TOPO39,LOGIT_EXTLABEL,0.04634146341463415,0.015189436927106064,0.10526794258373201,0.0,82,10,0,0.0345679012345679,0.06440677966101695,True
A,G13_ET_TOPO39,LOGIT_EXTLABEL_ALL,0.037560975609756096,0.011076190476190476,0.08275862068965517,0.001,82,11,1,0.028148148148148144,0.05084745762711865,True
A,G13_ET_TOPO39,LOGIT_L1,0.015609756097560979,-0.011320754716981133,0.050909090909090904,0.235,82,7,2,0.008395061728395062,0.02320987654320988,True
A,G13_ET_TOPO39,LOGIT_L1_C03,0.018536585365853654,-0.011893102057281162,0.05714285714285714,0.2098,82,8,2,0.011358024691358026,0.02617283950617284,True
A,G13_ET_TOPO39,LOGIT_RANK,0.02,-0.0172158446093409,0.07037037037037035,0.3144,82,8,4,0.007901234567901233,0.02765432098765432,True
A,G13_ET_TOPO39,LOGIT_PCA5,0.028292682926829266,0.006494949494949492,0.06896865203761751,0.006,82,8,1,0.018765432098765432,0.03728813559322034,True
A,G13_ET_TOPO39,LOGIT_PCA8,0.0326829268292683,-0.000363804713804714,0.08928571428571429,0.0548,82,8,1,0.02074074074074074,0.04406779661016949,True
A,G13_ET_TOPO39,SVM_TOPO39,0.028780487804878054,0.004951859099804307,0.07768357487922702,0.003,82,6,1,0.016790123456790127,0.04067796610169492,True
A,G13_ET_TOPO39,LOGIT_C3,0.03658536585365854,0.007873243785703258,0.09275621118012417,0.0028,82,6,0,0.024691358024691357,0.05084745762711865,True
A,G13_ET_TOPO39,LOGIT_C10,0.03609756097560976,0.007179310344827584,0.09275621118012417,0.003,82,6,1,0.02419753086419753,0.05084745762711865,True
A,LOGIT_TOPO39,ALWAYS_HEAVY,-0.2760975609756098,-0.5218789724576272,-0.1197216005204945,0.0,82,4,28,-0.3830508474576271,-0.23897435897435898,True
A,LOGIT_TOPO39,G13_ET_TOPO39,-0.03658536585365854,-0.09275621118012421,-0.007873243785703268,0.0028,82,0,6,-0.05084745762711865,-0.024691358024691357,True
A,LOGIT_TOPO39,LOGIT_ALLCELLS,-0.0024390243902439033,-0.039473684210526314,0.02531645569620253,0.9496,82,2,1,-0.010126582278481013,0.009876543209876543,False
A,LOGIT_TOPO39,LOGIT_EXTLABEL,0.009756097560975608,0.0,0.025531914893617016,0.0968,82,4,0,0.005194805194805194,0.013559322033898301,True
A,LOGIT_TOPO39,LOGIT_EXTLABEL_ALL,0.0009756097560975605,-0.04202731512325116,0.035813953488372095,0.9612,82,6,4,-0.009113924050632913,0.013333333333333334,False
A,LOGIT_TOPO39,LOGIT_L1,-0.020975609756097562,-0.05925925925925926,-0.0013636363636363648,0.0358,82,1,4,-0.030508474576271188,-0.013827160493827161,True
A,LOGIT_TOPO39,LOGIT_L1_C03,-0.01804878048780488,-0.054901960784313725,0.001578947368421051,0.0866,82,2,4,-0.027118644067796613,-0.010864197530864202,True
A,LOGIT_TOPO39,LOGIT_RANK,-0.016585365853658537,-0.06871999999999999,0.014419250645994815,0.3462,82,6,5,-0.023728813559322035,-0.004444444444444447,True
A,LOGIT_TOPO39,LOGIT_PCA5,-0.00829268292682927,-0.03934426229508197,0.006753646353646345,0.479,82,2,2,-0.013559322033898306,0.0014814814814814795,False
A,LOGIT_TOPO39,LOGIT_PCA8,-0.0039024390243902448,-0.024615384615384612,0.007999999999999998,0.7806,82,2,1,-0.006779661016949153,0.0034999999999999988,False
A,LOGIT_TOPO39,SVM_TOPO39,-0.007804878048780487,-0.019999999999999997,-0.0005063291139240511,0.0274,82,0,4,-0.010169491525423726,-0.005432098765432098,True
A,LOGIT_TOPO39,LOGIT_C3,0.0,0.0,0.0,2.0,82,0,0,0.0,0.0,False
A,LOGIT_TOPO39,LOGIT_C10,-0.0004878048780487809,-0.0010256410256410265,0.0,0.7234,82,0,1,-0.0005263157894736846,0.0,False
BP,ALWAYS_HEAVY,G13_ET_TOPO39,0.2097560975609756,0.06727158135981665,0.4277976190476188,0.003,82,26,7,0.1692307692307692,0.288135593220339,True
BP,ALWAYS_HEAVY,LOGIT_TOPO39,0.26195121951219513,0.10505194805194806,0.5060653409090907,0.0008,82,26,5,0.2241025641025641,0.3627118644067797,True
BP,ALWAYS_HEAVY,LOGIT_ALLCELLS,0.21622426354133673,0.02853218291448812,0.501076164874552,0.0196,82,29,28,0.17603063603063604,0.35480225988700564,True
BP,ALWAYS_HEAVY,LOGIT_EXTLABEL,0.26,0.10356245847176081,0.5033333333333333,0.0008,82,26,7,0.22205128205128205,0.3593220338983051,True
BP,ALWAYS_HEAVY,LOGIT_EXTLABEL_ALL,0.2546341463414634,0.09435384615384615,0.501755980861244,0.001,82,27,8,0.21641025641025644,0.3525423728813559,True
BP,ALWAYS_HEAVY,LOGIT_L1,0.255609756097561,0.1020487804878049,0.49473684210526314,0.0006,82,27,6,0.21743589743589745,0.3525423728813559,True
BP,ALWAYS_HEAVY,LOGIT_L1_C03,0.20793158061450745,0.027834618943630055,0.4835820895522388,0.0192,82,29,28,0.1673126873126873,0.34124293785310733,True
