baseline,adapter,k,n_ligands,mae,baseline_mae,delta,ci_low,ci_high,win_rate,beats
OFFSET_K1,CNPRES_conditions_only,3,140,0.6077180458068545,0.6162227315031255,-0.008504685696270801,-0.025933089272949638,0.00965657603855383,0.5857142857142857,False
OFFSET_K1,CNPRES_conditions_only,5,99,0.6219812748895198,0.628229511117698,-0.0062482362281782765,-0.028667844867974114,0.01649291751476182,0.5454545454545454,False
OFFSET_K1,CNPRES_conditions_only@k0,1,143,1.0055091387173052,0.7231899498047505,0.2823191889125549,0.17329235107271607,0.39669880748492914,0.3986013986013986,False
OFFSET_K1,CNPRES_conditions_only@k0,2,143,1.0055091387173052,0.6398054726822178,0.3657036660350875,0.26335557127674525,0.4767922197430518,0.3076923076923077,False
OFFSET_K1,CNPRES_conditions_only@k0,3,140,1.010099098245012,0.6162227315031255,0.39387636674188653,0.2930516325678312,0.5102026609773785,0.2857142857142857,False
OFFSET_K1,CNPRES_conditions_only@k0,5,99,1.0738100191757318,0.628229511117698,0.44558050805803373,0.32704968435962534,0.5764306655931026,0.21212121212121213,False
OFFSET_K1,CNPRES_ligand,1,143,0.738988194120176,0.7231899498047505,0.015798244315425484,0.00325658899556947,0.02906697897814358,0.45454545454545453,False
OFFSET_K1,CNPRES_ligand,2,143,0.6592985284199411,0.6398054726822178,0.01949305573772327,0.0072134962509388815,0.032009362211482595,0.42657342657342656,False
OFFSET_K1,CNPRES_ligand,3,140,0.6353916108847041,0.6162227315031255,0.01916887938157879,0.007258830619642294,0.03142768050453637,0.40714285714285714,False
OFFSET_K1,CNPRES_ligand,5,99,0.645249957732957,0.628229511117698,0.017020446615259036,0.0024359241952729986,0.03189226200756651,0.42424242424242425,False
OFFSET_K1,CNPRES_ligand@k0,1,143,1.0268214797188562,0.7231899498047505,0.3036315299141062,0.19311925291264095,0.42114104840861305,0.34965034965034963,False
OFFSET_K1,CNPRES_ligand@k0,2,143,1.0268214797188562,0.6398054726822178,0.38701600703663874,0.28039694824499894,0.4993035711744883,0.27972027972027974,False
OFFSET_K1,CNPRES_ligand@k0,3,140,1.0294427780351216,0.6162227315031255,0.41322004653199623,0.3078830926262028,0.5289703518115498,0.2571428571428571,False
OFFSET_K1,CNPRES_ligand@k0,5,99,1.095387752517381,0.628229511117698,0.4671582413996827,0.341246611340221,0.5988837372628562,0.23232323232323232,False
OFFSET_K1,CNPRES_ligand_recovered,1,143,0.7394946996049983,0.7231899498047505,0.0163047498002478,0.006514534797817096,0.028233738800376666,0.42657342657342656,False
OFFSET_K1,CNPRES_ligand_recovered,2,143,0.6553797736975693,0.6398054726822178,0.015574301015351512,0.006694450484431243,0.026204504771480543,0.45454545454545453,False
OFFSET_K1,CNPRES_ligand_recovered,3,140,0.6304652420967719,0.6162227315031255,0.01424251059364646,0.005418639175410511,0.024397365465802616,0.4,False
OFFSET_K1,CNPRES_ligand_recovered,5,99,0.6392555900525347,0.628229511117698,0.011026078934836734,0.0013172658891426531,0.022570454828600782,0.45454545454545453,False
OFFSET_K1,CNPRES_ligand_recovered@k0,1,143,1.0100210017627662,0.7231899498047505,0.2868310519580158,0.1813123778671544,0.4031511821278606,0.3916083916083916,False
OFFSET_K1,CNPRES_ligand_recovered@k0,2,143,1.0100210017627662,0.6398054726822178,0.3702155290805484,0.26323453045898265,0.478613774984722,0.2937062937062937,False
OFFSET_K1,CNPRES_ligand_recovered@k0,3,140,1.0111101071797806,0.6162227315031255,0.3948873756766553,0.29101813750413197,0.5073247936807791,0.2357142857142857,False
OFFSET_K1,CNPRES_ligand_recovered@k0,5,99,1.0674056684543995,0.628229511117698,0.4391761573367013,0.32017030541866637,0.5695891484554528,0.21212121212121213,False
OFFSET_K1,CNPRES_shrinkage,1,143,0.7093678759899613,0.7231899498047505,-0.013822073814789114,-0.020166984784524156,-0.007479499331947248,0.7272727272727273,True
OFFSET_K1,CNPRES_shrinkage,2,143,0.6366049158184778,0.6398054726822178,-0.0032005568637400376,-0.00798258694274881,0.0016922630892649449,0.6643356643356644,False
OFFSET_K1,CNPRES_shrinkage,3,140,0.6157558434989365,0.6162227315031255,-0.00046688800418893473,-0.004233722921358414,0.0034219905911031284,0.5928571428571429,False
OFFSET_K1,CNPRES_shrinkage,5,99,0.6287598906073654,0.628229511117698,0.0005303794896673393,-0.0022870959768069095,0.0033883833150848983,0.5353535353535354,False
OFFSET_K1,CNPRES_shrinkage@k0,1,143,1.0018298695990906,0.7231899498047505,0.2786399197943403,0.17112276061280632,0.4002539891517091,0.3986013986013986,False
OFFSET_K1,CNPRES_shrinkage@k0,2,143,1.0018298695990906,0.6398054726822178,0.36202439691687277,0.25644089559626787,0.4699528802735833,0.3146853146853147,False
OFFSET_K1,CNPRES_shrinkage@k0,3,140,1.0062457754175338,0.6162227315031255,0.39002304391440834,0.28400123724199594,0.5057900192128412,0.2714285714285714,False
OFFSET_K1,CNPRES_shrinkage@k0,5,99,1.0693932731688636,0.628229511117698,0.4411637620511656,0.32226445768824685,0.5711649841144844,0.24242424242424243,False
OFFSET_K1,CNP_conditions_only,1,143,0.8815123223724147,0.7231899498047505,0.15832237256766438,0.10124766709681196,0.22130681047840356,0.32867132867132864,False
OFFSET_K1,CNP_conditions_only,2,143,0.8416990017464434,0.6398054726822178,0.20189352906422564,0.14765493017681236,0.2597214554525697,0.2517482517482518,False
OFFSET_K1,CNP_conditions_only,3,140,0.8308499592807923,0.6162227315031255,0.21462722777766716,0.16339775736271556,0.2688995533920074,0.18571428571428572,False
OFFSET_K1,CNP_conditions_only,5,99,0.8589644600111359,0.628229511117698,0.23073494889343776,0.17230042834305184,0.2934536325691047,0.1717171717171717,False
OFFSET_K1,CNP_conditions_only@k0,1,143,1.1992159276802572,0.7231899498047505,0.4760259778755068,0.3703166522307765,0.5845877658242683,0.1958041958041958,False
OFFSET_K1,CNP_conditions_only@k0,2,143,1.1992159276802572,0.6398054726822178,0.5594104549980394,0.45913909802803615,0.6643640034924599,0.14685314685314685,False
OFFSET_K1,CNP_conditions_only@k0,3,140,1.2056514129765457,0.6162227315031255,0.5894286814734204,0.49162346166150866,0.6977514673221447,0.1357142857142857,False
OFFSET_K1,CNP_conditions_only@k0,5,99,1.2595202967200727,0.628229511117698,0.6312907856023748,0.5136157394427485,0.7568538568788293,0.09090909090909091,False
OFFSET_K1,CNP_ligand,1,143,1.0558763805755422,0.7231899498047505,0.3326864307707917,0.25048754751093155,0.41258524277984243,0.23776223776223776,False
OFFSET_K1,CNP_ligand,2,143,1.04226743627267,0.6398054726822178,0.40246196359045205,0.32828287968024067,0.4774725540713083,0.13986013986013987,False
OFFSET_K1,CNP_ligand,3,140,1.0349970130531558,0.6162227315031255,0.4187742815500304,0.34597172109684166,0.49735569632316035,0.11428571428571428,False
OFFSET_K1,CNP_ligand,5,99,1.0808013308142113,0.628229511117698,0.45257181969651283,0.3683888402530792,0.5427713062404076,0.13131313131313133,False
OFFSET_K1,CNP_ligand@k0,1,143,1.2029705959921804,0.7231899498047505,0.47978064618743,0.3754748455635955,0.5899647556303448,0.20279720279720279,False
OFFSET_K1,CNP_ligand@k0,2,143,1.2029705959921804,0.6398054726822178,0.5631651233099627,0.4632756895127796,0.6702020495004021,0.1258741258741259,False
OFFSET_K1,CNP_ligand@k0,3,140,1.2017402593698694,0.6162227315031255,0.585517527866744,0.48312707248234066,0.6934630598666031,0.09285714285714286,False
OFFSET_K1,CNP_ligand@k0,5,99,1.255254684599461,0.628229511117698,0.627025173481763,0.5057646389969785,0.7606946542328886,0.08080808080808081,False
OFFSET_K1,CNP_ligand_recovered,1,143,1.1377342597996718,0.7231899498047505,0.41454430999492164,0.32950047719802716,0.5040896742975903,0.20279720279720279,False
OFFSET_K1,CNP_ligand_recovered,2,143,1.1285658401595338,0.6398054726822178,0.48876036747731605,0.4054537874963214,0.5775343499523169,0.14685314685314685,False
OFFSET_K1,CNP_ligand_recovered,3,140,1.1206241351547093,0.6162227315031255,0.5044014036515839,0.4222945185959451,0.5913861981546193,0.11428571428571428,False
OFFSET_K1,CNP_ligand_recovered,5,99,1.1798977293734074,0.628229511117698,0.5516682182557092,0.45653891621456005,0.6547482926597312,0.09090909090909091,False
OFFSET_K1,CNP_ligand_recovered@k0,1,143,1.2422694619441241,0.7231899498047505,0.5190795121393739,0.41432136508418743,0.6347093266595444,0.18181818181818182,False
OFFSET_K1,CNP_ligand_recovered@k0,2,143,1.2422694619441241,0.6398054726822178,0.6024639892619064,0.5027818039076274,0.708244088910854,0.11888111888111888,False
OFFSET_K1,CNP_ligand_recovered@k0,3,140,1.2384845068649617,0.6162227315031255,0.6222617753618364,0.5196507057857296,0.7267810007134385,0.09285714285714286,False
OFFSET_K1,CNP_ligand_recovered@k0,5,99,1.3002471722532734,0.628229511117698,0.6720176611355752,0.5522506816213943,0.8044187327033454,0.09090909090909091,False
OFFSET_K1,NEAREST_OBSERVED,1,143,0.84589642363874,0.7231899498047505,0.12270647383398953,0.06768312691020473,0.17796117057653899,0.32867132867132864,False
OFFSET_K1,NEAREST_OBSERVED,2,143,0.6719450572324007,0.6398054726822178,0.032139584550182905,-0.011225989873613318,0.07561961547677461,0.43356643356643354,False
OFFSET_K1,NEAREST_OBSERVED,3,140,0.5889279207130579,0.6162227315031255,-0.027294810790067486,-0.07094908066134699,0.01602835107649995,0.5142857142857142,False
OFFSET_K1,NEAREST_OBSERVED,5,99,0.5619447134754055,0.628229511117698,-0.0662847976422926,-0.11864017921743103,-0.01591886112829581,0.6060606060606061,True
OFFSET_K1,NO_MODEL,1,143,0.84589642363874,0.7231899498047505,0.12270647383398953,0.0663433036826499,0.17824378679148184,0.32867132867132864,False
OFFSET_K1,NO_MODEL,2,143,0.7538060274474903,0.6398054726822178,0.11400055476527227,0.06599623642538374,0.1639107770408201,0.32167832167832167,False
OFFSET_K1,NO_MODEL,3,140,0.7293150496401231,0.6162227315031255,0.11309231813699773,0.06680509910814589,0.1618600713996646,0.3142857142857143,False
OFFSET_K1,NO_MODEL,5,99,0.768703988559379,0.628229511117698,0.1404744774416812,0.08400414135265605,0.20225251605460903,0.30303030303030304,False
OFFSET_K1,OFFSET_K1,1,143,0.7231899498047505,0.7231899498047505,0.0,0.0,0.0,0.0,False
OFFSET_K1,OFFSET_K1,2,143,0.6398054726822178,0.6398054726822178,0.0,0.0,0.0,0.0,False
OFFSET_K1,OFFSET_K1,3,140,0.6162227315031255,0.6162227315031255,0.0,0.0,0.0,0.0,False
OFFSET_K1,OFFSET_K1,5,99,0.628229511117698,0.628229511117698,0.0,0.0,0.0,0.0,False
OFFSET_K1,OFFSET_K2,1,143,0.7231899498047505,0.7231899498047505,8.103463510157392e-19,-4.723381100905613e-19,2.1837297574977045e-18,0.16783216783216784,False
OFFSET_K1,OFFSET_K2,2,143,0.6252193995990294,0.6398054726822178,-0.01458607308318843,-0.02048533027513156,-0.009336987802355146,0.45454545454545453,True
OFFSET_K1,OFFSET_K2,3,140,0.5852521399199587,0.6162227315031255,-0.030970591583166663,-0.041574700622172264,-0.021311481579718707,0.4785714285714286,True
OFFSET_K1,OFFSET_K2,5,99,0.5652111413858664,0.628229511117698,-0.06301836973183164,-0.08525144320249392,-0.0433608133865973,0.696969696969697,True
OFFSET_K1,OFFSET_K3,1,143,0.7231899498047505,0.7231899498047505,-1.106341125937656e-18,-4.647077529829431e-18,1.9573261038381673e-18,0.36363636363636365,False
OFFSET_K1,OFFSET_K3,2,143,0.5983510778120483,0.6398054726822178,-0.041454394870169504,-0.05015335816060174,-0.03294376484780563,0.8531468531468531,True
OFFSET_K1,OFFSET_K3,3,140,0.5408224400860638,0.6162227315031255,-0.07540029141706144,-0.09179763415402271,-0.06092415769644189,0.8571428571428571,True
OFFSET_K1,OFFSET_K3,5,99,0.5135614760035455,0.628229511117698,-0.11466803511415262,-0.1412634412743035,-0.08980384580181251,0.8383838383838383,True
OFFSET_K1,SHRINK_ANALYTIC,1,143,0.7330462395396162,0.7231899498047505,0.009856289734865693,-0.03137229772560125,0.055865558459884536,0.6083916083916084,False
OFFSET_K1,SHRINK_ANALYTIC,2,143,0.6598516457109229,0.6398054726822178,0.020046173028705146,-0.003670537626054155,0.0457120665197515,0.5594405594405595,False
OFFSET_K1,SHRINK_ANALYTIC,3,140,0.6312066441851587,0.6162227315031255,0.0149839126820334,0.00011720276669905527,0.03183470416421146,0.5642857142857143,False
OFFSET_K1,SHRINK_ANALYTIC,5,99,0.6415465597296202,0.628229511117698,0.013317048611922061,0.004170927012660642,0.024574186623404232,0.6161616161616161,False
OFFSET_K1,SHRINK_FITTED,1,143,0.6958274358087065,0.7231899498047505,-0.027362513996043867,-0.04133080637902882,-0.01174981126068187,0.7062937062937062,True
OFFSET_K1,SHRINK_FITTED,2,143,0.6332800250916516,0.6398054726822178,-0.006525447590566269,-0.011823584555081182,-0.0007723720793031065,0.6923076923076923,True
OFFSET_K1,SHRINK_FITTED,3,140,0.6139490712289645,0.6162227315031255,-0.002273660274160808,-0.0050511009184120055,0.0008170227419308457,0.6642857142857143,False
OFFSET_K1,SHRINK_FITTED,5,99,0.6287003318969524,0.628229511117698,0.00047082077925438915,-0.0008948889274351459,0.0022071958323846624,0.6666666666666666,False
OFFSET_K1,ZERO_SHOT,1,143,0.994987794041208,0.7231899498047505,0.2717978442364575,0.16296633879006456,0.38770282274506473,0.3986013986013986,False
OFFSET_K1,ZERO_SHOT,2,143,0.994987794041208,0.6398054726822178,0.35518232135899,0.2548559524376546,0.46903127347883106,0.3146853146853147,False
OFFSET_K1,ZERO_SHOT,3,140,0.9989919366193941,0.6162227315031255,0.3827692051162688,0.2762445394257734,0.4995333801252622,0.2714285714285714,False
OFFSET_K1,ZERO_SHOT,5,99,1.0605303772612389,0.628229511117698,0.43230086614354063,0.31552069970972146,0.5611122699915453,0.24242424242424243,False
SHRINK_FITTED,CNPRES_absolute_x,1,143,0.7271240376220466,0.6958274358087065,0.031296601813339965,0.016644427325425582,0.04557974315800106,0.2517482517482518,False
SHRINK_FITTED,CNPRES_absolute_x,2,143,0.6454010768108213,0.6332800250916516,0.012121051719169605,0.0052209917210212856,0.018689586156275455,0.2727272727272727,False
SHRINK_FITTED,CNPRES_absolute_x,3,140,0.6220016799976672,0.6139490712289645,0.008052608768702587,0.002977917732956015,0.013550979514341435,0.30714285714285716,False
SHRINK_FITTED,CNPRES_absolute_x,5,99,0.6352479511990828,0.6287003318969524,0.006547619302130245,0.00205963640794546,0.011832789361955793,0.30303030303030304,False
SHRINK_FITTED,CNPRES_absolute_x@k0,1,143,1.0008135748447908,0.6958274358087065,0.30498613903608435,0.2112183966204269,0.41303602488055446,0.32867132867132864,False
SHRINK_FITTED,CNPRES_absolute_x@k0,2,143,1.0008135748447908,0.6332800250916516,0.3675335497531394,0.2697766491897558,0.47442168003713203,0.27972027972027974,False
SHRINK_FITTED,CNPRES_absolute_x@k0,3,140,1.0051305127647912,0.6139490712289645,0.3911814415358268,0.2889025654348574,0.5011020494720616,0.25,False
SHRINK_FITTED,CNPRES_absolute_x@k0,5,99,1.067187376829487,0.6287003318969524,0.43848704493253465,0.3234645354835268,0.5667845566828229,0.2222222222222222,False
SHRINK_FITTED,CNPRES_attentive,1,143,0.7367942701446274,0.6958274358087065,0.04096683433592079,0.025684394738742483,0.0580268213045258,0.23776223776223776,False
SHRINK_FITTED,CNPRES_attentive,2,143,0.6551572651957774,0.6332800250916516,0.02187724010412595,0.01083420211313631,0.03443628122019292,0.36363636363636365,False
SHRINK_FITTED,CNPRES_attentive,3,140,0.6307710823677455,0.6139490712289645,0.016822011138780953,0.005730770433355463,0.028493321554269868,0.37857142857142856,False
SHRINK_FITTED,CNPRES_attentive,5,99,0.6388396503856936,0.6287003318969524,0.010139318488741148,-0.0014491839554524673,0.022742867625831532,0.41414141414141414,False
SHRINK_FITTED,CNPRES_attentive@k0,1,143,1.0120199221053034,0.6958274358087065,0.31619248629659696,0.22146960601847732,0.421237567875713,0.3006993006993007,False
SHRINK_FITTED,CNPRES_attentive@k0,2,143,1.0120199221053034,0.6332800250916516,0.378739897013652,0.27920239757415954,0.48546476544548955,0.25874125874125875,False
SHRINK_FITTED,CNPRES_attentive@k0,3,140,1.0160657290001154,0.6139490712289645,0.40211665777115085,0.30021646190479034,0.5180202142547049,0.22857142857142856,False
SHRINK_FITTED,CNPRES_attentive@k0,5,99,1.0748624961650608,0.6287003318969524,0.44616216426810834,0.32805377340680136,0.5773195834659841,0.2222222222222222,False
SHRINK_FITTED,CNPRES_conditions_only,1,143,0.7275024212608862,0.6958274358087065,0.031674985452179616,0.013271342473851944,0.05271872454279356,0.32867132867132864,False
SHRINK_FITTED,CNPRES_conditions_only,2,143,0.6371105177358565,0.6332800250916516,0.003830492644204853,-0.012628874309569068,0.021083962927898714,0.46853146853146854,False
SHRINK_FITTED,CNPRES_conditions_only,3,140,0.6077180458068545,0.6139490712289645,-0.0062310254221099905,-0.023314552066855485,0.011641291635733093,0.5571428571428572,False
SHRINK_FITTED,CNPRES_conditions_only,5,99,0.6219812748895198,0.6287003318969524,-0.006719057007432666,-0.028206900027306907,0.015538492049252433,0.5454545454545454,False
SHRINK_FITTED,CNPRES_conditions_only@k0,1,143,1.0055091387173052,0.6958274358087065,0.30968170290859875,0.21446793789886517,0.41294051693477213,0.36363636363636365,False
SHRINK_FITTED,CNPRES_conditions_only@k0,2,143,1.0055091387173052,0.6332800250916516,0.3722291136256538,0.2708474194225848,0.4810946265104196,0.3006993006993007,False
SHRINK_FITTED,CNPRES_conditions_only@k0,3,140,1.010099098245012,0.6139490712289645,0.39615002701604735,0.2926923166167644,0.5098422214055288,0.2857142857142857,False
SHRINK_FITTED,CNPRES_conditions_only@k0,5,99,1.0738100191757318,0.6287003318969524,0.4451096872787794,0.328207086015443,0.5766871128812158,0.21212121212121213,False
SHRINK_FITTED,CNPRES_ligand,1,143,0.738988194120176,0.6958274358087065,0.04316075831146935,0.02724408031460518,0.05962593768219779,0.2517482517482518,False
SHRINK_FITTED,CNPRES_ligand,2,143,0.6592985284199411,0.6332800250916516,0.02601850332828954,0.014611846568883197,0.038226634593851574,0.3076923076923077,False
SHRINK_FITTED,CNPRES_ligand,3,140,0.6353916108847041,0.6139490712289645,0.021442539655739598,0.01036197361532418,0.032988123458020345,0.3357142857142857,False
SHRINK_FITTED,CNPRES_ligand,5,99,0.645249957732957,0.6287003318969524,0.01654962583600465,0.00238742444964099,0.031422353902324805,0.36363636363636365,False
SHRINK_FITTED,CNPRES_ligand@k0,1,143,1.0268214797188562,0.6958274358087065,0.3309940439101499,0.23079483598908393,0.44062211278202323,0.32867132867132864,False
SHRINK_FITTED,CNPRES_ligand@k0,2,143,1.0268214797188562,0.6332800250916516,0.393541454627205,0.2921248505211925,0.5072198403678436,0.2727272727272727,False
SHRINK_FITTED,CNPRES_ligand@k0,3,140,1.0294427780351216,0.6139490712289645,0.415493706806157,0.30973356261927315,0.5316709355438969,0.24285714285714285,False
SHRINK_FITTED,CNPRES_ligand@k0,5,99,1.095387752517381,0.6287003318969524,0.4666874206204283,0.3414575908396225,0.6062309774326062,0.23232323232323232,False
SHRINK_FITTED,CNPRES_ligand_recovered,1,143,0.7394946996049983,0.6958274358087065,0.04366726379629167,0.026472809321601724,0.060622150169165195,0.23776223776223776,False
SHRINK_FITTED,CNPRES_ligand_recovered,2,143,0.6553797736975693,0.6332800250916516,0.02209974860591778,0.012016623481719862,0.03314054761440472,0.2937062937062937,False
SHRINK_FITTED,CNPRES_ligand_recovered,3,140,0.6304652420967719,0.6139490712289645,0.016516170867807267,0.007352837185926046,0.026905481958938122,0.3357142857142857,False
SHRINK_FITTED,CNPRES_ligand_recovered,5,99,0.6392555900525347,0.6287003318969524,0.010555258155582345,0.001011483909052233,0.022766064609888934,0.3333333333333333,False
SHRINK_FITTED,CNPRES_ligand_recovered@k0,1,143,1.0100210017627662,0.6958274358087065,0.3141935659540596,0.22009997075632606,0.4207748058233672,0.32867132867132864,False
SHRINK_FITTED,CNPRES_ligand_recovered@k0,2,143,1.0100210017627662,0.6332800250916516,0.37674097667111467,0.2747883817102194,0.48465366826691575,0.2727272727272727,False
SHRINK_FITTED,CNPRES_ligand_recovered@k0,3,140,1.0111101071797806,0.6139490712289645,0.397161035950816,0.2970609730777863,0.5078204255043891,0.2357142857142857,False
SHRINK_FITTED,CNPRES_ligand_recovered@k0,5,99,1.0674056684543995,0.6287003318969524,0.4387053365574469,0.31905174891960825,0.5710609553286363,0.21212121212121213,False
SHRINK_FITTED,CNPRES_shrinkage,1,143,0.7093678759899613,0.6958274358087065,0.013540440181254755,0.0035145519849327546,0.02247158364300261,0.2867132867132867,False
SHRINK_FITTED,CNPRES_shrinkage,2,143,0.6366049158184778,0.6332800250916516,0.0033248907268262303,0.0003334925471147416,0.0059903027113481985,0.3356643356643357,False
SHRINK_FITTED,CNPRES_shrinkage,3,140,0.6157558434989365,0.6139490712289645,0.001806772269971874,-0.0003106917923006603,0.004045953599965798,0.4357142857142857,False
SHRINK_FITTED,CNPRES_shrinkage,5,99,0.6287598906073654,0.6287003318969524,5.955871041294976e-05,-0.0018246057382457497,0.0019521360118395727,0.5151515151515151,False
SHRINK_FITTED,CNPRES_shrinkage@k0,1,143,1.0018298695990906,0.6958274358087065,0.3060024337903841,0.20887527530224922,0.41123395334132395,0.35664335664335667,False
SHRINK_FITTED,CNPRES_shrinkage@k0,2,143,1.0018298695990906,0.6332800250916516,0.36854984450743905,0.2667958310645595,0.4720853623971978,0.3076923076923077,False
SHRINK_FITTED,CNPRES_shrinkage@k0,3,140,1.0062457754175338,0.6139490712289645,0.3922967041885692,0.2914409732258823,0.5033863007335351,0.2714285714285714,False
SHRINK_FITTED,CNPRES_shrinkage@k0,5,99,1.0693932731688636,0.6287003318969524,0.44069294127191105,0.32493764016805493,0.5689433104574741,0.24242424242424243,False
SHRINK_FITTED,CNP_conditions_only,1,143,0.8815123223724147,0.6958274358087065,0.1856848865637082,0.13551514480581606,0.23823914060251072,0.26573426573426573,False
SHRINK_FITTED,CNP_conditions_only,2,143,0.8416990017464434,0.6332800250916516,0.2084189766547919,0.15644042556264062,0.2647156215053363,0.20279720279720279,False
SHRINK_FITTED,CNP_conditions_only,3,140,0.8308499592807923,0.6139490712289645,0.21690088805182794,0.16600173328296158,0.2729709246415959,0.17142857142857143,False
SHRINK_FITTED,CNP_conditions_only,5,99,0.8589644600111359,0.6287003318969524,0.23026412811418337,0.1736598900891398,0.2916358104299281,0.1717171717171717,False
SHRINK_FITTED,CNP_conditions_only@k0,1,143,1.1992159276802572,0.6958274358087065,0.5033884918715507,0.40655155731105347,0.6031588534422073,0.17482517482517482,False
SHRINK_FITTED,CNP_conditions_only@k0,2,143,1.1992159276802572,0.6332800250916516,0.5659359025886057,0.4658806429702033,0.668035007797806,0.14685314685314685,False
SHRINK_FITTED,CNP_conditions_only@k0,3,140,1.2056514129765457,0.6139490712289645,0.5917023417475812,0.49177239963981745,0.6968217443826388,0.12857142857142856,False
SHRINK_FITTED,CNP_conditions_only@k0,5,99,1.2595202967200727,0.6287003318969524,0.6308199648231205,0.5141622793559605,0.7572660591313112,0.0707070707070707,False
SHRINK_FITTED,CNP_ligand,1,143,1.0558763805755422,0.6958274358087065,0.36004894476683574,0.2877252307184117,0.4317281775358468,0.1888111888111888,False
SHRINK_FITTED,CNP_ligand,2,143,1.04226743627267,0.6332800250916516,0.40898741118101833,0.3370826070284765,0.4842922093277919,0.13986013986013987,False
SHRINK_FITTED,CNP_ligand,3,140,1.0349970130531558,0.6139490712289645,0.4210479418241912,0.3511551528935746,0.4985256226022415,0.11428571428571428,False
SHRINK_FITTED,CNP_ligand,5,99,1.0808013308142113,0.6287003318969524,0.4521009989172585,0.3693438902675756,0.5440346037896547,0.13131313131313133,False
SHRINK_FITTED,CNP_ligand@k0,1,143,1.2029705959921804,0.6958274358087065,0.5071431601834739,0.40977834230018756,0.6108281452975685,0.15384615384615385,False
SHRINK_FITTED,CNP_ligand@k0,2,143,1.2029705959921804,0.6332800250916516,0.5696905709005289,0.4680826310206185,0.6767622765377367,0.11188811188811189,False
SHRINK_FITTED,CNP_ligand@k0,3,140,1.2017402593698694,0.6139490712289645,0.5877911881409049,0.48535896055950023,0.6969053580460804,0.09285714285714286,False
SHRINK_FITTED,CNP_ligand@k0,5,99,1.255254684599461,0.6287003318969524,0.6265543527025087,0.5061233066744238,0.755021467445001,0.08080808080808081,False
SHRINK_FITTED,CNP_ligand_recovered,1,143,1.1377342597996718,0.6958274358087065,0.44190682399096554,0.36446337483888397,0.5207500244218857,0.14685314685314685,False
SHRINK_FITTED,CNP_ligand_recovered,2,143,1.1285658401595338,0.6332800250916516,0.4952858150678823,0.4157330970794629,0.5786910530842095,0.1258741258741259,False
