grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12616970736472807,0.17613916071736974,0.7622080679405521,-0.17979574870075643,0.12412657634295436,0.17522391328874673,0.7983014861995754,-0.1675667860946044,0.12412657634295436,0.17522391328874673,0.7983014861995754,-0.1675667860946044,0.10824409079545048,0.15184199525138484,0.8110403397027601,0.12324392177966292,0.10824409079545048,0.15184199525138484,0.8110403397027601,0.12324392177966292,0.015882485547503877
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.1469820830974663,0.22631063911211238,0.8526315789473684,0.014325787671676138,0.1471384952667167,0.22474365907323532,0.8526315789473684,0.027928193946457736,0.1469820830974663,0.22631063911211238,0.8526315789473684,0.014325787671676138,0.1469281829097884,0.22679971272572227,0.8315789473684211,0.010060958215971971,0.14526939249795545,0.22487154331854028,0.8315789473684211,0.026821617341111215,0.0017126905995108466
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08556932813584468,0.10782246798359509,0.4393939393939394,0.04045036485474529,0.08411357098771997,0.1070175161307676,0.4393939393939394,0.0547239780652552,0.08556932813584468,0.10782246798359509,0.4393939393939394,0.04045036485474529,0.08157855720399505,0.09875622608104755,0.45454545454545453,0.19503336726740172,0.08556932813584468,0.10782246798359509,0.4393939393939394,0.04045036485474529,0.0
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.13823595940770714,0.17223862673124918,0.2982456140350877,-1.4006387772634148,0.13319546586878306,0.16916281729747967,0.2631578947368421,-1.3156639115520559,0.13319546586878306,0.16916281729747967,0.2631578947368421,-1.3156639115520559,0.10325636061375078,0.13589547261848595,0.5789473684210527,-0.4944303719810381,0.11022422055452968,0.14386035518485846,0.38596491228070173,-0.6747422048369021,0.022971245314253375
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11510563428173226,0.16893051925853664,0.65,-0.8539062485878075,0.11562938060222376,0.16954512521619244,0.65,-0.8674206160625952,0.11562938060222376,0.16954512521619244,0.65,-0.8674206160625952,0.08154759617548664,0.14316125060292126,0.725,-0.33144276288369934,0.08154759617548664,0.14316125060292126,0.725,-0.33144276288369934,0.03408178442673712
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.07548902239193248,0.11316638432634989,0.6410256410256411,0.16569241081758723,0.07440672192847667,0.11224901824499768,0.6410256410256411,0.17916396120473288,0.07548902239193248,0.11316638432634989,0.6410256410256411,0.16569241081758723,0.08223896331213207,0.11270663942512245,0.6410256410256411,0.17245748558185536,0.07959560881455292,0.11103072891044839,0.6410256410256411,0.19688507797384047,-0.004106586422620448
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.09577992319073267,0.11892466382121167,0.8333333333333334,0.27306097354543934,0.09952154880199783,0.12226790509300248,0.8333333333333334,0.2316146738707383,0.09577992319073267,0.11892466382121167,0.8333333333333334,0.27306097354543934,0.14657825342685107,0.16725878033011327,0.6666666666666666,-0.4379108847124995,0.1273929950124135,0.1478949535048158,0.8333333333333334,-0.12424465259207662,-0.03161307182168083
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.09303179934740222,0.1379923969674927,0.6923076923076923,-2.093646688810202,0.09094884342333763,0.13717738705791171,0.7307692307692307,-2.0572112479618525,0.09094884342333763,0.13717738705791171,0.7307692307692307,-2.0572112479618525,0.08013274164695364,0.10927626900217671,0.6538461538461539,-0.9400463840035569,0.08065737183860665,0.11088730158608402,0.6538461538461539,-0.9976712834577692,0.010291471584730982
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.12702705141961013,0.17773590447148052,0.52,-0.33236694655724897,0.13236577350688664,0.18112322646405882,0.52,-0.38363584612113866,0.12702705141961013,0.17773590447148052,0.52,-0.33236694655724897,0.1294463298194991,0.17984862525579132,0.52,-0.364230509708948,0.12702705141961013,0.17773590447148052,0.52,-0.33236694655724897,0.0
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.25645667917104426,0.32063485216800175,0.7272727272727273,-0.5079520826929391,0.2592351803266681,0.3219022488136166,0.7272727272727273,-0.5198968267861925,0.2592351803266681,0.3219022488136166,0.7272727272727273,-0.5198968267861925,0.24539323399538038,0.316746987075307,0.7272727272727273,-0.4716043807029895,0.2465077855041298,0.31665798613331175,0.7272727272727273,-0.4707775013284443,0.01272739482253829
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,20,0.30819657173449433,0.374681484363286,0.25,-2.8428972712261587,0.3036591905286439,0.36898392072591163,0.25,-2.7269124722123497,0.30819657173449433,0.374681484363286,0.25,-2.8428972712261587,0.27577417657289244,0.3253120681094994,0.15,-1.8969077128646012,0.30819657173449433,0.374681484363286,0.25,-2.8428972712261587,0.0
extractant,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,12,0.05656239520630132,0.08046830128180452,0.8333333333333334,0.01915197809690594,0.052309274528140354,0.0717981166345705,0.8333333333333334,0.21913104225246904,0.05656239520630132,0.08046830128180452,0.8333333333333334,0.01915197809690594,0.044686076889767105,0.05455298683397806,0.9166666666666666,0.5491945878819805,0.047684966368681914,0.06358392616175153,0.9166666666666666,0.38758370724202074,0.008877428837619404
extractant,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,12,0.10869403042670452,0.134520471122688,1.0,0.6706282087116828,0.10771551134181405,0.13959477632261807,0.9166666666666666,0.6453107902040158,0.10869403042670452,0.134520471122688,1.0,0.6706282087116828,0.1435660371247495,0.17913488031037308,0.8333333333333334,0.41592319713109627,0.10869403042670452,0.134520471122688,1.0,0.6706282087116828,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.050225575682709585,0.05821129159424429,0.75,0.7048964423294257,0.051569969050970166,0.057888384165684134,0.75,0.7081613358139406,0.050225575682709585,0.05821129159424429,0.75,0.7048964423294257,0.076437195710374,0.09777708806612276,0.75,0.1674042826495764,0.06001245154897078,0.07760687450416752,0.75,0.47548204333300825,-0.009786875866261195
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.10973981107575626,0.13486421822300737,0.9166666666666666,0.6005656933092658,0.11338269335553335,0.13801022500252472,0.9166666666666666,0.5817129566498593,0.10973981107575626,0.13486421822300737,0.9166666666666666,0.6005656933092658,0.15776992554698646,0.20660550138218026,0.75,0.06257690808788796,0.1451092947210238,0.18694335965677483,0.75,0.23251133314586714,-0.03536948364526754
