context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_2:2d_ensemble_weight,,,,0.12634241253386022,0.002201351823523323,0.1248157428075638,False,0.5
outer_2:2d_ensemble_weight,,,,0.12669481713875455,0.0019389524792945423,0.12485048243024763,False,0.75
outer_2:2d_ensemble_weight,,,,0.12705923966339813,0.0012237108547368258,0.12493046016385474,False,1.0
outer_2:delta3d_weight,,,,0.12574527432582705,0.0013676236709946332,0.12497119651198892,True,0.0
outer_2:delta3d_weight,,,,0.1263179006101916,0.060045672482253565,0.12088064343240641,False,0.25
outer_2:delta3d_weight,,,,0.12816310515762175,0.10241601155859004,0.11798184047657934,False,0.5
outer_2:delta3d_weight,,,,0.13115546678904422,0.1284786409000036,0.11619312719976106,False,0.75
outer_2:delta3d_weight,,,,0.13486818172814805,0.1382335605064945,0.11523169153649512,False,1.0
outer_3:baseline,0.0,0.35,2.0,0.16779043415925488,-0.10567830035583459,0.13796680946499953,True,
outer_3:baseline,1.0,0.7,2.0,0.17747571562615838,-0.3662570765012081,0.14740781206429893,False,
outer_3:baseline,2.0,1.0,4.0,0.1819733635807401,-0.5241365894148808,0.15755704000016094,False,
outer_3:2d_second_unshrunk,0.0,0.35,2.0,0.16854966383610068,-0.10768464930590493,0.13822151641971328,True,
outer_3:2d_second_unshrunk,1.0,0.7,2.0,0.17980958095887187,-0.29847716445688066,0.14566575797370587,False,
outer_3:2d_second_unshrunk,2.0,1.0,4.0,0.1819948604332995,-0.5502092526268021,0.15864344373212413,False,
outer_3:delta3d_unshrunk,0.0,0.35,2.0,0.15803057548423857,0.13584471781965202,0.12071479564491137,True,
outer_3:delta3d_unshrunk,1.0,0.7,2.0,0.16073850224890487,0.12410944825030312,0.12187935166741717,False,
outer_3:delta3d_unshrunk,2.0,1.0,4.0,0.16937653339877762,0.06636734162488311,0.12755093957247468,False,
outer_3:2d_ensemble_weight,,,,0.16727295690558938,-0.08094933975920626,0.13505474008472815,False,0.0
outer_3:2d_ensemble_weight,,,,0.1668697969791437,-0.08525311834874993,0.13513026070831255,False,0.25
outer_3:2d_ensemble_weight,,,,0.16652649304506534,-0.09050023883664005,0.13524471648764236,False,0.5
outer_3:2d_ensemble_weight,,,,0.16631896793222595,-0.09669070122287726,0.1354187713440625,False,0.75
outer_3:2d_ensemble_weight,,,,0.1662654127605415,-0.1038245055074607,0.13574231117329946,True,1.0
outer_3:delta3d_weight,,,,0.16727295690558938,-0.08094933975920626,0.13505474008472815,False,0.0
outer_3:delta3d_weight,,,,0.16217357896738832,0.005062796622523846,0.12853390041474458,False,0.25
outer_3:delta3d_weight,,,,0.15974194915439974,0.06892450979364029,0.12415898057805046,False,0.5
outer_3:delta3d_weight,,,,0.15851166906848768,0.11063579975414384,0.12153743013960373,True,0.75
outer_3:delta3d_weight,,,,0.1597343773550692,0.13019666650403416,0.12127507721950581,False,1.0
outer_4:baseline,0.0,0.35,2.0,0.191172804386607,-0.16516488169296917,0.14524567898538726,True,
outer_4:baseline,1.0,0.7,2.0,0.2043523362614418,-0.3540673323077639,0.15684467589330067,False,
outer_4:baseline,2.0,1.0,4.0,0.19739365594686684,-0.4788314893310144,0.16231998882149934,False,
outer_4:2d_second_unshrunk,0.0,0.35,2.0,0.19258990110396967,-0.22302662535444795,0.15003430712627713,True,
outer_4:2d_second_unshrunk,1.0,0.7,2.0,0.2000089256450315,-0.2871309534802533,0.1538315128870367,False,
outer_4:2d_second_unshrunk,2.0,1.0,4.0,0.19624587228032941,-0.5481634207503199,0.1652552663896131,False,
outer_4:delta3d_unshrunk,0.0,0.35,2.0,0.1761850102575923,0.09499122600501109,0.12514823731459856,False,
outer_4:delta3d_unshrunk,1.0,0.7,2.0,0.1719911613855532,0.09690295067323773,0.12441866551549664,False,
outer_4:delta3d_unshrunk,2.0,1.0,4.0,0.17182151121265732,0.08764562217731198,0.12577482523337213,True,
outer_4:2d_ensemble_weight,,,,0.1903145869769342,-0.17762303999035822,0.14732033796004512,True,0.0
outer_4:2d_ensemble_weight,,,,0.19065567301895087,-0.1750954133574667,0.14702774265642252,False,0.25
outer_4:2d_ensemble_weight,,,,0.19104737405672712,-0.17387200144228432,0.14684854197122338,False,0.5
outer_4:2d_ensemble_weight,,,,0.19146887255773268,-0.17395280424481108,0.14675980654285256,False,0.75
outer_4:2d_ensemble_weight,,,,0.19191578671427126,-0.17533782176504653,0.146732148739285,False,1.0
outer_4:delta3d_weight,,,,0.1903145869769342,-0.17762303999035822,0.14732033796004512,False,0.0
outer_4:delta3d_weight,,,,0.18159210826875466,-0.061734684774824355,0.13850764254346012,False,0.25
outer_4:delta3d_weight,,,,0.17482442152018535,0.024085771363285602,0.1311596005398939,False,0.5
outer_4:delta3d_weight,,,,0.17158332993622313,0.07983832842397198,0.12620189928969358,True,0.75
outer_4:delta3d_weight,,,,0.1723420456017546,0.10552298640723479,0.12460560476422146,False,1.0
full_data_deployment_model:baseline,0.0,0.35,2.0,0.1702114430672896,-0.13137001972025852,0.1343486067065735,True,
full_data_deployment_model:baseline,1.0,0.7,2.0,0.18470032295369523,-0.37979071751348314,0.14883299455399515,False,
full_data_deployment_model:baseline,2.0,1.0,4.0,0.18576544137906256,-0.6151787411365786,0.16053661149928916,False,
full_data_deployment_model:delta3d,0.0,0.35,2.0,0.1572265056906209,0.10262315276230305,0.12072182621398882,True,
full_data_deployment_model:delta3d,1.0,0.7,2.0,0.16162421509683617,0.08607980742527799,0.12353618750353032,False,
full_data_deployment_model:delta3d,2.0,1.0,4.0,0.16511306617159593,0.045817228958950795,0.12572316931373126,False,
full_data_deployment_model:delta3d_weight,,,,0.17077524998141047,-0.10973521186138746,0.13268841819359103,False,0.0
full_data_deployment_model:delta3d_weight,,,,0.16540637279000908,-0.030487750076442666,0.1281023543530436,False,0.25
full_data_deployment_model:delta3d_weight,,,,0.16140260990839603,0.030039371063578235,0.12462944790304485,False,0.5
full_data_deployment_model:delta3d_weight,,,,0.15895730885422116,0.07184615155867469,0.12256881157699698,False,0.75
full_data_deployment_model:delta3d_weight,,,,0.15776597238459894,0.09493259140884724,0.12157314107836788,True,1.0
