context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,0.35,2.0,0.1694170305671903,-0.07466037268745107,0.1374884728972704,True,
outer_0:baseline,1.0,0.7,2.0,0.17856225568648565,-0.21020899222587852,0.1464007710613992,False,
outer_0:baseline,2.0,1.0,4.0,0.18437606672598233,-0.3247172839356114,0.15483747998591138,False,
outer_0:2d_second_unshrunk,0.0,0.35,2.0,0.17110905557193964,-0.0777493846859576,0.1384228681172826,True,
outer_0:2d_second_unshrunk,1.0,0.7,2.0,0.17749281162029898,-0.19700816622909856,0.14544877591814995,False,
outer_0:2d_second_unshrunk,2.0,1.0,4.0,0.1842396918771325,-0.30487489913607435,0.15418525248025053,False,
outer_0:delta3d_unshrunk,0.0,0.35,2.0,0.1587468651611359,0.10270543946086519,0.12818676963757333,True,
outer_0:delta3d_unshrunk,1.0,0.7,2.0,0.16205929075789396,0.06789770872190326,0.13190365392895695,False,
outer_0:delta3d_unshrunk,2.0,1.0,4.0,0.164439295533596,0.03697347200211765,0.13473333736622198,False,
outer_0:2d_ensemble_weight,,,,0.1718737269452788,-0.10023521351578535,0.13930101974676415,False,0.0
outer_0:2d_ensemble_weight,,,,0.17138950006869533,-0.09453014388467107,0.13916449648013257,False,0.25
outer_0:2d_ensemble_weight,,,,0.17101263617367574,-0.08954090995487451,0.13910181427669763,False,0.5
outer_0:2d_ensemble_weight,,,,0.17071633592756902,-0.08526751172639568,0.13908996524692946,False,0.75
outer_0:2d_ensemble_weight,,,,0.17053728210411376,-0.0817099491992348,0.13915167858026878,True,1.0
outer_0:delta3d_weight,,,,0.1718737269452788,-0.10023521351578535,0.13930101974676415,False,0.0
outer_0:delta3d_weight,,,,0.16692199326917226,-0.02932060951412585,0.13513733526571906,False,0.25
outer_0:delta3d_weight,,,,0.16323537360253998,0.028008170294268053,0.13179255433647927,False,0.5
outer_0:delta3d_weight,,,,0.16021593597009798,0.07175112590939658,0.12922325511049437,False,0.75
outer_0:delta3d_weight,,,,0.1583088847999399,0.10190825733125963,0.12763368542611822,True,1.0
outer_1:baseline,0.0,0.35,2.0,0.15999773846390006,0.06485891318607873,0.11599034834871856,True,
outer_1:baseline,1.0,0.7,2.0,0.16021049522464997,-0.04224868029230877,0.12498234364439792,False,
outer_1:baseline,2.0,1.0,4.0,0.17426895996565478,-0.4368631399122451,0.13576769672123068,False,
outer_1:2d_second_unshrunk,0.0,0.35,2.0,0.1590265654559543,0.05025506229856447,0.11843239789340743,True,
outer_1:2d_second_unshrunk,1.0,0.7,2.0,0.16075059938587222,-0.02790702578787041,0.12511015117538957,False,
outer_1:2d_second_unshrunk,2.0,1.0,4.0,0.1758047380505316,-0.5036172354076323,0.1388047172429475,False,
outer_1:delta3d_unshrunk,0.0,0.35,2.0,0.15881918565357062,0.12923647499458157,0.11349558878058737,True,
outer_1:delta3d_unshrunk,1.0,0.7,2.0,0.16119961960237383,0.10838926003574856,0.11519174286471015,False,
outer_1:delta3d_unshrunk,2.0,1.0,4.0,0.1616982726737302,0.09976884463144764,0.11662581388568205,False,
outer_1:2d_ensemble_weight,,,,0.1576740642538103,0.08366424684073615,0.11520586027697764,True,0.0
outer_1:2d_ensemble_weight,,,,0.15806745250870632,0.07911977334691256,0.11560516741779701,False,0.25
outer_1:2d_ensemble_weight,,,,0.1584751247909601,0.07385557343646543,0.11606282967332185,False,0.5
outer_1:2d_ensemble_weight,,,,0.1589812059331194,0.0678716471093942,0.11658483541349615,False,0.75
outer_1:2d_ensemble_weight,,,,0.15958261163533363,0.061167994365698974,0.11719539405681716,False,1.0
outer_1:delta3d_weight,,,,0.1576740642538103,0.08366424684073615,0.11520586027697764,False,0.0
outer_1:delta3d_weight,,,,0.1559379192536112,0.11295843491369151,0.11301481500484599,False,0.25
outer_1:delta3d_weight,,,,0.15539763740124718,0.13121210894471347,0.11175684433847217,True,0.5
outer_1:delta3d_weight,,,,0.15655050016848265,0.1384252689338017,0.11169076720987821,False,0.75
outer_1:delta3d_weight,,,,0.1587062160931771,0.13459791488095607,0.11265389707290077,False,1.0
outer_2:baseline,0.0,0.35,2.0,0.128291672265784,-0.023057215479156623,0.126435582904546,True,
outer_2:baseline,1.0,0.7,2.0,0.12948377593116106,-0.09702555696275716,0.13294556695590057,False,
outer_2:baseline,2.0,1.0,4.0,0.12885509059503178,-0.12634294354743036,0.1346054904691499,False,
outer_2:2d_second_unshrunk,0.0,0.35,2.0,0.1265712245682498,-0.013179287036672704,0.12596253728999451,True,
outer_2:2d_second_unshrunk,1.0,0.7,2.0,0.13023240869428396,-0.10519640150798737,0.1330952893854683,False,
outer_2:2d_second_unshrunk,2.0,1.0,4.0,0.1289903176825371,-0.13684152357879453,0.13538888223585105,False,
outer_2:delta3d_unshrunk,0.0,0.35,2.0,0.13519946327533638,0.12226932129112822,0.11660588312509208,True,
outer_2:delta3d_unshrunk,1.0,0.7,2.0,0.1371183420927291,0.0823753351553782,0.11959130631181568,False,
outer_2:delta3d_unshrunk,2.0,1.0,4.0,0.13590142414320466,0.0745474626464796,0.1205220826796083,False,
outer_2:2d_ensemble_weight,,,,0.12574527432582705,0.0013676236709946332,0.12497119651198892,True,0.0
outer_2:2d_ensemble_weight,,,,0.12602644532647167,0.0020109088874233905,0.12486411975470951,False,0.25
