split_seed,extractant,repeat,n,gap,exact,spearman
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0,3,0.0,True,1.0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1,3,0.0,True,1.0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2,3,0.0,True,1.0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,3,3,0.0,True,0.8660254037844387
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,4,3,0.0,True,1.0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,5,3,0.0,True,1.0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,6,3,0.0,True,1.0
104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,7,3,0.0,True,1.0
104729,C1COCCOCCOCCOCCOCCO1,0,3,0.0,True,0.8660254037844387
104729,C1COCCOCCOCCOCCOCCO1,1,3,0.17222275279564866,False,0.5
104729,C1COCCOCCOCCOCCOCCO1,2,3,0.0,True,0.8660254037844387
104729,C1COCCOCCOCCOCCOCCO1,3,3,0.0,True,1.0
104729,C1COCCOCCOCCOCCOCCO1,4,3,0.0,True,1.0
104729,C1COCCOCCOCCOCCOCCO1,5,3,0.0,True,
104729,C1COCCOCCOCCOCCOCCO1,6,3,0.0,True,0.8660254037844387
104729,C1COCCOCCOCCOCCOCCO1,7,3,0.0,True,1.0
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0,4,0.004134117393985615,False,0.7999999999999999
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,1,4,0.24691141993531418,False,0.39999999999999997
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,2,4,0.0,True,1.0
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,3,4,0.0,True,0.7999999999999999
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,4,4,0.0,True,0.39999999999999997
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,5,4,0.004134117393985504,False,0.39999999999999997
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,6,4,0.0,True,1.0
104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,7,4,0.16040873153673496,False,0.39999999999999997
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0,7,0.0,True,0.9642857142857145
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,1,7,0.0,True,0.7142857142857144
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,2,7,0.05530720163040026,False,0.8928571428571429
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,3,7,0.023365125001294007,False,0.14285714285714288
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,4,7,0.029975863266949954,False,0.7857142857142859
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,5,7,0.0,True,0.9642857142857145
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,6,7,0.0,True,0.642857142857143
104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,7,7,0.0,True,0.9642857142857145
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0,7,0.0,True,1.0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,7,0.0016303593245542425,False,0.7857142857142859
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,2,7,0.001785839368879133,False,0.9642857142857145
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,3,7,0.0,True,1.0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,4,7,0.0,True,1.0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,5,7,0.0,True,1.0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,6,7,0.0,True,1.0
104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,7,7,0.0,True,1.0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0,3,0.0,True,1.0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,1,3,0.022450551662091797,False,0.5
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2,3,0.0,True,0.8660254037844387
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,3,3,0.022450551662091797,False,0.5
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,4,3,0.0,True,1.0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,5,3,0.0,True,1.0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,3,0.0,True,1.0
104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,7,3,0.0,True,1.0
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0,4,0.025941152492576003,False,0.7999999999999999
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,4,0.0,True,1.0
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,2,4,0.0,True,0.8164965809277261
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,3,4,0.0,True,0.9486832980505139
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,4,4,0.0,True,1.0
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,5,4,0.0,True,1.0
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,6,4,0.0,True,0.9486832980505139
104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,7,4,0.025941152492576003,False,0.7999999999999999
104729,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,0,3,0.0,True,1.0
104729,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,1,3,0.05670060373251051,False,0.5
