feature_set,split_seed,fold,n_blocks,n_candidates,n_ligands,skipped_ligands,identity_exact_share,identity_max_gap,identity_mean_gap,identity_spearman_median,blend_alpha,blend_anchor,blend_selection
geometry+prediction,196613,1,984,10560,123,8,0.5640243902439024,0.8037118412603295,0.021766117664307753,0.9369749612033815,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6823524175731919, ""dist_medoid_l1@0.25"": 0.6770445216748847, ""dist_medoid_l1@0.5"": 0.6687248535282755, ""dist_medoid_l1@0.75"": 0.6679297418919462, ""dist_medoid_l1@1.0"": 0.6703094468194105, ""dist_centre_l2@0.0"": 0.6823524175731919, ""dist_centre_l2@0.25"": 0.6772587133500536, ""dist_centre_l2@0.5"": 0.659841326093108, ""dist_centre_l2@0.75"": 0.6609224516356627, ""dist_centre_l2@1.0"": 0.6554522825556374}"
geometry+prediction,196613,2,1024,10664,128,7,0.583984375,0.7375201974975009,0.01903703457685039,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6410478383151073, ""dist_medoid_l1@0.25"": 0.6458894321801274, ""dist_medoid_l1@0.5"": 0.6428383561239078, ""dist_medoid_l1@0.75"": 0.6375860720627954, ""dist_medoid_l1@1.0"": 0.6366671672297043, ""dist_centre_l2@0.0"": 0.6410478383151073, ""dist_centre_l2@0.25"": 0.6464541687619013, ""dist_centre_l2@0.5"": 0.6442698970762529, ""dist_centre_l2@0.75"": 0.6313020990941333, ""dist_centre_l2@1.0"": 0.6217398341522156}"
geometry+prediction,196613,3,992,11216,124,8,0.5514112903225806,0.8037118412603295,0.01987825167904471,0.9410225392886683,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6476413347546706, ""dist_medoid_l1@0.25"": 0.6395225978838073, ""dist_medoid_l1@0.5"": 0.6337066303755577, ""dist_medoid_l1@0.75"": 0.6383568940515262, ""dist_medoid_l1@1.0"": 0.6395876202050016, ""dist_centre_l2@0.0"": 0.6476413347546706, ""dist_centre_l2@0.25"": 0.6415385616716178, ""dist_centre_l2@0.5"": 0.6350647069933928, ""dist_centre_l2@0.75"": 0.629150233508571, ""dist_centre_l2@1.0"": 0.6202412001197771}"
geometry+prediction,196613,4,912,9720,114,8,0.5625,0.8037118412603295,0.02259447943834141,0.9285714285714288,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6184884413371521, ""dist_medoid_l1@0.25"": 0.6106954432569168, ""dist_medoid_l1@0.5"": 0.6095082308241896, ""dist_medoid_l1@0.75"": 0.6132840819974512, ""dist_medoid_l1@1.0"": 0.6106795405267003, ""dist_centre_l2@0.0"": 0.6184884413371521, ""dist_centre_l2@0.25"": 0.6113532731401852, ""dist_centre_l2@0.5"": 0.6064379317795112, ""dist_centre_l2@0.75"": 0.6058716343793047, ""dist_centre_l2@1.0"": 0.6105227337033174}"
geometry+prediction,262147,0,992,10560,124,9,0.592741935483871,0.8552051164644332,0.02065120404874549,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.715103639046513, ""dist_medoid_l1@0.25"": 0.6988803760262497, ""dist_medoid_l1@0.5"": 0.6856551960998579, ""dist_medoid_l1@0.75"": 0.681130640692385, ""dist_medoid_l1@1.0"": 0.6765728640170663, ""dist_centre_l2@0.0"": 0.715103639046513, ""dist_centre_l2@0.25"": 0.6985702522136854, ""dist_centre_l2@0.5"": 0.6849477119428142, ""dist_centre_l2@0.75"": 0.6700375576010547, ""dist_centre_l2@1.0"": 0.6623364238044626}"
geometry+prediction,262147,1,648,4792,81,7,0.6095679012345679,0.8552051164644332,0.016960685316587204,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.4561762576897794, ""dist_medoid_l1@0.25"": 0.45183022865066225, ""dist_medoid_l1@0.5"": 0.43855795823497734, ""dist_medoid_l1@0.75"": 0.4406184738212172, ""dist_medoid_l1@1.0"": 0.4379343473954465, ""dist_centre_l2@0.0"": 0.4561762576897794, ""dist_centre_l2@0.25"": 0.4382562073075633, ""dist_centre_l2@0.5"": 0.4354945537075802, ""dist_centre_l2@0.75"": 0.436107626086431, ""dist_centre_l2@1.0"": 0.43066598084560426}"
geometry+prediction,262147,2,968,10792,121,7,0.5909090909090909,0.6874078351143574,0.020389617567089686,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7524941499383289, ""dist_medoid_l1@0.25"": 0.7095207475867628, ""dist_medoid_l1@0.5"": 0.6976361771590514, ""dist_medoid_l1@0.75"": 0.700516288201798, ""dist_medoid_l1@1.0"": 0.6953620327931013, ""dist_centre_l2@0.0"": 0.7524941499383289, ""dist_centre_l2@0.25"": 0.7069171187788746, ""dist_centre_l2@0.5"": 0.6989406859718859, ""dist_centre_l2@0.75"": 0.6923070457479731, ""dist_centre_l2@1.0"": 0.6823191380374132}"
geometry+prediction,262147,3,1024,11096,128,5,0.5888671875,0.8552051164644332,0.019917086836194323,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6866626240692641, ""dist_medoid_l1@0.25"": 0.6505103863977413, ""dist_medoid_l1@0.5"": 0.6479613675690844, ""dist_medoid_l1@0.75"": 0.6500807290073978, ""dist_medoid_l1@1.0"": 0.6438979272942096, ""dist_centre_l2@0.0"": 0.6866626240692641, ""dist_centre_l2@0.25"": 0.648675322276871, ""dist_centre_l2@0.5"": 0.6400023775095116, ""dist_centre_l2@0.75"": 0.6415139306611771, ""dist_centre_l2@1.0"": 0.6330149388953812}"
geometry+prediction,262147,4,944,10184,118,8,0.586864406779661,0.8552051164644332,0.021985728363601947,0.9455342902711323,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.687765471202255, ""dist_medoid_l1@0.25"": 0.6747945286236947, ""dist_medoid_l1@0.5"": 0.6647304963350589, ""dist_medoid_l1@0.75"": 0.6767307668268596, ""dist_medoid_l1@1.0"": 0.6716141865758894, ""dist_centre_l2@0.0"": 0.687765471202255, ""dist_centre_l2@0.25"": 0.676744488338901, ""dist_centre_l2@0.5"": 0.6711140140796951, ""dist_centre_l2@0.75"": 0.6696531053004715, ""dist_centre_l2@1.0"": 0.6562657671904929}"
full,104729,0,992,10368,124,6,0.5715725806451613,0.8776509226582214,0.021905291741791507,0.9369085332332696,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6941940283476781, ""dist_medoid_l1@0.25"": 0.6776450466567339, ""dist_medoid_l1@0.5"": 0.6677020338432157, ""dist_medoid_l1@0.75"": 0.6626771852825999, ""dist_medoid_l1@1.0"": 0.6603803606032117, ""dist_centre_l2@0.0"": 0.6941940283476781, ""dist_centre_l2@0.25"": 0.6733674082408329, ""dist_centre_l2@0.5"": 0.6599953428713845, ""dist_centre_l2@0.75"": 0.6499789876090971, ""dist_centre_l2@1.0"": 0.6446604644539575}"
full,104729,1,600,5232,75,7,0.61,0.8776509226582214,0.020699055719659156,0.9285714285714288,0.25,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.5485702356125274, ""dist_medoid_l1@0.25"": 0.5295630620784564, ""dist_medoid_l1@0.5"": 0.5271483979279605, ""dist_medoid_l1@0.75"": 0.5425770181633259, ""dist_medoid_l1@1.0"": 0.5447911601086958, ""dist_centre_l2@0.0"": 0.5485702356125274, ""dist_centre_l2@0.25"": 0.5205309977089828, ""dist_centre_l2@0.5"": 0.5296664703138629, ""dist_centre_l2@0.75"": 0.5358336133425068, ""dist_centre_l2@1.0"": 0.5373395935290247}"
full,104729,2,1000,10704,125,9,0.586,0.6503816123103956,0.0205228936249421,0.9419540335376921,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7176798061971275, ""dist_medoid_l1@0.25"": 0.6815737634128685, ""dist_medoid_l1@0.5"": 0.6673665487087573, ""dist_medoid_l1@0.75"": 0.6567146683591444, ""dist_medoid_l1@1.0"": 0.6377051170450229, ""dist_centre_l2@0.0"": 0.7176798061971275, ""dist_centre_l2@0.25"": 0.6859214907992335, ""dist_centre_l2@0.5"": 0.6632136723808261, ""dist_centre_l2@0.75"": 0.6451661209352179, ""dist_centre_l2@1.0"": 0.6279633985702714}"
full,104729,3,1016,10568,127,7,0.577755905511811,0.8776509226582214,0.02125956825850542,0.9414380376656593,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7541459200824101, ""dist_medoid_l1@0.25"": 0.7254684393723527, ""dist_medoid_l1@0.5"": 0.7053074041726036, ""dist_medoid_l1@0.75"": 0.6893806195345055, ""dist_medoid_l1@1.0"": 0.671321819006109, ""dist_centre_l2@0.0"": 0.7541459200824101, ""dist_centre_l2@0.25"": 0.7187086476300502, ""dist_centre_l2@0.5"": 0.6971184840254152, ""dist_centre_l2@0.75"": 0.6791597976779096, ""dist_centre_l2@1.0"": 0.6549234777211863}"
full,104729,4,968,10552,121,7,0.5929752066115702,0.8776509226582214,0.02193170657521587,0.9456140350877192,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7248379041826902, ""dist_medoid_l1@0.25"": 0.7123555387184216, ""dist_medoid_l1@0.5"": 0.7058333046188523, ""dist_medoid_l1@0.75"": 0.6899504542952732, ""dist_medoid_l1@1.0"": 0.6732147831137413, ""dist_centre_l2@0.0"": 0.7248379041826902, ""dist_centre_l2@0.25"": 0.7177526042783678, ""dist_centre_l2@0.5"": 0.6914286147774097, ""dist_centre_l2@0.75"": 0.6776260697096241, ""dist_centre_l2@1.0"": 0.6576701998245855}"
full,130363,0,728,5552,91,7,0.6236263736263736,0.789823827524619,0.018505217021607775,0.9330033256567918,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.629606603621026, ""dist_medoid_l1@0.25"": 0.6217600491062438, ""dist_medoid_l1@0.5"": 0.6058737770138796, ""dist_medoid_l1@0.75"": 0.6132215093969375, ""dist_medoid_l1@1.0"": 0.6053504280184655, ""dist_centre_l2@0.0"": 0.629606603621026, ""dist_centre_l2@0.25"": 0.5894556510047128, ""dist_centre_l2@0.5"": 0.5917937416820669, ""dist_centre_l2@0.75"": 0.5932244530365216, ""dist_centre_l2@1.0"": 0.583857592993078}"
full,130363,1,992,10640,124,7,0.5655241935483871,0.789823827524619,0.02167336552746028,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7383682699898534, ""dist_medoid_l1@0.25"": 0.6902715141628902, ""dist_medoid_l1@0.5"": 0.6682430187540452, ""dist_medoid_l1@0.75"": 0.6673576906165485, ""dist_medoid_l1@1.0"": 0.657117638234924, ""dist_centre_l2@0.0"": 0.7383682699898534, ""dist_centre_l2@0.25"": 0.6860438610163241, ""dist_centre_l2@0.5"": 0.6600143139774959, ""dist_centre_l2@0.75"": 0.6473324427209991, ""dist_centre_l2@1.0"": 0.6361831926909562}"
full,130363,2,936,10088,117,8,0.5758547008547008,0.6636447666496708,0.02136101485452406,0.9326733179802502,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7365834213894202, ""dist_medoid_l1@0.25"": 0.7173946038873315, ""dist_medoid_l1@0.5"": 0.7089561346521671, ""dist_medoid_l1@0.75"": 0.7022830885148239, ""dist_medoid_l1@1.0"": 0.695595317576683, ""dist_centre_l2@0.0"": 0.7365834213894202, ""dist_centre_l2@0.25"": 0.7186157415137406, ""dist_centre_l2@0.5"": 0.6956925722649465, ""dist_centre_l2@0.75"": 0.694870593293298, ""dist_centre_l2@1.0"": 0.679704731825823}"
full,130363,3,952,10232,119,5,0.5882352941176471,0.789823827524619,0.02028403738590916,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7133673563764248, ""dist_medoid_l1@0.25"": 0.6839356659186231, ""dist_medoid_l1@0.5"": 0.6831909604872461, ""dist_medoid_l1@0.75"": 0.6805923673447521, ""dist_medoid_l1@1.0"": 0.6739456521721923, ""dist_centre_l2@0.0"": 0.7133673563764248, ""dist_centre_l2@0.25"": 0.6894173773035298, ""dist_centre_l2@0.5"": 0.6794170159709191, ""dist_centre_l2@0.75"": 0.6611032079050461, ""dist_centre_l2@1.0"": 0.6511831163627556}"
full,130363,4,968,10912,121,9,0.5640495867768595,0.789823827524619,0.020872680488828826,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7447260823025948, ""dist_medoid_l1@0.25"": 0.6895664406016776, ""dist_medoid_l1@0.5"": 0.6803095233453558, ""dist_medoid_l1@0.75"": 0.6835105814422913, ""dist_medoid_l1@1.0"": 0.6753320979733168, ""dist_centre_l2@0.0"": 0.7447260823025948, ""dist_centre_l2@0.25"": 0.687940746220819, ""dist_centre_l2@0.5"": 0.6803404743530655, ""dist_centre_l2@0.75"": 0.6800608969073259, ""dist_centre_l2@1.0"": 0.6711262797092673}"
full,155921,0,712,5480,89,7,0.6067415730337079,0.7847369936491801,0.022436054653689173,0.942857142857143,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6288056523464295, ""dist_medoid_l1@0.25"": 0.6043311568807352, ""dist_medoid_l1@0.5"": 0.5905515939084353, ""dist_medoid_l1@0.75"": 0.6010804613610563, ""dist_medoid_l1@1.0"": 0.604288905756475, ""dist_centre_l2@0.0"": 0.6288056523464295, ""dist_centre_l2@0.25"": 0.5854911019515835, ""dist_centre_l2@0.5"": 0.5869013060498598, ""dist_centre_l2@0.75"": 0.5796195555272654, ""dist_centre_l2@1.0"": 0.5801737741590958}"
full,155921,1,984,10192,123,7,0.6158536585365854,0.7847369936491801,0.019454613037706896,0.9549937104572924,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6454222069656723, ""dist_medoid_l1@0.25"": 0.6324065807871552, ""dist_medoid_l1@0.5"": 0.6315504450887118, ""dist_medoid_l1@0.75"": 0.6265870239200814, ""dist_medoid_l1@1.0"": 0.6212186542763936, ""dist_centre_l2@0.0"": 0.6454222069656723, ""dist_centre_l2@0.25"": 0.632051381700874, ""dist_centre_l2@0.5"": 0.623624677854917, ""dist_centre_l2@0.75"": 0.6141115511281792, ""dist_centre_l2@1.0"": 0.612677301984172}"
full,155921,2,992,10896,124,8,0.592741935483871,0.7847369936491801,0.021056791877339883,0.9520565433899697,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7249341715104858, ""dist_medoid_l1@0.25"": 0.6966359297620639, ""dist_medoid_l1@0.5"": 0.6853892598132919, ""dist_medoid_l1@0.75"": 0.6805604027297141, ""dist_medoid_l1@1.0"": 0.674021296869758, ""dist_centre_l2@0.0"": 0.7249341715104858, ""dist_centre_l2@0.25"": 0.7017418711823074, ""dist_centre_l2@0.5"": 0.6705122288466661, ""dist_centre_l2@0.75"": 0.6658443542180587, ""dist_centre_l2@1.0"": 0.6599994606209236}"
full,155921,3,1008,10496,126,7,0.5773809523809523,0.7847369936491801,0.0209115817914237,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.686486033481093, ""dist_medoid_l1@0.25"": 0.6571003330149393, ""dist_medoid_l1@0.5"": 0.6503422371965911, ""dist_medoid_l1@0.75"": 0.6395117561282225, ""dist_medoid_l1@1.0"": 0.6332628084724429, ""dist_centre_l2@0.0"": 0.686486033481093, ""dist_centre_l2@0.25"": 0.6583336681743319, ""dist_centre_l2@0.5"": 0.6412964568869417, ""dist_centre_l2@0.75"": 0.6275887730482653, ""dist_centre_l2@1.0"": 0.6182338120088265}"
full,155921,4,880,10360,110,7,0.5818181818181818,0.6910479720599525,0.01981422530342022,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6354889231726262, ""dist_medoid_l1@0.25"": 0.614522690169373, ""dist_medoid_l1@0.5"": 0.6185182113827595, ""dist_medoid_l1@0.75"": 0.6172348338916642, ""dist_medoid_l1@1.0"": 0.614543070575775, ""dist_centre_l2@0.0"": 0.6354889231726262, ""dist_centre_l2@0.25"": 0.6149233267598786, ""dist_centre_l2@0.5"": 0.6184071976068423, ""dist_centre_l2@0.75"": 0.6130101952362611, ""dist_centre_l2@1.0"": 0.6103391366401597}"
full,196613,0,664,5264,83,5,0.588855421686747,0.8037118412603295,0.022695159381292455,0.9367168130262633,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6775662741428323, ""dist_medoid_l1@0.25"": 0.6864227312809366, ""dist_medoid_l1@0.5"": 0.6909449410485808, ""dist_medoid_l1@0.75"": 0.6882034563121986, ""dist_medoid_l1@1.0"": 0.6984211158877415, ""dist_centre_l2@0.0"": 0.6775662741428323, ""dist_centre_l2@0.25"": 0.6785526131315346, ""dist_centre_l2@0.5"": 0.6765798508365446, ""dist_centre_l2@0.75"": 0.6683683547836016, ""dist_centre_l2@1.0"": 0.6675291185734608}"
full,196613,1,984,10560,123,8,0.5640243902439024,0.8037118412603295,0.021766117664307753,0.9369749612033815,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.701307463615991, ""dist_medoid_l1@0.25"": 0.6933223903784622, ""dist_medoid_l1@0.5"": 0.6821496044302388, ""dist_medoid_l1@0.75"": 0.6789744474371141, ""dist_medoid_l1@1.0"": 0.6703094468194105, ""dist_centre_l2@0.0"": 0.701307463615991, ""dist_centre_l2@0.25"": 0.6987834367624403, ""dist_centre_l2@0.5"": 0.6699647693751409, ""dist_centre_l2@0.75"": 0.6585111453147838, ""dist_centre_l2@1.0"": 0.6554522825556374}"
full,196613,2,1024,10664,128,7,0.583984375,0.7375201974975009,0.01903703457685039,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.661407396322785, ""dist_medoid_l1@0.25"": 0.6495979068735257, ""dist_medoid_l1@0.5"": 0.6371068307422427, ""dist_medoid_l1@0.75"": 0.6379056915177209, ""dist_medoid_l1@1.0"": 0.6366671672297043, ""dist_centre_l2@0.0"": 0.661407396322785, ""dist_centre_l2@0.25"": 0.650716163402383, ""dist_centre_l2@0.5"": 0.6357798421541115, ""dist_centre_l2@0.75"": 0.6281521646125475, ""dist_centre_l2@1.0"": 0.6217398341522156}"
full,196613,3,992,11216,124,8,0.5514112903225806,0.8037118412603295,0.01987825167904471,0.9410225392886683,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6525743015243384, ""dist_medoid_l1@0.25"": 0.6487227966017539, ""dist_medoid_l1@0.5"": 0.6449602198381017, ""dist_medoid_l1@0.75"": 0.6467255646901617, ""dist_medoid_l1@1.0"": 0.6395876202050016, ""dist_centre_l2@0.0"": 0.6525743015243384, ""dist_centre_l2@0.25"": 0.6501452622644127, ""dist_centre_l2@0.5"": 0.6369657483020172, ""dist_centre_l2@0.75"": 0.6263874312821069, ""dist_centre_l2@1.0"": 0.6202412001197771}"
full,196613,4,912,9720,114,8,0.5625,0.8037118412603295,0.02259447943834141,0.9285714285714288,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6316361929032197, ""dist_medoid_l1@0.25"": 0.617403453367158, ""dist_medoid_l1@0.5"": 0.6141938395709403, ""dist_medoid_l1@0.75"": 0.6164626657723558, ""dist_medoid_l1@1.0"": 0.6106795405267003, ""dist_centre_l2@0.0"": 0.6316361929032197, ""dist_centre_l2@0.25"": 0.6199494422078693, ""dist_centre_l2@0.5"": 0.6138508012126347, ""dist_centre_l2@0.75"": 0.6152199171233571, ""dist_centre_l2@1.0"": 0.6105227337033174}"
full,262147,0,992,10560,124,9,0.592741935483871,0.8552051164644332,0.02065120404874549,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7411883225652296, ""dist_medoid_l1@0.25"": 0.7229006056253716, ""dist_medoid_l1@0.5"": 0.7052852449490109, ""dist_medoid_l1@0.75"": 0.6907885477641474, ""dist_medoid_l1@1.0"": 0.6765728640170663, ""dist_centre_l2@0.0"": 0.7411883225652296, ""dist_centre_l2@0.25"": 0.7229004943209627, ""dist_centre_l2@0.5"": 0.6987817458018213, ""dist_centre_l2@0.75"": 0.6793995311655955, ""dist_centre_l2@1.0"": 0.6623364238044626}"
full,262147,1,648,4792,81,7,0.6095679012345679,0.8552051164644332,0.016960685316587204,0.942857142857143,0.25,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.4553859606360012, ""dist_medoid_l1@0.25"": 0.4460962998052448, ""dist_medoid_l1@0.5"": 0.43780849010649703, ""dist_medoid_l1@0.75"": 0.4419872840606732, ""dist_medoid_l1@1.0"": 0.4379343473954465, ""dist_centre_l2@0.0"": 0.4553859606360012, ""dist_centre_l2@0.25"": 0.42806578702115744, ""dist_centre_l2@0.5"": 0.43436938977066386, ""dist_centre_l2@0.75"": 0.4348980805080172, ""dist_centre_l2@1.0"": 0.43066598084560426}"
full,262147,2,968,10792,121,7,0.5909090909090909,0.6874078351143574,0.020389617567089686,0.9503105590062113,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7774025147667882, ""dist_medoid_l1@0.25"": 0.734908718815121, ""dist_medoid_l1@0.5"": 0.7088235123970574, ""dist_medoid_l1@0.75"": 0.7082600591633075, ""dist_medoid_l1@1.0"": 0.6953620327931013, ""dist_centre_l2@0.0"": 0.7774025147667882, ""dist_centre_l2@0.25"": 0.739440487450701, ""dist_centre_l2@0.5"": 0.709905540607073, ""dist_centre_l2@0.75"": 0.705124494249282, ""dist_centre_l2@1.0"": 0.6823191380374132}"
full,262147,3,1024,11096,128,5,0.5888671875,0.8552051164644332,0.019917086836194323,0.9486832980505139,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7077650206040051, ""dist_medoid_l1@0.25"": 0.6743503730913089, ""dist_medoid_l1@0.5"": 0.6715881027930055, ""dist_medoid_l1@0.75"": 0.6552226810733732, ""dist_medoid_l1@1.0"": 0.6438979272942096, ""dist_centre_l2@0.0"": 0.7077650206040051, ""dist_centre_l2@0.25"": 0.6829234339305096, ""dist_centre_l2@0.5"": 0.6718456680895329, ""dist_centre_l2@0.75"": 0.6513995775092674, ""dist_centre_l2@1.0"": 0.6330149388953812}"
full,262147,4,944,10184,118,8,0.586864406779661,0.8552051164644332,0.021985728363601947,0.9455342902711323,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6906167320777568, ""dist_medoid_l1@0.25"": 0.692394202214587, ""dist_medoid_l1@0.5"": 0.6827671108985863, ""dist_medoid_l1@0.75"": 0.6786537922550058, ""dist_medoid_l1@1.0"": 0.6716141865758894, ""dist_centre_l2@0.0"": 0.6906167320777568, ""dist_centre_l2@0.25"": 0.6947285452773723, ""dist_centre_l2@0.5"": 0.6808810129537931, ""dist_centre_l2@0.75"": 0.6688579024284552, ""dist_centre_l2@1.0"": 0.6562657671904929}"
full_shuffled,104729,0,992,10368,124,6,0.5715725806451613,0.8776509226582214,0.021905291741791507,0.9369085332332696,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6744712694161544, ""dist_medoid_l1@0.25"": 0.672799586055818, ""dist_medoid_l1@0.5"": 0.655478176492719, ""dist_medoid_l1@0.75"": 0.662725699708168, ""dist_medoid_l1@1.0"": 0.6603803606032117, ""dist_centre_l2@0.0"": 0.6744712694161544, ""dist_centre_l2@0.25"": 0.6668304200477295, ""dist_centre_l2@0.5"": 0.6499882182150155, ""dist_centre_l2@0.75"": 0.6437392926356053, ""dist_centre_l2@1.0"": 0.6446604644539575}"
full_shuffled,104729,1,600,5232,75,7,0.61,0.8776509226582214,0.020699055719659156,0.9285714285714288,0.25,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.5521020777534591, ""dist_medoid_l1@0.25"": 0.5389826537807175, ""dist_medoid_l1@0.5"": 0.5329295526914348, ""dist_medoid_l1@0.75"": 0.5403995451779063, ""dist_medoid_l1@1.0"": 0.5447911601086958, ""dist_centre_l2@0.0"": 0.5521020777534591, ""dist_centre_l2@0.25"": 0.5240484928733472, ""dist_centre_l2@0.5"": 0.5290526679029777, ""dist_centre_l2@0.75"": 0.5334797361707485, ""dist_centre_l2@1.0"": 0.5373395935290247}"
full_shuffled,104729,2,1000,10704,125,9,0.586,0.6503816123103956,0.0205228936249421,0.9419540335376921,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7110180114112395, ""dist_medoid_l1@0.25"": 0.6832918845156262, ""dist_medoid_l1@0.5"": 0.6561384339798839, ""dist_medoid_l1@0.75"": 0.6469427876147339, ""dist_medoid_l1@1.0"": 0.6377051170450229, ""dist_centre_l2@0.0"": 0.7110180114112395, ""dist_centre_l2@0.25"": 0.6674188963768327, ""dist_centre_l2@0.5"": 0.6484141747059617, ""dist_centre_l2@0.75"": 0.6382191813500232, ""dist_centre_l2@1.0"": 0.6279633985702714}"
full_shuffled,104729,3,1016,10568,127,7,0.577755905511811,0.8776509226582214,0.02125956825850542,0.9414380376656593,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7282480877873531, ""dist_medoid_l1@0.25"": 0.7126150870661178, ""dist_medoid_l1@0.5"": 0.6750616809134087, ""dist_medoid_l1@0.75"": 0.677150670154771, ""dist_medoid_l1@1.0"": 0.671321819006109, ""dist_centre_l2@0.0"": 0.7282480877873531, ""dist_centre_l2@0.25"": 0.6929520699544855, ""dist_centre_l2@0.5"": 0.671850384000237, ""dist_centre_l2@0.75"": 0.6663482609869459, ""dist_centre_l2@1.0"": 0.6549234777211863}"
full_shuffled,104729,4,968,10552,121,7,0.5929752066115702,0.8776509226582214,0.02193170657521587,0.9456140350877192,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7037832889557607, ""dist_medoid_l1@0.25"": 0.6962394265090813, ""dist_medoid_l1@0.5"": 0.6768611251382732, ""dist_medoid_l1@0.75"": 0.6728776646963136, ""dist_medoid_l1@1.0"": 0.6732147831137413, ""dist_centre_l2@0.0"": 0.7037832889557607, ""dist_centre_l2@0.25"": 0.6962680278045561, ""dist_centre_l2@0.5"": 0.678200197719541, ""dist_centre_l2@0.75"": 0.663137386799341, ""dist_centre_l2@1.0"": 0.6576701998245855}"
full_shuffled,130363,0,728,5552,91,7,0.6236263736263736,0.789823827524619,0.018505217021607775,0.9330033256567918,0.75,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.6158952597033488, ""dist_medoid_l1@0.25"": 0.6063644806867483, ""dist_medoid_l1@0.5"": 0.6068328483023702, ""dist_medoid_l1@0.75"": 0.6072764934980176, ""dist_medoid_l1@1.0"": 0.6053504280184655, ""dist_centre_l2@0.0"": 0.6158952597033488, ""dist_centre_l2@0.25"": 0.5863190377667502, ""dist_centre_l2@0.5"": 0.592158883501139, ""dist_centre_l2@0.75"": 0.5830296557494539, ""dist_centre_l2@1.0"": 0.583857592993078}"
full_shuffled,130363,1,992,10640,124,7,0.5655241935483871,0.789823827524619,0.02167336552746028,0.942857142857143,1.0,dist_centre_l2,"{""dist_medoid_l1@0.0"": 0.7040196366802984, ""dist_medoid_l1@0.25"": 0.67675367452807, ""dist_medoid_l1@0.5"": 0.6693954932430728, ""dist_medoid_l1@0.75"": 0.6675686908586669, ""dist_medoid_l1@1.0"": 0.657117638234924, ""dist_centre_l2@0.0"": 0.7040196366802984, ""dist_centre_l2@0.25"": 0.6689490128659593, ""dist_centre_l2@0.5"": 0.6672113815401981, ""dist_centre_l2@0.75"": 0.6572055781933369, ""dist_centre_l2@1.0"": 0.6361831926909562}"
