ablation,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A0,0,0,3,104729,0.35,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,0.06742823014823347,0.041929350136173556,True
A0,0,1,3,104729,0.7,2,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.0358118800882988,-0.041450552452150395,False
A0,0,2,3,104729,1.0,4,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,-0.1259565248132044,-0.09111853384866474,False
A1,0,0,3,104729,0.35,2,0.3789762348583377,5743,0.4924789180570559,0.7350882078232748,0.04752812089711189,0.47585381720124204,0.45971659590864006,True
A1,0,1,3,104729,0.7,2,0.3984780975475784,5743,0.5285942021980587,0.8027675799183333,-0.1359334816680302,0.39636292169788306,0.34093229777286693,False
A1,0,2,3,104729,1.0,4,0.40881400254685923,5743,0.567751336226477,0.8845398982493238,-0.37913920587554806,0.30197931363264785,0.27223374687993557,False
A2,0,0,3,104729,0.35,2,0.3396239034867877,5743,0.3654244665353483,0.536414893712702,0.4928050673919028,0.7058488643070235,0.721217628630539,True
A2,0,1,3,104729,0.7,2,0.3507475646207711,5743,0.38587489574265477,0.5633032446220926,0.4406833393279126,0.6727135488710602,0.7043970205152568,False
A2,0,2,3,104729,1.0,4,0.3666459358593084,5743,0.40534111811320916,0.5888909590295891,0.3887160060520052,0.6401125478889897,0.6870025763345623,False
A3,0,0,3,104729,0.35,2,0.3594601503890671,5743,0.49326205002141343,0.7512139074600718,0.005280825376341891,0.4472669955078148,0.3995085440993671,True
A3,0,1,3,104729,0.7,2,0.365576628036868,5743,0.511877387745577,0.7920560001670423,-0.10582149396456608,0.3949618688757996,0.34046192262369784,False
A3,0,2,3,104729,1.0,4,0.3704378793452933,5743,0.514515392891582,0.7922874439216683,-0.1064678444030076,0.3960281609943673,0.3531497663180473,False
A4,0,0,3,104729,0.35,2,0.3447214911492395,5743,0.35791000250871297,0.5247922928678901,0.5145459292240838,0.7199680471890048,0.7311202125304253,True
A4,0,1,3,104729,0.7,2,0.35046359218897494,5743,0.3829712810633092,0.5616492363205187,0.4439631223495366,0.6739068610107499,0.715562664534547,False
A4,0,2,3,104729,1.0,4,0.36523850001427477,5743,0.40552511882925146,0.5933204022039433,0.37948566998197975,0.6327844677142629,0.701333943817585,False
A5,0,0,3,104729,0.35,2,0.34725527615627044,5743,0.3638382850928222,0.5318716441744601,0.501360216775809,0.711236036389193,0.727494478238761,True
A5,0,1,3,104729,0.7,2,0.35039521705643056,5743,0.3720877287961964,0.547339765275062,0.4719351577889588,0.6918456852036178,0.7184459987246504,False
