model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds
REP_ecfp,0.9976344167521161,0.8468032098238433,0.5045321621344738,0.1703381339989887,1.0139824355158615,1.1431440280645824,0.2582134078224601,0.44650681336093695,0.9091832519090195,1.979912479809357,0.4324772268376795,0.6266122281782854,0.2853150406504065,0.5010797764227642,0.4991264182362649,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8408677410292845,0.7260329994352738,0.39061745173551327,408.6666666666667,1.100729690531325,0.959231448706269,0.5263289042263802,1494.3333333333333,0.029518662279754096,0.964179554498216,1.0200125616804903,0.03887005355181143,0.8070301575046951,0.8847024896605877,0.008735926968830778,0.49702279823871065,0.5141198116303108,3
REP_donors,1.0069295221314452,0.8552599904480823,0.49982241268491584,0.05778829203269331,1.009313601978585,1.1550510265471514,0.2150179105121259,0.40595042412935906,0.9125258179414818,1.9705390030196537,0.43811413864043586,0.5751676473061461,0.29751016260162605,0.5070503048780487,0.5721918764544814,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8514734775023461,0.8077449011846669,0.3579156108283721,408.6666666666667,1.078707072303119,0.9555815257455419,0.5072255195197136,1494.3333333333333,0.03902831710711558,0.9628479553725371,1.0370833283922616,0.03279134777408958,0.8180901719414424,0.8800959742473404,0.01288502959815669,0.48566664129400866,0.5108669833932806,3
REP_rich,1.0073686915042976,0.8569836415417381,0.5065270187288635,0.17689152939267205,1.0276111761039879,1.135826222848149,0.2643333082201461,0.444812332267227,0.9269753934350771,2.0114688706094057,0.46121960379748406,0.6345794659919951,0.2891895325203252,0.5057164634146342,0.503587344034825,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8747683108663855,0.7541000864169384,0.38103178094010204,408.6666666666667,1.1108102396375157,0.9643287678325563,0.5196994435262888,1494.3333333333333,0.03557368698542945,0.9761500536338942,1.0460980167732956,0.05318687080062258,0.8171272525535527,0.9173771843993253,0.01001321994393415,0.4974672149540675,0.5172782179341241,3
REP_donors_massaction,1.0117721963128374,0.8736792498095647,0.4984046715686466,0.0884288992180318,1.0153184859862676,1.1568782337599097,0.20440198770656917,0.433306441170407,0.8979232876703644,2.0168098735245095,0.4532477425306234,0.5933205558852849,0.30348069105691056,0.5130843495934959,0.5766789397470121,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8594054473760336,0.8123714639025043,0.3647460187899659,408.6666666666667,1.1101485332422631,1.0010821434485584,0.5107617645016104,1494.3333333333333,0.05174329223017463,0.9533564294431681,1.0518459403481306,0.04410129530456254,0.8239727067799268,0.9081173495738778,0.010275733834093486,0.4871256456963221,0.5072345430046814,3
REP_lig2d,1.0475365914602641,0.8704389056475689,0.5095155308678885,0.1548200141223989,1.04759329476415,1.1320357892090607,0.24883256316267502,0.44139157783204097,0.8931946368820097,2.103227683081562,0.45698772908772195,0.6225031725545161,0.2919207317073171,0.5222306910569107,0.5119884488180761,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.982456367218535,0.897969747834444,0.38922818079213134,408.6666666666667,1.2004919568896515,1.0523077032045056,0.5228432983489963,1494.3333333333333,0.020580651363754098,1.0268334488527662,1.0679925244552133,0.058185230633855424,0.8292172449069694,0.9369964668945603,0.007380916944126395,0.5020443051476923,0.5168026961511533,3
REP_compact,1.049003678984831,0.8815688747317028,0.5083923190832568,0.12411836049112283,1.0477099558742113,1.1400920273134838,0.22861769159490453,0.4388035665329422,0.9100079416657035,2.135944871148086,0.4576929458412819,0.607353417862677,0.29808180894308944,0.5187372967479674,0.5423267605875295,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8446743215550345,0.7718699228878041,0.3714085607557125,408.6666666666667,1.2134890310018769,1.0699481511564077,0.520611918849264,1494.3333333333333,0.03857152296176189,1.005939794321732,1.0803788302383845,0.037026777607156405,0.8391968600515283,0.9076987205528816,0.009638523712014074,0.5011376885769332,0.51932914126299,3
REP_none,1.085195674278676,0.9107228658103715,0.5499013488259125,0.026197107199236735,1.0823325500408512,1.2793961616057408,0.03808316063161573,0.49898148818099114,0.9503780161926473,2.169713775473524,0.37988489396725544,0.5599165313729616,0.2893165650406504,0.4731961382113821,0.5347377177954334,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8676222233926518,0.7741483131865369,0.4230937700905888,408.6666666666667,1.1999483268735196,1.0777222835865103,0.5468910706923826,1494.3333333333333,0.009099657520272612,1.0757908162492884,1.0939558429439082,0.010399478851379375,0.8991982035909419,0.9194068028015026,0.010311684032746252,0.538141089273526,0.5573948753408435,3
REP_massaction,1.0903154598174283,0.9396242102048049,0.5322003002483715,0.05760957694132488,1.0859972275304177,1.268729140449832,0.05245496344345787,0.5080768499579157,0.9319755426516275,2.157790745801007,0.39092542934785285,0.5837931225787137,0.28804623983739835,0.47903963414634143,0.5506657491317942,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.883434771481295,0.8192843670875855,0.3956577287653349,408.6666666666667,1.2417721416666365,1.1352077101705376,0.5499826958557265,1494.3333333333333,0.006172347354226612,1.0852611213250098,1.0971944239421068,0.007750607152366005,0.9331273541477977,0.9482032158062553,0.014707220960645207,0.5152212708417896,0.5409843802127876,3
REP_physchem,1.1010575683115598,0.9294117985996562,0.5263038407536362,0.11492282496392248,1.0947916332494438,1.204578268492893,0.13000825748763178,0.4958295324368791,0.9129519490895893,2.2707892625768227,0.4056260267810667,0.5995625590765066,0.2849339430894309,0.500317581300813,0.5267715439512075,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.8682108344742495,0.7734051666445622,0.37554439430008846,408.6666666666667,1.3128184091333477,1.1735540860570932,0.5392226617094428,1494.3333333333333,0.03620619277656707,1.0637193279704815,1.136014114661451,0.03184290753936717,0.8926538860024053,0.9485734787833997,0.013245654118465943,0.513548163384957,0.5399903642838053,3
REP_3d_complexphys,1.157165016665643,0.9905987441674933,0.5498703708240974,0.06274746911095652,1.1499583453541289,1.2504061383865963,0.07798574696740079,0.4977688192631706,0.9949913226281559,2.2475865090627507,0.3281225197551383,0.5829585060923165,0.27464430894308944,0.4885670731707317,0.49645320437675783,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,0.9216064088675524,0.8592365711915787,0.4149593228796764,408.6666666666667,1.3165136897399685,1.207096901699086,0.5480485944201344,1494.3333333333333,0.026514985622120717,1.1331674909629519,1.1856299124161478,0.028643520551280575,0.959578420706273,1.0160465071601072,0.003166010940027576,0.5469647206269855,0.5532445295666081,3
