file,mtime_utc,bytes,rows,sha256
runs/gen8_architecture/active_acquisition/primary_detail.parquet,2026-08-20T00:34:15.556065+00:00,33349821,2843580,59fb1f353361c74240f9d9a0180a00d5851d69018d31042d9725718e9d256bb5
