n_arms,spearman_centrality_vs_macro_mae,n_arms_deployable,spearman_deployable_only,n_arms_deployable_row_level,spearman_deployable_row_level,random_pick_expected_centrality
23,0.9649036085022243,18,0.9587203302373581,14,0.9824175824175824,0.25
