source,description,within_ligand_rho,ci_low,ci_high,bca_low,bca_high,n_ligand_seed_cells,frac_cells_positive
u_tree_sd,tree-ensemble sd (sibling TREE_MC_ecfp_massaction),0.13860492834447438,0.0643598178588955,0.24989123549683875,0.0627371193484211,0.24783464958772444,696,0.6135057471264368
u_tree_sd_mean,"tree-ensemble sd, mean of the 3 TREE_MC arms",0.11611989428130115,0.03020166430547471,0.21500803075283428,0.03185510941758212,0.21762378622562778,696,0.5991379310344828
u_model_spread,"deep-ensemble spread, sd over 5 finalists",0.040060286745425375,-0.04030426614757798,0.12478320061715148,-0.02813612859761318,0.14193735936216248,700,0.5114285714285715
u_cond_nn1,"condition space, 1-NN distance to fold train",0.012400959412013645,-0.05626944408597077,0.06058900593586857,-0.05203205761244675,0.06316056680510473,598,0.5016722408026756
u_cond_nn5,"condition space, 5-NN distance to fold train",0.019412931265599592,-0.037886641398423244,0.08461353160737675,-0.03613215661708856,0.08601262869451286,685,0.5138686131386861
u_gp_var_design,RBF-GP LOO variance over the ligand condition axes,0.009560279437105634,-0.08811767717121873,0.0768359037831495,-0.08793948822203149,0.07754143227474097,700,0.48142857142857143
u_gp_var_train,RBF-GP variance vs the fold training design,0.030393606817480257,-0.03941027069576609,0.10087906814142929,-0.040425155298685705,0.09947353876060322,700,0.5371428571428571
u_lig_tanimoto,1 - nn_train_tanimoto (ligand-level),,,,,,0,
u_lig_mech,mechanistic distance to nearest train ligand (ligand-level),,,,,,0,
