source,description,rho_vs_one_shot_mae,rho_vs_one_shot_mae_lo,rho_vs_one_shot_mae_hi,rho_vs_median_dev,rho_vs_median_dev_lo,rho_vs_median_dev_hi,rho_vs_abs_resid,rho_vs_abs_resid_lo,rho_vs_abs_resid_hi,n_cells
u_tree_sd,tree-ensemble sd (sibling TREE_MC_ecfp_massaction),0.024883013382674124,-0.03505727242441606,0.10474472017447863,0.016118934903520052,-0.04288388845583971,0.09499867829104845,0.13860492834447438,0.0643598178588955,0.24989123549683875,696
u_tree_sd_mean,"tree-ensemble sd, mean of the 3 TREE_MC arms",0.013506799074435872,-0.03845010466440584,0.09288851889012664,0.00713760977402295,-0.043527415385196055,0.08548893134860594,0.11611989428130115,0.03020166430547471,0.21500803075283428,696
u_model_spread,"deep-ensemble spread, sd over 5 finalists",-0.012436821413602923,-0.07332350608458121,0.036677693800390085,-0.010923328066897005,-0.07226144143975957,0.04078107802639523,0.040060286745425375,-0.04030426614757798,0.12478320061715148,700
u_cond_nn1,"condition space, 1-NN distance to fold train",0.000569473885103495,-0.049259498439303044,0.04913265647292654,0.002079791572328217,-0.05152711409881886,0.05071555856542693,0.012400959412013645,-0.05626944408597077,0.06058900593586857,598
u_cond_nn5,"condition space, 5-NN distance to fold train",0.0911895264933359,0.03330136158076496,0.16645378303442024,0.09397660040110623,0.033089262683988555,0.16821321558304608,0.019412931265599592,-0.037886641398423244,0.08461353160737675,685
u_gp_var_design,RBF-GP LOO variance over the ligand condition axes,0.2960638108485195,0.24693140699595953,0.3421687899673356,0.30281983451699424,0.25045109220061335,0.3489536034154951,0.009560279437105634,-0.08811767717121873,0.0768359037831495,700
u_gp_var_train,RBF-GP variance vs the fold training design,0.17920367014363334,0.11704976872974174,0.24831531143442026,0.1718643623814457,0.10630144310542372,0.2413566148720377,0.030393606817480257,-0.03941027069576609,0.10087906814142929,700
u_lig_tanimoto,1 - nn_train_tanimoto (ligand-level),,,,,,,,,,0
u_lig_mech,mechanistic distance to nearest train ligand (ligand-level),,,,,,,,,,0
