target,within_ligand_rho,ci_low,ci_high,across_ligand_rho
frozen model residual,0.13860492834447438,0.0643598178588955,0.24989123549683875,0.47527058272785505
sibling's own residual,0.160792888935508,0.08484018213192654,0.27221889729584725,0.4531199534421108
