comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
RANDOM - MAX_ENSEMBLE_SD,0.01590968763266829,-0.017989984061073695,0.041060463472706386,-0.010860530292808115,0.049362393832157965,0.004181411546493471,143,68,5,5
RANDOM - MIN_ENSEMBLE_SD,0.008196521226469715,-0.02412230036142541,0.029969427679833557,-0.017908081757714772,0.03521229916456183,-0.0011797568303058906,143,77,5,5
MAX_ENSEMBLE_SD - MIN_ENSEMBLE_SD,-0.007713166406198575,-0.025703570137438084,0.012556183154914021,-0.025159888076412996,0.013639799283092339,-0.0053611683767993586,143,73,0,5
RANDOM - MAX_MODEL_DISAGREEMENT,-0.01634408846062499,-0.05068545266090792,0.009747456043531265,-0.05243812419744762,0.008499803637673116,-0.01705549764309395,143,75,1,5
RANDOM - MAX_PREDICTIVE_VARIANCE,-0.02125303225847271,-0.07600757318471217,0.01326109255073243,-0.0638245979975421,0.020107292354250288,-0.056388394270361575,143,65,0,5
RANDOM - CENTRAL,0.07249235576871944,0.026383522297872667,0.10775339926488109,0.03514282493146744,0.11999437747819873,0.04087253794863124,143,99,5,5
