arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted,split_seed,within_pair_r2,median_pair_level_r2
A2_lig2d_TP,6699,34,0.3210288843551375,0.40663917870427274,0.25251284131069107,0.5690316850029171,0.3235294117647059,11,0.3758385658538401,-0.9575554527501585,0.4269544206667665,31,0.4140095174754464,0.6842629566146526,0.11711658054128012,0.46234831516105357,0.8540080609046127,True,155921,0.09931796531000603,-0.14102931848214983
PRIOR_TP,6699,34,0.3152933370768797,0.4054898004233037,0.3042004187086691,0.5486445624204717,0.5294117647058824,18,0.3726027006174536,-0.619803123765076,0.534230704619219,31,0.40977157826317956,0.7318040302861292,0.11889990554845653,0.46063463423599676,0.8501268846096433,True,155921,-0.030440479060144465,-0.11967240433054394
PRIOR_lig2d_TP,6699,34,0.3260983500709364,0.4130558430283153,0.24928880404792927,0.5849465487232047,0.4117647058823529,14,0.3521850149835214,-1.1060186336618676,0.46127173307649827,31,0.39261187421095073,0.692665915358438,0.11743550663305204,0.46993828938703364,0.8544558889386475,True,155921,0.07032411901186086,-0.18607524036092649
SCALE_s50_TP,6699,34,0.34994297659764123,0.4861771375137241,0.29734664366111996,0.6454867830322812,0.29411764705882354,10,0.056303156881070016,-1.6752542835314406,0.47012398744918316,31,0.22589605220498066,0.8055286524740978,0.12817105642414978,0.5550636760786636,0.7777280191073295,True,155921,-0.28396411837299484,-0.5642635468270003
A2_run,6699,34,0.3156683646262463,0.41750937549837064,0.276168306753027,0.562324229607458,0.35294117647058826,12,0.3280161803287064,-0.8127258516405144,0.5382644687345801,31,0.3740434340467791,0.7327823822554468,0.11714194170799275,0.47530524518996875,0.8469920883713987,True,155921,-0.053853317360125885,-0.16470304432401384
A2_run_TP,6699,34,0.31321187004224255,0.4169294808001059,0.2765746707560901,0.5621891376046253,0.5882352941176471,20,0.331797445906829,-0.8013778784019904,0.5516225243942423,31,0.37796776518213293,0.7325725503817994,0.1210166458282831,0.47386820892480164,0.845350052246604,True,155921,-0.050565325910555625,-0.211446470833476
PAIRMEAN_baseline,6699,34,0.4438067778710484,0.37993058497086607,0.3842840090168575,0.7796903328140056,0.2647058823529412,9,0.4522910534505761,-1.455093744290145,0.21560628838518525,31,0.45291274550800814,0.6941599279791666,0.12126201329508969,0.429702875106415,0.8504254366323332,True,155921,0.0,-0.08247792142292654
A2_refit,6699,34,0.3220273607670315,0.4215562287580516,0.28904797336613774,0.5785586961696609,0.0,0,0.3146884490096006,-0.8192782638401485,0.4984868705533885,31,0.3626910444739271,0.7488661933320693,0.11748924752276564,0.4800639551224774,0.845350052246604,True,196613,-0.06795580072798568,-0.17491241004072222
A2_lig2d,6699,34,0.3178549968552183,0.40782067833834784,0.24592099051001687,0.5897123868226553,0.5,17,0.356694043688932,-0.9033406510257659,0.4252495149686485,31,0.392889602094199,0.6784002221730249,0.11323507899489302,0.4645040234594363,0.8566950291088222,True,196613,0.06051288091933782,-0.13544326776636662
PRIOR,6699,34,0.3185337112483638,0.4065743990958874,0.276091074074708,0.5675315607906928,0.6176470588235294,21,0.3621912475545672,-0.7075626281820832,0.5402380613981917,31,0.39612871235701214,0.7290444006905159,0.11461825585015178,0.4627517915573756,0.8537095088819227,True,196613,-0.03235691338179336,-0.14352731617041714
PRIOR_lig2d,6699,34,0.3215887499892416,0.4094135079041667,0.24493145535425537,0.5911263513393876,0.4411764705882353,15,0.3536624517754591,-0.874239812834159,0.5016176429348328,31,0.3936246733928051,0.6715369943695548,0.11418599797173065,0.46622036768290703,0.8592327213016868,True,196613,0.06363034076035667,-0.10904661482605493
SCALE_s50,6699,34,0.33706240810122634,0.4797974445423016,0.27866832709272393,0.6280602363640313,0.4117647058823529,14,0.07242956654154165,-1.3770296054726123,0.48060598994835735,31,0.23852921067783972,0.7952904101929635,0.12596997642182442,0.5478799459731017,0.7656366621883863,True,196613,-0.27612564698875763,-0.4952147029169085
A2_refit_TP,6699,34,0.32093735896388687,0.4210703107811286,0.28995731211291026,0.5754155467476083,0.5294117647058824,18,0.3179893235781044,-0.8114630940867527,0.4990681582898304,31,0.36494775146791575,0.7468659577245562,0.12089582910163763,0.47882905316196345,0.8466935363487088,True,196613,-0.06433914002505903,-0.21765346722959067
A2_lig2d_TP,6699,34,0.31616658061725483,0.40802433573254787,0.2456590670326591,0.5881177920453793,0.5882352941176471,20,0.3589034229454421,-0.8934321525345943,0.43782033627689587,31,0.39738637713670427,0.6824297573179645,0.11522821834507492,0.46436335369193893,0.8602776533811016,True,196613,0.06430197608267507,-0.16669607440529433
PRIOR_TP,6699,34,0.31648268862798185,0.4065483525360684,0.27530057356887194,0.5634417425543187,0.6176470588235294,21,0.36476465796954416,-0.6977328462032117,0.5426248050914168,31,0.4001539374305092,0.7317686331253814,0.1179035361522488,0.4620885886540656,0.8501268846096433,True,196613,-0.028293074986426747,-0.14396091776016195
PRIOR_lig2d_TP,6699,34,0.3196951354776894,0.40938830826609196,0.2432798548969598,0.5896567058389226,0.4117647058823529,14,0.3560755169416412,-0.8604284381060163,0.5425104899377158,31,0.39936475339323546,0.6772650832555699,0.11523826679556284,0.46598784454762315,0.8568443051201672,True,196613,0.06916317165620389,-0.175239505455546
SCALE_s50_TP,6699,34,0.3363051972416833,0.47687800708677175,0.27874114846695,0.6282271567991452,0.4117647058823529,14,0.07580038262906874,-1.3694780196753213,0.4832284267461887,31,0.2363515949082416,0.7890358514619378,0.12563422998345117,0.5444633618480195,0.7753396029258098,True,196613,-0.2732788747980248,-0.5040652996594597
A2_run,6699,34,0.3230654015802852,0.42052920066916644,0.2797408850048996,0.5783324533164736,0.35294117647058826,12,0.318234067818556,-0.8345748259884465,0.49517913968003513,31,0.3648778714968177,0.7492547868690927,0.11589487417296541,0.479146094037339,0.8474399164054337,True,196613,-0.06060239095220177,-0.17089304876104983
A2_run_TP,6699,34,0.32178751796279714,0.4204038461382743,0.2814109095217753,0.5754646445848626,0.5588235294117647,19,0.3214419027937354,-0.826733873824839,0.4957189364298551,31,0.3675341455853589,0.7481821288925815,0.12026742009389996,0.47815526595920144,0.8471413643827437,True,196613,-0.056406323625650456,-0.2261744728412436
PAIRMEAN_baseline,6699,34,0.44861553587482295,0.3853717875788185,0.3356823229674911,0.8068441557063759,0.3235294117647059,11,0.433235547927474,-1.6087128959788815,0.298715666583277,31,0.434447347338169,0.6897688069264482,0.12140049110365018,0.4361644133334744,0.8499776085982983,True,196613,0.0,-0.11972920292507516
A2_refit,6699,34,0.33132114247064837,0.42688932855358264,0.3002956349312096,0.5666490129600636,0.0,0,0.31286182301515886,-0.8967952216241915,0.5145607725504693,31,0.3640855715779333,0.7326283656633131,0.12069339867189986,0.48580670132006526,0.8471413643827437,True,262147,-0.053355723574910474,-0.1855771598371505
A2_lig2d,6699,34,0.34966841677408145,0.4255657981272117,0.3016785884899512,0.5777106125709368,0.29411764705882354,10,0.33360446753857165,-1.0542628441481317,0.3552481475499588,31,0.3764345181817661,0.6685095954140551,0.11768376406691763,0.48480760638979226,0.8565457530974773,True,262147,0.04792891423519274,-0.2179208603382854
PRIOR,6699,34,0.3298635126490579,0.412789964906904,0.3316394128046763,0.5482693326223584,0.4411764705882353,15,0.35680660689589905,-0.69218346154258,0.4798216350901777,31,0.3931768462313808,0.7187226903778885,0.11798495197160863,0.4695155289836314,0.8538587848932676,True,262147,-0.018825773910881916,-0.13500565070992931
PRIOR_lig2d,6699,34,0.34688542873397166,0.4266266839726404,0.29943072574934504,0.588037430190859,0.4411764705882353,15,0.32288444085015,-1.1599383290007979,0.31492153954471747,31,0.36534385080032644,0.6684686977712601,0.11851790333196045,0.485912122184206,0.8587848932676518,True,262147,0.04590638821676585,-0.1997019166345515
SCALE_s50,6699,34,0.37392456923884504,0.4970538076981109,0.3589420736641442,0.6548046664560021,0.4117647058823529,14,0.03766522368973768,-1.6327746514491555,0.2770202197623647,31,0.2196776245503771,0.8024053755240748,0.13024453224060933,0.5676342325413931,0.7642931780862815,True,262147,-0.28837292221590016,-0.5738708131088526
A2_refit_TP,6699,34,0.32937102472238444,0.4258490286968953,0.29785387671213376,0.5651606851809952,0.6176470588235294,21,0.31671914512447963,-0.8849138587134533,0.5156558117238259,31,0.3660257383383205,0.7287405114670289,0.12355468768447232,0.4840156685392642,0.8484848484848485,True,262147,-0.0481672334895753,-0.23274132079675391
A2_lig2d_TP,6699,34,0.34839789279615335,0.4262277394709204,0.3044079788073012,0.5790876292621014,0.29411764705882354,10,0.3365070960495964,-1.0401346812344174,0.3580408539469013,31,0.3812907578304707,0.6711620170687619,0.12101688739899555,0.48495556629358877,0.8559486490520973,True,262147,0.05154473628949985,-0.23008654360821001
PRIOR_TP,6699,34,0.3268504591962116,0.41232337242191175,0.3261540551538364,0.5448853357103476,0.4411764705882353,15,0.359831162696984,-0.6789364011488628,0.48165628875118116,31,0.3972481755409258,0.7202688430777474,0.12058827632481445,0.4684582316032863,0.8507239886550232,True,262147,-0.014436495706144026,-0.13621198671686696
PRIOR_lig2d_TP,6699,34,0.3452299517886369,0.42693721115223543,0.29007547549931434,0.5873020003632381,0.38235294117647056,13,0.3256546874512126,-1.1454055275948865,0.3172831275228024,31,0.37111677543020366,0.6733740355529706,0.12051740798027767,0.48589766099717785,0.8541573369159576,True,262147,0.04961512326320183,-0.22897347725716943
SCALE_s50_TP,6699,34,0.37300016383044704,0.49390230333864626,0.35773197458610495,0.6542420160383502,0.4411764705882353,15,0.04078752683649056,-1.62486537074235,0.2807691928913487,31,0.2178059028834403,0.7968962752144545,0.12985394010427406,0.5639514810987667,0.7672786983131811,True,262147,-0.28525696765510267,-0.564389613416765
A2_run,6699,34,0.330582056998995,0.42510201722194346,0.29180069675728526,0.5673955221675961,0.47058823529411764,16,0.3156842389672063,-0.8918206925995193,0.5101124279706201,31,0.36568026579934804,0.7313008971723349,0.11964143308351237,0.48387789679717375,0.8481862964621585,True,262147,-0.047847298735882005,-0.19955328275751483
A2_run_TP,6699,34,0.32834884893200855,0.4245258421123958,0.29176168487676524,0.565137932609168,0.5294117647058824,18,0.31941823399679337,-0.8801019429611393,0.5125044974386906,31,0.368269607563766,0.7287764088743207,0.1229185031211284,0.4825602909286222,0.8493805045529184,True,262147,-0.04213390552415719,-0.22586332776598805
PAIRMEAN_baseline,6699,34,0.4447296841557379,0.37550930969131074,0.38536865221388805,0.7749538295287411,0.3235294117647059,11,0.4607262681421982,-1.3937102307787617,0.1379272946729445,31,0.4612023699202514,0.6949273172505666,0.12120871838484762,0.42444112514205595,0.8499776085982983,True,262147,-2.220446049250313e-16,-0.08176325527048167
