cell_id,pred_amp,pred_amp_oracle_dir,p_heavy,mag,amp,n_metals,extractant,chemotype,n_pred
0e9aecd4edb08739,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.07088149333942437,6,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
0ecd4ac4bf29bfb9,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.010825223707897106,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
0f09c750ad725e62,0.3117567846503199,0.3117567846503199,0.012182917732815378,0.3117567846503199,0.07601097493086181,5,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,sc000,5
0f38fd2187cd586a,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.057632474858963854,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
0f586242f57f20f6,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.07170098130918788,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
0f9c166921b14844,-0.12346757378124273,-0.2779741819392364,0.5286903211133698,0.2779741819392364,-0.40204826450726294,5,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,5
0fa0546f61f02ef1,-0.2773995818740942,0.2773995818740942,0.7528607073752991,0.2773995818740942,0.03377227883947022,6,CCN(CC)C(=O)COCC(=O)N(CC)CC,sc071,5
0fa842aec22f7c26,-0.2773995818740942,0.2773995818740942,0.7528607073752991,0.2773995818740942,0.044279469221525515,8,CCN(CC)C(=O)COCC(=O)N(CC)CC,sc071,5
0ff595d576155f6c,-0.3110320930350252,-0.3110320930350252,0.7528445084832203,0.3110320930350252,-0.22427103249718483,14,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,sc027,5
1052c7804a84fd4c,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.7486600633072859,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
109e14b8ccc21bad,0.2953049928960259,0.2953049928960259,0.009996135353238473,0.2953049928960259,0.05620718295732292,5,C1COCCOCCOCCOCCOCCO1,sc001,5
10ca3ef9ac6e7fb0,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.11290923382520997,4,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
121733ad19650ea3,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.02863724693957793,2,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc009,5
122d16835afa0b32,-0.3191288590948816,-0.3191288590948816,0.7350650008040329,0.3191288590948816,-0.07627297254999207,8,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,sc076,5
124db139bedffacf,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.08250259467169448,6,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,5
12a3128354fdff0d,0.3319706039906339,0.3319706039906339,0.0004513256393584828,0.3319706039906339,0.02862563997860023,3,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,5
12aa9245de21a311,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.019052392012953844,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
12e5b227c6778b31,-0.283714754715702,-0.283714754715702,0.9141440023195073,0.283714754715702,-0.6233489812218851,13,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,5
131a35ee31599805,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.7292481827765358,14,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,sc009,5
13a35b2f0047182d,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.5460176736677242,13,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
13bdb1b842aedadd,-0.28774916771683445,-0.28774916771683445,0.698938256299763,0.28774916771683445,-0.13312663901329763,14,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,sc068,5
14adb12855160ba8,0.2936782927248309,0.2936782927248309,0.0007612399298271465,0.2936782927248309,0.07767791537411164,9,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,sc036,5
14c81e86e596e17b,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.14193485481469081,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
152fe9af83f615b7,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.2835101955892131,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
1531b6ddd3ece892,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.17528555288898587,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
15d9f57efc2109b2,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.026036085220491976,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
15dc1799c184fc3a,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.007627862371971446,8,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,sc009,5
1651b0a3bd1a4142,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.06598531645122989,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
170f4449e685df34,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.09059293214151926,2,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,5
180c0a7827d406e0,-0.05446813172657342,-0.23835784502386237,0.37245243056337285,0.23835784502386237,-0.019094738629353333,6,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,5
191dc47465a7947d,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.5258718941325033,2,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,5
196797dc24f71fda,-0.3049689283024786,-0.3049689283024786,0.7798632744656698,0.3049689283024786,-0.0738264221915924,14,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,sc077,5
1ae01662fc857c0c,-0.3110320930350252,-0.3110320930350252,0.7528445084832203,0.3110320930350252,-0.06633072708891824,14,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,5
1ae066ee87478b63,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.13627008261214432,8,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
1b71b86063cd1faf,-0.3191288590948816,-0.3191288590948816,0.7350650008040329,0.3191288590948816,-0.16630772376696815,8,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,sc076,5
1d1d29abd9feee01,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.01605798130652047,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
1d24c65c4467674c,-0.3110320930350252,-0.3110320930350252,0.7528445084832203,0.3110320930350252,-0.21745147083931893,8,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,5
1d5bd9571e76b6b9,-0.283714754715702,-0.283714754715702,0.9141440023195073,0.283714754715702,-0.664038341922176,13,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,5
1e24cffad4644246,-0.05609712240753094,0.2911202912853557,0.5285944911804449,0.2911202912853557,0.6464974402738205,2,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,sc016,5
1ebc2c5cdec573d0,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.640820599447297,13,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
1fb1bf5499f79939,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.8867915164656944,13,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,sc009,5
1fc3aa577dd17d3b,-0.3191288590948816,-0.3191288590948816,0.7350650008040329,0.3191288590948816,-0.046045106576260215,8,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,sc076,5
210a7fd223b28532,-0.283714754715702,-0.283714754715702,0.9141440023195073,0.283714754715702,-0.7530744777695956,13,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,5
22146f154f5452a4,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.37763218570503493,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
224867547c5f97b1,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.025661108052526336,3,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,5
22e588a0e0c13f2f,-0.2773995818740942,0.2773995818740942,0.7528607073752991,0.2773995818740942,0.055445919199339826,6,CCN(CC)C(=O)COCC(=O)N(CC)CC,sc071,5
22e6722fa25f0f33,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.07149512955405436,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
2395ee06cb8f62e4,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.030054489920973322,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
23c2e4b4e083bf41,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.015293896014348402,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
247f57741141188a,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.22956325896989577,8,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,sc009,5
24bf78605a7f0d14,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.0,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
24e25ef33361b113,-0.3110320930350252,-0.3110320930350252,0.7528445084832203,0.3110320930350252,-0.21045436241059226,8,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,5
24f200d78a2ccb55,-0.12346757378124273,-0.2779741819392364,0.5286903211133698,0.2779741819392364,-0.5703235150174898,3,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,5
25190cd2ec1fac11,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.3717215552520302,2,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,5
254bf7e2512ca599,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.5836264124214737,2,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,5
258319f8cf1775bd,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.736091522714551,13,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
259e68bb986bb484,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.3037287353869552,8,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc009,5
260b9aefd9095405,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.256491545899523,14,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
26c34ebae098cb88,-0.3110320930350252,-0.3110320930350252,0.7528445084832203,0.3110320930350252,-0.15344313119195888,8,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc027,5
26cbed1ed70886fe,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.3037287353869552,8,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,5
27060368c02ab464,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.03338218035496608,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,5
27ba9ec8c5c1679d,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.0037261880462251787,3,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
27dac1aeb58ec2cb,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.5962985905913908,14,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
294703df92b6533e,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.13294701462638395,2,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,sc009,5
29a2dce9745c7f69,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.011813608043090411,4,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
2a41f3ebef788345,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.21107111488629773,2,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
2a8b4d6487a26c27,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.06678301707847331,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
2ac1b0d9b7b83726,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.11116737538792981,2,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
2b26c5cb857798ec,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.04390825289026303,3,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,5
2b9cc1a4fc46c0df,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.004513183849489165,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
2c1daccff16e80f6,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.7820033157662667,14,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
2c83afeaea6f67e0,-0.2950566178089936,0.2950566178089936,0.7359435367268331,0.2950566178089936,0.004449311540707109,14,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,sc083,5
2ce4216d747e06bd,-0.2807809453614869,-0.2807809453614869,0.7611427109813546,0.2807809453614869,-0.8569266354753365,14,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,sc057,5
2cf8480c768c5553,-0.05446813172657342,-0.23835784502386237,0.37245243056337285,0.23835784502386237,-0.04925867369075456,6,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
2d78f120adfe3686,0.3319706039906339,0.3319706039906339,0.0004513256393584828,0.3319706039906339,0.049124075720208875,6,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,sc008,5
2e2178a0708ace3c,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.13355586731504374,4,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
2e7197a7efd242c9,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.6681803913071881,4,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
2ff88a5f6fb6d0e9,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.08900490970539829,6,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
303084e36adee19e,-0.28398668574396224,0.28398668574396224,0.7873267539371466,0.28398668574396224,0.35530751853699627,13,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc028,5
3036e4501bafe469,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.0507751971810899,2,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,sc009,5
3069581a1411c359,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.0900913496888275,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
30c4c895c1f14a00,0.28774916771683445,0.28774916771683445,0.2094071040826849,0.28774916771683445,0.24128250678380503,3,CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,sc068,5
30c8114cc055d4b0,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.303721024531984,4,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,sc009,5
32442e4168bf1ab2,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.004241012191281588,2,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
326289072f176f80,-0.283714754715702,-0.283714754715702,0.9141440023195073,0.283714754715702,-0.7586464185459856,13,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,sc061,5
32de9d815d2846a5,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.5165319768523169,13,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
33dd4fb571535d39,-0.23835784502386237,0.23835784502386237,0.6757870503420847,0.23835784502386237,0.06340603160995509,6,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
34036c3b224f37de,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.21206266695898568,5,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,5
343f9328b4ddf79c,-0.12346757378124273,-0.2779741819392364,0.5286903211133698,0.2779741819392364,-0.5532535279598967,2,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,sc018,5
354fe634113a078e,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.1304389201830936,8,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,sc009,5
3634230792682dfb,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.7940811776094859,14,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,sc009,5
366305791859fdae,-0.23835784502386237,-0.23835784502386237,0.6757870503420847,0.23835784502386237,-0.2521014826249013,8,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,sc009,5
372778033811af53,-0.05446813172657342,0.23835784502386237,0.37245243056337285,0.23835784502386237,0.5292028039377131,9,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,sc009,5
