grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
pair_type,Sm-Eu,106,0.14182069630574337,0.20936637036430944,0.6792452830188679,-0.05066488139467307,0.1448555278709992,0.2171993212746128,0.6320754716981132,-0.1307518204949243,0.14561345037380014,0.21693425784239212,0.6320754716981132,-0.12799363440474054,0.13661169469746123,0.2024207753058943,0.7547169811320755,0.017889089082694265,0.14031909235032186,0.2036468193547243,0.7075471698113207,0.005955948016559298,0.005294358023478274
pair_type,Gd-Tb,98,0.1305357717034291,0.1736953328712531,0.8775510204081632,-0.10518925308431126,0.12557158342490773,0.17212370378656794,0.8673469387755102,-0.08527980098497556,0.12795010547442018,0.17148756266726722,0.8673469387755102,-0.07727259098703487,0.12789617222198169,0.1681368961240606,0.9387755102040817,-0.0355865622891971,0.13179814104176044,0.1740983005240569,0.9081632653061225,-0.11032320938786033,-0.0038480355673402578
pair_type,Dy-Ho,96,0.1222344671399151,0.19148701847127733,0.71875,-0.434468312916106,0.1238052030183006,0.19383630187759016,0.7291666666666666,-0.46988215042026416,0.124614513934812,0.19518997589436085,0.7291666666666666,-0.49048395749065876,0.09870104814985775,0.15831967400942934,0.8541666666666666,0.01942219483388452,0.10737612953678273,0.17104773454820682,0.7916666666666666,-0.14458206940538476,0.01723838439802927
pair_type,Ho-Er,96,0.12965944828805462,0.1689924934693641,0.7291666666666666,-0.7150743795079986,0.11256473149940167,0.15373566743348807,0.71875,-0.41937583370895726,0.13070457875910194,0.1696378292959372,0.71875,-0.7281981840019838,0.08237185142845994,0.13431965785934616,0.7291666666666666,-0.08349593210277217,0.0813161899220161,0.13325101580894821,0.7395833333333334,-0.06632401027221957,0.049388388837085836
pair_type,La-Ce,96,0.3237915489085187,0.4406551201782293,0.8229166666666666,-1.564126257579375,0.3824154273298412,0.4925185436168176,0.8229166666666666,-2.203221255878519,0.3215900356411043,0.43582814731191766,0.8229166666666666,-1.5082586271385976,0.22542216355614694,0.3115327810723893,0.8333333333333334,-0.281590468177348,0.244295394128156,0.3381305863001606,0.8333333333333334,-0.5097696112391545,0.07729464151294826
pair_type,Er-Tm,89,0.07138019145296233,0.09571682782807409,0.5393258426966292,-0.00791308794166401,0.06895685096063527,0.09627024031635503,0.5168539325842697,-0.01960182050254633,0.07315415604745677,0.09793032582695142,0.5168539325842697,-0.055069064365750986,0.07719755647273326,0.09990274824347553,0.550561797752809,-0.09799752539235418,0.07337244412864949,0.09728963587770716,0.550561797752809,-0.04130905832025822,-0.00021828808119271625
pair_type,Tb-Dy,88,0.17700611446664033,0.21965856280819018,0.4772727272727273,-1.1095403006922657,0.19120507690025546,0.23652731268166313,0.2727272727272727,-1.4459870093813785,0.18514361108595712,0.23310310590787497,0.4772727272727273,-1.375678522406608,0.13785581425674656,0.17762077608957863,0.7727272727272727,-0.3793646051835242,0.15269873435577344,0.1964968093241536,0.5795454545454546,-0.6881170513550898,0.032444876730183675
pair_type,Tm-Yb,87,0.0510410075719274,0.07042512281624437,0.632183908045977,-0.020475505019702078,0.051722117620509905,0.07135691644743251,0.4827586206896552,-0.04765793730304457,0.05050346724027037,0.06879009736178324,0.6436781609195402,0.026358208533599936,0.07998568341594252,0.09956356414566797,0.5402298850574713,-1.0396151464131371,0.07758974912731381,0.09739795505139796,0.5517241379310345,-0.9518526818971211,-0.027086281887043442
pair_type,Eu-Gd,83,0.09568430318967037,0.15346915940139638,0.8192771084337349,0.04119554287420624,0.08796479370666231,0.145646411267334,0.8192771084337349,0.136450192589321,0.09273804781617638,0.1501299552273039,0.8192771084337349,0.08246524087379292,0.11120945866458366,0.15722774943094595,0.7590361445783133,-0.0063434202768377634,0.10032927101387018,0.15417425055955705,0.8192771084337349,0.03236513628734372,-0.0075912231976938
pair_type,Yb-Lu,82,0.0952039346426379,0.12572388244425625,0.6219512195121951,0.007695936413824822,0.10391900773269144,0.13243788617932808,0.6219512195121951,-0.1011175457013489,0.09527473478981795,0.12558634685666212,0.6219512195121951,0.009865810112608786,0.08670690815253096,0.12565823091749367,0.573170731707317,0.008732004759992584,0.08115078572806893,0.11937888520587271,0.6097560975609756,0.10532718753587766,0.01412394906174902
pair_type,Ce-Pr,81,0.179419468636373,0.23639771497796802,0.8024691358024691,-0.2416397292635153,0.16891177041895086,0.2254814022844333,0.8271604938271605,-0.12961514360871274,0.1748217872631796,0.23108090222030858,0.8271604938271605,-0.18641645302464394,0.18273950038171782,0.2332371827691494,0.8148148148148148,-0.2086613253072538,0.1723163319436153,0.22699038586918538,0.8148148148148148,-0.1447851258738697,0.0025054553195643092
pair_type,Pr-Nd,81,0.21164968363512052,0.27540741518808326,0.691358024691358,-0.7195826139319268,0.19557301744570393,0.25752969846835866,0.691358024691358,-0.5035796034971121,0.19547561873307118,0.2573731389554137,0.691358024691358,-0.5017520229208419,0.151839998052337,0.20778090550849582,0.7777777777777778,0.0212245758010412,0.17227022188801705,0.22387533154473022,0.691358024691358,-0.13627714420625336,0.023205396845054127
