grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12014901603624381,0.165210770119661,0.7749469214437368,-0.03793867075319879,0.12192271737939615,0.16767419437364697,0.7940552016985138,-0.06912242321308382,0.12192271737939615,0.16767419437364697,0.7940552016985138,-0.06912242321308382,0.11262813697761245,0.15722597800599636,0.8110403397027601,0.05996593608743772,0.1169322283900353,0.16206111091373587,0.8004246284501062,0.001259629910728144,0.004990488989360858
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14538584845719374,0.2214228250359535,0.8526315789473684,0.056442812555100974,0.144430500359911,0.22231290757455363,0.8421052631578947,0.04884168297880753,0.144430500359911,0.22231290757455363,0.8421052631578947,0.04884168297880753,0.14645253448271306,0.21575045947022678,0.8315789473684211,0.10416730065392188,0.14522023489092242,0.21950364911450032,0.8315789473684211,0.07272843694566256,-0.0007897345310114157
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08159928934455946,0.10055582296892952,0.4393939393939394,0.165428869659768,0.08204699942546999,0.10204500110500511,0.4393939393939394,0.1405267241289203,0.08159928934455946,0.10055582296892952,0.4393939393939394,0.165428869659768,0.08833041164977588,0.10734898100012596,0.4393939393939394,0.04885931149951883,0.0859988815855259,0.10429998655858932,0.4393939393939394,0.10212182961599892,-0.004399592240966449
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.13060485454341164,0.1649313390649558,0.2807017543859649,-1.201263733819912,0.12014225407073464,0.15710752525810562,0.2807017543859649,-0.9973753414857913,0.12014225407073464,0.15710752525810562,0.2807017543859649,-0.9973753414857913,0.12149076071556357,0.156242038895728,0.3684210526315789,-0.9754293587832852,0.13060485454341164,0.1649313390649558,0.2807017543859649,-1.201263733819912,-0.010462600472676997
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.1155087652826278,0.16469391234839553,0.625,-0.7620840787358694,0.12063042702106933,0.169259293792268,0.625,-0.8611294583407949,0.12063042702106933,0.169259293792268,0.625,-0.8611294583407949,0.08681162086490685,0.1459548942324264,0.725,-0.3839132242750434,0.10822912996254815,0.15923625371591094,0.65,-0.6472345293203294,0.01240129705852118
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.07339706687600037,0.11310334479464935,0.7692307692307693,0.16662165692082476,0.07157126747029317,0.11106606379362163,0.7692307692307693,0.196373823336765,0.07157126747029317,0.11106606379362163,0.7692307692307693,0.196373823336765,0.0827735416866348,0.11678145343884433,0.6410256410256411,0.11153757443229873,0.07364534919362069,0.11304237746999235,0.7692307692307693,0.16751986473376224,-0.0020740817233275144
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.14622349729643894,0.16418994737218912,0.6,-0.3856299039509681,0.15746347818240697,0.1774762947157971,0.5,-0.618955182588381,0.15746347818240697,0.1774762947157971,0.5,-0.618955182588381,0.17999669647693314,0.19682887430454604,0.5,-0.9912772752941701,0.16311009688668604,0.17979855325626187,0.5666666666666667,-0.6616000856973838,-0.005646618704279072
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.09372372230834815,0.14261645487877206,0.6538461538461539,-2.3044536887175306,0.09260762758227568,0.13629505598404634,0.7307692307692307,-2.018009490158574,0.09260762758227568,0.13629505598404634,0.7307692307692307,-2.018009490158574,0.08648043010565182,0.11957215146417804,0.6538461538461539,-1.3228463509410764,0.09372372230834815,0.14261645487877206,0.6538461538461539,-2.3044536887175306,-0.001116094726072464
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.14302779755733108,0.19437387379024396,0.52,-0.5934898190483873,0.13333432978966667,0.18509195707224987,0.52,-0.4449359880515831,0.14302779755733108,0.19437387379024396,0.52,-0.5934898190483873,0.12920503482920798,0.17291493575310812,0.52,-0.2610680661367495,0.13205641668015636,0.17778292507410554,0.52,-0.3330720036911774,0.010971380877174725
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.2546574801496571,0.3200143714096635,0.7272727272727273,-0.5021214630788016,0.26187207184995703,0.32268032744288916,0.7272727272727273,-0.5272532742188152,0.26187207184995703,0.32268032744288916,0.7272727272727273,-0.5272532742188152,0.2450101527433814,0.31092829929374627,0.8181818181818182,-0.41803382261297584,0.2546574801496571,0.3200143714096635,0.7272727272727273,-0.5021214630788016,0.007214591700299922
