arm,width_quartile,n_comparisons,n_ligands,shift_median__median,shift_median__p90,shift_median__p95,shift_median__max,shift_p90__median,shift_p90__p90,shift_p90__p95,shift_p90__max,shift_p95__median,shift_p95__p90,shift_p95__p95,shift_p95__max,shift_max__median,shift_max__p90,shift_max__p95,shift_max__max,shape_shift_median__median,shape_shift_median__p90,shape_shift_median__p95,shape_shift_median__max,shape_shift_max__median,shape_shift_max__p90,shape_shift_max__p95,shape_shift_max__max,level_shift__median,level_shift__p90,level_shift__p95,level_shift__max
FROZEN,Q1,7246,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN,Q2,7780,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN,Q3,7176,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROZEN,Q4,5720,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL_MONOLITH,Q1,7246,20,0.0164637149850943,0.1611437511328546,0.2241094413402042,0.7098997043341639,0.0593675473924035,0.3090945594512918,0.3930260361653003,0.8002821420790023,0.0648475344132191,0.3370740074896368,0.436611838572038,0.8227186254692759,0.0700631741631722,0.3710964593073486,0.4679815618288769,0.891307680357167,0.0183348873271797,0.1184363245259535,0.1638878316697016,0.709899704334164,0.0395117920651264,0.2562766029758092,0.3281965726538155,0.8833264033446464,0.0220200014641813,0.1422199874235239,0.1912704630838522,0.5325701686646042
REL_MONOLITH,Q2,7780,31,0.0263644752941754,0.171013888430903,0.2372895953337351,0.8458016583902733,0.0656998655319475,0.2981063034449927,0.3932574236676224,1.2555777022354344,0.072808012672115,0.320627452806811,0.4201872029719189,1.3067997077160796,0.0788916698265265,0.3482449683887499,0.4525042918798684,1.3580217131967247,0.0205463191016855,0.1168418898984866,0.172212092966179,0.8458016583902734,0.0509259298999375,0.230686464049366,0.301972751535159,1.085317606357426,0.02612445310909,0.1545523379792757,0.211705318617087,0.6419123420617471
REL_MONOLITH,Q3,7176,42,0.0309926506247632,0.1950358652665914,0.2873404899753877,0.8839022237084811,0.0612019399746574,0.3436442581530075,0.4651684241611262,1.4478883149453468,0.0657446454531981,0.3660164657700514,0.4958985743976251,1.5183865763499549,0.070434197482579,0.3867041510657436,0.5295969471272189,1.588884837754563,0.0175146303792596,0.1408034920885997,0.2067271158584825,0.883902223708481,0.038897714046742,0.2360514078909045,0.3293128118304625,0.883902223708481,0.0267509291787478,0.1781918302400631,0.252897714020438,0.8052270523302552
REL_MONOLITH,Q4,5720,74,0.015427032911034,0.1652230933158683,0.2798774574593459,0.8885855714455588,0.030554973032849,0.2491286830195375,0.3860666152923243,0.9594672406238182,0.0376513687436684,0.2627962470284901,0.4029756819575805,0.9683274492711006,0.0429889358139099,0.2833996803364899,0.4203195247473321,0.977187657918383,0.0091825591344593,0.0781283405631223,0.1716893195077395,0.8885855714455589,0.026745638469968,0.1563031509949893,0.2511020265797383,0.8885855714455589,0.0138699777664984,0.1292554547373851,0.2155379726953404,0.7358636262243845
SHAPE_RECOMPOSED,Q1,7246,20,0.0426450514734986,0.229844861004134,0.3090695871867456,1.1703693622428324,0.1213335869751652,0.4918767042400038,0.5921368435422479,1.553052766534499,0.1309467348548822,0.5533496701101437,0.6601941061337043,1.6079574492214357,0.1398404005468485,0.6206147130935354,0.738312274771171,1.856138109658041,0.0410251271835121,0.2387966292511145,0.3211870932547038,1.1703693622428324,0.0966899633616758,0.5153993087278224,0.6177315839134457,1.4934490387453585,0.0324331693772245,0.1564083122695422,0.1938965700519684,0.7866046178982086
SHAPE_RECOMPOSED,Q2,7780,31,0.0537870815256344,0.220845484190807,0.2969294332646592,1.1321221590357275,0.1228590560151379,0.4085948823187459,0.5132581723768497,1.2665950173946772,0.1379498653437156,0.4579137687515313,0.5537169247247575,1.283404124689546,0.1516684002750988,0.5158440446014333,0.6123705099396735,1.3003428982116838,0.0396890170810435,0.2139064414967911,0.2939635697477595,1.1321221590357278,0.1103623190501574,0.4374161563941497,0.5230211669177525,1.1321221590357278,0.0326984614363878,0.1303094593824565,0.168951626128124,0.6144664617938853
SHAPE_RECOMPOSED,Q3,7176,42,0.0412629693657969,0.2365775023256704,0.3724601472090746,1.136078197761162,0.0902781188656208,0.3989969085678314,0.5297568711778942,1.269406669342421,0.0991709634356281,0.4292565567834071,0.569020834489738,1.3239697573064186,0.1057777508235985,0.4623439456657342,0.6188083082279615,1.3785328452704166,0.0291036487353396,0.2223532673843993,0.3541781387163047,0.9451761185261502,0.0673210327621542,0.3845796502812801,0.5237737459887499,1.124108470538078,0.0283461905084297,0.1193287685143458,0.166803466517089,0.7181609092436797
SHAPE_RECOMPOSED,Q4,5720,74,0.0215778840824555,0.103067019416751,0.1679369115706613,0.8533956926995722,0.0425569809932107,0.173441749762272,0.2669416261338815,1.0274058411825828,0.0504138118379845,0.1859758026404939,0.2810173631346369,1.0512295378253,0.0558997279505676,0.2188873099594022,0.3068991311338718,1.0750532344680173,0.0118800441958629,0.0855401329996539,0.1633404455008964,0.8368162680408445,0.034560886014502,0.1837923344561192,0.2585642607121044,0.8368162680408445,0.0121969503072889,0.0689636135482365,0.0990997096997838,0.6469355326361407
