arm,axis_label,n_comparisons,n_ligands,shape_shift_median__median,shape_shift_median__p90,shape_shift_median__p95,shape_shift_median__max,shape_shift_max__median,shape_shift_max__p90,shape_shift_max__p95,shape_shift_max__max,level_shift__median,level_shift__p90,level_shift__p95,level_shift__max
FROZEN,acid,690,65,0.1016230257859209,0.3190778485665095,0.4201200743717019,0.7325064946336205,0.2032837716641104,0.581522832614823,0.8148494217744822,1.5783785429602086,0.1474645484116356,0.4798329009256647,0.611143754146186,0.9036198483807186
FROZEN,extractant,210,17,0.0458232592182123,0.1237165344068886,0.1411056354813051,0.1915311992645687,0.103365528514206,0.2019315025074328,0.2293579924758283,0.3511684519034922,0.120048961754754,0.2540241336863903,0.2835549482295331,0.4722394391536583
REL_MONOLITH,acid,690,65,0.1044737688249649,0.2638495377766329,0.3582496016121521,0.5454183758359155,0.2176944972915389,0.4869262231330903,0.6694244681679172,1.3345876751399826,0.1659691750947586,0.402549048545653,0.5185737247784962,0.7212300337527959
REL_MONOLITH,extractant,210,17,0.0398002535285389,0.0998205952709085,0.1157826585040038,0.2637116981733269,0.1146015385596777,0.2783473501833122,0.3921198225991428,0.6581213932693812,0.058229413174498,0.1829158695777464,0.2058229653714544,0.3044580516149776
SHAPE_RECOMPOSED,acid,690,65,0.105441424437203,0.2907646719700349,0.3592857639587593,0.5205565703817223,0.1922358588639646,0.6059375960717117,0.7708045723105994,1.232485908205739,0.1888734561466071,0.5041057892922901,0.6410372345369488,0.8855340878212637
SHAPE_RECOMPOSED,extractant,210,17,0.0264489081401597,0.1393172499021892,0.1882399112936484,0.4147926386083159,0.0776948996300806,0.4578402727028309,0.6837187938580501,1.1977536191556633,0.124353909578778,0.2592171038573748,0.3000913443527121,0.4892422798806583
