global_model,arm,adapter,policy,k,mae,n_ligands
GEN10_REC_GEN9_PLUS,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],3,0.6913746102119772,99
GEN10_REC_GEN9_PLUS,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],5,0.7050687286480468,99
GEN10_REC_GEN9_PLUS,NO_MODEL@RANDOM,NO_MODEL,RANDOM,1,0.9459775028894392,99
GEN10_REC_GEN9_PLUS,NO_MODEL@RANDOM,NO_MODEL,RANDOM,2,0.8466128596341697,99
GEN10_REC_GEN9_PLUS,NO_MODEL@RANDOM,NO_MODEL,RANDOM,3,0.8014821783216913,99
GEN10_REC_GEN9_PLUS,NO_MODEL@RANDOM,NO_MODEL,RANDOM,5,0.7687039885593794,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,2,0.6427433470417303,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,3,0.61527392973966,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,5,0.5899946324311186,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,1,0.9169914174038418,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,2,0.6817449625206352,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,3,0.64160363216422,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,5,0.5970750299530021,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,2,0.6252901913143999,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,3,0.6059323786626707,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,5,0.5891045622953155,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],1,0.5002132875773216,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],2,0.4980771902172645,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],3,0.5010278979061596,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],5,0.518582591153821,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,1,0.745248338539008,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,2,0.6626483454881655,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,3,0.6266210309510635,99
GEN10_REC_GEN9_PLUS,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,5,0.5909620647298106,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,2,0.6069614495393842,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,3,0.5640312410984086,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,5,0.5292973480018033,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,1,0.9169914174038418,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,2,0.6413642141377043,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,3,0.5835768753767314,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,5,0.5285668574437202,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,2,0.6233218791538179,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,3,0.5947621469513973,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,5,0.5518596225985059,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],1,0.5002132875773216,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],2,0.4929746052897208,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],3,0.4883760095309935,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],5,0.4860353392594694,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,1,0.745248338539008,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,2,0.6445747278462713,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,3,0.5897591527223441,99
GEN10_REC_GEN9_PLUS,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,5,0.5352211530680867,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,2,0.5819070881832765,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,3,0.5174857686322057,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,5,0.4753814924178969,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,1,0.9169914174038418,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,2,0.6138884009602393,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,3,0.5382053442015383,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,5,0.4738640103784199,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,2,0.6217784853720576,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,3,0.5910929490757365,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,5,0.5378968839072135,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],1,0.5002132875773216,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],2,0.4908555839765323,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],3,0.4829584192835226,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],5,0.4708886561918398,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,1,0.745248338539008,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,2,0.6245811668093001,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,3,0.5632223731714475,99
GEN10_REC_GEN9_PLUS,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,5,0.4939265386009472,99
GEN10_REC_GEN9_PLUS,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,2,0.5548030012708851,99
GEN10_REC_GEN9_PLUS,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,3,0.4887295933914105,99
GEN10_REC_GEN9_PLUS,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,5,0.4368985670606201,99
GEN10_REC_GEN9_PLUS,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,1,0.9169914174038418,99
GEN10_REC_GEN9_PLUS,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,2,0.5947179498287349,99
GEN10_REC_GEN9_PLUS,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,3,0.5144990982637918,99
GEN10_REC_GEN9_PLUS,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,5,0.4365804646745233,99
GEN10_REC_GEN9_PLUS,SERIES_ML@MEDOID,SERIES_ML,MEDOID,1,0.6574189795355637,99
GEN10_REC_GEN9_PLUS,SERIES_ML@MEDOID,SERIES_ML,MEDOID,2,0.6103138173780659,99
GEN10_REC_GEN9_PLUS,SERIES_ML@MEDOID,SERIES_ML,MEDOID,3,0.5634426933141568,99
GEN10_REC_GEN9_PLUS,SERIES_ML@MEDOID,SERIES_ML,MEDOID,5,0.4948662388617856,99
GEN10_REC_GEN9_PLUS,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],1,0.5002132875773216,99
GEN10_REC_GEN9_PLUS,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],2,0.4844084403815897,99
GEN10_REC_GEN9_PLUS,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],3,0.4692080466465525,99
GEN10_REC_GEN9_PLUS,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],5,0.4493314087430904,99
GEN10_REC_GEN9_PLUS,SERIES_ML@RANDOM,SERIES_ML,RANDOM,1,0.745248338539008,99
GEN10_REC_GEN9_PLUS,SERIES_ML@RANDOM,SERIES_ML,RANDOM,2,0.6008473406862613,99
GEN10_REC_GEN9_PLUS,SERIES_ML@RANDOM,SERIES_ML,RANDOM,3,0.5277719173207899,99
GEN10_REC_GEN9_PLUS,SERIES_ML@RANDOM,SERIES_ML,RANDOM,5,0.4516213070098435,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,1,0.6489259528610904,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,2,0.6343819458102613,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,3,0.6075581032972113,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,5,0.5836667622556991,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,1,0.8986561238181388,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,2,0.674087364391448,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,3,0.6348350345284794,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,5,0.5912893374030781,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,1,0.6489259528610904,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,2,0.6181668312244629,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,3,0.5984546689202598,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,5,0.5814089586634881,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],1,0.5015806595976549,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],2,0.496360418748122,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],3,0.497868918285093,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],5,0.5140275571316417,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,1,0.7385778988078413,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,2,0.6559533488029863,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,3,0.6203859859459475,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,5,0.5851281419365885,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,1,0.6489259528610904,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,2,0.5726184642745042,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,3,0.509394890938875,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,5,0.4683083742624718,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,1,0.8986561238181388,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,2,0.6061962300570298,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,3,0.5291954557261092,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,5,0.4685090883185038,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,1,0.6489259528610904,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,2,0.6144082999084506,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,3,0.5833884046597901,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,5,0.5303095490321816,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],1,0.5015806595976549,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],2,0.4880116628927805,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],3,0.4779941114966955,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],5,0.4648784801066106,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,1,0.7385778988078413,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,2,0.6181478228324332,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,3,0.5574416972449714,99
GEN10_REC_GEN9_PLUS,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,5,0.4886321894470767,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT,ZERO_SHOT_REF,NONE,0,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,1,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,2,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,3,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,5,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,1,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,2,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,3,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,5,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,1,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,2,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,3,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,5,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],1,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],2,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],3,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],5,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,1,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,2,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,3,1.0344460192212737,99
GEN10_REC_GEN9_PLUS,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,5,1.0344460192212737,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,2,0.6950799164142283,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,3,0.6004034513413431,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,5,0.5191199199517904,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,1,1.199971537757043,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,2,0.8021406853605014,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,3,0.6608554276600818,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,5,0.5533122148454758,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,1,0.8252974768084728,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,2,0.7720468667569355,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,3,0.7089494683909865,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,5,0.6217730265965451,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],1,0.7466063833770191,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],2,0.6467748840594008,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],3,0.5955313433065134,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],5,0.5369952472632403,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,1,0.9459775028894392,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,2,0.7630663154930473,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,3,0.6700591572967497,99
GEN10_REC_HYBRID,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,5,0.5619447134754055,99
GEN10_REC_HYBRID,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN10_REC_HYBRID,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,2,0.8172571360213573,99
GEN10_REC_HYBRID,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,3,0.7879096274409648,99
GEN10_REC_HYBRID,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN10_REC_HYBRID,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,1,1.199971537757043,99
GEN10_REC_HYBRID,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,2,0.8623267800819991,99
GEN10_REC_HYBRID,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,3,0.825175852676328,99
GEN10_REC_HYBRID,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,5,0.7761169849969408,99
GEN10_REC_HYBRID,NO_MODEL@MEDOID,NO_MODEL,MEDOID,1,0.8252974768084728,99
GEN10_REC_HYBRID,NO_MODEL@MEDOID,NO_MODEL,MEDOID,2,0.7958143257403774,99
GEN10_REC_HYBRID,NO_MODEL@MEDOID,NO_MODEL,MEDOID,3,0.7792362829525142,99
GEN10_REC_HYBRID,NO_MODEL@MEDOID,NO_MODEL,MEDOID,5,0.7657437731812652,99
GEN10_REC_HYBRID,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],1,0.7466063833770191,99
GEN10_REC_HYBRID,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],2,0.709396826129442,99
GEN10_REC_HYBRID,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],3,0.6985985646901274,99
GEN10_REC_HYBRID,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],5,0.7096572914888755,99
GEN10_REC_HYBRID,NO_MODEL@RANDOM,NO_MODEL,RANDOM,1,0.9459775028894392,99
GEN10_REC_HYBRID,NO_MODEL@RANDOM,NO_MODEL,RANDOM,2,0.8466128596341697,99
GEN10_REC_HYBRID,NO_MODEL@RANDOM,NO_MODEL,RANDOM,3,0.8014821783216913,99
GEN10_REC_HYBRID,NO_MODEL@RANDOM,NO_MODEL,RANDOM,5,0.7687039885593794,99
GEN10_REC_HYBRID,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,1,0.6589241664989652,99
GEN10_REC_HYBRID,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,2,0.637330063703752,99
GEN10_REC_HYBRID,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,3,0.6093084877424095,99
GEN10_REC_HYBRID,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,5,0.5830776058110216,99
GEN10_REC_HYBRID,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,1,0.8967302414558622,99
GEN10_REC_HYBRID,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,2,0.6731856007253807,99
