axis,candidate,reference,metric,doi,n_curves,n_ligands,publication_mean_gain,share_of_summed_gain,effect_without,effect_full,curves_improved_without
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://doi.org/10.1080/07366290802672212, https://doi.org/10.1021/jacs.5c19738",2,2,0.4477369513405267,0.0295329101858158,0.1923251457910316,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,DOI: 10.1080/07366290601169345,3,1,0.2761974382442407,0.0273271419059708,0.1940304532498432,0.1956207819916703,0.9078947368421052
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,DOI:10.1080/07366299.2013.800431,2,1,0.4015229406995825,0.0264846153745454,0.1929292505052923,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,https://doi.org/10.1080/18811248.2007.9711301,2,1,0.4010492493085181,0.0264533704990304,0.1929354425496199,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,DOI 10.1007/s41365-017-0229-4,5,1,0.1591277215076946,0.0262403219864359,0.1968372173411361,0.1956207819916703,0.9066666666666666
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,https://doi.org/10.1080/07366299.2013.833791,2,2,0.2890363442913392,0.0190649540334689,0.1943996635302367,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,doi.org/10.1016/j.jre.2018.01.011,3,1,0.1671700543252929,0.01653990647421,0.1961823095114014,0.1956207819916703,0.9078947368421052
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,dx.doi.org/10.1016/j.hydromet.2017.03.005,1,1,0.4432454640821589,0.0146183249358983,0.1940128295105632,0.1956207819916703,0.9090909090909092
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,10.1080/07366299.2018.1447261,2,1,0.2205712548843631,0.0145489690778688,0.1952946320192168,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,doi.org/10.1007/s10967-018-6261-y,3,1,0.1352971409108589,0.0133863811071038,0.1968113801708968,0.1956207819916703,0.9078947368421052
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,DOI: 10.1080/07366299.2010.480932,4,1,0.098211231908479,0.0129561050635085,0.1982011674243376,0.1956207819916703,0.9072847682119204
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,https://doi.org/10.15261/serdj.26.21,1,1,0.3690794431447829,0.0121723145847033,0.1944944270491176,0.1956207819916703,0.9090909090909092
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,DOI:10.1007/s10967-017-5317-8,1,1,0.3189542619410491,0.010519175983896,0.1948199152387522,0.1956207819916703,0.9090909090909092
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,DOI 10.1007/s10967-010-0641-2,1,1,0.2958430991586912,0.0097569651671456,0.1949699877243519,0.1956207819916703,0.9090909090909092
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://cordis.europa.eu/project/id/211267, https://doi.org/10.1021/jacs.5c19738",2,1,0.1391143548803717,0.0091760390468979,0.1963594280977003,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://doi.org/10.2298/JSC171109043H, https://doi.org/10.1021/jacs.5c19738",4,4,0.0664435343415947,0.0087652847336519,0.1990426958367054,0.1956207819916703,0.9205298013245032
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,dx.doi.org/10.1021/acs.inorgchem.9b03612,1,1,0.2071510646689315,0.0068318839549059,0.1955459100262335,0.1956207819916703,0.9090909090909092
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://doi.org/10.1080/07366290701416000, https://doi.org/10.1021/jacs.5c19738",2,1,0.0382672909589033,0.0025241259707516,0.1976776903711835,0.1956207819916703,0.9084967320261438
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://doi.org/10.1080/07366299.2017.1415670, https://doi.org/10.1021/jacs.5c19738",1,1,0.0276896035048208,0.0009132087165693,0.1967112441896368,0.1956207819916703,0.9090909090909092
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://doi.org/10.2116/analsci.32.477, https://doi.org/10.1021/jacs.5c19738",1,1,-0.0001323645396791,-4.36540925472837e-06,0.1968919063197959,0.1956207819916703,0.9155844155844156
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,shape_mae,"https://doi.org/10.1246/cl.200431, https://doi.org/10.1021/jacs.5c19738",14,1,-0.0272666445467433,-0.0125896322257879,0.2177514484564773,0.1956207819916703,0.9645390070921984
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1080/01496395.2016.1274760, https://doi.org/10.1021/jacs.5c19738",18,1,1.644638342641025,0.2070145334474297,0.827726273527247,0.9225934815533632,0.927007299270073
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,doi:10.1016/j.aca.2004.09.023,12,1,1.4265754606805918,0.1197109604640516,0.8803012875007287,0.9225934815533632,0.93006993006993
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI: 10.1080/07366290601169352,6,1,1.6629248400273198,0.0697720994318195,0.8927814805409892,0.9225934815533632,0.9328859060402684
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI:10.1021/jacs.7b07318,5,1,1.8632684175356535,0.0651483389222864,0.8912376503539534,0.9225934815533632,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1016/j.seppur.2014.03.005, https://doi.org/10.1021/jacs.5c19738",9,1,0.9930608767193831,0.062499465307623,0.9182496010294304,0.9225934815533632,0.9315068493150684
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1007/s10967-020-07242-1, https://doi.org/10.1021/jacs.5c19738",14,1,0.5403811884424208,0.0529037159356903,0.9605436383161516,0.9225934815533632,0.9290780141843972
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1007/s10967-020-07368-2, https://doi.org/10.1021/jacs.5c19738",7,7,0.8448792135230188,0.0413571483132354,0.9262691563926364,0.9225934815533632,0.9324324324324323
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1007/s41365-016-0055-0 , https://doi.org/10.1021/jacs.5c19738",7,1,0.8051038139032531,0.0394101278694095,0.9281504252935712,0.9225934815533632,0.9324324324324323
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI: 10.1080/07366299.2011.539127,5,1,1.0910952310195383,0.0381496521048563,0.9169767565711574,0.9225934815533632,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.2298/JSC171109043H, https://doi.org/10.1021/jacs.5c19738",4,4,1.3114651867922205,0.0366838304861825,0.9122922443284928,0.9225934815533632,0.9470198675496688
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI 10.1007/s41365-017-0229-4,5,1,0.9261448305502644,0.0323822358303122,0.9224751032534664,0.9225934815533632,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,dx.doi.org/10.1016/j.seppur.2014.03.005,6,1,0.7569183075507908,0.0317583682346886,0.9292649650702456,0.9225934815533632,0.9328859060402684
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1007/s41365-017-0229-4 , https://doi.org/10.1021/jacs.5c19738",9,1,0.3986576555885892,0.025089992868703,0.9548908954826988,0.9225934815533632,0.9315068493150684
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,doi.org/10.1016/j.jre.2018.01.011,3,1,1.0576791447725309,0.0221887642422908,0.9199273171477216,0.9225934815533632,0.9342105263157896
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1080/07366290802672212, https://doi.org/10.1021/jacs.5c19738",2,2,1.5323116371078882,0.02143063381086,0.9146233095853302,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI:10.1080/07366299.2013.800431,2,1,1.5193900392949335,0.021249914677575,0.9147922193606628,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI: 10.1080/07366290601169345,3,1,0.9778303146113676,0.020513637266189,0.9215032809009028,0.9225934815533632,0.9342105263157896
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,https://doi.org/10.1080/18811248.2007.9711301,2,1,1.359186765584549,0.0190093406252444,0.9168863798013214,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,https://doi.org/10.1080/07366299.2013.833791,2,2,1.0140383775606252,0.0141821576064493,0.9213981234356212,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,10.1080/07366299.2018.1447261,2,1,0.8490727776908589,0.0118749785205615,0.9235545365058144,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,dx.doi.org/10.1016/j.hydromet.2017.03.005,1,1,1.39780418797906,0.0097747184601446,0.9195076977454042,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,https://doi.org/10.15261/serdj.26.21,1,1,1.38057907233804,0.0096542647819525,0.9196195491456703,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI:10.1007/s10967-017-5317-8,1,1,1.3259701298069289,0.0092723893782026,0.9199741526685998,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI 10.1007/s10967-010-0641-2,1,1,1.0994417412685566,0.0076882968134248,0.9214451162305372,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://cordis.europa.eu/project/id/211267, https://doi.org/10.1021/jacs.5c19738",2,1,0.4791266414157651,0.0067009786733647,0.9283904337120246,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,doi.org/10.1007/s10967-018-6261-y,3,1,0.263395899962098,0.0055257112287128,0.9356039601374012,0.9225934815533632,0.9342105263157896
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1080/07366299.2017.1415670, https://doi.org/10.1021/jacs.5c19738",1,1,0.7746012272512948,0.0054167164330869,0.9235544702176623,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1246/cl.200431, https://doi.org/10.1021/jacs.5c19738",14,1,0.034135330454011,0.0033418739666255,1.010809184499398,0.9225934815533632,0.9574468085106383
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,dx.doi.org/10.1021/acs.inorgchem.9b03612,1,1,0.4690251648347429,0.0032798506231483,0.9255387303632244,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.1080/07366290701416000, https://doi.org/10.1021/jacs.5c19738",2,1,0.1119869615846461,0.0015662294191285,0.9331896452130848,0.9225934815533632,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,"https://doi.org/10.2116/analsci.32.477, https://doi.org/10.1021/jacs.5c19738",1,1,0.0262921594856076,0.0001838586970129,0.9284136200083488,0.9225934815533632,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,REC_ecfp_plus_recovered,slope_abs_error,DOI: 10.1080/07366299.2010.480932,4,1,-0.5267758729713838,-0.0147347844402633,0.9609873717394491,0.9225934815533632,0.9602649006622516
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,doi:10.1016/j.aca.2004.09.023,12,1,0.4200700323784487,0.1650263714725622,0.1783554223456215,0.1970688115094532,0.93006993006993
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1080/01496395.2016.1274760, https://doi.org/10.1021/jacs.5c19738",18,1,0.1601995723093475,0.0944026665505512,0.2019129451269853,0.1970688115094532,0.927007299270073
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1007/s10967-020-07242-1, https://doi.org/10.1021/jacs.5c19738",14,1,0.1552616976386038,0.0711611192996652,0.2012198724611688,0.1970688115094532,0.9361702127659576
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1016/j.seppur.2014.03.005, https://doi.org/10.1021/jacs.5c19738",9,1,0.2304210431096407,0.0678914449812185,0.1950128520272499,0.1970688115094532,0.9315068493150684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI: 10.1080/07366299.2011.539127,5,1,0.3515838098857362,0.0575505232677393,0.1919183115635771,0.1970688115094532,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI: 10.1080/07366290601169352,6,1,0.2910091115315966,0.0571621087436293,0.1932859806360783,0.1970688115094532,0.9328859060402684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI:10.1021/jacs.7b07318,5,1,0.3029999630979901,0.0495978652488642,0.1935377731231687,0.1970688115094532,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1007/s10967-020-07368-2, https://doi.org/10.1021/jacs.5c19738",7,7,0.2095037078814876,0.0480109343676593,0.196480674518884,0.1970688115094532,0.9391891891891893
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1007/s41365-016-0055-0 , https://doi.org/10.1021/jacs.5c19738",7,1,0.1836498944911016,0.0420861431055319,0.197703490017078,0.1970688115094532,0.9324324324324323
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,dx.doi.org/10.1016/j.seppur.2014.03.005,6,1,0.1795309871070656,0.035264771449436,0.1977750326263279,0.1970688115094532,0.9328859060402684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1007/s41365-017-0229-4 , https://doi.org/10.1021/jacs.5c19738",9,1,0.1170847263946027,0.0344979397405896,0.2019993373042043,0.1970688115094532,0.9315068493150684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1080/07366290802672212, https://doi.org/10.1021/jacs.5c19738",2,2,0.4451078836246264,0.0291437670255845,0.1938264706974902,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI 10.1007/s41365-017-0229-4,5,1,0.1654141126875113,0.0270765276254584,0.1981239681368513,0.1970688115094532,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI: 10.1080/07366290601169345,3,1,0.27286190090943,0.0267987513684511,0.1955728952712958,0.1970688115094532,0.9342105263157896
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI:10.1080/07366299.2013.800431,2,1,0.3938915907907884,0.0257903424712752,0.1944959647214619,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,https://doi.org/10.1080/18811248.2007.9711301,2,1,0.3926577776100844,0.0257095576431146,0.1945120929983339,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,https://doi.org/10.1080/07366299.2013.833791,2,2,0.2794434875360047,0.0182967684850854,0.1959920183587794,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,doi.org/10.1016/j.jre.2018.01.011,3,1,0.1658034580916067,0.0162841555915907,0.1976858908532265,0.1970688115094532,0.9342105263157896
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,dx.doi.org/10.1016/j.hydromet.2017.03.005,1,1,0.4370900080224983,0.0143093953529716,0.1955102323113166,0.1970688115094532,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,10.1080/07366299.2018.1447261,2,1,0.2074496528504588,0.0135829190509481,0.1969331142370218,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,doi.org/10.1007/s10967-018-6261-y,3,1,0.1349831635141565,0.0132571833073301,0.1982941861409394,0.1970688115094532,0.9342105263157896
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI: 10.1080/07366299.2010.480932,4,1,0.0993761877043248,0.0130134583946756,0.1996566955837613,0.1970688115094532,0.933774834437086
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,https://doi.org/10.15261/serdj.26.21,1,1,0.3541073382968615,0.0115927195956798,0.1960490808160285,0.1970688115094532,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI:10.1007/s10967-017-5317-8,1,1,0.3145760762685414,0.0102985503244023,0.1963057773227059,0.1970688115094532,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.2298/JSC171109043H, https://doi.org/10.1021/jacs.5c19738",4,4,0.0665438727128428,0.0087140183073402,0.2005264257822111,0.1970688115094532,0.9470198675496688
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,DOI 10.1007/s10967-010-0641-2,1,1,0.2647190688035542,0.0086663381533663,0.1966295241244266,0.1970688115094532,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://cordis.europa.eu/project/id/211267, https://doi.org/10.1021/jacs.5c19738",2,1,0.1301969698205362,0.0085247426421382,0.197942953230877,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,dx.doi.org/10.1021/acs.inorgchem.9b03612,1,1,0.1590800854501688,0.0052079429721802,0.1973154915487993,0.1970688115094532,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1080/07366290701416000, https://doi.org/10.1021/jacs.5c19738",2,1,0.0367441346687063,0.0024058493226881,0.1991645589191362,0.1970688115094532,0.934640522875817
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1080/07366299.2017.1415670, https://doi.org/10.1021/jacs.5c19738",1,1,0.0317512330198875,0.0010394677020448,0.198142302278866,0.1970688115094532,0.935064935064935
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.1246/cl.200431, https://doi.org/10.1021/jacs.5c19738",14,1,-0.0019443326970315,-0.0008911463233756,0.2168289818561964,0.1970688115094532,0.9645390070921984
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,shape_mae,"https://doi.org/10.2116/analsci.32.477, https://doi.org/10.1021/jacs.5c19738",1,1,-0.0449997905390438,-0.0014731972403975,0.1986406855487292,0.1970688115094532,0.9415584415584416
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.1080/01496395.2016.1274760, https://doi.org/10.1021/jacs.5c19738",18,1,1.6734868300616976,0.2081552504529674,0.8364248138823001,0.9336320157611978,0.927007299270073
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,doi:10.1016/j.aca.2004.09.023,12,1,1.405018799276202,0.116508053644172,0.8940750828788199,0.9336320157611978,0.93006993006993
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.1016/j.seppur.2014.03.005, https://doi.org/10.1021/jacs.5c19738",9,1,1.070885881213665,0.0666006193793467,0.9251711610415252,0.9336320157611978,0.9315068493150684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,DOI: 10.1080/07366290601169352,6,1,1.5972365040667975,0.066223639283015,0.9069096873730528,0.9336320157611978,0.9328859060402684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,DOI:10.1021/jacs.7b07318,5,1,1.8423636666985064,0.0636557926669618,0.9033409607299544,0.9336320157611978,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.1007/s10967-020-07242-1, https://doi.org/10.1021/jacs.5c19738",14,1,0.5456984823003769,0.0527926360101653,0.9721502389417048,0.9336320157611978,0.9290780141843972
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.1007/s41365-016-0055-0 , https://doi.org/10.1021/jacs.5c19738",7,1,0.8425615800735705,0.0407560660838428,0.93793940123291,0.9336320157611978,0.9324324324324323
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,DOI: 10.1080/07366299.2011.539127,5,1,1.076760986381239,0.0372033357690906,0.9288610500738632,0.9336320157611978,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.1007/s10967-020-07368-2, https://doi.org/10.1021/jacs.5c19738",7,7,0.7561994871112475,0.036578591996306,0.9420240948189658,0.9336320157611978,0.9391891891891893
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.2298/JSC171109043H, https://doi.org/10.1021/jacs.5c19738",4,4,1.3213142907772264,0.0365223479216051,0.9233622866217004,0.9336320157611978,0.9470198675496688
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,DOI 10.1007/s41365-017-0229-4,5,1,0.9633701528704568,0.0332855515016496,0.9326407445242226,0.9336320157611978,0.9333333333333332
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,dx.doi.org/10.1016/j.seppur.2014.03.005,6,1,0.7767528422132343,0.0322052494441578,0.9399492979174916,0.9336320157611978,0.9328859060402684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,"https://doi.org/10.1007/s41365-017-0229-4 , https://doi.org/10.1021/jacs.5c19738",9,1,0.4705462868316435,0.0292642518679228,0.96217839631165,0.9336320157611978,0.9315068493150684
extractant,GEN9_SHAPE_RECOMPOSED,GEN9_A0_ROW_ONLY,slope_abs_error,doi.org/10.1016/j.jre.2018.01.011,3,1,1.0458881886192757,0.0216819869684722,0.9314164334021569,0.9336320157611978,0.9342105263157896
