Unnamed: 0,first_point,second_point,third_point,fourth_and_fifth_each,m0,group
mean,0.381926603854962,0.0777898321675783,0.0633580417082628,0.0206540718590223,1.0357994416277343,all
median,0.1664353795731044,0.0482695356634303,0.0458573582239232,0.012927497271093,0.929454061030783,all
near,0.2348496049189145,0.0828350686836757,0.0549534599125654,0.0195378144330881,0.8999307916130156,
mid,0.4484915347838809,0.0878471079747102,0.0508274371523904,0.0126868671895951,0.9622084527997864,
far,0.4948086612355704,0.0634467197369301,0.0836680730961698,0.0286995116447637,1.254695089741123,
