budget,strategy,deployable,macro_mae,zero_shot_macro_mae,reduction,gain_per_measurement,n_measurements_used,n_ligands_measured,n_chemotypes_covered,gain_per_chemotype_covered
9,A_DEPTH_5,True,1.0297635125198263,1.0357994416277343,0.0060359291079079,0.0012071858215815,5,1,1.0,0.0060359291079079
9,A_DEPTH_3,True,1.0203401249555772,1.0357994416277343,0.015459316672157,0.0017177018524618,9,3,2.72,0.00568357230594
9,B_BREADTH_1,True,0.9992006461680794,1.0357994416277343,0.0365987954596549,0.0040665328288505,9,9,6.77,0.0054060259172311
9,C_BREADTH_2,True,1.016664068050669,1.0357994416277343,0.0191353735770656,0.0023919216971332,8,4,3.465,0.0055224743368154
9,D_NEW_CHEMOTYPE,True,0.9791609755573308,1.0357994416277343,0.0566384660704034,0.0062931628967114,9,9,9.0,0.0062931628967114
9,E_CENTRAL_SPREAD,True,0.9992006461680794,1.0357994416277343,0.0365987954596549,0.0040665328288505,9,9,6.77,0.0054060259172311
9,E_CENTRAL_SPREAD_NOVELTY,True,0.9791609755573308,1.0357994416277343,0.0566384660704034,0.0062931628967114,9,9,9.0,0.0062931628967114
9,F_DIVERSITY,True,1.0080219702318145,1.0357994416277343,0.02777747139592,0.0030863857106577,9,9,9.0,0.0030863857106577
9,ORACLE_ERROR,False,0.8714847065454607,1.0357994416277343,0.1643147350822735,0.0182571927869192,9,9,5.0,0.0328629470164547
24,A_DEPTH_5,True,1.0130134114090308,1.0357994416277343,0.0227860302187035,0.0011393015109351,20,4,3.44,0.0066238459938091
24,A_DEPTH_3,True,0.994238815378037,1.0357994416277343,0.0415606262496972,0.001731692760404,24,8,6.08,0.0068356293173844
24,B_BREADTH_1,True,0.9432065430889068,1.0357994416277343,0.0925928985388274,0.0038580374391178,24,24,14.885,0.0062205507919937
24,C_BREADTH_2,True,0.9826046436830592,1.0357994416277343,0.053194797944675,0.0022164499143614,24,12,8.435,0.0063064372192857
24,D_NEW_CHEMOTYPE,True,0.9260275788299992,1.0357994416277343,0.1097718627977349,0.0045738276165722,24,24,24.0,0.0045738276165722
24,E_CENTRAL_SPREAD,True,0.9432065430889068,1.0357994416277343,0.0925928985388274,0.0038580374391178,24,24,14.885,0.0062205507919937
24,E_CENTRAL_SPREAD_NOVELTY,True,0.9260275788299992,1.0357994416277343,0.1097718627977349,0.0045738276165722,24,24,24.0,0.0045738276165722
24,F_DIVERSITY,True,0.9095023136153406,1.0357994416277343,0.1262971280123936,0.0052623803338497,24,24,24.0,0.0052623803338497
24,ORACLE_ERROR,False,0.7423172210789264,1.0357994416277343,0.2934822205488079,0.0122284258562003,24,24,12.0,0.0244568517124006
49,A_DEPTH_5,True,0.985931500345916,1.0357994416277343,0.0498679412818181,0.0011081764729292,45,9,6.83,0.0073013091188606
