arm,extractant,shift_p95
SHAPE_RECOMPOSED,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,0.1340378771170655
SHAPE_RECOMPOSED,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1332820652662423
SHAPE_RECOMPOSED,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,0.1299869635431498
SHAPE_RECOMPOSED,CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,0.1290313673607382
SHAPE_RECOMPOSED,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,0.1267967714075942
SHAPE_RECOMPOSED,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1191108996528486
SHAPE_RECOMPOSED,CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,0.1182553469660534
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)CO,0.1114175508502297
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,0.1113108886024866
SHAPE_RECOMPOSED,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,0.1089713276190105
SHAPE_RECOMPOSED,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1073873751267935
SHAPE_RECOMPOSED,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.105991745248724
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1032657969160342
SHAPE_RECOMPOSED,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,0.1030224582442801
SHAPE_RECOMPOSED,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.1027072641297902
SHAPE_RECOMPOSED,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,0.1003353373381633
SHAPE_RECOMPOSED,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,0.0985840964540297
SHAPE_RECOMPOSED,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.0942342526245248
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,0.09414400782579
SHAPE_RECOMPOSED,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.0925675406928136
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,0.0922698142541334
SHAPE_RECOMPOSED,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,0.0916060512758645
SHAPE_RECOMPOSED,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,0.0852309207112466
SHAPE_RECOMPOSED,CCN(CC)C(=O)COCC(=O)N(CC)CC,0.0829841148178707
SHAPE_RECOMPOSED,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,0.0806074405675024
SHAPE_RECOMPOSED,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,0.0795315344964235
SHAPE_RECOMPOSED,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,0.0792654996034129
SHAPE_RECOMPOSED,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,0.0772726979124261
SHAPE_RECOMPOSED,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.0757660876879969
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0.0693341776099852
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0.0693341776099852
SHAPE_RECOMPOSED,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.0688949047134781
SHAPE_RECOMPOSED,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,0.0672829136987663
SHAPE_RECOMPOSED,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.0642258250365277
SHAPE_RECOMPOSED,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,0.0640882184299756
SHAPE_RECOMPOSED,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,0.0630907345121076
SHAPE_RECOMPOSED,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,0.0629425192081175
SHAPE_RECOMPOSED,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,0.0629416966244799
SHAPE_RECOMPOSED,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,0.0623327918189621
SHAPE_RECOMPOSED,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,0.0607888268097156
SHAPE_RECOMPOSED,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,0.0605509411374177
SHAPE_RECOMPOSED,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,0.0602732671980472
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,0.0597586117628642
SHAPE_RECOMPOSED,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,0.0597586117628642
SHAPE_RECOMPOSED,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,0.0591634305386502
SHAPE_RECOMPOSED,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,0.0589169742831413
SHAPE_RECOMPOSED,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.0584547939161824
SHAPE_RECOMPOSED,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0.0574140910745762
SHAPE_RECOMPOSED,CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,0.0572686141216175
SHAPE_RECOMPOSED,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,0.0571421898832467
SHAPE_RECOMPOSED,C1COCCOCCOCCOCCOCCO1,0.0567576949845521
SHAPE_RECOMPOSED,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,0.056563555870078
SHAPE_RECOMPOSED,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,0.0562338140745756
SHAPE_RECOMPOSED,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,0.0560524686057683
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,0.0560009122523964
SHAPE_RECOMPOSED,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0.0543103238608254
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,0.053754895035852
SHAPE_RECOMPOSED,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,0.0535442935724251
SHAPE_RECOMPOSED,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,0.0521624968013661
SHAPE_RECOMPOSED,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.0510580592908133
SHAPE_RECOMPOSED,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,0.0499953806912139
SHAPE_RECOMPOSED,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,0.049699940341274
SHAPE_RECOMPOSED,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.0496796032981484
SHAPE_RECOMPOSED,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,0.0494227211437503
SHAPE_RECOMPOSED,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,0.0494008684272079
SHAPE_RECOMPOSED,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.0493590723277993
SHAPE_RECOMPOSED,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.0464492210635361
SHAPE_RECOMPOSED,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.0446995352508779
SHAPE_RECOMPOSED,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,0.0436576690686483
SHAPE_RECOMPOSED,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,0.0436576690686483
SHAPE_RECOMPOSED,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,0.0435641753004866
SHAPE_RECOMPOSED,CCCCCCOP(=O)(O)OCCCCCC,0.0434701358291746
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,0.0406294803604688
SHAPE_RECOMPOSED,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],0.0405064443964798
SHAPE_RECOMPOSED,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.0399289774903664
SHAPE_RECOMPOSED,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.0398507413523944
SHAPE_RECOMPOSED,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.0361366461253886
SHAPE_RECOMPOSED,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,0.0354262149324084
SHAPE_RECOMPOSED,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,0.0339244412491326
SHAPE_RECOMPOSED,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,0.0333560697449448
SHAPE_RECOMPOSED,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.0332673770378301
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,0.0329572034215533
SHAPE_RECOMPOSED,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,0.0324463015974259
SHAPE_RECOMPOSED,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,0.0306131184605304
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,0.0280335313505435
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,0.0279101198008631
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,0.0271359665202631
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.0270434768765329
SHAPE_RECOMPOSED,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,0.0269600940973752
SHAPE_RECOMPOSED,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,0.0267993320600051
SHAPE_RECOMPOSED,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1.8041124150158791e-16
SHAPE_RECOMPOSED,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,2.498001805406602e-17
SHAPE_RECOMPOSED,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.0
SHAPE_RECOMPOSED,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,0.0
