split_seed,fold,n_rows,max_abs_delta,mean_abs_delta,n_rows_moved,within_tolerance,pooled_mae_first,pooled_mae_second,arm
104729,0,382,1.3322676295501878e-15,1.478193294935106e-16,263,True,1.1376016636918374,1.1376016636918374,REC_ecfp_plus_recovered
104729,0,382,1.1102230246251563e-15,1.3955782246819435e-16,263,True,1.1658999007871056,1.1658999007871056,GEN9_REL_MONOLITH
104729,0,382,8.881784197001252e-16,1.1916119814267123e-16,261,True,1.079929307685057,1.079929307685057,GEN10_MF_SQRT
104729,0,382,1.5543122344752194e-15,1.431759924406669e-16,261,True,1.1579119333449777,1.1579119333449774,GEN10_MF_025
104729,0,382,1.9984014443252818e-15,1.261667903477654e-16,245,True,1.172820368872544,1.172820368872544,GEN10_MF_050
104729,0,382,8.881784197001252e-16,1.135494585211049e-16,211,True,1.226755589928864,1.226755589928864,GEN10_MF_100
104729,0,382,1.5543122344752194e-15,1.4383729900137142e-16,257,True,1.1553798517039016,1.1553798517039016,GEN10_REP_8
104729,0,382,1.3322676295501878e-15,1.4637467267205741e-16,270,True,1.1751318557028676,1.1751318557028676,GEN10_REP_32
