global_model,policy,k,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
GEN9_REL_MONOLITH,CENTRAL_THEN_SPREAD,5,SERIES_ML_vs_OFFSET_K3,0.0438025163281493,0.0282854821437636,0.0582804029721266,0.0295240518946814,0.0593454952552508,0.0451209068091332,99,74,5,5
GEN9_REL_MONOLITH,CENTRAL_THEN_SPREAD,5,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0160454932842146,0.0099932628516567,0.0245640175448104,0.0100612344284317,0.0248328877651343,0.0218799310450083,99,64,5,5
GEN9_REL_MONOLITH,CENTRAL_THEN_SPREAD,5,SERIES_MAP_vs_OFFSET_K3,-0.095531114722734,-0.1379963352052814,-0.0625293446002031,-0.1327304033549828,-0.0573268132922832,-0.1222003820546332,99,21,0,5
GEN9_REL_MONOLITH,CENTRAL_THEN_SPREAD,5,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.1266267369109929,-0.1593690496880189,-0.0961072035902635,-0.1610461782562934,-0.0972463971129006,-0.1450868186426519,99,14,0,5
GEN9_REL_MONOLITH,CENTRAL_THEN_SPREAD,5,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0101843204237213,0.0028995945585604,0.0220775619468002,0.0043908033688878,0.0284493107228571,0.0077057196168217,99,22,5,5
GEN9_REL_MONOLITH,CENTRAL_THEN_SPREAD,5,OFFSET_K1_vs_OFFSET_K3,-0.1308953632216928,-0.1651504440835244,-0.0991976559764103,-0.1665098957998003,-0.1005217212626096,-0.1499620925193055,99,15,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SERIES_FIXED_vs_OFFSET_K3,0.0007486079110398,-0.0016266840883692,0.0022546392927197,-0.0014506615243311,0.0023601998826507,-0.0003540920601317,143,31,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SERIES_INNER_vs_OFFSET_K3,0.0008167389973219,-0.0079623156500453,0.0088483092624731,-0.00633054587275,0.0118270995719308,-0.0028550620723896,143,61,3,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SERIES_ML_vs_OFFSET_K3,0.0223767101904226,0.0137411336855117,0.0318250430118773,0.0142191898071732,0.0326013374449852,0.0251554897101799,143,88,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0167088536320772,0.0101181479680553,0.0235148120704845,0.010454254560907,0.0240460720458181,0.019194778236584,143,86,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SERIES_MAP_vs_OFFSET_K3,-0.0677459843164277,-0.091010996856643,-0.0517177877733282,-0.0926709582567776,-0.0523526119575775,-0.0763593795825914,143,30,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0710537577416211,-0.0885517030724921,-0.0549808868286455,-0.0906674107398873,-0.0565400846383721,-0.0759617389561238,143,27,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0118176606215469,-0.000131759326315,0.023336319891652,0.0033002216098084,0.0297850927022292,0.0036455754460039,143,17,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,2,OFFSET_K1_vs_OFFSET_K3,-0.0729903945512781,-0.0905762858586963,-0.0564345762565842,-0.0927106195592821,-0.0580316635187232,-0.0776831402259004,143,26,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SERIES_FIXED_vs_OFFSET_K3,0.0029848803067702,-0.0004631174696858,0.0058551480567166,-2.8918235036932316e-05,0.0063760027918789,0.001433639412291,140,33,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SERIES_INNER_vs_OFFSET_K3,-0.037731062734991,-0.0553337190912983,-0.025703456256354,-0.0542969699557504,-0.0248361990159097,-0.0487718326962779,140,32,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SERIES_ML_vs_OFFSET_K3,0.0302660951734721,0.0214462549194145,0.0444522773196388,0.0205166319560324,0.0426053611070975,0.0364271558267096,140,90,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0206727907452196,0.0144318979520915,0.0299406917369407,0.0139542617319249,0.0293873976128993,0.0255110774151289,140,92,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SERIES_MAP_vs_OFFSET_K3,-0.0925763573429139,-0.1242640491869431,-0.0702641109381935,-0.1229144613929241,-0.0688993602196415,-0.1088420045239374,140,24,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.102146675468034,-0.1303370726373312,-0.0815890301045438,-0.1329025368468239,-0.0832222369896749,-0.114738093213544,140,21,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,SLOPE_L_s1_K3_vs_OFFSET_K3,0.01200157912376,0.0035839339575256,0.0235907071335968,0.0054960541954531,0.0304355728482623,0.0086355767081601,140,22,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,3,OFFSET_K1_vs_OFFSET_K3,-0.1050381448120757,-0.1337710829747838,-0.0839457293633733,-0.1365562729236331,-0.0856045140393279,-0.1177250440793214,140,21,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SERIES_FIXED_vs_OFFSET_K3,0.0127216499549196,0.002351881035725,0.0219955537559545,0.0045562344122864,0.0258828668714811,0.0092102033434392,99,31,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SERIES_INNER_vs_OFFSET_K3,0.0264783138761335,0.0161599973552144,0.0413945958694523,0.0164526577184586,0.041798926337204,0.0319968478201815,99,66,4,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SERIES_ML_vs_OFFSET_K3,0.0403622405934301,0.0261432758525325,0.0542286908461682,0.0273497345563862,0.0551417668471658,0.0432633715473653,99,75,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0160891662119358,0.0102016835696973,0.0245421947088429,0.010227793300736,0.0246097030233637,0.0216741125191863,99,65,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SERIES_MAP_vs_OFFSET_K3,-0.1064529927170128,-0.1554327550519532,-0.07171137672322,-0.1504184226003548,-0.0680581548015508,-0.1369765765197243,99,24,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.1352374843643036,-0.1713748867005237,-0.1053207470668224,-0.1720509747597588,-0.1061030287514682,-0.1559802164100074,99,12,0,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0086821654966972,0.0016248194720802,0.0206942602787942,0.0030208075832858,0.0289084886830198,0.006288332568956,99,18,5,5
GEN9_REL_MONOLITH,D_OPTIMAL,5,OFFSET_K1_vs_OFFSET_K3,-0.1401639670930572,-0.1774948567608653,-0.1092630548017598,-0.1782835584638263,-0.109929480107382,-0.1614499109036302,99,13,0,5
GEN9_REL_MONOLITH,MEDOID,2,SERIES_FIXED_vs_OFFSET_K3,0.0032146689141021,0.0012973547429633,0.0052164457567547,0.0014594942360765,0.0054913962799935,0.0032544663039623,143,29,5,5
GEN9_REL_MONOLITH,MEDOID,2,SERIES_INNER_vs_OFFSET_K3,0.0069541721981044,0.0024815523631314,0.0114696531447821,0.0028693853509343,0.011940506304163,0.006778666318194,143,88,5,5
GEN9_REL_MONOLITH,MEDOID,2,SERIES_ML_vs_OFFSET_K3,0.0126194005867053,0.0075988844730236,0.0182530929845514,0.0073042808624774,0.017934218416745,0.0145030087262466,143,102,5,5
GEN9_REL_MONOLITH,MEDOID,2,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0040109478124653,0.002149608367691,0.006275070163787,0.0021661161873215,0.0062901738885241,0.0050080427663745,143,93,5,5
GEN9_REL_MONOLITH,MEDOID,2,SERIES_MAP_vs_OFFSET_K3,0.0011750693442272,-0.0057212476572712,0.0073778669097891,-0.0050690620916459,0.008021760443596,-0.0004217737023593,143,42,4,5
GEN9_REL_MONOLITH,MEDOID,2,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0061967577420214,-0.0095768612211017,-0.003917054579187,-0.0094984831598717,-0.0038472938917605,-0.0078507010876821,143,34,0,5
GEN9_REL_MONOLITH,MEDOID,2,SLOPE_L_s1_K3_vs_OFFSET_K3,0.01096881949738,0.0006300964824207,0.0226373026256596,0.0035845743316015,0.0315276808153162,0.0048087270276929,143,20,5,5
GEN9_REL_MONOLITH,MEDOID,2,OFFSET_K1_vs_OFFSET_K3,-0.0062746898486059,-0.0096929346950335,-0.0039712080154468,-0.0096111923449281,-0.0038995073573092,-0.0079474391227019,143,34,0,5
GEN9_REL_MONOLITH,MEDOID,3,SERIES_FIXED_vs_OFFSET_K3,0.0057989020866119,0.0021858213394112,0.0089225645405557,0.0027133193624257,0.0097237638011814,0.0050395665874991,140,35,5,5
GEN9_REL_MONOLITH,MEDOID,3,SERIES_INNER_vs_OFFSET_K3,-0.007237116973005,-0.0181513224855257,0.0008415165532183,-0.0166684355833836,0.0020567367052995,-0.0135649086671811,140,49,0,5
GEN9_REL_MONOLITH,MEDOID,3,SERIES_ML_vs_OFFSET_K3,0.0308934680694164,0.021857988937524,0.0411013511898629,0.022077679607341,0.0412565647275496,0.0329564786812621,140,96,5,5
GEN9_REL_MONOLITH,MEDOID,3,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0135313511933791,0.008919016523862,0.0198209097876661,0.0089087121825809,0.0198018291000324,0.0160304114877199,140,91,5,5
GEN9_REL_MONOLITH,MEDOID,3,SERIES_MAP_vs_OFFSET_K3,-0.0194032414220437,-0.0419693065008835,-0.0051606852169553,-0.0382288787694862,-0.0030882046034956,-0.0326987850048462,140,40,0,5
GEN9_REL_MONOLITH,MEDOID,3,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0315481930710964,-0.0500472994234441,-0.0208353473730422,-0.0475151784231331,-0.0198930957169068,-0.0429699957242585,140,28,0,5
GEN9_REL_MONOLITH,MEDOID,3,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0110662508830714,0.0016667600575681,0.022033431199108,0.0039402131985485,0.0287962847797801,0.0054179280621815,140,21,5,5
GEN9_REL_MONOLITH,MEDOID,3,OFFSET_K1_vs_OFFSET_K3,-0.0320843850058414,-0.0509414882316364,-0.0211959407746259,-0.048329183111554,-0.0202418896480531,-0.0437329711871259,140,28,0,5
GEN9_REL_MONOLITH,MEDOID,5,SERIES_FIXED_vs_OFFSET_K3,0.0163243524235974,0.005279567859965,0.0258724173605093,0.0071246175938892,0.0290037890310215,0.0136258168274084,99,38,5,5
GEN9_REL_MONOLITH,MEDOID,5,SERIES_INNER_vs_OFFSET_K3,0.0308600435646911,0.0170522584010012,0.0538547461250445,0.0145208992827912,0.0500979655784805,0.0416139018619705,99,66,5,5
GEN9_REL_MONOLITH,MEDOID,5,SERIES_ML_vs_OFFSET_K3,0.0468056815589127,0.0305155294201,0.0607543386657265,0.0308721242118961,0.0610080646822675,0.0486454713770287,99,72,5,5
GEN9_REL_MONOLITH,MEDOID,5,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0140189253250723,0.0074793331326791,0.0242519756828217,0.0071161820799746,0.0235862654550529,0.0188862466220043,99,60,5,5
GEN9_REL_MONOLITH,MEDOID,5,SERIES_MAP_vs_OFFSET_K3,-0.0242201857983302,-0.0657559434401184,0.0033795377444607,-0.0592048713529021,0.0084052291719363,-0.0404216308146421,99,33,0,5
GEN9_REL_MONOLITH,MEDOID,5,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0555701307690962,-0.077968085411555,-0.0408307451665199,-0.0801939103220396,-0.0418791700244579,-0.0635985887926709,99,20,0,5
GEN9_REL_MONOLITH,MEDOID,5,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0124497638730889,0.0010644652562231,0.0230420437025985,0.0036767681822755,0.0290569148370787,0.0083700350587202,99,20,5,5
GEN9_REL_MONOLITH,MEDOID,5,OFFSET_K1_vs_OFFSET_K3,-0.0566994151091888,-0.0796076717303806,-0.0417132944288086,-0.0819097180635681,-0.0428113091914299,-0.0648520682584662,99,21,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SERIES_FIXED_vs_OFFSET_K3,0.0022421423550107,-0.0001586932410629,0.0043249246469019,0.0002432050597483,0.004843314894573,0.0006436054221992,143,35,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SERIES_INNER_vs_OFFSET_K3,0.0097813130069891,0.0034107072252329,0.0177789819174034,0.0038155931958822,0.0184962260528102,0.0131756636450504,143,83,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SERIES_ML_vs_OFFSET_K3,0.0254443004947764,0.015815777618188,0.0354785621296836,0.0158538348537773,0.0355817226130482,0.0294378648729528,143,94,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.015243113696185,0.0078781513839333,0.0220067756322548,0.0077175807668835,0.0218904641823182,0.0189206363397679,143,86,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SERIES_MAP_vs_OFFSET_K3,-0.0467498067750184,-0.0636665265839118,-0.0310880980949405,-0.0642677052798259,-0.0314839635110686,-0.056805537835515,143,39,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0532515519428351,-0.069205206221224,-0.0356342713351058,-0.0707089710809241,-0.0366555139329319,-0.0590070491713412,143,32,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0080935296894321,0.0017720308601243,0.0144858127643018,0.0032941073341392,0.0178313614953528,0.0042286313094214,143,22,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,2,OFFSET_K1_vs_OFFSET_K3,-0.0546460212242272,-0.0709256860238254,-0.0364098244458573,-0.07238516680905,-0.0376181301019311,-0.060345274878955,143,32,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SERIES_FIXED_vs_OFFSET_K3,0.0047519559209612,0.0003091830719697,0.0085549966407182,0.0010600113554303,0.0093468029629391,0.0018061767170882,140,35,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SERIES_INNER_vs_OFFSET_K3,-0.0315606245622542,-0.0515830529472651,-0.0181616389575267,-0.0496851562629606,-0.0168549577384787,-0.046309215263326,140,33,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SERIES_ML_vs_OFFSET_K3,0.0306885787746064,0.0195834741188733,0.0434630221953914,0.0195363341600015,0.0434406639948618,0.0336869350200104,140,91,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0170529223026033,0.0103580387468342,0.0257100311074732,0.0105953974705396,0.0260697187623788,0.0224851300599049,140,90,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SERIES_MAP_vs_OFFSET_K3,-0.0745079339015829,-0.1032101994722247,-0.052415666041414,-0.1029487983203479,-0.052299484243453,-0.0934115167526728,140,33,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0903854626156712,-0.1159745331070713,-0.0679397883588362,-0.1197931738726654,-0.0700925499347372,-0.1018797850177405,140,25,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0069162105810549,0.0008073242586214,0.0130045522257587,0.0023035411273581,0.0162070966838948,0.0037535265188238,140,22,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,3,OFFSET_K1_vs_OFFSET_K3,-0.0928573971846037,-0.1189507256746056,-0.069707464260349,-0.1232857194802852,-0.0720391846532536,-0.1044585389518379,140,25,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SERIES_FIXED_vs_OFFSET_K3,0.014583313180113,0.0045151628957754,0.0243625330997448,0.0062118288790438,0.0276353524077055,0.0107605885017207,99,34,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SERIES_INNER_vs_OFFSET_K3,0.0137736482724793,0.0031399907370218,0.0313960481298423,0.0033213591324225,0.0318771006226799,0.0158837232215952,99,48,4,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SERIES_ML_vs_OFFSET_K3,0.038309699389884,0.0234428018962269,0.0542326993047185,0.0244627997306745,0.0553927363213516,0.039504950383361,99,65,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0118132538743109,0.0060989311837652,0.0202639746539672,0.006074875554941,0.0202002801943665,0.0174605484803412,99,59,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SERIES_MAP_vs_OFFSET_K3,-0.0783736268659362,-0.1198020570955917,-0.0470558863565508,-0.1133725460382918,-0.0399677230836427,-0.1068586916610847,99,25,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.1115910842121015,-0.1400996903382071,-0.0830344092555675,-0.1417099569866524,-0.0840304409688997,-0.1289472877172726,99,18,0,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,SLOPE_L_s1_K3_vs_OFFSET_K3,0.007434687346621,0.0012000949195912,0.0175634369419096,0.002289166236712,0.0205868795017353,0.0066874471685161,99,16,5,5
GEN9_SHAPE_RECOMPOSED,CENTRAL_THEN_SPREAD,5,OFFSET_K1_vs_OFFSET_K3,-0.1154533873445241,-0.1453077302669118,-0.0858753496560741,-0.1473033964223842,-0.0869156987043145,-0.1334494749895348,99,18,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SERIES_FIXED_vs_OFFSET_K3,0.0007901622709363,-0.0015573075701159,0.0023061496265495,-0.0013634501031388,0.002401288952211,-0.0002862686577324,143,33,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SERIES_INNER_vs_OFFSET_K3,0.0077671412883704,0.0021821815098686,0.0153049425507158,0.002429930053833,0.0162210532419898,0.0105822407200651,143,80,4,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SERIES_ML_vs_OFFSET_K3,0.0219363112999842,0.0127813256112091,0.0316960466935953,0.0134680938811973,0.0326341617172408,0.0254675030126032,143,91,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.016319883354444,0.0096714002102146,0.0232632762277428,0.0099930122435998,0.0238172925494391,0.0192083496488946,143,88,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SERIES_MAP_vs_OFFSET_K3,-0.0619950511853195,-0.0848703807119048,-0.0461733658620262,-0.085978897003672,-0.0466418496271258,-0.0734207331858001,143,33,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0660993663501351,-0.0834308197322201,-0.0498523654264908,-0.0851565014429543,-0.051170561123654,-0.0726330342312691,143,26,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0071172389748254,-5.4205329764013175e-05,0.0153931028000163,0.0016423979180748,0.0203212287991299,0.0024760898706734,143,22,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,2,OFFSET_K1_vs_OFFSET_K3,-0.0678514782750989,-0.0854007033649193,-0.0512468014542477,-0.0870836932463235,-0.0525182153400194,-0.0742651614260383,143,25,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SERIES_FIXED_vs_OFFSET_K3,0.0035853000059409,-0.0002200534731044,0.006699041216995,0.0004105036078859,0.0075351778884477,0.0016643178997973,140,34,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SERIES_INNER_vs_OFFSET_K3,-0.0354641359191286,-0.0573022253699443,-0.0216990594003262,-0.053822395925001,-0.0193540493546644,-0.0505443555804633,140,35,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SERIES_ML_vs_OFFSET_K3,0.0281791614593232,0.0189486818527288,0.0428180598446131,0.018114585578644,0.0414483612800464,0.0361169841303629,140,87,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0182927574033834,0.0122280106026394,0.0281636020842139,0.0117743318991049,0.0271964657375858,0.0246400368428072,140,92,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SERIES_MAP_vs_OFFSET_K3,-0.0833609525917164,-0.1166455412077462,-0.0609132371690438,-0.1142616359470973,-0.0591069872758479,-0.1049724138611964,140,33,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SERIES_MAP_NOSERIES_vs_OFFSET_K3,-0.0955031082937902,-0.1223545707548172,-0.0752490538979982,-0.1248454478907017,-0.0767610125917948,-0.1105808684573557,140,23,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,SLOPE_L_s1_K3_vs_OFFSET_K3,0.0079395490360652,0.002339090359241,0.0174865904942384,0.003178958619084,0.0217287431780811,0.0064315089038378,140,22,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,3,OFFSET_K1_vs_OFFSET_K3,-0.0981811178260923,-0.1256867560874829,-0.077457661514864,-0.1283063224360579,-0.0788735478832417,-0.1134237899088858,140,22,0,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,5,SERIES_FIXED_vs_OFFSET_K3,0.0135398189427113,0.0028869977844205,0.022823034845406,0.0050274714633742,0.0263278258266964,0.0095779206924453,99,34,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,5,SERIES_INNER_vs_OFFSET_K3,0.0147728128077869,0.0035876523329952,0.029439199897334,0.0052248695451523,0.0329820106922854,0.0143804618013593,99,50,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,5,SERIES_ML_vs_OFFSET_K3,0.0370449163086929,0.0211310825041178,0.0515447681635054,0.0228489649351865,0.0528425222640722,0.0381944204923667,99,72,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,5,SERIES_ML_NOSERIES_vs_OFFSET_K3,0.0122287989254842,0.0063868422861566,0.0200934406590178,0.0063685956614888,0.0200301184168298,0.0173136164957358,99,62,5,5
GEN9_SHAPE_RECOMPOSED,D_OPTIMAL,5,SERIES_MAP_vs_OFFSET_K3,-0.0884772005689979,-0.1356902893228146,-0.0559237313148318,-0.1280826183083066,-0.0494475589354607,-0.1195550156421855,99,26,0,5
