stage,model,macro_mae,offset_mae,shape_mae,pooled_mae,macro_sd,n_seeds
feature_access,REC_ecfp_plus_recovered,0.9807059571567518,0.82117153046591,0.5024541231074512,1.1589899640913768,0.0223261836876054,5
feature_access,GEN10_MF_025,0.9852086402668035,0.8324937976293023,0.4894745656097519,1.155868073731395,0.0281855723806484,5
feature_access,GEN9_REL_MONOLITH,0.9858074152350824,0.8306698287376226,0.4877613642891188,1.1496043721802691,0.0249692515956158,5
feature_access,GEN10_REP_8,0.990447098552431,0.836893365405623,0.4863385478426688,1.1549532596624377,0.0380107128907163,5
feature_access,GEN10_MF_050,0.9908810464439066,0.8363097908574284,0.4907020834529718,1.154605733941772,0.0205494637707728,5
feature_access,GEN10_REP_32,0.994330788659222,0.8303398813128723,0.4909393836286906,1.1527950319095666,0.0486070252766491,5
feature_access,GEN10_MF_SQRT,1.0566007012271388,0.8937859057742076,0.5304642174327584,1.220966335656023,0.0326870141884039,5
feature_access,GEN10_MF_100,1.071017728943461,0.8951029650597423,0.5196607322765601,1.1871839489910303,0.0453736137989704,5
level_shape,GEN9_SHAPE_RECOMPOSED,0.9694845437352136,0.82117153046591,0.4819226475459343,1.1217506325100337,0.02537107045511,5
level_shape,GEN10_RESIDUAL_SHAPE_INSAMPLE,0.97484447083977,0.8211715304659102,0.4909833377565761,1.1471501763891856,0.0230558821688719,5
level_shape,GEN10_LEVEL_SHAPE,0.9817732514415292,0.8299610999657382,0.4914239177400638,1.1270576714244824,0.0233254832155393,5
level_shape,GEN10_RESIDUAL_SHAPE,0.9820752366466567,0.8211715304659102,0.4974720232593436,1.125258870958331,0.0300446595814244,5
level_shape,GEN10_TWO_BRANCH_INTERACT,0.9964440893919272,0.82117153046591,0.5132767699875829,1.1407697675257271,0.0328561771294968,5
level_shape,GEN10_TWO_BRANCH,1.0029586126500707,0.82117153046591,0.5198418407216183,1.142244819149486,0.0332060526970879,5
axis_representation,GEN10_REC_GEN9_PLUS,0.9690948621340842,0.82117153046591,0.4793928603336886,1.1193050341042157,0.0253174118466978,5
axis_representation,GEN10_REC_HYBRID,0.9696047642907152,0.8211715304659102,0.4781582282078096,1.106639890360203,0.0235805381297678,5
axis_representation,GEN10_REC_RANK,0.96992447962301,0.82117153046591,0.4789650482391016,1.1096019854248689,0.0242236838676603,5
axis_representation,GEN10_REC_GEN9_CURVEWINDOW,0.9699978916816973,0.8211715304659102,0.4820206740110787,1.1223214604441678,0.0250487514163843,5
axis_representation,GEN10_REC_ALL,0.9700426814649176,0.82117153046591,0.4779321122004307,1.1046389854400345,0.0245898482442705,5
axis_representation,GEN10_REC_LOCAL,0.9750252879806984,0.82117153046591,0.4963489171843117,1.1459720134540614,0.0239086901006773,5
axis_representation,GEN10_MONO_HYBRID,0.9904605673262652,0.8386108044428401,0.4861010250417982,1.1495946111050186,0.030732677335131,5
axis_representation,GEN10_MONO_RANK,0.9935022774572656,0.8374227143620219,0.486473722041214,1.1634517605769634,0.0295086501421086,5
set_context,GEN10_SET_MEAN,1.0058966114184502,0.82117153046591,0.5394303104277004,1.1303166814648231,0.0310083169919637,5
set_context,GEN10_SET_ATTENTION,1.0087015025044903,0.82117153046591,0.5395128078542207,1.1268981789943986,0.0311456813256091,5
